Building,Location Weather Year,Usage Level,Geometry Building Type ACS,Location,Location Region,Location Weather Filename,Vintage ACS,Vintage,Heating Fuel,Geometry Building Type RECS,Geometry Building Number Units HL,Geometry Foundation Type,Geometry Wall Type,Geometry House Size,Geometry Stories,Geometry Building Number Units MF,Geometry Building Number Units SFA,Geometry Garage,Bedrooms,Corridor,Geometry Unit Stories SF,Geometry Unit Stories MF,Occupants,Orientation,Eaves,Door Area,Window Areas,Overhangs,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier Unfinished Attic,Roof Material,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Interior Shading,Windows,Doors,Water Heater,Hot Water Fixtures,Hot Water Distribution,Solar Hot Water,HVAC System Is Shared,HVAC System Shared Electricity,HVAC System Shared Natural Gas,HVAC System Shared Propane,HVAC System Shared Fuel Oil,HVAC System Shared Other Fuel,HVAC System Shared None,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Ceiling Fan,Dehumidifier,Refrigerator,Refrigeration Schedule,Cooking Range,Cooking Range Schedule,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Plug Loads Schedule,Electric Vehicle,Misc Extra Refrigerator,Misc Freezer,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Misc Pool Schedule,Misc Well Pump,Ducts,Infiltration,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,Days Shifted,Geometry Perimeter Footprint Ratio,Geometry Building Horizontal Location MF,Geometry Building Level MF,Geometry Building Horizontal Location SFA
1644,TMY3,Low,50 or more Unit,CA_San.Francisco.Intl.AP.724940,CR11,USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units low,Slab,Masonry,0-1499,2,54,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,27,"Ceiling R-30, Vented",R-19,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,None,None,70F,72F,No,Yes,0F,5F,Day Setup,None,National Average,None,EF 15.9,National Average,"Electric, 80% Usage",National Average,"318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",10 ACH50,"Year-Round, 3 days/wk",None,Hour18,Hour16,None,Day322,0.13,Middle,Top,N/A
1645,TMY3,Low,50 or more Unit,CA_San.Francisco.Intl.AP.724940,CR11,USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 5+ Units,50 or more Units low,Slab,Masonry,0-1499,2,54,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,27,"Ceiling R-30, Vented",R-19,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,None,None,70F,72F,No,Yes,0F,5F,Day Setup,None,National Average,None,EF 15.9,National Average,"Electric, 80% Usage",National Average,"318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",10 ACH50,"Year-Round, 3 days/wk",None,Hour18,Hour16,None,Day322,0.13,Right,Top,N/A
1646,TMY3,Medium,5 to 9 Unit,CA_Long.Beach-Daugherty.Field.722970,CR11,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,1980-99s,1980s,Natural Gas,Multi-Family with 5+ Units,5 to 9 Units low,Slab,Masonry,0-1499,3,9,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-13, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,Fan Coil Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,70F,78F,No,Yes,0F,9F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour14,None,Day185,0.13,Left,Bottom,N/A
1647,TMY3,Medium,5 to 9 Unit,CA_Long.Beach-Daugherty.Field.722970,CR11,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,1980-99s,1980s,Natural Gas,Multi-Family with 5+ Units,5 to 9 Units low,Slab,Masonry,0-1499,3,9,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-13, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,Fan Coil Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,70F,78F,No,Yes,0F,9F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour14,None,Day185,0.13,Middle,Bottom,N/A
1648,TMY3,Medium,5 to 9 Unit,CA_Long.Beach-Daugherty.Field.722970,CR11,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,1980-99s,1980s,Natural Gas,Multi-Family with 5+ Units,5 to 9 Units low,Slab,Masonry,0-1499,3,9,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-13, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,Fan Coil Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,70F,78F,No,Yes,0F,9F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour14,None,Day185,0.13,Right,Bottom,N/A
1649,TMY3,Medium,5 to 9 Unit,CA_Long.Beach-Daugherty.Field.722970,CR11,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,1980-99s,1980s,Natural Gas,Multi-Family with 5+ Units,5 to 9 Units low,Slab,Masonry,0-1499,3,9,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-13, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,Fan Coil Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,70F,78F,No,Yes,0F,9F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour14,None,Day185,0.13,Left,Middle,N/A
1650,TMY3,Medium,5 to 9 Unit,CA_Long.Beach-Daugherty.Field.722970,CR11,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,1980-99s,1980s,Natural Gas,Multi-Family with 5+ Units,5 to 9 Units low,Slab,Masonry,0-1499,3,9,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-13, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,Fan Coil Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,70F,78F,No,Yes,0F,9F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour14,None,Day185,0.13,Middle,Middle,N/A
1651,TMY3,Medium,5 to 9 Unit,CA_Long.Beach-Daugherty.Field.722970,CR11,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,1980-99s,1980s,Natural Gas,Multi-Family with 5+ Units,5 to 9 Units low,Slab,Masonry,0-1499,3,9,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-13, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,Fan Coil Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,70F,78F,No,Yes,0F,9F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour14,None,Day185,0.13,Right,Middle,N/A
1652,TMY3,Medium,5 to 9 Unit,CA_Long.Beach-Daugherty.Field.722970,CR11,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,1980-99s,1980s,Natural Gas,Multi-Family with 5+ Units,5 to 9 Units low,Slab,Masonry,0-1499,3,9,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-13, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,Fan Coil Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,70F,78F,No,Yes,0F,9F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour14,None,Day185,0.13,Left,Top,N/A
1653,TMY3,Medium,5 to 9 Unit,CA_Long.Beach-Daugherty.Field.722970,CR11,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,1980-99s,1980s,Natural Gas,Multi-Family with 5+ Units,5 to 9 Units low,Slab,Masonry,0-1499,3,9,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-13, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,Fan Coil Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,70F,78F,No,Yes,0F,9F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour14,None,Day185,0.13,Middle,Top,N/A
1654,TMY3,Medium,5 to 9 Unit,CA_Long.Beach-Daugherty.Field.722970,CR11,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,1980-99s,1980s,Natural Gas,Multi-Family with 5+ Units,5 to 9 Units low,Slab,Masonry,0-1499,3,9,None,None,2,Double-Loaded Interior,N/a,1,1,North,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-13, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,Fan Coil Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,70F,78F,No,Yes,0F,9F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour14,None,Day185,0.13,Right,Top,N/A
1655,TMY3,Medium,10 to 19 Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1960-79s,1960s,Natural Gas,Multi-Family with 5+ Units,10 to 19 Units low,Unheated Basement,Masonry,0-1499,2,16,None,None,2,Double-Loaded Interior,N/a,1,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,PTAC Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,72F,75F,No,Yes,0F,5F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour11,None,Day240,0.13,Left,Bottom,N/A
1656,TMY3,Medium,10 to 19 Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1960-79s,1960s,Natural Gas,Multi-Family with 5+ Units,10 to 19 Units low,Unheated Basement,Masonry,0-1499,2,16,None,None,2,Double-Loaded Interior,N/a,1,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,PTAC Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,72F,75F,No,Yes,0F,5F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour11,None,Day240,0.13,Middle,Bottom,N/A
1657,TMY3,Medium,10 to 19 Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1960-79s,1960s,Natural Gas,Multi-Family with 5+ Units,10 to 19 Units low,Unheated Basement,Masonry,0-1499,2,16,None,None,2,Double-Loaded Interior,N/a,1,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,PTAC Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,72F,75F,No,Yes,0F,5F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour11,None,Day240,0.13,Middle,Bottom,N/A
1658,TMY3,Medium,10 to 19 Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1960-79s,1960s,Natural Gas,Multi-Family with 5+ Units,10 to 19 Units low,Unheated Basement,Masonry,0-1499,2,16,None,None,2,Double-Loaded Interior,N/a,1,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,PTAC Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,72F,75F,No,Yes,0F,5F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour11,None,Day240,0.13,Right,Bottom,N/A
1659,TMY3,Medium,10 to 19 Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1960-79s,1960s,Natural Gas,Multi-Family with 5+ Units,10 to 19 Units low,Unheated Basement,Masonry,0-1499,2,16,None,None,2,Double-Loaded Interior,N/a,1,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,PTAC Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,72F,75F,No,Yes,0F,5F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour11,None,Day240,0.13,Left,Top,N/A
1660,TMY3,Medium,10 to 19 Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1960-79s,1960s,Natural Gas,Multi-Family with 5+ Units,10 to 19 Units low,Unheated Basement,Masonry,0-1499,2,16,None,None,2,Double-Loaded Interior,N/a,1,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,PTAC Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,72F,75F,No,Yes,0F,5F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour11,None,Day240,0.13,Middle,Top,N/A
1661,TMY3,Medium,10 to 19 Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1960-79s,1960s,Natural Gas,Multi-Family with 5+ Units,10 to 19 Units low,Unheated Basement,Masonry,0-1499,2,16,None,None,2,Double-Loaded Interior,N/a,1,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,PTAC Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,72F,75F,No,Yes,0F,5F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour11,None,Day240,0.13,Middle,Top,N/A
1662,TMY3,Medium,10 to 19 Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1960-79s,1960s,Natural Gas,Multi-Family with 5+ Units,10 to 19 Units low,Unheated Basement,Masonry,0-1499,2,16,None,None,2,Double-Loaded Interior,N/a,1,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,PTAC Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,72F,75F,No,Yes,0F,5F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour11,None,Day240,0.13,Right,Top,N/A
1663,TMY3,Medium,10 to 19 Unit,IL_Chicago-OHare.Intl.AP.725300,CR04,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1960-79s,1960s,Natural Gas,Multi-Family with 5+ Units,10 to 19 Units low,Unheated Basement,Masonry,0-1499,2,16,None,None,2,Double-Loaded Interior,N/a,1,3,East,2 ft,20 ft^2,F15 B15 L15 R15,None,4,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Both Shared,None,PTAC Heating And Cooling,None,None,None,None,No,None,None,None,None,None,None,None,None,Central,72F,75F,No,Yes,0F,5F,Night Setup,None,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour19,Hour11,None,Day240,0.13,Left,Bottom,N/A
