Back to Contents,Data 1: Residential Propane Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPLLPA_PRS_NUS_DPG,W_EPLLPA_PRS_R10_DPG,W_EPLLPA_PRS_R1X_DPG,W_EPLLPA_PRS_SCT_DPG,W_EPLLPA_PRS_SME_DPG,W_EPLLPA_PRS_SMA_DPG,W_EPLLPA_PRS_SNH_DPG,W_EPLLPA_PRS_SRI_DPG,W_EPLLPA_PRS_SVT_DPG,W_EPLLPA_PRS_R1Y_DPG,W_EPLLPA_PRS_SDE_DPG,W_EPLLPA_PRS_SMD_DPG,W_EPLLPA_PRS_SNJ_DPG,W_EPLLPA_PRS_SNY_DPG,W_EPLLPA_PRS_SPA_DPG,W_EPLLPA_PRS_R1Z_DPG,W_EPLLPA_PRS_SFL_DPG,W_EPLLPA_PRS_SGA_DPG,W_EPLLPA_PRS_SNC_DPG,W_EPLLPA_PRS_SVA_DPG,W_EPLLPA_PRS_R20_DPG,W_EPLLPA_PRS_SIL_DPG,W_EPLLPA_PRS_SIN_DPG,W_EPLLPA_PRS_SIA_DPG,W_EPLLPA_PRS_SKS_DPG,W_EPLLPA_PRS_SKY_DPG,W_EPLLPA_PRS_SMI_DPG,W_EPLLPA_PRS_SMN_DPG,W_EPLLPA_PRS_SMO_DPG,W_EPLLPA_PRS_SNE_DPG,W_EPLLPA_PRS_SND_DPG,W_EPLLPA_PRS_SOH_DPG,W_EPLLPA_PRS_SOK_DPG,W_EPLLPA_PRS_SSD_DPG,W_EPLLPA_PRS_STN_DPG,W_EPLLPA_PRS_SWI_DPG,W_EPLLPA_PRS_R30_DPG,W_EPLLPA_PRS_SAL_DPG,W_EPLLPA_PRS_SAR_DPG,W_EPLLPA_PRS_SMS_DPG,W_EPLLPA_PRS_STX_DPG,W_EPLLPA_PRS_R40_DPG,W_EPLLPA_PRS_SCO_DPG,W_EPLLPA_PRS_SID_DPG,W_EPLLPA_PRS_SMT_DPG,W_EPLLPA_PRS_SUT_DPG
"Feb 20, 2012",2.703,3.351,3.472,3.093,3.256,3.487,3.487,3.812,3.616,3.39,3.426,3.501,3.948,3.254,3.277,3.16,,,3.089,3.378,2.221,,2.653,1.854,,2.597,2.515,2.073,2.09,1.673,1.886,2.845,,1.939,,1.978,,,,,,,,,,
"Feb 27, 2012",2.709,3.365,3.473,3.096,3.25,3.5,3.506,3.767,3.604,3.407,3.437,3.529,3.961,3.258,3.306,3.179,,,3.1,3.424,2.221,,2.65,1.855,,2.579,2.521,2.067,2.093,1.678,1.879,2.86,,1.94,,1.97,,,,,,,,,,
"Mar 05, 2012",2.71,3.368,3.468,3.11,3.244,3.497,3.5,3.783,3.578,3.418,3.438,3.529,3.969,3.271,3.322,3.174,,,3.098,3.41,2.22,,2.645,1.838,,2.584,2.532,2.054,2.101,1.681,1.875,2.886,,1.935,,1.965,,,,,,,,,,
"Mar 12, 2012",2.708,3.37,3.469,3.11,3.245,3.493,3.498,3.783,3.592,3.427,3.419,3.529,3.972,3.279,3.341,3.165,,,3.065,3.473,2.216,,2.643,1.828,,2.521,2.531,2.063,2.093,1.696,1.883,2.877,,1.933,,1.965,,,,,,,,,,
"Mar 19, 2012",2.705,3.368,3.483,3.111,3.243,3.502,3.516,3.803,3.615,3.431,3.417,3.549,4,3.262,3.351,3.137,,,3.031,3.465,2.211,,2.635,1.819,,2.557,2.533,2.061,2.088,1.667,1.88,2.87,,1.929,,1.955,,,,,,,,,,
"Oct 01, 2012",2.195,2.897,3.027,2.83,2.655,3.041,3.108,3.377,3.162,2.922,3.091,3.043,3.377,2.828,2.794,2.72,,,2.66,2.911,1.654,,1.826,1.356,,2.045,2.022,1.5,1.594,1.316,1.37,2.099,,1.397,,1.463,,,,,,,,,,
"Oct 08, 2012",2.2,2.914,3.045,2.836,2.709,3.111,3.124,3.358,3.139,2.967,3.028,3.144,3.468,2.841,2.851,2.684,,,2.632,2.85,1.648,,1.833,1.359,,2.034,1.944,1.505,1.605,1.328,1.374,2.092,,1.395,,1.479,,,,,,,,,,
"Oct 15, 2012",2.204,2.907,3.031,2.849,2.703,3.096,3.109,3.354,3.096,2.956,3.054,3.078,3.485,2.811,2.859,2.691,,,2.635,2.867,1.661,,1.857,1.364,,2.014,1.956,1.533,1.622,1.347,1.439,2.098,,1.414,,1.473,,,,,,,,,,
"Oct 22, 2012",2.21,2.914,3.04,2.83,2.723,3.097,3.119,3.312,3.14,2.967,3.056,3.081,3.508,2.818,2.873,2.686,,,2.623,2.885,1.667,,1.834,1.387,,1.996,1.953,1.532,1.625,1.354,1.447,2.117,,1.424,,1.491,,,,,,,,,,
"Oct 29, 2012",2.216,2.912,3.042,2.808,2.729,3.118,3.113,3.28,3.176,2.952,3.067,3.117,3.439,2.825,2.839,2.708,,,2.654,2.879,1.679,,1.86,1.395,,2.03,1.952,1.547,1.63,1.355,1.445,2.131,,1.43,,1.518,,,,,,,,,,
"Nov 05, 2012",2.243,2.941,3.048,2.819,2.73,3.085,3.119,3.358,3.171,3.006,3.063,3.136,3.451,2.829,2.973,2.707,,,2.651,2.886,1.704,,1.957,1.404,,2.04,1.997,1.556,1.65,1.358,1.459,2.17,,1.432,,1.526,,,,,,,,,,
"Nov 12, 2012",2.236,2.934,3.054,2.82,2.717,3.101,3.12,3.405,3.18,2.972,3.105,3.133,3.32,2.833,2.917,2.742,,,2.694,2.892,1.698,,1.829,1.401,,2.062,2,1.556,1.658,1.361,1.462,2.197,,1.43,,1.523,,,,,,,,,,
"Nov 19, 2012",2.239,2.932,3.051,2.814,2.731,3.092,3.105,3.365,3.211,2.967,3.118,3.163,3.331,2.841,2.882,2.747,,,2.698,2.902,1.704,,1.836,1.412,,2.077,2.011,1.562,1.665,1.348,1.452,2.218,,1.438,,1.51,,,,,,,,,,
"Nov 26, 2012",2.244,2.935,3.067,2.809,2.737,3.14,3.106,3.399,3.25,2.965,3.123,3.136,3.305,2.843,2.892,2.75,,,2.706,2.888,1.711,,1.853,1.409,,2.073,2.01,1.568,1.666,1.365,1.461,2.238,,1.449,,1.527,,,,,,,,,,
"Dec 03, 2012",2.243,2.936,3.063,2.801,2.726,3.138,3.109,3.336,3.273,2.967,3.11,3.144,3.294,2.853,2.891,2.752,,,2.708,2.892,1.708,,1.888,1.413,,2.081,1.976,1.569,1.671,1.33,1.465,2.228,,1.436,,1.524,,,,,,,,,,
"Dec 10, 2012",2.247,2.936,3.064,2.803,2.73,3.135,3.118,3.345,3.251,2.966,3.109,3.157,3.294,2.855,2.882,2.754,,,2.708,2.9,1.715,,1.903,1.405,,2.078,2.004,1.572,1.667,1.33,1.458,2.255,,1.429,,1.531,,,,,,,,,,
"Dec 17, 2012",2.243,2.93,3.063,2.799,2.703,3.128,3.125,3.368,3.254,2.958,3.065,3.145,3.296,2.852,2.872,2.747,,,2.708,2.869,1.713,,1.899,1.405,,2.095,2.015,1.573,1.654,1.324,1.472,2.245,,1.427,,1.517,,,,,,,,,,
"Dec 24, 2012",2.248,2.933,3.092,2.812,2.653,3.139,3.166,3.515,3.299,2.95,3.005,3.142,3.254,2.853,2.873,2.749,,,2.706,2.883,1.72,,1.92,1.421,,2.07,2.009,1.581,1.66,1.332,1.456,2.261,,1.44,,1.527,,,,,,,,,,
"Dec 31, 2012",2.262,2.951,3.114,2.831,2.687,3.179,3.146,3.595,3.358,2.954,3.024,3.144,3.287,2.853,2.869,2.788,,,2.756,2.89,1.73,,1.913,1.421,,2.109,2.028,1.585,1.674,1.335,1.461,2.29,,1.442,,1.529,,,,,,,,,,
"Jan 07, 2013",2.267,2.95,3.113,2.834,2.699,3.183,3.16,3.474,3.372,2.975,3.009,3.123,3.377,2.87,2.887,2.744,,,2.7,2.885,1.74,,1.925,1.423,,2.138,2.052,1.592,1.699,1.332,1.474,2.29,,1.452,,1.533,,,,,,,,,,
"Jan 14, 2013",2.268,2.955,3.116,2.844,2.723,3.175,3.165,3.445,3.37,2.978,3.016,3.15,3.324,2.872,2.903,2.755,,,2.706,2.909,1.738,,1.958,1.386,,2.113,2.064,1.592,1.705,1.338,1.472,2.292,,1.454,,1.528,,,,,,,,,,
"Jan 21, 2013",2.283,2.968,3.131,2.903,2.726,3.187,3.174,3.484,3.379,2.983,3.003,3.144,3.325,2.882,2.911,2.78,,,2.744,2.894,1.754,,1.956,1.39,,2.131,2.084,1.607,1.715,1.334,1.482,2.355,,1.471,,1.541,,,,,,,,,,
"Jan 28, 2013",2.297,2.98,3.167,2.898,2.725,3.193,3.196,3.56,3.506,2.995,3.017,3.155,3.364,2.891,2.916,2.77,,,2.73,2.898,1.769,,1.954,1.404,,2.21,2.099,1.622,1.717,1.336,1.509,2.352,,1.484,,1.565,,,,,,,,,,
"Feb 04, 2013",2.306,2.994,3.169,2.904,2.744,3.207,3.22,3.503,3.464,3.002,3.016,3.146,3.323,2.91,2.933,2.809,,,2.778,2.906,1.776,,1.945,1.41,,2.189,2.112,1.624,1.728,1.352,1.544,2.381,,1.482,,1.561,,,,,,,,,,
"Feb 11, 2013",2.309,2.996,3.18,2.902,2.748,3.195,3.235,3.54,3.48,3.002,3.035,3.161,3.336,2.902,2.931,2.806,,,2.777,2.898,1.779,,1.938,1.408,,2.197,2.119,1.63,1.721,1.346,1.556,2.403,,1.488,,1.561,,,,,,,,,,
"Feb 18, 2013",2.314,3.005,3.198,2.872,2.767,3.21,3.244,3.534,3.559,3.02,3.018,3.164,3.37,2.92,2.951,2.79,,,2.753,2.909,1.781,,1.946,1.406,,2.198,2.131,1.634,1.727,1.357,1.549,2.397,,1.481,,1.556,,,,,,,,,,
"Feb 25, 2013",2.319,3.01,3.206,2.871,2.771,3.211,3.249,3.54,3.589,3.021,3.017,3.162,3.377,2.931,2.942,2.798,,,2.763,2.909,1.785,,1.951,1.406,,2.194,2.139,1.636,1.719,1.358,1.556,2.415,,1.481,,1.567,,,,,,,,,,
"Mar 04, 2013",2.317,3.003,3.194,2.866,2.761,3.208,3.24,3.515,3.57,3.013,3.024,3.161,3.355,2.928,2.929,2.799,,,2.768,2.899,1.788,,1.964,1.405,,2.177,2.144,1.635,1.729,1.353,1.556,2.43,,1.48,,1.566,,,,,,,,,,
"Mar 11, 2013",2.317,3.007,3.191,2.877,2.766,3.206,3.239,3.511,3.546,3.02,3.035,3.163,3.359,2.933,2.94,2.804,,,2.769,2.913,1.785,,1.955,1.397,,2.186,2.143,1.625,1.722,1.365,1.556,2.428,,1.465,,1.57,,,,,,,,,,
"Mar 18, 2013",2.311,2.997,3.169,2.864,2.748,3.205,3.203,3.514,3.515,3.013,3.039,3.161,3.337,2.935,2.927,2.799,,,2.768,2.898,1.782,,1.954,1.398,,2.186,2.131,1.628,1.719,1.36,1.559,2.433,,1.458,,1.556,,,,,,,,,,
"Oct 07, 2013",2.358,2.999,3.032,2.961,2.678,3.137,3.027,3.547,3.227,2.997,2.985,3.164,3.474,2.864,2.931,2.971,,,2.937,3.068,1.835,,2.057,1.527,,2.119,2.062,1.675,1.796,1.54,1.563,2.344,,1.582,,1.675,,,,,,,,,,
"Oct 14, 2013",2.337,2.965,3.028,2.878,2.675,3.088,3.016,3.493,3.331,2.981,3.048,3.215,3.467,2.84,2.893,2.871,,,2.897,2.796,1.826,,2.063,1.525,,2.056,2.024,1.671,1.743,1.543,1.583,2.364,,1.577,,1.687,,,,,,,,,,
"Oct 21, 2013",2.377,3.003,3.024,2.937,2.694,3.138,3.005,3.57,3.204,3.038,3.02,3.277,3.586,2.855,2.98,2.908,,,2.869,3.018,1.867,,2.136,1.556,,2.119,2.101,1.692,1.829,1.537,1.593,2.391,,1.606,,1.697,,,,,,,,,,
"Oct 28, 2013",2.406,3.013,3.012,2.96,2.693,3.114,2.979,3.577,3.185,3.059,3.043,3.25,3.606,2.912,2.979,2.92,,,2.882,3.029,1.911,,2.176,1.586,,2.147,2.127,1.774,1.842,1.567,1.71,2.441,,1.677,,1.738,,,,,,,,,,
"Nov 04, 2013",2.45,3.044,3.033,2.994,2.729,3.129,2.987,3.574,3.218,3.095,3.086,3.293,3.616,2.933,3.035,2.948,,,2.912,3.051,1.966,,2.256,1.621,,2.207,2.15,1.846,1.901,1.596,1.843,2.512,,1.72,,1.761,,,,,,,,,,
"Nov 11, 2013",2.482,3.073,3.047,3.038,2.752,3.163,2.983,3.565,3.235,3.122,3.069,3.327,3.603,3.008,3.033,2.999,,,2.967,3.088,2,,2.305,1.651,,2.207,2.163,1.894,1.901,1.646,1.947,2.549,,1.792,,1.797,,,,,,,,,,
"Nov 18, 2013",2.506,3.09,3.064,3.034,2.786,3.137,2.984,3.6,3.299,3.145,3.088,3.306,3.591,3.049,3.061,3.001,,,2.955,3.129,2.03,,2.341,1.658,,2.272,2.196,1.945,1.915,1.662,1.957,2.581,,1.796,,1.835,,,,,,,,,,
"Nov 25, 2013",2.542,3.141,3.121,3.083,2.804,3.219,3.054,3.678,3.357,3.204,3.114,3.337,3.642,3.121,3.124,3.031,,,2.975,3.188,2.053,,2.42,1.683,,2.237,2.213,1.973,1.932,1.67,1.961,2.628,,1.803,,1.845,,,,,,,,,,
"Dec 02, 2013",2.566,3.165,3.172,3.11,2.837,3.233,3.136,3.709,3.418,3.213,3.158,3.363,3.653,3.154,3.101,3.059,,,2.998,3.233,2.077,,2.455,1.689,,2.256,2.216,1.98,1.948,1.682,1.955,2.762,,1.801,,1.857,,,,,,,,,,
"Dec 09, 2013",2.621,3.246,3.257,3.189,2.922,3.331,3.212,3.773,3.523,3.307,3.21,3.455,3.783,3.237,3.199,3.109,,,3.051,3.273,2.111,,2.518,1.749,,2.3,2.263,2.001,2.014,1.727,1.974,2.705,,1.857,,1.894,,,,,,,,,,
"Dec 16, 2013",2.712,3.315,3.312,3.26,2.997,3.368,3.256,3.831,3.58,3.383,3.209,3.505,3.853,3.335,3.274,3.177,,,3.116,3.351,2.221,,2.662,1.877,,2.376,2.359,2.13,2.126,1.844,2.084,2.754,,1.958,,2.024,,,,,,,,,,
"Dec 23, 2013",2.76,3.342,3.37,3.324,3.107,3.393,3.277,3.898,3.661,3.402,3.263,3.512,3.845,3.366,3.289,3.192,,,3.137,3.346,2.285,,2.761,1.903,,2.425,2.46,2.191,2.151,1.876,2.192,2.807,,2.014,,2.112,,,,,,,,,,
"Dec 30, 2013",2.802,3.387,3.461,3.352,3.121,3.467,3.454,3.935,3.757,3.447,3.374,3.539,3.932,3.394,3.332,3.195,,,3.136,3.362,2.324,,2.797,1.929,,2.455,2.516,2.228,2.21,1.89,2.205,2.858,,2.027,,2.159,,,,,,,,,,
"Jan 06, 2014",2.829,3.399,3.483,3.354,3.181,3.477,3.467,3.99,3.753,3.46,3.382,3.557,3.967,3.412,3.333,3.193,,,3.142,3.337,2.364,,2.806,1.96,,2.517,2.532,2.322,2.251,1.911,2.263,2.89,,2.065,,2.193,,,,,,,,,,
"Jan 13, 2014",2.861,3.432,3.531,3.397,3.273,3.536,3.501,4.016,3.776,3.486,3.395,3.596,3.931,3.47,3.347,3.229,,,3.18,3.366,2.396,,2.849,1.997,,2.54,2.575,2.33,2.265,1.92,2.273,2.95,,2.081,,2.24,,,,,,,,,,
"Jan 20, 2014",2.96,3.477,3.569,3.528,3.302,3.552,3.539,4.037,3.798,3.54,3.422,3.603,3.984,3.525,3.415,3.262,,,3.221,3.378,2.539,,2.939,2.584,,2.577,2.638,2.439,2.433,2.005,2.322,2.999,,2.088,,2.276,,,,,,,,,,
"Jan 27, 2014",4.01,3.783,3.73,3.653,3.469,3.695,3.672,4.207,4.037,3.836,3.734,3.865,4.235,3.797,3.755,3.722,,,3.711,3.753,4.195,,4.215,4.709,,3.785,3.611,4.61,3.997,4.073,4.569,3.731,,4.107,,4.49,,,,,,,,,,
"Feb 03, 2014",3.891,3.97,3.832,3.792,3.558,3.816,3.706,4.399,4.21,3.99,3.823,3.956,4.451,3.961,3.904,4.06,,,4.067,4.039,3.827,,4.265,3.59,,3.852,3.766,3.967,3.672,3.357,3.839,3.908,,3.664,,3.945,,,,,,,,,,
"Feb 10, 2014",3.764,4.02,3.849,3.918,3.607,3.794,3.728,4.456,4.134,4.044,3.79,4.055,4.433,4.004,3.991,4.131,,,4.153,4.069,3.555,,4.043,3.22,,3.677,3.667,3.48,3.484,2.995,3.283,3.808,,3.408,,3.686,,,,,,,,,,
"Feb 17, 2014",3.637,4.039,3.955,3.87,3.669,3.925,3.835,4.538,4.362,4.091,3.927,4.134,4.46,4.042,4.032,4.014,,,3.995,4.066,3.31,,3.753,2.811,,3.584,3.692,3.264,3.131,2.601,2.905,3.733,,3.019,,3.344,,,,,,,,,,
"Feb 24, 2014",3.477,3.988,3.96,3.902,3.637,3.974,3.827,4.615,4.361,4.086,3.911,4.144,4.436,4.06,4.01,3.815,,,3.779,3.915,3.06,,3.472,2.591,,3.417,3.359,2.985,2.96,2.393,2.618,3.615,,2.797,,2.967,,,,,,,,,,
"Mar 03, 2014",3.301,3.94,3.964,3.902,3.624,3.992,3.835,4.66,4.351,4.063,3.91,4.125,4.431,4.053,3.962,3.664,,,3.614,3.806,2.781,,3.248,2.149,,2.942,3.247,2.658,2.657,2.048,2.333,3.489,,2.751,,2.65,,,,,,,,,,
"Mar 10, 2014",3.165,3.875,3.946,3.776,3.591,3.99,3.84,4.66,4.344,4.016,3.874,4.098,4.362,4.014,3.908,3.519,,,3.431,3.767,2.586,,3.011,1.974,,2.937,3.006,2.416,2.424,1.891,2.2,3.365,,2.582,,2.384,,,,,,,,,,
"Mar 17, 2014",3.079,3.816,3.91,3.715,3.572,3.992,3.788,4.563,4.325,3.965,3.821,4.054,4.294,3.968,3.857,3.421,,,3.321,3.705,2.479,,2.922,1.889,,2.872,2.872,2.284,2.311,1.875,2.087,3.233,,2.536,,2.254,,,,,,,,,,
"Oct 13, 2014",2.376,3.077,3.106,3.062,2.78,3.326,3.205,3.632,3.031,3.112,3.19,3.333,3.754,3.097,2.887,3.021,4.228,2.391,2.728,2.963,1.894,1.76,1.959,1.621,1.74,2.198,2.071,1.842,1.847,1.596,1.751,2.246,1.963,1.666,2.63,1.823,2.468,2.662,2.207,2.412,2.489,1.938,2.068,2.158,1.72,1.866
"Oct 20, 2014",2.387,3.062,3.123,3.069,2.77,3.325,3.166,3.776,3.163,3.046,3.173,3.19,3.706,2.934,2.924,3.045,4.325,2.331,2.817,2.83,1.908,1.743,2.008,1.614,1.734,2.215,2.103,1.85,1.865,1.571,1.749,2.263,2.001,1.659,2.843,1.822,2.487,2.687,2.218,2.451,2.494,2.088,2.09,2.281,2.022,2.068
"Oct 27, 2014",2.413,3.079,3.109,2.941,2.771,3.294,3.187,3.753,3.161,3.02,3.174,3.152,3.603,2.905,2.92,3.132,4.519,2.348,2.865,2.961,1.939,1.802,2.041,1.618,1.767,2.202,2.127,1.853,1.901,1.561,1.749,2.392,2.001,1.672,2.879,1.855,2.51,2.72,2.297,2.455,2.5,2.137,2.17,2.362,2.034,2.083
"Nov 03, 2014",2.401,3.029,3.098,2.952,2.771,3.239,3.244,3.687,3.076,2.93,3.124,3.09,3.559,2.759,2.86,3.106,4.454,2.375,2.859,2.866,1.947,1.819,2.068,1.617,1.745,2.222,2.113,1.853,1.885,1.565,1.753,2.428,1.98,1.673,2.946,1.87,2.517,2.724,2.278,2.488,2.503,2.169,2.154,2.319,2.082,2.288
"Nov 10, 2014",2.411,3.055,3.106,2.961,2.766,3.191,3.284,3.643,3.128,2.989,3.103,3.051,3.516,2.853,2.947,3.105,4.463,2.368,2.846,2.891,1.95,1.816,2.065,1.617,1.747,2.214,2.137,1.865,1.88,1.566,1.76,2.435,1.977,1.67,2.931,1.874,2.509,2.761,2.281,2.492,2.453,2.146,2.189,2.301,2.026,2.166
"Nov 17, 2014",2.404,3.04,3.093,2.964,2.766,3.195,3.298,3.544,3.049,2.992,3.13,3.05,3.512,2.862,2.945,3.066,4.406,2.335,2.824,2.822,1.944,1.804,2.077,1.614,1.746,2.214,2.147,1.853,1.881,1.571,1.758,2.364,1.992,1.679,2.925,1.881,2.516,2.762,2.298,2.503,2.458,2.172,2.199,2.361,2.05,2.215
"Nov 24, 2014",2.401,3.023,3.089,2.966,2.764,3.172,3.258,3.497,3.127,2.953,3.079,3.071,3.518,2.849,2.853,3.068,4.507,2.321,2.791,2.805,1.948,1.815,2.091,1.618,1.745,2.175,2.129,1.866,1.884,1.552,1.748,2.434,2.007,1.669,2.948,1.858,2.52,2.763,2.305,2.529,2.446,2.195,2.201,2.362,2.102,2.251
"Dec 01, 2014",2.407,3.042,3.108,2.999,2.771,3.164,3.311,3.441,3.15,2.987,3.123,3.053,3.47,2.841,2.963,3.071,4.491,2.302,2.8,2.847,1.949,1.8,2.088,1.616,1.74,2.173,2.113,1.87,1.89,1.54,1.743,2.45,1.989,1.676,3.042,1.867,2.498,2.718,2.28,2.515,2.435,2.188,2.199,2.393,2.087,2.214
"Dec 08, 2014",2.386,2.998,3.077,2.871,2.762,3.187,3.257,3.363,3.136,2.941,3.116,3.031,3.488,2.842,2.842,3.022,4.502,2.305,2.678,2.835,1.94,1.794,2.087,1.609,1.741,2.151,2.131,1.882,1.893,1.49,1.716,2.42,1.993,1.659,2.997,1.841,2.488,2.729,2.271,2.491,2.422,2.203,2.192,2.423,2.041,2.428
"Dec 15, 2014",2.382,2.988,3.071,2.888,2.758,3.177,3.272,3.362,3.083,2.922,3.1,2.98,3.449,2.786,2.872,3.02,4.409,2.296,2.736,2.812,1.94,1.812,2.101,1.586,1.736,2.138,2.152,1.874,1.895,1.453,1.702,2.411,1.98,1.672,2.995,1.853,2.485,2.737,2.281,2.499,2.397,2.208,2.17,2.475,2.1,2.347
"Dec 22, 2014",2.38,2.995,3.031,2.718,2.715,3.146,3.248,3.384,3.069,2.945,3.094,2.966,3.443,2.806,2.919,3.034,4.403,2.291,2.721,2.958,1.931,1.827,2.089,1.57,1.714,2.135,2.132,1.841,1.906,1.428,1.686,2.379,1.974,1.659,3.097,1.836,2.489,2.762,2.266,2.484,2.409,2.196,2.17,2.451,2.107,2.259
"Dec 29, 2014",2.368,2.966,3.037,2.789,2.703,3.142,3.246,3.385,3.087,2.893,3.079,2.956,3.414,2.792,2.808,3.011,4.494,2.298,2.692,2.75,1.928,1.824,2.083,1.558,1.705,2.129,2.185,1.841,1.883,1.392,1.655,2.405,1.935,1.649,3.107,1.818,2.485,2.756,2.288,2.498,2.384,2.197,2.167,2.405,2.075,2.395
"Jan 05, 2015",2.358,2.947,3.017,2.714,2.688,3.133,3.244,3.376,3.045,2.871,3.051,2.915,3.384,2.786,2.779,2.997,4.365,2.28,2.693,2.864,1.92,1.814,2.08,1.565,1.684,2.143,2.153,1.844,1.87,1.351,1.646,2.392,1.914,1.645,3.127,1.813,2.503,2.813,2.27,2.52,2.39,2.197,2.172,2.407,2.037,2.467
"Jan 12, 2015",2.348,2.934,3,2.768,2.704,3.127,3.209,3.351,2.963,2.853,3.008,2.895,3.385,2.762,2.765,2.992,4.41,2.289,2.66,2.845,1.916,1.805,2.091,1.558,1.678,2.147,2.178,1.839,1.871,1.307,1.639,2.386,1.894,1.632,3.107,1.809,2.473,2.767,2.243,2.496,2.365,2.173,2.172,2.414,2.067,2.211
"Jan 19, 2015",2.386,3.05,3.111,2.83,2.704,3.179,3.231,3.501,3.448,2.994,3.099,3.034,3.447,2.939,2.899,3.081,4.3,2.341,2.831,3.041,1.909,1.79,2.103,1.553,1.65,2.162,2.179,1.821,1.865,1.299,1.576,2.388,1.853,1.633,3.168,1.8,2.45,2.749,2.228,2.474,2.333,2.192,2.154,2.477,1.985,2.551
"Jan 26, 2015",2.376,3.029,3.106,2.797,2.694,3.164,3.252,3.51,3.427,2.976,3.072,3.015,3.455,2.913,2.883,3.048,4.322,2.3,2.813,2.902,1.907,1.8,2.113,1.551,1.645,2.172,2.154,1.818,1.861,1.281,1.586,2.416,1.832,1.614,3.17,1.777,2.443,2.754,2.2,2.458,2.334,2.179,2.119,2.488,1.971,2.583
"Feb 02, 2015",2.368,3.029,3.109,2.866,2.695,3.164,3.256,3.489,3.408,2.967,3.059,3.011,3.445,2.911,2.868,3.058,4.363,2.284,2.809,2.939,1.893,1.785,2.101,1.548,1.62,2.175,2.173,1.804,1.865,1.282,1.539,2.417,1.823,1.614,3.11,1.709,2.439,2.756,2.195,2.469,2.317,2.158,2.101,2.489,1.953,2.528
"Feb 09, 2015",2.362,3.022,3.1,2.812,2.7,3.114,3.26,3.486,3.423,2.978,3.075,3.004,3.49,2.898,2.896,3.031,4.311,2.278,2.783,2.917,1.889,1.808,2.09,1.544,1.604,2.148,2.184,1.804,1.848,1.278,1.519,2.407,1.828,1.555,3.141,1.683,2.444,2.778,2.199,2.467,2.317,2.137,2.097,2.42,1.923,2.518
"Feb 16, 2015",2.356,3.021,3.094,2.794,2.677,3.13,3.25,3.475,3.43,2.98,3.066,3.006,3.477,2.927,2.877,3.03,4.324,2.278,2.773,2.924,1.88,1.786,2.062,1.532,1.604,2.13,2.181,1.818,1.844,1.286,1.521,2.362,1.834,1.537,3.144,1.682,2.445,2.767,2.196,2.473,2.323,2.116,2.065,2.435,1.91,2.479
"Feb 23, 2015",2.353,3.015,3.111,2.86,2.688,3.148,3.251,3.5,3.45,2.944,3.079,3.004,3.492,2.855,2.847,3.045,4.364,2.273,2.778,2.952,1.877,1.793,2.063,1.523,1.592,2.152,2.153,1.812,1.836,1.286,1.514,2.381,1.829,1.529,3.156,1.675,2.449,2.758,2.209,2.466,2.34,2.12,2.095,2.508,1.899,2.382
"Mar 02, 2015",2.37,3.065,3.121,2.876,2.71,3.148,3.265,3.514,3.447,3.055,3.102,3.008,3.531,2.937,3.047,3.047,4.391,2.271,2.775,2.937,1.875,1.795,2.057,1.517,1.596,2.137,2.186,1.789,1.835,1.286,1.493,2.397,1.831,1.481,3.132,1.681,2.459,2.774,2.226,2.487,2.334,2.089,2.074,2.445,1.844,2.402
"Mar 09, 2015",2.359,3.061,3.117,2.844,2.7,3.153,3.251,3.579,3.454,3.056,3.115,3.017,3.527,2.923,3.06,3.037,4.364,2.268,2.765,2.944,1.859,1.769,2.052,1.493,1.582,2.122,2.161,1.785,1.832,1.282,1.482,2.381,1.837,1.457,3.151,1.636,2.45,2.74,2.227,2.487,2.332,2.072,2.066,2.413,1.823,2.384
"Mar 16, 2015",2.342,3.042,3.094,2.836,2.7,3.142,3.197,3.558,3.426,3.045,3.097,3.011,3.496,2.945,3.021,3.009,4.273,2.262,2.758,2.918,1.848,1.764,2.027,1.462,1.572,2.1,2.171,1.784,1.827,1.266,1.481,2.381,1.83,1.45,3.085,1.612,2.441,2.712,2.23,2.476,2.33,2.022,2.021,2.261,1.759,2.443
"Mar 23, 2015",2.323,3.026,3.077,2.823,2.686,3.125,3.177,3.547,3.407,3.031,3.087,2.999,3.491,2.92,3.014,2.993,4.252,2.205,2.753,2.938,1.824,1.728,1.981,1.451,1.551,2.061,2.167,1.77,1.817,1.244,1.461,2.355,1.823,1.41,3.022,1.587,2.425,2.709,2.184,2.448,2.328,1.998,2.032,2.253,1.735,2.294
"Mar 30, 2015",2.292,2.987,3.047,2.796,2.683,3.105,3.139,3.526,3.34,2.975,3.055,2.99,3.469,2.835,2.963,2.969,4.282,2.201,2.691,2.91,1.8,1.687,1.937,1.417,1.533,2.042,2.161,1.743,1.786,1.231,1.429,2.342,1.814,1.395,2.971,1.582,2.397,2.673,2.144,2.439,2.297,1.973,2.001,2.271,1.681,2.319
