Back to Contents,Data 1: Residential Heating Oil Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPD2F_PRS_NUS_DPG,W_EPD2F_PRS_R10_DPG,W_EPD2F_PRS_R1X_DPG,W_EPD2F_PRS_SCT_DPG,W_EPD2F_PRS_SME_DPG,W_EPD2F_PRS_SMA_DPG,W_EPD2F_PRS_SNH_DPG,W_EPD2F_PRS_SRI_DPG,W_EPD2F_PRS_SVT_DPG,W_EPD2F_PRS_R1Y_DPG,W_EPD2F_PRS_SDE_DPG,W_EPD2F_PRS_SDC_DPG,W_EPD2F_PRS_SMD_DPG,W_EPD2F_PRS_SNJ_DPG,W_EPD2F_PRS_SNY_DPG,W_EPD2F_PRS_SPA_DPG,W_EPD2F_PRS_R1Z_DPG,W_EPD2F_PRS_SNC_DPG,W_EPD2F_PRS_SVA_DPG,W_EPD2F_PRS_R20_DPG,W_EPD2F_PRS_SIL_DPG,W_EPD2F_PRS_SIN_DPG,W_EPD2F_PRS_SIA_DPG,W_EPD2F_PRS_SKY_DPG,W_EPD2F_PRS_SMI_DPG,W_EPD2F_PRS_SMN_DPG,W_EPD2F_PRS_SNE_DPG,W_EPD2F_PRS_SOH_DPG,W_EPD2F_PRS_SWI_DPG
"Oct 03, 2016",2.301,2.306,2.236,2.39,1.967,2.337,2.079,2.392,2.077,2.373,2.331,3.021,2.333,2.358,2.604,2.071,2.201,2.225,2.196,2.069,,2.165,1.99,2.078,2.167,2.06,1.944,2.025,2.154
"Oct 10, 2016",2.366,2.37,2.286,2.449,2.01,2.394,2.103,2.462,2.104,2.453,2.377,3.133,2.402,2.421,2.688,2.156,2.245,2.254,2.243,2.155,,2.276,2.055,2.127,2.214,2.128,1.995,2.106,2.21
"Oct 17, 2016",2.38,2.385,2.317,2.503,2.04,2.407,2.156,2.457,2.151,2.451,2.382,3.117,2.37,2.452,2.684,2.147,2.256,2.254,2.256,2.137,,2.251,2.043,2.087,2.174,2.14,1.998,2.094,2.193
"Oct 24, 2016",2.394,2.399,2.328,2.511,2.061,2.423,2.175,2.435,2.153,2.468,2.384,3.182,2.439,2.457,2.707,2.15,2.267,2.249,2.271,2.114,,2.208,2.01,2.083,2.107,2.127,1.988,2.079,2.16
"Oct 31, 2016",2.399,2.404,2.334,2.514,2.086,2.413,2.188,2.451,2.15,2.473,2.369,3.228,2.458,2.473,2.706,2.157,2.249,2.262,2.247,2.107,,2.2,1.964,2.073,2.134,2.114,1.986,2.074,2.121
"Nov 07, 2016",2.386,2.393,2.336,2.53,2.071,2.421,2.2,2.431,2.127,2.449,2.366,3.266,2.472,2.452,2.678,2.125,2.267,2.259,2.268,2.05,,2.126,1.859,2.055,2.075,2.032,1.911,2.024,2.062
"Nov 14, 2016",2.378,2.384,2.334,2.526,2.06,2.426,2.201,2.443,2.113,2.434,2.35,3.267,2.469,2.435,2.667,2.103,2.26,2.246,2.263,2.017,,2.061,1.804,1.976,2.056,1.95,1.863,2.014,1.991
"Nov 21, 2016",2.384,2.39,2.336,2.517,2.064,2.418,2.225,2.454,2.137,2.444,2.365,3.261,2.486,2.437,2.678,2.114,2.263,2.247,2.266,2.014,,2.042,1.823,1.98,2.008,1.93,1.846,2.016,2.002
"Nov 28, 2016",2.401,2.407,2.355,2.512,2.084,2.448,2.242,2.515,2.144,2.457,2.386,3.018,2.451,2.482,2.689,2.126,2.261,2.227,2.268,2.073,,2.09,1.837,1.99,2.097,1.943,1.974,2.089,2.025
"Dec 05, 2016",2.491,2.497,2.443,2.608,2.142,2.533,2.356,2.614,2.236,2.551,2.457,3.111,2.523,2.526,2.792,2.24,2.291,2.263,2.296,2.147,,2.159,1.95,2.027,2.17,1.986,2.003,2.169,2.081
"Dec 12, 2016",2.531,2.537,2.471,2.634,2.177,2.571,2.359,2.639,2.262,2.603,2.501,3.281,2.578,2.674,2.82,2.271,2.339,2.286,2.349,2.19,,2.222,1.948,2.105,2.199,2.006,2.034,2.2,2.145
"Dec 19, 2016",2.57,2.576,2.518,2.713,2.219,2.608,2.384,2.668,2.302,2.635,2.509,3.324,2.617,2.707,2.842,2.318,2.356,2.302,2.367,2.256,,2.28,1.989,2.175,2.235,2.049,2.048,2.271,2.201
"Dec 26, 2016",2.587,2.593,2.543,2.746,2.238,2.646,2.378,2.678,2.339,2.644,2.55,3.34,2.64,2.708,2.835,2.349,2.382,2.314,2.395,2.279,,2.292,2.03,2.196,2.257,2.076,2.002,2.3,2.205
"Jan 02, 2017",2.632,2.638,2.584,2.804,2.278,2.673,2.403,2.735,2.405,2.693,2.584,3.35,2.663,2.758,2.896,2.387,2.402,2.354,2.411,2.289,,2.328,2.078,2.207,2.297,2.133,2.034,2.297,2.181
"Jan 09, 2017",2.642,2.649,2.596,2.805,2.305,2.678,2.437,2.736,2.409,2.703,2.622,3.35,2.678,2.769,2.903,2.396,2.423,2.378,2.432,2.282,,2.336,2.065,2.207,2.29,2.205,2.026,2.281,2.216
"Jan 16, 2017",2.636,2.643,2.598,2.784,2.319,2.677,2.478,2.729,2.41,2.69,2.606,3.346,2.69,2.767,2.887,2.377,2.432,2.386,2.441,2.251,,2.32,2.064,2.188,2.268,2.197,2.022,2.238,2.212
"Jan 23, 2017",2.631,2.639,2.594,2.772,2.324,2.672,2.489,2.716,2.4,2.684,2.595,3.346,2.695,2.767,2.88,2.367,2.431,2.385,2.44,2.222,,2.28,2.055,2.172,2.237,2.183,2.039,2.211,2.211
"Jan 30, 2017",2.631,2.639,2.592,2.768,2.329,2.678,2.484,2.696,2.38,2.687,2.586,3.351,2.702,2.754,2.892,2.366,2.429,2.381,2.438,2.173,,2.257,2.03,2.163,2.198,2.18,2.016,2.143,2.172
"Feb 06, 2017",2.642,2.651,2.594,2.774,2.337,2.675,2.476,2.717,2.362,2.709,2.607,3.356,2.701,2.769,2.929,2.376,2.428,2.391,2.435,2.173,,2.244,2.027,2.051,2.171,2.166,1.994,2.163,2.167
"Feb 13, 2017",2.642,2.651,2.593,2.775,2.354,2.663,2.475,2.698,2.375,2.709,2.63,3.354,2.708,2.765,2.924,2.383,2.424,2.386,2.432,2.191,,2.252,2.037,2.114,2.188,2.145,1.999,2.182,2.18
"Feb 20, 2017",2.645,2.653,2.602,2.786,2.356,2.676,2.496,2.698,2.374,2.706,2.629,3.352,2.708,2.76,2.924,2.374,2.426,2.389,2.433,2.214,,2.268,2.003,2.115,2.2,2.138,2.009,2.213,2.182
"Feb 27, 2017",2.648,2.656,2.606,2.786,2.36,2.681,2.486,2.723,2.375,2.707,2.621,3.35,2.705,2.759,2.922,2.383,2.431,2.388,2.439,2.226,,2.284,2.013,2.128,2.242,2.143,2.004,2.225,2.187
"Mar 06, 2017",2.629,2.637,2.595,2.785,2.339,2.669,2.476,2.711,2.369,2.679,2.61,3.348,2.666,2.754,2.891,2.349,2.429,2.386,2.438,2.238,,2.303,2.01,2.129,2.274,2.136,2.012,2.235,2.196
"Mar 13, 2017",2.615,2.623,2.584,2.769,2.315,2.676,2.454,2.699,2.362,2.662,2.606,3.241,2.668,2.736,2.883,2.314,2.425,2.361,2.438,2.22,,2.294,1.979,2.118,2.22,2.132,1.988,2.212,2.176
"Mar 20, 2017",2.6,2.608,2.57,2.76,2.307,2.653,2.455,2.681,2.328,2.646,2.624,3.251,2.651,2.712,2.863,2.307,2.417,2.368,2.427,2.19,,2.266,1.958,2.097,2.194,2.117,1.97,2.179,2.158
"Mar 27, 2017",2.586,2.594,2.556,2.724,2.284,2.659,2.451,2.679,2.291,2.633,2.601,3.128,2.643,2.661,2.863,2.296,2.416,2.368,2.426,2.176,,2.238,1.931,2.099,2.192,2.098,1.935,2.172,2.134
"Oct 02, 2017",2.67,2.674,2.577,2.752,2.301,2.663,2.443,2.761,2.355,2.768,2.631,3.296,2.698,2.825,2.976,2.427,2.543,2.505,2.554,2.431,,2.486,2.26,2.344,2.437,2.339,2.273,2.425,2.433
"Oct 09, 2017",2.65,2.654,2.568,2.743,2.284,2.669,2.445,2.726,2.317,2.738,2.576,3.278,2.647,2.779,2.951,2.407,2.528,2.484,2.541,2.436,,2.535,2.253,2.329,2.45,2.345,2.268,2.41,2.426
"Oct 16, 2017",2.658,2.662,2.57,2.753,2.281,2.665,2.451,2.726,2.33,2.751,2.592,3.293,2.708,2.773,2.973,2.409,2.52,2.496,2.527,2.46,,2.556,2.258,2.342,2.5,2.355,2.268,2.438,2.43
"Oct 23, 2017",2.669,2.672,2.581,2.774,2.294,2.673,2.45,2.727,2.34,2.76,2.604,3.291,2.712,2.773,2.982,2.428,2.522,2.497,2.529,2.516,,2.623,2.272,2.398,2.509,2.38,2.287,2.492,2.449
"Oct 30, 2017",2.696,2.699,2.605,2.801,2.323,2.684,2.463,2.789,2.371,2.79,2.645,3.337,2.724,2.8,3.013,2.461,2.535,2.516,2.541,2.532,,2.63,2.305,2.415,2.542,2.405,2.386,2.511,2.471
"Nov 06, 2017",2.739,2.742,2.66,2.853,2.377,2.746,2.514,2.843,2.419,2.822,2.68,3.42,2.795,2.858,3.022,2.5,2.555,2.547,2.557,2.586,,2.67,2.385,2.433,2.657,2.441,2.38,2.577,2.523
"Nov 13, 2017",2.803,2.806,2.728,2.936,2.435,2.814,2.566,2.908,2.496,2.884,2.716,3.569,2.865,2.945,3.076,2.551,2.594,2.58,2.598,2.607,,2.673,2.411,2.493,2.637,2.486,2.403,2.603,2.533
"Nov 20, 2017",2.823,2.828,2.757,2.952,2.481,2.852,2.575,2.936,2.519,2.898,2.725,3.581,2.89,2.96,3.083,2.574,2.606,2.588,2.611,2.603,,2.653,2.378,2.488,2.594,2.478,2.382,2.61,2.537
"Nov 27, 2017",2.846,2.85,2.779,2.98,2.493,2.877,2.616,2.945,2.514,2.921,2.729,3.624,2.904,2.974,3.105,2.61,2.617,2.609,2.62,2.623,,2.676,2.348,2.497,2.627,2.47,2.41,2.632,2.54
"Dec 04, 2017",2.869,2.875,2.811,3.013,2.538,2.889,2.659,2.979,2.568,2.938,2.749,3.626,2.925,3.022,3.113,2.616,2.636,2.627,2.639,2.582,,2.654,2.32,2.494,2.587,2.461,2.402,2.573,2.532
"Dec 11, 2017",2.88,2.886,2.817,3.029,2.536,2.905,2.649,2.979,2.563,2.955,2.763,3.624,2.916,3.042,3.142,2.617,2.643,2.632,2.647,2.573,,2.628,2.323,2.47,2.584,2.47,2.385,2.575,2.505
"Dec 18, 2017",2.887,2.893,2.825,2.991,2.592,2.885,2.71,3.019,2.562,2.961,2.765,3.633,2.933,3.019,3.163,2.619,2.656,2.638,2.662,2.572,,2.621,2.316,2.452,2.574,2.462,2.327,2.581,2.514
"Dec 25, 2017",2.92,2.926,2.869,3.038,2.643,2.928,2.749,3.053,2.599,2.984,2.785,3.725,2.879,3.026,3.21,2.636,2.653,2.638,2.657,2.616,,2.659,2.382,2.484,2.64,2.466,2.344,2.629,2.555
"Jan 01, 2018",3.083,3.09,3.037,3.272,2.754,3.089,2.913,3.212,2.744,3.147,2.946,3.696,3.059,3.183,3.39,2.774,2.715,2.68,2.726,2.684,,2.734,2.405,2.512,2.712,2.503,2.386,2.703,2.602
"Jan 08, 2018",3.174,3.183,3.159,3.32,2.889,3.25,3.05,3.374,2.843,3.212,3.027,3.835,3.08,3.291,3.432,2.852,2.757,2.708,2.772,2.724,,2.776,2.419,2.517,2.715,2.527,2.404,2.749,2.618
"Jan 15, 2018",3.214,3.223,3.195,3.363,2.963,3.275,3.051,3.385,2.9,3.256,3.092,3.843,3.183,3.298,3.477,2.909,2.791,2.727,2.81,2.744,,2.785,2.476,2.575,2.727,2.547,2.443,2.767,2.652
"Jan 22, 2018",3.212,3.221,3.201,3.371,2.987,3.272,3.068,3.367,2.901,3.245,3.076,3.844,3.177,3.298,3.464,2.892,2.815,2.745,2.836,2.74,,2.78,2.481,2.577,2.74,2.558,2.447,2.763,2.655
"Jan 29, 2018",3.221,3.23,3.2,3.356,2.998,3.279,3.058,3.368,2.883,3.265,3.073,3.845,3.202,3.317,3.492,2.898,2.844,2.804,2.856,2.772,,2.81,2.529,2.648,2.761,2.58,2.475,2.789,2.693
"Feb 05, 2018",3.201,3.209,3.172,3.348,2.958,3.25,3.033,3.31,2.873,3.25,3.064,3.836,3.191,3.304,3.48,2.877,2.845,2.803,2.858,2.764,,2.807,2.504,2.604,2.744,2.629,2.468,2.783,2.675
"Feb 12, 2018",3.133,3.141,3.104,3.241,2.905,3.186,3.02,3.221,2.807,3.181,3.022,3.836,3.159,3.262,3.405,2.786,2.836,2.811,2.844,2.7,,2.728,2.467,2.565,2.674,2.567,2.443,2.723,2.632
"Feb 19, 2018",3.102,3.111,3.071,3.238,2.854,3.141,2.999,3.17,2.771,3.153,3.007,3.659,3.125,3.242,3.384,2.741,2.831,2.8,2.841,2.644,,2.671,2.451,2.506,2.619,2.533,2.427,2.663,2.597
"Feb 26, 2018",3.095,3.104,3.066,3.244,2.82,3.134,2.999,3.176,2.789,3.144,3.018,3.667,3.111,3.195,3.385,2.748,2.807,2.779,2.816,2.632,,2.675,2.446,2.52,2.627,2.536,2.409,2.638,2.589
"Mar 05, 2018",3.078,3.088,3.046,3.23,2.775,3.117,2.988,3.166,2.784,3.131,2.995,3.666,3.107,3.189,3.379,2.717,2.788,2.772,2.793,2.605,,2.645,2.402,2.508,2.586,2.532,2.409,2.611,2.577
"Mar 12, 2018",3.064,3.074,3.026,3.206,2.755,3.116,2.924,3.166,2.743,3.125,3.016,3.666,3.083,3.191,3.378,2.699,2.762,2.751,2.765,2.555,,2.607,2.372,2.484,2.522,2.509,2.397,2.548,2.549
"Mar 19, 2018",3.059,3.069,3.027,3.212,2.744,3.114,2.947,3.17,2.73,3.114,3.022,3.654,3.064,3.176,3.37,2.688,2.754,2.754,2.754,2.531,,2.602,2.367,2.428,2.525,2.507,2.404,2.516,2.537
"Mar 26, 2018",3.095,3.105,3.065,3.263,2.759,3.158,2.967,3.224,2.782,3.147,3.011,3.754,3.085,3.192,3.409,2.729,2.763,2.76,2.764,2.581,,2.603,2.472,2.46,2.603,2.539,2.424,2.594,2.585
"Oct 01, 2018",3.288,3.29,3.207,3.42,2.939,3.27,3.04,3.42,2.926,3.371,3.08,3.918,3.291,3.315,3.67,2.968,2.929,2.935,2.926,2.896,,3.031,2.756,2.798,3.009,2.944,2.771,2.874,2.956
"Oct 08, 2018",3.352,3.355,3.276,3.476,3.027,3.336,3.105,3.496,2.986,3.432,3.206,4.14,3.317,3.394,3.715,3.042,2.984,2.985,2.983,2.97,,3.11,2.82,2.879,3.061,3.035,2.812,2.942,3.029
"Oct 15, 2018",3.364,3.366,3.289,3.484,3.065,3.356,3.089,3.493,2.993,3.442,3.196,4.247,3.369,3.406,3.725,3.039,3.014,3.03,3.006,2.969,,3.091,2.846,2.874,3.059,3.047,2.862,2.95,3.011
"Oct 22, 2018",3.372,3.374,3.311,3.493,3.088,3.38,3.151,3.502,2.993,3.438,3.211,4.22,3.347,3.408,3.715,3.042,3.025,3.055,3.01,2.948,,3.076,2.812,2.853,3.031,3.027,2.833,2.946,2.98
"Oct 29, 2018",3.372,3.374,3.309,3.48,3.102,3.378,3.135,3.507,2.997,3.439,3.221,4.227,3.341,3.411,3.72,3.037,3.015,3.053,2.995,2.934,,3.048,2.77,2.868,3.018,2.99,2.853,2.925,2.962
"Nov 05, 2018",3.356,3.358,3.291,3.455,3.095,3.342,3.155,3.484,2.991,3.425,3.206,4.332,3.384,3.404,3.695,3.019,3.01,3.048,2.99,2.902,,3.009,2.716,2.847,2.995,2.915,2.826,2.933,2.945
"Nov 12, 2018",3.35,3.353,3.291,3.447,3.101,3.356,3.149,3.472,2.973,3.414,3.205,4.341,3.367,3.404,3.676,3.012,2.995,3.029,2.977,2.87,,2.974,2.675,2.827,2.957,2.897,2.757,2.89,2.901
"Nov 19, 2018",3.316,3.319,3.263,3.386,3.089,3.332,3.125,3.462,2.95,3.376,3.19,4.207,3.346,3.372,3.637,2.965,2.965,2.979,2.957,2.816,,2.932,2.632,2.777,2.892,2.804,2.685,2.848,2.831
"Nov 26, 2018",3.274,3.277,3.225,3.315,3.076,3.292,3.133,3.407,2.903,3.33,3.167,4.127,3.3,3.342,3.564,2.945,2.93,2.94,2.925,2.754,,2.86,2.544,2.74,2.771,2.775,2.658,2.806,2.765
"Dec 03, 2018",3.203,3.206,3.187,3.257,3.041,3.238,3.138,3.399,2.879,3.228,3.119,4.032,3.262,3.26,3.444,2.835,2.915,2.922,2.912,2.644,,2.701,2.432,2.688,2.607,2.682,2.557,2.691,2.648
"Dec 10, 2018",3.199,3.203,3.174,3.247,3.036,3.239,3.14,3.31,2.859,3.234,3.115,3.899,3.215,3.262,3.458,2.846,2.875,2.898,2.863,2.582,,2.636,2.315,2.666,2.54,2.612,2.428,2.606,2.599
"Dec 17, 2018",3.187,3.191,3.165,3.228,3.03,3.235,3.124,3.305,2.852,3.22,3.102,3.814,3.217,3.248,3.444,2.828,2.863,2.887,2.85,2.54,,2.589,2.268,2.654,2.477,2.545,2.392,2.535,2.554
"Dec 24, 2018",3.13,3.134,3.12,3.174,2.973,3.204,3.107,3.245,2.781,3.152,3.063,3.806,3.161,3.22,3.359,2.745,2.844,2.845,2.844,2.474,,2.524,2.218,2.599,2.376,2.472,2.324,2.481,2.465
"Dec 31, 2018",3.101,3.105,3.094,3.133,2.959,3.176,3.107,3.221,2.74,3.119,3.033,3.721,3.136,3.171,3.357,2.675,2.812,2.826,2.805,2.389,,2.448,2.13,2.49,2.273,2.434,2.299,2.403,2.409
"Jan 07, 2019",3.092,3.096,3.089,3.127,2.943,3.177,3.107,3.211,2.731,3.107,3.025,3.718,3.093,3.162,3.358,2.645,2.806,2.817,2.8,2.369,,2.423,2.152,2.482,2.236,2.384,2.287,2.352,2.383
"Jan 14, 2019",3.139,3.143,3.12,3.205,2.967,3.188,3.108,3.24,2.767,3.17,3.077,3.888,3.116,3.216,3.43,2.712,2.801,2.808,2.797,2.378,,2.414,2.185,2.499,2.251,2.388,2.268,2.351,2.391
"Jan 21, 2019",3.167,3.171,3.142,3.247,2.972,3.214,3.105,3.271,2.779,3.203,3.09,3.928,3.136,3.239,3.467,2.754,2.798,2.802,2.796,2.423,,2.476,2.211,2.496,2.39,2.424,2.279,2.416,2.45
"Jan 28, 2019",3.171,3.175,3.148,3.248,2.978,3.229,3.105,3.268,2.795,3.205,3.076,3.927,3.142,3.258,3.456,2.761,2.797,2.792,2.8,2.479,,2.583,2.234,2.522,2.459,2.426,2.308,2.547,2.51
"Feb 04, 2019",3.182,3.186,3.153,3.256,2.987,3.225,3.108,3.29,2.796,3.222,3.094,4.01,3.149,3.276,3.469,2.785,2.8,2.793,2.803,2.525,,2.637,2.248,2.542,2.587,2.44,2.329,2.63,2.559
"Feb 11, 2019",3.181,3.184,3.151,3.251,2.982,3.229,3.102,3.293,2.792,3.22,3.102,4.011,3.15,3.276,3.456,2.799,2.799,2.792,2.803,2.533,,2.652,2.259,2.546,2.59,2.443,2.339,2.641,2.567
"Feb 18, 2019",3.225,3.229,3.176,3.298,2.978,3.264,3.113,3.318,2.804,3.283,3.117,4.1,3.201,3.321,3.535,2.857,2.806,2.791,2.814,2.598,,2.708,2.384,2.591,2.671,2.5,2.391,2.68,2.656
"Feb 25, 2019",3.23,3.233,3.181,3.302,2.982,3.27,3.118,3.327,2.798,3.288,3.124,4.113,3.207,3.326,3.528,2.881,2.823,2.801,2.835,2.629,,2.733,2.403,2.614,2.713,2.579,2.442,2.703,2.675
"Mar 04, 2019",3.23,3.234,3.183,3.309,2.992,3.268,3.106,3.328,2.807,3.286,3.132,4.114,3.208,3.304,3.536,2.883,2.827,2.805,2.838,2.64,,2.742,2.433,2.613,2.727,2.603,2.487,2.704,2.686
"Mar 11, 2019",3.229,3.233,3.185,3.311,2.989,3.268,3.113,3.338,2.806,3.283,3.118,4.111,3.226,3.28,3.539,2.883,2.836,2.812,2.848,2.639,,2.745,2.416,2.613,2.718,2.613,2.506,2.703,2.691
"Mar 18, 2019",3.219,3.223,3.179,3.31,2.979,3.263,3.105,3.33,2.802,3.268,3.122,4.114,3.197,3.275,3.521,2.867,2.835,2.809,2.848,2.638,,2.738,2.451,2.612,2.694,2.619,2.51,2.696,2.688
"Mar 25, 2019",3.219,3.222,3.177,3.308,2.973,3.265,3.097,3.326,2.815,3.269,3.116,4.032,3.182,3.27,3.536,2.854,2.839,2.811,2.854,2.631,,2.72,2.46,2.611,2.674,2.622,2.53,2.667,2.687
"Oct 07, 2019",2.951,2.964,2.876,2.956,2.659,2.967,2.739,3.032,2.737,3.056,3.15,4.04,3.434,3.101,3.137,2.767,2.788,2.738,2.828,2.686,,2.734,2.386,2.697,2.676,2.922,2.33,2.652,2.526
"Oct 14, 2019",2.955,2.968,2.87,2.955,2.652,2.929,2.739,3.044,2.733,3.079,3.111,,3.413,3.127,3.148,2.816,2.768,2.709,2.815,2.662,,2.803,2.359,2.717,2.633,2.903,2.352,2.584,2.52
"Oct 21, 2019",2.966,2.982,2.877,2.966,2.674,2.921,2.732,3.067,2.805,3.098,3.12,,3.389,3.134,3.15,2.866,2.798,2.777,2.813,2.642,,2.804,2.368,2.697,2.617,2.904,2.364,2.567,2.485
"Oct 28, 2019",2.969,2.983,2.879,2.955,2.659,2.943,2.743,3.068,2.748,3.103,3.159,,3.441,3.138,3.141,2.886,2.786,2.772,2.798,2.663,,2.798,2.372,2.586,2.615,2.946,2.342,2.597,2.503
"Nov 04, 2019",2.973,2.987,2.882,2.968,2.651,2.946,2.741,3.06,2.743,3.104,3.154,,3.419,3.137,3.144,2.89,2.773,2.756,2.788,2.678,,2.808,2.344,2.57,2.627,2.938,2.345,2.631,2.523
"Nov 11, 2019",2.972,2.985,2.876,2.978,2.649,2.919,2.749,3.067,2.728,3.102,3.232,,3.444,3.198,3.156,2.86,2.782,2.771,2.791,2.696,,2.836,2.394,2.585,2.652,2.945,2.388,2.661,2.534
"Nov 18, 2019",2.985,2.999,2.887,2.991,2.649,2.936,2.754,3.065,2.745,3.122,3.233,,3.417,3.194,3.17,2.892,2.777,2.762,2.79,2.694,,2.79,2.403,2.713,2.662,2.954,2.402,2.635,2.529
"Nov 25, 2019",2.994,3.008,2.893,2.998,2.66,2.942,2.753,3.081,2.756,3.136,3.225,,3.523,3.209,3.172,2.906,2.779,2.748,2.805,2.71,,2.799,2.41,2.622,2.666,2.953,2.39,2.696,2.535
"Dec 02, 2019",3.003,3.016,2.906,3.029,2.658,2.947,2.762,3.106,2.75,3.137,3.225,,3.554,3.198,3.173,2.916,2.775,2.721,2.819,2.723,,2.874,2.4,2.625,2.68,2.949,2.395,2.715,2.547
"Dec 09, 2019",3.013,3.027,2.92,3.042,2.672,2.959,2.77,3.177,2.764,3.143,3.246,,3.565,3.203,3.194,2.903,2.8,2.771,2.827,2.711,,2.806,2.379,2.631,2.674,2.942,2.385,2.698,2.546
"Dec 16, 2019",3.026,3.041,2.928,3.077,2.668,2.957,2.773,3.126,2.771,3.163,3.25,,3.573,3.21,3.213,2.929,2.804,2.773,2.828,2.705,,2.777,2.401,2.62,2.679,2.935,2.373,2.676,2.558
"Dec 23, 2019",3.055,3.073,2.967,3.129,2.692,3,2.79,3.161,2.81,3.188,3.278,,3.575,3.265,3.237,2.953,2.817,2.774,2.853,2.682,,2.726,2.401,2.632,2.64,2.945,2.39,2.629,2.534
"Dec 30, 2019",3.077,3.096,2.984,3.145,2.712,3.023,2.798,3.174,2.823,3.222,3.312,,3.572,3.29,3.246,3.034,2.813,2.749,2.866,2.669,,2.726,2.405,2.636,2.614,2.939,2.39,2.615,2.52
"Jan 06, 2020",3.119,3.14,3.033,3.203,2.766,3.074,2.844,3.211,2.874,3.257,3.368,,3.601,3.318,3.289,3.055,2.838,2.783,2.881,2.672,,2.72,2.403,2.634,2.612,2.979,2.39,2.613,2.495
"Jan 13, 2020",3.097,3.118,3.015,3.176,2.753,3.056,2.846,3.191,2.848,3.232,3.365,,3.649,3.317,3.274,2.978,2.835,2.779,2.881,2.657,,2.707,2.351,2.617,2.602,2.976,2.375,2.593,2.477
"Jan 20, 2020",3.075,3.096,2.989,3.123,2.729,3.02,2.883,3.187,2.792,3.211,3.34,,3.552,3.27,3.236,3.024,2.82,2.769,2.863,2.631,,2.669,2.272,2.584,2.568,2.914,2.312,2.584,2.484
"Jan 27, 2020",2.996,3.013,2.908,3,2.705,2.906,2.886,3.081,2.788,3.121,3.19,,3.394,3.177,3.175,2.928,2.808,2.759,2.849,2.615,,2.614,2.208,2.537,2.495,2.966,2.277,2.554,2.463
"Feb 03, 2020",2.934,2.951,2.855,2.89,2.676,2.869,2.87,3.018,2.714,3.049,3.12,,3.368,3.137,3.126,2.815,2.769,2.688,2.84,2.544,,2.546,2.142,2.5,2.43,2.92,2.172,2.468,2.39
"Feb 10, 2020",2.909,2.928,2.833,2.859,2.642,2.856,2.862,2.996,2.674,3.024,3.114,,3.36,3.078,3.095,2.803,2.749,2.69,2.802,2.501,,2.508,2.069,2.456,2.39,2.88,2.128,2.405,2.351
"Feb 17, 2020",2.899,2.917,2.822,2.86,2.628,2.83,2.855,2.99,2.686,3.013,3.115,,3.322,3.073,3.104,2.769,2.741,2.665,2.807,2.505,,2.533,2.127,2.462,2.411,2.879,2.145,2.418,2.341
"Feb 24, 2020",2.892,2.909,2.808,2.848,2.631,2.82,2.809,2.982,2.688,3.013,3.107,,3.337,3.084,3.087,2.779,2.728,2.645,2.795,2.511,,2.551,2.108,2.454,2.416,2.89,2.164,2.411,2.345
"Mar 02, 2020",2.821,2.839,2.738,2.745,2.585,2.755,2.782,2.87,2.639,2.937,3.063,,3.291,3.008,3.007,2.718,2.712,2.633,2.777,2.413,,2.462,2.061,2.353,2.311,2.748,2.129,2.318,2.284
"Mar 09, 2020",2.751,2.769,2.665,2.637,2.542,2.677,2.741,2.85,2.58,2.875,2.947,,3.246,2.892,2.943,2.635,2.663,2.579,2.731,2.363,,2.434,1.955,2.317,2.259,2.722,2.047,2.297,2.205
"Mar 16, 2020",2.595,2.614,2.503,2.411,2.42,2.544,2.561,2.774,2.452,2.724,2.866,,3.056,2.732,2.806,2.446,2.533,2.487,2.572,2.198,,2.323,1.833,1.933,2.073,2.558,1.892,2.149,2.003
"Mar 23, 2020",2.447,2.463,2.383,2.279,2.301,2.418,2.499,2.572,2.303,2.536,2.581,,2.675,2.545,2.606,2.36,2.44,2.343,2.516,2.07,,2.162,1.586,1.929,1.833,2.5,1.711,2.042,1.827
"Mar 30, 2020",2.421,2.44,2.355,2.256,2.285,2.405,2.428,2.516,2.273,2.524,2.571,,2.632,2.525,2.583,2.351,2.368,2.29,2.434,2.01,,2.148,1.578,1.888,1.854,2.438,1.669,1.969,1.744
"Oct 05, 2020",2.129,2.138,2.046,2.052,1.83,2.062,2.074,2.483,2.013,2.227,2.306,,2.256,2.261,2.315,2.064,2.123,2.039,2.194,1.976,,2.048,1.624,2.015,1.858,2.351,1.615,1.927,1.775
"Oct 12, 2020",2.136,2.144,2.046,2.05,1.84,2.08,2.054,2.307,2.015,2.243,2.346,,2.351,2.277,2.307,2.083,2.134,2.063,2.191,1.99,,2.054,1.643,1.95,1.924,2.363,1.636,1.937,1.78
"Oct 19, 2020",2.147,2.154,2.048,2.05,1.852,2.082,2.077,2.214,2.024,2.261,2.352,,2.362,2.299,2.34,2.086,2.143,2.065,2.216,2.005,,2.052,1.652,1.968,1.94,2.362,1.638,1.973,1.785
"Oct 26, 2020",2.142,2.149,2.048,2.037,1.862,2.084,2.086,2.213,2.039,2.251,2.355,,2.356,2.272,2.334,2.062,2.151,2.066,2.223,2.006,,2.097,1.618,1.955,1.948,2.366,1.631,1.971,1.79
