Dependency=County	Dependency=Geometry Building Type RECS	Dependency=Vacancy Status	Option=No	Option=Yes	source_count	source_weight	sampling_probability
GA, Morgan County	Single-Family Attached	Occupied	1	0	0	159	1.08417e-06
GA, Morgan County	Single-Family Attached	Vacant	1	0	0	159	5.45675e-08
GA, Morgan County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	4.22158e-05
GA, Morgan County	Single-Family Detached	Vacant	1	0	0	159	3.77036e-06
GA, Murray County	Mobile Home	Occupied	1	0	0	159	1.87977e-05
GA, Murray County	Mobile Home	Vacant	1	0	0	159	4.44241e-06
GA, Murray County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.63139e-06
GA, Murray County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	3.84836e-07
GA, Murray County	Multi-Family with 5+ Units	Occupied	1	0	0	159	5.16138e-06
GA, Murray County	Multi-Family with 5+ Units	Vacant	1	0	0	159	5.76324e-07
GA, Murray County	Single-Family Attached	Occupied	1	0	0	159	9.81569e-07
GA, Murray County	Single-Family Attached	Vacant	1	0	0	159	3.2719e-07
GA, Murray County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	6.42087e-05
GA, Murray County	Single-Family Detached	Vacant	1	0	0	159	1.99431e-05
GA, Muscogee County	Mobile Home	Occupied	1	0	0	159	1.1983e-05
GA, Muscogee County	Mobile Home	Vacant	1	0	0	159	1.88415e-06
GA, Muscogee County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	4.37478e-05
GA, Muscogee County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.1063e-05
GA, Muscogee County	Multi-Family with 5+ Units	Occupied	1	0	0	159	0.000111541
GA, Muscogee County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.46656e-05
GA, Muscogee County	Single-Family Attached	Occupied	1	0	0	159	1.38694e-05
GA, Muscogee County	Single-Family Attached	Vacant	1	0	0	159	1.31281e-06
GA, Muscogee County	Single-Family Detached	Occupied	0.99971	0.000290143	24.3491	83921	0.00036865
GA, Muscogee County	Single-Family Detached	Vacant	1	0	0	159	4.12448e-05
GA, Newton County	Mobile Home	Occupied	1	0	0	159	9.71276e-06
GA, Newton County	Mobile Home	Vacant	1	0	0	159	1.27154e-06
GA, Newton County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.30451e-05
GA, Newton County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.79333e-06
GA, Newton County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.69788e-05
GA, Newton County	Multi-Family with 5+ Units	Vacant	1	0	0	159	3.58659e-06
GA, Newton County	Single-Family Attached	Occupied	1	0	0	159	5.64571e-06
GA, Newton County	Single-Family Attached	Vacant	1	0	0	159	8.13321e-07
GA, Newton County	Single-Family Detached	Occupied	0.999656	0.00034369	13.2025	38414	0.000216676
GA, Newton County	Single-Family Detached	Vacant	1	0	0	159	1.78353e-05
GA, Oconee County	Mobile Home	Occupied	1	0	0	159	1.58408e-05
GA, Oconee County	Mobile Home	Vacant	1	0	0	159	3.26695e-06
GA, Oconee County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.67574e-06
GA, Oconee County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	4.8129e-07
GA, Oconee County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.80775e-06
GA, Oconee County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.74268e-07
GA, Oconee County	Single-Family Attached	Occupied	1	0	0	159	1.17897e-06
GA, Oconee County	Single-Family Attached	Vacant	1	0	0	159	2.27178e-07
GA, Oconee County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	6.26512e-05
GA, Oconee County	Single-Family Detached	Vacant	1	0	0	159	1.009e-05
GA, Oglethorpe County	Mobile Home	Occupied	1	0	0	159	7.83288e-06
GA, Oglethorpe County	Mobile Home	Vacant	1	0	0	159	1.61542e-06
GA, Oglethorpe County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.32309e-06
GA, Oglethorpe County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.37985e-07
GA, Oglethorpe County	Multi-Family with 5+ Units	Occupied	1	0	0	159	8.93884e-07
GA, Oglethorpe County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.35618e-07
GA, Oglethorpe County	Single-Family Attached	Occupied	1	0	0	159	5.82973e-07
GA, Oglethorpe County	Single-Family Attached	Vacant	1	0	0	159	1.12334e-07
GA, Oglethorpe County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	3.09794e-05
GA, Oglethorpe County	Single-Family Detached	Vacant	1	0	0	159	4.98925e-06
GA, Paulding County	Mobile Home	Occupied	1	0	0	159	1.13772e-05
GA, Paulding County	Mobile Home	Vacant	1	0	0	159	1.78733e-06
GA, Paulding County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	5.15054e-06
GA, Paulding County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.00276e-06
GA, Paulding County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.19523e-05
GA, Paulding County	Multi-Family with 5+ Units	Vacant	1	0	0	159	6.50695e-07
GA, Paulding County	Single-Family Attached	Occupied	1	0	0	159	6.42628e-06
GA, Paulding County	Single-Family Attached	Vacant	1	0	0	159	0
GA, Paulding County	Single-Family Detached	Occupied	0.999635	0.000364562	19.4669	53398	0.000340863
GA, Paulding County	Single-Family Detached	Vacant	1	0	0	159	2.16276e-05
GA, Peach County	Mobile Home	Occupied	1	0	0	159	1.4508e-05
GA, Peach County	Mobile Home	Vacant	1	0	0	159	4.71465e-06
GA, Peach County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.70706e-06
GA, Peach County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	9.58e-07
GA, Peach County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.87259e-06
GA, Peach County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.2602e-06
GA, Peach County	Single-Family Attached	Occupied	1	0	0	159	1.31253e-06
GA, Peach County	Single-Family Attached	Vacant	1	0	0	159	1.96306e-07
GA, Peach County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	4.49868e-05
GA, Peach County	Single-Family Detached	Vacant	1	0	0	159	9.21084e-06
GA, Pickens County	Mobile Home	Occupied	1	0	0	159	1.63271e-05
GA, Pickens County	Mobile Home	Vacant	1	0	0	159	3.85854e-06
GA, Pickens County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.15411e-06
GA, Pickens County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	3.34256e-07
GA, Pickens County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.48301e-06
GA, Pickens County	Multi-Family with 5+ Units	Vacant	1	0	0	159	5.00577e-07
GA, Pickens County	Single-Family Attached	Occupied	1	0	0	159	8.52559e-07
GA, Pickens County	Single-Family Attached	Vacant	1	0	0	159	2.84186e-07
GA, Pickens County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	5.57696e-05
GA, Pickens County	Single-Family Detached	Vacant	1	0	0	159	1.7322e-05
GA, Pierce County	Mobile Home	Occupied	1	0	0	159	1.57313e-05
GA, Pierce County	Mobile Home	Vacant	1	0	0	159	3.89419e-06
GA, Pierce County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.6028e-06
GA, Pierce County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	4.8128e-07
GA, Pierce County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.76743e-06
GA, Pierce County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.81324e-07
GA, Pierce County	Single-Family Attached	Occupied	1	0	0	159	2.76874e-07
GA, Pierce County	Single-Family Attached	Vacant	1	0	0	159	6.89024e-08
GA, Pierce County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	2.96556e-05
GA, Pierce County	Single-Family Detached	Vacant	1	0	0	159	5.07542e-06
GA, Pike County	Mobile Home	Occupied	1	0	0	159	4.09921e-06
GA, Pike County	Mobile Home	Vacant	1	0	0	159	9.92008e-07
GA, Pike County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.60003e-06
GA, Pike County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	6.54563e-07
GA, Pike County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.48669e-06
GA, Pike County	Multi-Family with 5+ Units	Vacant	1	0	0	159	4.23121e-07
GA, Pike County	Single-Family Attached	Occupied	1	0	0	159	4.61929e-07
GA, Pike County	Single-Family Attached	Vacant	1	0	0	159	1.4144e-07
GA, Pike County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	3.36523e-05
GA, Pike County	Single-Family Detached	Vacant	1	0	0	159	5.65378e-06
GA, Polk County	Mobile Home	Occupied	1	0	0	159	1.0077e-05
GA, Polk County	Mobile Home	Vacant	1	0	0	159	2.47531e-06
GA, Polk County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	8.00309e-06
GA, Polk County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.5826e-06
GA, Polk County	Multi-Family with 5+ Units	Occupied	1	0	0	159	6.92822e-06
GA, Polk County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.39109e-06
GA, Polk County	Single-Family Attached	Occupied	1	0	0	159	1.23358e-06
GA, Polk County	Single-Family Attached	Vacant	1	0	0	159	3.88134e-07
GA, Polk County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	8.49563e-05
GA, Polk County	Single-Family Detached	Vacant	1	0	0	159	9.99155e-06
GA, Pulaski County	Mobile Home	Occupied	1	0	0	159	2.26784e-06
GA, Pulaski County	Mobile Home	Vacant	1	0	0	159	5.90711e-07
GA, Pulaski County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.56467e-06
GA, Pulaski County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	3.30889e-07
GA, Pulaski County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.78533e-06
GA, Pulaski County	Multi-Family with 5+ Units	Vacant	1	0	0	159	5.97084e-07
GA, Pulaski County	Single-Family Attached	Occupied	1	0	0	159	5.70579e-07
GA, Pulaski County	Single-Family Attached	Vacant	1	0	0	159	4.6356e-08
GA, Pulaski County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	2.42569e-05
GA, Pulaski County	Single-Family Detached	Vacant	1	0	0	159	2.2481e-06
GA, Putnam County	Mobile Home	Occupied	1	0	0	159	1.63885e-05
GA, Putnam County	Mobile Home	Vacant	1	0	0	159	5.32576e-06
GA, Putnam County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.05795e-06
GA, Putnam County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.08217e-06
GA, Putnam County	Multi-Family with 5+ Units	Occupied	1	0	0	159	5.50417e-06
GA, Putnam County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.42354e-06
GA, Putnam County	Single-Family Attached	Occupied	1	0	0	159	1.48266e-06
GA, Putnam County	Single-Family Attached	Vacant	1	0	0	159	2.2175e-07
GA, Putnam County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	5.0818e-05
GA, Putnam County	Single-Family Detached	Vacant	1	0	0	159	1.04047e-05
GA, Quitman County	Mobile Home	Occupied	1	0	0	159	2.75224e-06
GA, Quitman County	Mobile Home	Vacant	1	0	0	159	9.42617e-07
GA, Quitman County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	8.45371e-07
GA, Quitman County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.05431e-07
GA, Quitman County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.59196e-07
GA, Quitman County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.44189e-07
GA, Quitman County	Single-Family Attached	Occupied	1	0	0	159	1.13528e-07
GA, Quitman County	Single-Family Attached	Vacant	1	0	0	159	1.39583e-08
GA, Quitman County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	7.9907e-06
GA, Quitman County	Single-Family Detached	Vacant	1	0	0	159	1.90873e-06
GA, Rabun County	Mobile Home	Occupied	1	0	0	159	1.09215e-05
GA, Rabun County	Mobile Home	Vacant	1	0	0	159	3.44883e-06
GA, Rabun County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.47198e-06
GA, Rabun County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	8.03285e-07
GA, Rabun County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.42779e-06
GA, Rabun County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.55027e-06
GA, Rabun County	Single-Family Attached	Occupied	1	0	0	159	1.02554e-06
GA, Rabun County	Single-Family Attached	Vacant	1	0	0	159	4.30336e-07
GA, Rabun County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	4.82839e-05
GA, Rabun County	Single-Family Detached	Vacant	1	0	0	159	2.31017e-05
GA, Randolph County	Mobile Home	Occupied	1	0	0	159	4.8499e-06
GA, Randolph County	Mobile Home	Vacant	1	0	0	159	1.66104e-06
GA, Randolph County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.48968e-06
GA, Randolph County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.85786e-07
GA, Randolph County	Multi-Family with 5+ Units	Occupied	1	0	0	159	8.09178e-07
GA, Randolph County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.54085e-07
GA, Randolph County	Single-Family Attached	Occupied	1	0	0	159	2.00054e-07
GA, Randolph County	Single-Family Attached	Vacant	1	0	0	159	2.45968e-08
GA, Randolph County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.40809e-05
GA, Randolph County	Single-Family Detached	Vacant	1	0	0	159	3.36349e-06
GA, Richmond County	Mobile Home	Occupied	1	0	0	159	3.6574e-05
GA, Richmond County	Mobile Home	Vacant	1	0	0	159	1.0178e-05
GA, Richmond County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	4.89748e-05
GA, Richmond County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	9.75721e-06
GA, Richmond County	Multi-Family with 5+ Units	Occupied	1	0	0	159	7.19513e-05
GA, Richmond County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.41877e-05
GA, Richmond County	Single-Family Attached	Occupied	1	0	0	159	2.24932e-05
GA, Richmond County	Single-Family Attached	Vacant	1	0	0	159	5.7318e-06
GA, Richmond County	Single-Family Detached	Occupied	0.999714	0.00028604	24.9684	87290	0.000366274
GA, Richmond County	Single-Family Detached	Vacant	1	0	0	159	5.91303e-05
GA, Rockdale County	Mobile Home	Occupied	1	0	0	159	8.41946e-06
GA, Rockdale County	Mobile Home	Vacant	1	0	0	159	1.10223e-06
GA, Rockdale County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.13081e-05
GA, Rockdale County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.42139e-06
GA, Rockdale County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.4718e-05
GA, Rockdale County	Multi-Family with 5+ Units	Vacant	1	0	0	159	3.10901e-06
GA, Rockdale County	Single-Family Attached	Occupied	1	0	0	159	4.89396e-06
GA, Rockdale County	Single-Family Attached	Vacant	1	0	0	159	7.05024e-07
GA, Rockdale County	Single-Family Detached	Occupied	0.999671	0.000328717	10.9459	33299	0.000187825
GA, Rockdale County	Single-Family Detached	Vacant	1	0	0	159	1.54604e-05
GA, Schley County	Mobile Home	Occupied	1	0	0	159	2.95241e-06
GA, Schley County	Mobile Home	Vacant	1	0	0	159	1.01117e-06
GA, Schley County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	9.06854e-07
GA, Schley County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.13098e-07
GA, Schley County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.92592e-07
GA, Schley County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.54676e-07
GA, Schley County	Single-Family Attached	Occupied	1	0	0	159	1.21784e-07
GA, Schley County	Single-Family Attached	Vacant	1	0	0	159	1.49735e-08
GA, Schley County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	8.57186e-06
GA, Schley County	Single-Family Detached	Vacant	1	0	0	159	2.04755e-06
GA, Screven County	Mobile Home	Occupied	1	0	0	159	7.64648e-06
GA, Screven County	Mobile Home	Vacant	1	0	0	159	1.70059e-06
GA, Screven County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.091e-06
GA, Screven County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	4.16935e-07
GA, Screven County	Multi-Family with 5+ Units	Occupied	1	0	0	159	4.03049e-06
GA, Screven County	Multi-Family with 5+ Units	Vacant	1	0	0	159	8.558e-07
GA, Screven County	Single-Family Attached	Occupied	1	0	0	159	6.82397e-07
GA, Screven County	Single-Family Attached	Vacant	1	0	0	159	0
GA, Screven County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	2.83389e-05
GA, Screven County	Single-Family Detached	Vacant	1	0	0	159	3.14132e-06
GA, Seminole County	Mobile Home	Occupied	1	0	0	159	6.85038e-06
GA, Seminole County	Mobile Home	Vacant	1	0	0	159	1.80177e-06
GA, Seminole County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.00797e-06
GA, Seminole County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	3.13723e-07
GA, Seminole County	Multi-Family with 5+ Units	Occupied	1	0	0	159	1.40631e-06
GA, Seminole County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.20059e-07
GA, Seminole County	Single-Family Attached	Occupied	1	0	0	159	2.57142e-07
GA, Seminole County	Single-Family Attached	Vacant	1	0	0	159	0
GA, Seminole County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.94188e-05
GA, Seminole County	Single-Family Detached	Vacant	1	0	0	159	3.74288e-06
GA, Spalding County	Mobile Home	Occupied	1	0	0	159	1.62411e-05
GA, Spalding County	Mobile Home	Vacant	1	0	0	159	3.93033e-06
GA, Spalding County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.03013e-05
GA, Spalding County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	2.59338e-06
GA, Spalding County	Multi-Family with 5+ Units	Occupied	1	0	0	159	9.85225e-06
GA, Spalding County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.6764e-06
GA, Spalding County	Single-Family Attached	Occupied	1	0	0	159	1.83016e-06
GA, Spalding County	Single-Family Attached	Vacant	1	0	0	159	5.60385e-07
GA, Spalding County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	0.00013333
GA, Spalding County	Single-Family Detached	Vacant	1	0	0	159	2.24003e-05
GA, Stephens County	Mobile Home	Occupied	1	0	0	159	1.6544e-05
GA, Stephens County	Mobile Home	Vacant	1	0	0	159	4.80782e-06
GA, Stephens County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	2.84595e-06
GA, Stephens County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	6.81465e-07
GA, Stephens County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.48334e-06
GA, Stephens County	Multi-Family with 5+ Units	Vacant	1	0	0	159	4.91845e-07
GA, Stephens County	Single-Family Attached	Occupied	1	0	0	159	9.57455e-07
GA, Stephens County	Single-Family Attached	Vacant	1	0	0	159	2.61664e-07
GA, Stephens County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	5.16828e-05
GA, Stephens County	Single-Family Detached	Vacant	1	0	0	159	1.3242e-05
GA, Stewart County	Mobile Home	Occupied	1	0	0	159	3.16473e-06
GA, Stewart County	Mobile Home	Vacant	1	0	0	159	1.08389e-06
GA, Stewart County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	9.72071e-07
GA, Stewart County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.21232e-07
GA, Stewart County	Multi-Family with 5+ Units	Occupied	1	0	0	159	5.28018e-07
GA, Stewart County	Multi-Family with 5+ Units	Vacant	1	0	0	159	1.65799e-07
GA, Stewart County	Single-Family Attached	Occupied	1	0	0	159	1.30543e-07
GA, Stewart County	Single-Family Attached	Vacant	1	0	0	159	1.60503e-08
GA, Stewart County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	9.18831e-06
GA, Stewart County	Single-Family Detached	Vacant	1	0	0	159	2.1948e-06
GA, Sumter County	Mobile Home	Occupied	1	0	0	159	1.87085e-05
GA, Sumter County	Mobile Home	Vacant	1	0	0	159	6.40747e-06
GA, Sumter County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	5.74644e-06
GA, Sumter County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	7.16668e-07
GA, Sumter County	Multi-Family with 5+ Units	Occupied	1	0	0	159	3.1214e-06
GA, Sumter County	Multi-Family with 5+ Units	Vacant	1	0	0	159	9.8013e-07
GA, Sumter County	Single-Family Attached	Occupied	1	0	0	159	7.71708e-07
GA, Sumter County	Single-Family Attached	Vacant	1	0	0	159	9.48821e-08
GA, Sumter County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	5.43171e-05
GA, Sumter County	Single-Family Detached	Vacant	1	0	0	159	1.29747e-05
GA, Talbot County	Mobile Home	Occupied	1	0	0	159	4.54694e-06
GA, Talbot County	Mobile Home	Vacant	1	0	0	159	1.55729e-06
GA, Talbot County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	1.39663e-06
GA, Talbot County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	1.74181e-07
GA, Talbot County	Multi-Family with 5+ Units	Occupied	1	0	0	159	7.58632e-07
GA, Talbot County	Multi-Family with 5+ Units	Vacant	1	0	0	159	2.38213e-07
GA, Talbot County	Single-Family Attached	Occupied	1	0	0	159	1.87558e-07
GA, Talbot County	Single-Family Attached	Vacant	1	0	0	159	2.30604e-08
GA, Talbot County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	1.32013e-05
GA, Talbot County	Single-Family Detached	Vacant	1	0	0	159	3.15339e-06
GA, Taliaferro County	Mobile Home	Occupied	1	0	0	159	1.8291e-06
GA, Taliaferro County	Mobile Home	Vacant	1	0	0	159	6.12942e-07
GA, Taliaferro County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.66952e-07
GA, Taliaferro County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	4.32904e-08
GA, Taliaferro County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.33445e-07
GA, Taliaferro County	Multi-Family with 5+ Units	Vacant	1	0	0	159	3.91903e-08
GA, Taliaferro County	Single-Family Attached	Occupied	1	0	0	159	4.30109e-08
GA, Taliaferro County	Single-Family Attached	Vacant	1	0	0	159	2.85787e-09
GA, Taliaferro County	Single-Family Detached	Occupied	0.999697	0.000303494	1261.48	4.15652e+06	3.83576e-06
GA, Taliaferro County	Single-Family Detached	Vacant	1	0	0	159	1.1081e-06
GA, Tattnall County	Mobile Home	Occupied	1	0	0	159	1.89167e-05
GA, Tattnall County	Mobile Home	Vacant	1	0	0	159	5.11603e-06
GA, Tattnall County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	159	3.34425e-06
GA, Tattnall County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	159	6.96368e-07
GA, Tattnall County	Multi-Family with 5+ Units	Occupied	1	0	0	159	2.12557e-06
