Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=Double, Clear, Metal, Air	Option=Double, Clear, Metal, Air, Exterior Clear Storm	Option=Double, Clear, Non-metal, Air	Option=Double, Clear, Non-metal, Air, Exterior Clear Storm	Option=Double, Low-E, Non-metal, Air, M-Gain	Option=Single, Clear, Metal	Option=Single, Clear, Metal, Exterior Clear Storm	Option=Single, Clear, Non-metal	Option=Single, Clear, Non-metal, Exterior Clear Storm	Option=Triple, Low-E, Non-metal, Air, L-Gain	Option=Void	source_count	source_weight	sampling_probability
3A	400%+	Single-Family Detached	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	126	678751	0.00269796
3A	400%+	Single-Family Detached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	13	32378.9	0.000294965
3A	Not Available	Single-Family Detached	Not Available	2010s	0	0	0	0	1	0	0	0	0	0	0	181	1.11089e+06	0.000581097
3A	Not Available	Single-Family Detached	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	169	1.0274e+06	0
3A	Not Available	Single-Family Detached	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	12	83485.5	0
3A	0-100%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	30	132130	0
3A	0-100%	Single-Family Detached	Owner	<1940	0.157888	0.0111569	0.0612012	0.00864942	0.0612012	0.212619	0.0150245	0.42057	0.0297191	0.0219704	0	21	85155.3	0.000445048
3A	0-100%	Single-Family Detached	Renter	<1940	0.0389965	0.00275564	0.0792796	0.0112044	0.0792796	0.135963	0.00960769	0.600481	0.0424323	0	0	17	46974.3	0.000278385
3A	100-150%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	29	82761	0
3A	100-150%	Single-Family Detached	Owner	<1940	0.110114	0.00778107	0.13414	0.0189577	0.13414	8.14629e-05	5.75648e-06	0.512069	0.0361847	0.0465268	0	23	64042	0.000381256
3A	100-150%	Single-Family Detached	Renter	<1940	0.127093	0.00898088	0.101876	0.0143979	0.101876	0	0	0.363121	0.0256595	0.256995	0	10	18719	0.00016049
3A	150-200%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	21	86474.9	0
3A	150-200%	Single-Family Detached	Owner	<1940	0.0845199	0.0059725	0.0731264	0.0103348	0.0731264	0.110279	0.00779271	0.592949	0.0419	0	0	17	73625.9	0.000346053
3A	150-200%	Single-Family Detached	Renter	<1940	0	0	0.0645657	0.00912491	0.0645657	0	0	0.804869	0.0568751	0	0	11	12849	0.000124431
3A	200-300%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	37	110982	0
3A	200-300%	Single-Family Detached	Owner	<1940	0.185958	0.0131405	0.0998473	0.0141112	0.0998473	0	0	0.548348	0.0387483	0	0	25	78905.3	0.000623558
3A	200-300%	Single-Family Detached	Renter	<1940	0	0	0.0641213	0.0090621	0.0641213	0.0909329	0.00642566	0.714825	0.0505122	0	0	12	32076.9	0.000180047
3A	300-400%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	23	81222	0
3A	300-400%	Single-Family Detached	Owner	<1940	0.08566	0.00605306	0.163677	0.0231321	0.163677	0.115025	0.00812808	0.405961	0.0286868	0	0	17	59831.3	0.000475202
3A	300-400%	Single-Family Detached	Renter	<1940	0	0	0.0879405	0.0124284	0.0879405	0.156662	0.0110703	0.601457	0.0425013	0	0	10	21390.7	0.00010286
3A	400%+	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	55	259198	0
3A	400%+	Single-Family Detached	Owner	<1940	0.0283149	0.00200084	0.198175	0.0280075	0.198175	0.117103	0.00827493	0.392233	0.0277167	0	0	49	236286	0.00131571
3A	400%+	Single-Family Detached	Renter	<1940	0.313046	0.022121	0.103171	0.0145809	0.103171	0.139638	0.00986736	0.274974	0.0194307	0	0	28	22911.7	0.000145224
3A	Not Available	Single-Family Detached	Not Available	<1940	0.0743917	0.0052568	0.12751	0.0180206	0.12751	0.100394	0.00709424	0.488574	0.0345245	0.0167251	0	139	752767	0.000761258
3A	Not Available	Single-Family Detached	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	109	597846	0
3A	Not Available	Single-Family Detached	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	30	154922	0
3B	0-100%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	278	0	0
3B	0-100%	Mobile Home	Owner	1940-59	0.154319	0.0109048	0.11292	0.0159587	0.11292	0.167126	0.0118098	0.379323	0.0268044	0.00791444	0	193	0	2.08591e-05
3B	0-100%	Mobile Home	Renter	1940-59	0.122485	0.00865523	0.0556252	0.00786138	0.0556252	0.198251	0.0140092	0.483775	0.0341854	0.0195275	0	85	0	1.49132e-05
3B	100-150%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	278	0	0
3B	100-150%	Mobile Home	Owner	1940-59	0.154319	0.0109048	0.11292	0.0159587	0.11292	0.167126	0.0118098	0.379323	0.0268044	0.00791444	0	193	0	1.63653e-05
3B	100-150%	Mobile Home	Renter	1940-59	0.122485	0.00865523	0.0556252	0.00786138	0.0556252	0.198251	0.0140092	0.483775	0.0341854	0.0195275	0	85	0	8.4995e-06
3B	150-200%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	278	0	0
3B	150-200%	Mobile Home	Owner	1940-59	0.154319	0.0109048	0.11292	0.0159587	0.11292	0.167126	0.0118098	0.379323	0.0268044	0.00791444	0	193	0	1.30878e-05
3B	150-200%	Mobile Home	Renter	1940-59	0.122485	0.00865523	0.0556252	0.00786138	0.0556252	0.198251	0.0140092	0.483775	0.0341854	0.0195275	0	85	0	6.26606e-06
3B	200-300%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	262	0	0
3B	200-300%	Mobile Home	Owner	1940-59	0.15375	0.0108646	0.200588	0.0283486	0.200588	0.0860718	0.00608216	0.280541	0.0198241	0.013343	0	203	0	2.08651e-05
3B	200-300%	Mobile Home	Renter	1940-59	0.0654256	0.00462322	0.0785574	0.0111023	0.0785574	0.188636	0.0133297	0.522824	0.0369447	0	0	59	0	8.84485e-06
3B	300-400%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	262	0	0
3B	300-400%	Mobile Home	Owner	1940-59	0.15375	0.0108646	0.200588	0.0283486	0.200588	0.0860718	0.00608216	0.280541	0.0198241	0.013343	0	203	0	1.19865e-05
3B	300-400%	Mobile Home	Renter	1940-59	0.0654256	0.00462322	0.0785574	0.0111023	0.0785574	0.188636	0.0133297	0.522824	0.0369447	0	0	59	0	4.25974e-06
3B	400%+	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	229	0	0
3B	400%+	Mobile Home	Owner	1940-59	0.1146	0.00809808	0.232776	0.0328977	0.232776	0.0671495	0.00474504	0.268297	0.0189589	0.0197012	0	201	0	1.88931e-05
3B	400%+	Mobile Home	Renter	1940-59	0.313046	0.022121	0.103171	0.0145809	0.103171	0.139638	0.00986736	0.274974	0.0194307	0	0	28	0	5.25244e-06
3B	Not Available	Mobile Home	Not Available	1940-59	0.139825	0.0098806	0.162464	0.0229607	0.162464	0.120336	0.00850337	0.336468	0.0237761	0.0133217	0	555	0	2.48434e-05
3B	Not Available	Mobile Home	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	435	0	0
3B	Not Available	Mobile Home	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	120	0	0
3B	0-100%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	22	96833.8	0
3B	0-100%	Mobile Home	Owner	1960-79	0.103972	0.00734709	0.162991	0.0230351	0.162991	0.504046	0.0356178	0	0	0	0	18	69155.4	0.000204283
3B	0-100%	Mobile Home	Renter	1960-79	0.252711	0.0178575	0.0790694	0.0111747	0.0790694	0.281077	0.019862	0.221733	0.0156685	0.0217775	0	115	27678.4	0.000133802
3B	100-150%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	13	44620.4	0
3B	100-150%	Mobile Home	Owner	1960-79	0.212374	0.0150071	0.0782204	0.0110547	0.0782204	0.565186	0.0399382	0	0	0	0	11	38323.1	0.000176128
3B	100-150%	Mobile Home	Renter	1960-79	0.252711	0.0178575	0.0790694	0.0111747	0.0790694	0.281077	0.019862	0.221733	0.0156685	0.0217775	0	115	6297.26	8.34702e-05
3B	150-200%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	13	36853.8	0
3B	150-200%	Mobile Home	Owner	1960-79	0.212374	0.0150071	0.0782204	0.0110547	0.0782204	0.565186	0.0399382	0	0	0	0	11	28006.9	0.000149669
3B	150-200%	Mobile Home	Renter	1960-79	0.252711	0.0178575	0.0790694	0.0111747	0.0790694	0.281077	0.019862	0.221733	0.0156685	0.0217775	0	115	8846.83	5.93752e-05
3B	200-300%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	401	36046.3	0
3B	200-300%	Mobile Home	Owner	1960-79	0.202386	0.0143014	0.201392	0.0284623	0.201392	0.176529	0.0124742	0.145829	0.0103048	0.00692829	0	338	36046.3	0.000231172
3B	200-300%	Mobile Home	Renter	1960-79	0.0789337	0.00557776	0.103151	0.0145781	0.103151	0.322487	0.0227881	0.326277	0.023056	0	0	63	0	7.35748e-05
3B	300-400%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	401	9230.76	0
3B	300-400%	Mobile Home	Owner	1960-79	0.202386	0.0143014	0.201392	0.0284623	0.201392	0.176529	0.0124742	0.145829	0.0103048	0.00692829	0	338	9230.76	0.0001361
3B	300-400%	Mobile Home	Renter	1960-79	0.0789337	0.00557776	0.103151	0.0145781	0.103151	0.322487	0.0227881	0.326277	0.023056	0	0	63	0	3.64929e-05
3B	400%+	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	331	45840.3	0
3B	400%+	Mobile Home	Owner	1960-79	0.210682	0.0148876	0.239038	0.0337827	0.239038	0.113412	0.0080141	0.117776	0.0083225	0.0150467	0	290	45840.3	0.000199591
3B	400%+	Mobile Home	Renter	1960-79	0.205657	0.0145325	0.164532	0.0232529	0.164532	0.252218	0.0178227	0.147062	0.0103919	0	0	41	0	5.1208e-05
3B	Not Available	Mobile Home	Not Available	1960-79	0.0980499	0.00692858	0.134571	0.0190185	0.134571	0.566809	0.0400529	0	0	0	0	23	269425	0.0002756
3B	Not Available	Mobile Home	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	20	226603	0
3B	Not Available	Mobile Home	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	152	42822.5	0
3B	0-100%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	17	34231.6	0
3B	0-100%	Mobile Home	Owner	1980-99	0.325325	0.0229887	0.176883	0.0249985	0.176883	0.197131	0.0139301	0.0577771	0.00408275	0	0	12	28863.9	0.000149927
3B	0-100%	Mobile Home	Renter	1980-99	0.2071	0.0146345	0.103058	0.0135013	0.0880065	0.292641	0.0206791	0.243195	0.0171851	0	0	115	5367.7	0.000109332
3B	100-150%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	12	43320.2	0
3B	100-150%	Mobile Home	Owner	1980-99	0.325325	0.0229887	0.176883	0.0249985	0.176883	0.197131	0.0139301	0.0577771	0.00408275	0	0	12	38636.1	0.000135351
3B	100-150%	Mobile Home	Renter	1980-99	0.2071	0.0146345	0.103058	0.0135013	0.0880065	0.292641	0.0206791	0.243195	0.0171851	0	0	115	4684.13	7.13625e-05
3B	150-200%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	12	18598.2	0
3B	150-200%	Mobile Home	Owner	1980-99	0.325325	0.0229887	0.176883	0.0249985	0.176883	0.197131	0.0139301	0.0577771	0.00408275	0	0	12	11779.9	0.000119927
3B	150-200%	Mobile Home	Renter	1980-99	0.2071	0.0146345	0.103058	0.0135013	0.0880065	0.292641	0.0206791	0.243195	0.0171851	0	0	115	6818.21	5.33395e-05
3B	200-300%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	65976.8	0
3B	200-300%	Mobile Home	Owner	1980-99	0.362296	0.0256012	0.170659	0.0208287	0.124099	0.182552	0.0128998	0.0755376	0.00533777	0.020189	0	404	43842.6	0.000194631
3B	200-300%	Mobile Home	Renter	1980-99	0.29322	0.02072	0.144431	0.0175221	0.103533	0.209516	0.0148052	0.183301	0.0129527	0	0	62	22134.2	7.48766e-05
3B	300-400%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	13339.9	0
3B	300-400%	Mobile Home	Owner	1980-99	0.362296	0.0256012	0.170659	0.0208287	0.124099	0.182552	0.0128998	0.0755376	0.00533777	0.020189	0	404	13339.9	0.000126133
3B	300-400%	Mobile Home	Renter	1980-99	0.29322	0.02072	0.144431	0.0175221	0.103533	0.209516	0.0148052	0.183301	0.0129527	0	0	62	0	3.94234e-05
3B	400%+	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	413	17996.2	0
3B	400%+	Mobile Home	Owner	1980-99	0.287172	0.0202926	0.253093	0.0306194	0.180217	0.108873	0.00769339	0.0949813	0.00671174	0.0103465	0	373	17996.2	0.000208657
3B	400%+	Mobile Home	Renter	1980-99	0.249486	0.0176296	0.201967	0.0254105	0.15763	0.154873	0.0109439	0.170044	0.012016	0	0	40	0	5.02094e-05
3B	Not Available	Mobile Home	Not Available	1980-99	0.238986	0.0168877	0.195375	0.0269769	0.186389	0.289574	0.0204624	0.0236767	0.00167309	0	0	20	193463	0.000296597
3B	Not Available	Mobile Home	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	16	154459	0
3B	Not Available	Mobile Home	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	157	39004.2	0
3B	0-100%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	10	508.608	0
3B	0-100%	Mobile Home	Owner	2000-09	0	0	0.3736	0.066	0.5604	0	0	0	0	0	0	10	508.608	4.28421e-05
3B	0-100%	Mobile Home	Renter	2000-09	0.352118	0.024882	0.209116	0.0369424	0.313674	0	0	0	0	0.0632675	0	41	0	3.44746e-05
3B	100-150%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	10	23853.4	0
3B	100-150%	Mobile Home	Owner	2000-09	0	0	0.3736	0.066	0.5604	0	0	0	0	0	0	10	23853.4	3.78256e-05
3B	100-150%	Mobile Home	Renter	2000-09	0.352118	0.024882	0.209116	0.0369424	0.313674	0	0	0	0	0.0632675	0	41	0	2.38377e-05
3B	150-200%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	10	15954.3	0
3B	150-200%	Mobile Home	Owner	2000-09	0	0	0.3736	0.066	0.5604	0	0	0	0	0	0	10	15954.3	3.75893e-05
3B	150-200%	Mobile Home	Renter	2000-09	0.352118	0.024882	0.209116	0.0369424	0.313674	0	0	0	0	0.0632675	0	41	0	1.98829e-05
3B	200-300%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	255	15997.8	0
3B	200-300%	Mobile Home	Owner	2000-09	0.44454	0.0314129	0.19215	0.0339451	0.288225	0	0	0	0	0.00972652	0	216	15997.8	6.90692e-05
3B	200-300%	Mobile Home	Renter	2000-09	0.555979	0.0392876	0.13413	0.0236954	0.201195	0	0	0	0	0.045712	0	39	0	2.73364e-05
3B	300-400%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	255	5417.34	0
3B	300-400%	Mobile Home	Owner	2000-09	0.44454	0.0314129	0.19215	0.0339451	0.288225	0	0	0	0	0.00972652	0	216	5417.34	5.16483e-05
3B	300-400%	Mobile Home	Renter	2000-09	0.555979	0.0392876	0.13413	0.0236954	0.201195	0	0	0	0	0.045712	0	39	0	1.45094e-05
3B	400%+	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	312	12121.9	0
3B	400%+	Mobile Home	Owner	2000-09	0.409006	0.0289019	0.206653	0.0365072	0.30998	0	0	0	0	0.00895207	0	284	12121.9	0.00010154
3B	400%+	Mobile Home	Renter	2000-09	0.583905	0.041261	0.120328	0.021257	0.180491	0	0	0	0	0.0527578	0	28	0	2.0607e-05
3B	Not Available	Mobile Home	Not Available	2000-09	0.428886	0.0303067	0.196735	0.0347552	0.295103	0	0	0	0	0.0142137	0	550	73853.3	9.92897e-05
3B	Not Available	Mobile Home	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	473	73853.3	0
3B	Not Available	Mobile Home	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	77	0	0
3B	0-100%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	65	0	0
3B	0-100%	Mobile Home	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	48	0	9.27077e-06
3B	0-100%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	17	0	9.02887e-06
3B	100-150%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	65	0	0
3B	100-150%	Mobile Home	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	48	0	9.40317e-06
3B	100-150%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	17	0	6.43012e-06
3B	150-200%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	65	0	0
3B	150-200%	Mobile Home	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	48	0	1.0407e-05
3B	150-200%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	17	0	5.31895e-06
3B	200-300%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	150	0	0
3B	200-300%	Mobile Home	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	135	0	2.10354e-05
3B	200-300%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	15	0	8.15623e-06
3B	300-400%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	150	0	0
3B	300-400%	Mobile Home	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	135	0	1.69334e-05
3B	300-400%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	15	0	4.69693e-06
3B	400%+	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	197	0	0
3B	400%+	Mobile Home	Owner	2010s	0	0	0	0	0.980939	0	0	0	0	0.0190607	0	184	0	3.71429e-05
3B	400%+	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	13	0	8.28286e-06
3B	Not Available	Mobile Home	Not Available	2010s	0	0	0	0	0.988752	0	0	0	0	0.0112484	0	304	0	2.70401e-05
3B	Not Available	Mobile Home	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	271	0	0
3B	Not Available	Mobile Home	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	33	0	0
3B	0-100%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	278	0	0
3B	0-100%	Mobile Home	Owner	<1940	0.154319	0.0109048	0.11292	0.0159587	0.11292	0.167126	0.0118098	0.379323	0.0268044	0.00791444	0	193	0	3.16377e-06
3B	0-100%	Mobile Home	Renter	<1940	0.122485	0.00865523	0.0556252	0.00786138	0.0556252	0.198251	0.0140092	0.483775	0.0341854	0.0195275	0	85	0	3.24673e-06
3B	100-150%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	278	0	0
3B	100-150%	Mobile Home	Owner	<1940	0.154319	0.0109048	0.11292	0.0159587	0.11292	0.167126	0.0118098	0.379323	0.0268044	0.00791444	0	193	0	2.80161e-06
3B	100-150%	Mobile Home	Renter	<1940	0.122485	0.00865523	0.0556252	0.00786138	0.0556252	0.198251	0.0140092	0.483775	0.0341854	0.0195275	0	85	0	1.25287e-06
3B	150-200%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	278	0	0
3B	150-200%	Mobile Home	Owner	<1940	0.154319	0.0109048	0.11292	0.0159587	0.11292	0.167126	0.0118098	0.379323	0.0268044	0.00791444	0	193	0	1.97407e-06
3B	150-200%	Mobile Home	Renter	<1940	0.122485	0.00865523	0.0556252	0.00786138	0.0556252	0.198251	0.0140092	0.483775	0.0341854	0.0195275	0	85	0	1.10823e-06
3B	200-300%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	262	0	0
3B	200-300%	Mobile Home	Owner	<1940	0.15375	0.0108646	0.200588	0.0283486	0.200588	0.0860718	0.00608216	0.280541	0.0198241	0.013343	0	203	0	3.0218e-06
3B	200-300%	Mobile Home	Renter	<1940	0.0654256	0.00462322	0.0785574	0.0111023	0.0785574	0.188636	0.0133297	0.522824	0.0369447	0	0	59	0	1.45315e-06
3B	300-400%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	262	0	0
3B	300-400%	Mobile Home	Owner	<1940	0.15375	0.0108646	0.200588	0.0283486	0.200588	0.0860718	0.00608216	0.280541	0.0198241	0.013343	0	203	0	2.49341e-06
3B	300-400%	Mobile Home	Renter	<1940	0.0654256	0.00462322	0.0785574	0.0111023	0.0785574	0.188636	0.0133297	0.522824	0.0369447	0	0	59	0	7.15953e-07
3B	400%+	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	229	0	0
3B	400%+	Mobile Home	Owner	<1940	0.1146	0.00809808	0.232776	0.0328977	0.232776	0.0671495	0.00474504	0.268297	0.0189589	0.0197012	0	201	0	5.0707e-06
3B	400%+	Mobile Home	Renter	<1940	0.313046	0.022121	0.103171	0.0145809	0.103171	0.139638	0.00986736	0.274974	0.0194307	0	0	28	0	1.68372e-06
3B	Not Available	Mobile Home	Not Available	<1940	0.139825	0.0098806	0.162464	0.0229607	0.162464	0.120336	0.00850337	0.336468	0.0237761	0.0133217	0	555	0	4.08601e-06
3B	Not Available	Mobile Home	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	435	0	0
3B	Not Available	Mobile Home	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	120	0	0
3B	0-100%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	13	57845.6	0
3B	0-100%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.151698	0.0107196	0.0740262	0.010462	0.0740262	0.276481	0.0195372	0.34239	0.0241946	0.0164645	0	78	0	6.03827e-06
3B	0-100%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.172077	0.0121596	0.117434	0.0165966	0.117434	0.258561	0.0182709	0.268495	0.0189728	0	0	13	57845.6	0.000202597
3B	100-150%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	12	7840.71	0
3B	100-150%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.151698	0.0107196	0.0740262	0.010462	0.0740262	0.276481	0.0195372	0.34239	0.0241946	0.0164645	0	78	0	5.12354e-06
3B	100-150%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	0.000411793	5.81977e-05	0.000411793	0.682798	0.0482491	0.216904	0.0153273	0.0358394	0	12	7840.71	0.000130076
3B	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	12	2240.03	0
3B	150-200%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.151698	0.0107196	0.0740262	0.010462	0.0740262	0.276481	0.0195372	0.34239	0.0241946	0.0164645	0	78	0	6.6347e-06
3B	150-200%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	0.000411793	5.81977e-05	0.000411793	0.682798	0.0482491	0.216904	0.0153273	0.0358394	0	12	2240.03	0.000100334
3B	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	12	20099.1	0
3B	200-300%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.151698	0.0107196	0.0740262	0.010462	0.0740262	0.276481	0.0195372	0.34239	0.0241946	0.0164645	0	78	0	1.4195e-05
3B	200-300%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	0.0452391	0.00639353	0.0452391	0.463754	0.0327706	0.284684	0.0201169	0.101803	0	12	20099.1	0.000157116
3B	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	12	3713.97	0
3B	300-400%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.151698	0.0107196	0.0740262	0.010462	0.0740262	0.276481	0.0195372	0.34239	0.0241946	0.0164645	0	78	0	1.44434e-05
3B	300-400%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	0.0452391	0.00639353	0.0452391	0.463754	0.0327706	0.284684	0.0201169	0.101803	0	12	3713.97	0.000105525
3B	400%+	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	18	42380.3	0
3B	400%+	Multi-Family with 2 - 4 Units	Owner	1940-59	0.151698	0.0107196	0.0740262	0.010462	0.0740262	0.276481	0.0195372	0.34239	0.0241946	0.0164645	0	78	0	5.40183e-05
3B	400%+	Multi-Family with 2 - 4 Units	Renter	1940-59	0.152646	0.0107866	0.124404	0.0175817	0.124404	0.157764	0.0111482	0.374782	0.0264835	0	0	18	42380.3	0.00024436
3B	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940-59	0.131361	0.00928244	0.0545715	0.00771245	0.0545715	0.249089	0.0176016	0.444407	0.0314035	0	0	14	134120	9.45554e-05
3B	Not Available	Multi-Family with 2 - 4 Units	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	78	0	0
3B	Not Available	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	14	134120	0
3B	0-100%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	20	111632	0
3B	0-100%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.284264	0.0200872	0.16313	0.0230547	0.16313	0.246021	0.0173848	0	0	0.0829285	0	15	0	1.99505e-05
3B	0-100%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.375896	0.0265622	0.0235227	0.0033244	0.0235227	0.411055	0.0290467	0.100004	0.00706665	0	0	20	111632	0.000425286
3B	100-150%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	13	18588.1	0
3B	100-150%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.284264	0.0200872	0.16313	0.0230547	0.16313	0.246021	0.0173848	0	0	0.0829285	0	15	11735.4	1.42132e-05
3B	100-150%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.241259	0.0170482	0.00736153	0.00104039	0.00736153	0.506682	0.0358041	0.171336	0.0121073	0	0	12	6852.65	0.000270118
3B	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	12	14199	0
3B	150-200%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.284264	0.0200872	0.16313	0.0230547	0.16313	0.246021	0.0173848	0	0	0.0829285	0	15	0	1.62369e-05
3B	150-200%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.210727	0.0148907	0.0566246	0.00800263	0.0566246	0.412624	0.0291576	0.1974	0.013949	0	0	12	14199	0.000217763
