Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Dependency=Geometry Building Type RECS	Option=Uninsulated, Vented	Option=Wall R-5, Unvented	Option=Wall R-10, Unvented	Option=Ceiling R-13, Vented	Option=Ceiling R-19, Vented	Option=None	sampling_probability
CR05	2000s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	2000s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2000s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2000s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2000s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	2000s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	2000s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	2000s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2000s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1940s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000313
CR05	1940s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000209
CR03	1940s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000284
CR04	1940s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000783
CR06	1940s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000205
CR07	1940s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000762
CR08	1940s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000751
CR09	1940s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001711
CR10	1940s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000220
CR11	1940s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000611
CR02	1940s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000030
CR05	1940s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000020
CR03	1940s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000027
CR04	1940s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000075
CR06	1940s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000020
CR07	1940s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000073
CR08	1940s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000071
CR09	1940s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000163
CR10	1940s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000021
CR11	1940s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000058
CR02	1940s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1940s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1940s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1940s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1940s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1940s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1940s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1940s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1940s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1940s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1940s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1940s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1940s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1940s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1940s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1940s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1940s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1940s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1940s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1940s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1940s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1940s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1940s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1940s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1940s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1940s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1940s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1940s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1940s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1940s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2010s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000203
CR05	2010s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000136
CR03	2010s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000185
CR04	2010s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000509
CR06	2010s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000133
CR07	2010s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000495
CR08	2010s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000488
CR09	2010s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001112
CR10	2010s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000143
CR11	2010s	Heated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000397
CR02	2010s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000019
CR05	2010s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000013
CR03	2010s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000018
CR04	2010s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000048
CR06	2010s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000013
CR07	2010s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000047
CR08	2010s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000046
CR09	2010s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000106
CR10	2010s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000014
CR11	2010s	Heated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000038
CR02	2010s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	2010s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	2010s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2010s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2010s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2010s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	2010s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	2010s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	2010s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2010s	Heated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2010s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	2010s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	2010s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2010s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2010s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2010s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	2010s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	2010s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	2010s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2010s	Heated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	<1940	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	<1940	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	<1940	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	<1940	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	<1940	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	<1940	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	<1940	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	<1940	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	<1940	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	<1940	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1950s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1950s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1950s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1950s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1950s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1950s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1950s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1950s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1950s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1950s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1960s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1960s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1960s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1960s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1960s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1960s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1960s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1960s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1960s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1960s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1970s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1970s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1970s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1970s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1970s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1970s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1970s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1970s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1970s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1970s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1980s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1980s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1980s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1980s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1980s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1980s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1980s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1980s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1980s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1980s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1990s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1990s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1990s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1990s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1990s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1990s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1990s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1990s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1990s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1990s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2000s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	2000s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	2000s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2000s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2000s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2000s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	2000s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	2000s	Pier and Beam	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
