Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
Middle Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Owner	<1940	0.0616288	0.0448273	0.0880194	0.421705	0.163933	0.117557	0.028692	0.0199899	0.053647	77.7188	141282	0.000260926
Middle Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	1940-59	0.0319726	0.0856175	0.376945	0.377101	0.0655579	0.0316841	0.00547213	0.00767536	0.0179744	3.91083	6697.24	8.88282e-05
Middle Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	1960-79	0.0138131	0.111831	0.274661	0.372553	0.124574	0.0659761	0.00954624	0.00909999	0.0179457	2.98734	5336.57	3.96668e-05
Middle Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	1980-99	0.0123777	0.0875813	0.168647	0.352798	0.239693	0.078213	0.0154212	0.0285894	0.01668	3.85719	7139.87	2.51328e-05
Middle Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	2000-09	0.0396062	0	0.294283	0.247061	0.185288	0.131478	0.035367	0.0374615	0.0294556	0.444128	907.785	1.27229e-05
Middle Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	2010s	0.0221486	0.0861155	0	0.223643	0.108769	0.324032	0.043704	0.0201863	0.171401	0.0571588	92.4774	3.90316e-06
Middle Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	<1940	0.0719698	0.131235	0.248221	0.374245	0.074052	0.047146	0.0134821	0.00882372	0.0308254	12.6018	22545.9	0.000169091
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1940-59	0	0	0.0904759	0.543329	0.157652	0.208544	0	0	0	1.41888	1.13572e-17	1.02902e-05
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1960-79	0	0	0.118597	0.433906	0.273736	0.109223	0.0645365	0	0	2.25563	6.07336e-18	4.85694e-06
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1980-99	0	0	0.140979	0.450475	0.166185	0.172008	0.0493431	0	0.0210094	9.10926	5.68475e-17	7.65089e-06
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	2000-09	0	0	0.0653507	0.387081	0.156806	0.294614	0.0700797	0	0.0260689	2.76781e-20	2.23257e-57	2.78196e-06
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	2010s	0	0	0.090055	0.34807	0.471932	0.0899432	0	0	0	0.556855	7.64772e-18	1.35921e-06
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	<1940	0	0	0.0713226	0.269603	0.210804	0.126988	0.2172	0	0.104082	1.6909	7.83505e-18	3.80381e-05
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1940-59	0	0.0461064	0.346604	0.496979	0.0644223	0.0458886	0	0	0	3.96157	1.29554e-18	1.28263e-05
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1960-79	0	0.117515	0.402073	0.351239	0.0989924	0.0212694	0.0089115	0	0	6.29779	6.92801e-19	9.17602e-06
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1980-99	0	0.0472957	0.482866	0.368399	0.060716	0.0338398	0.00688356	0	0	25.4333	6.4847e-18	9.75507e-06
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	2000-09	0	0	0.336381	0.475727	0.0860955	0.0871048	0.0146922	0	0	7.72781e-20	2.54674e-58	5.06372e-06
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	2010s	0	0.159117	0.331158	0.305611	0.185116	0.0189978	0	0	0	1.55476	8.72391e-19	2.32929e-06
Middle Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	<1940	0	0.324952	0.276191	0.249277	0.0870762	0.0282458	0.0342576	0	0	4.72105	8.93759e-19	3.22839e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	1940-59	0	0	0.0100101	0.485491	0.357861	0	0	0.146638	0	0.887707	3867.42	0.000104819
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	1960-79	0	0	0.106655	0.731351	0.161994	0	0	0	0	2.05519	6558.88	0.000142675
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	1980-99	0	0	0.0292335	0.503018	0.419105	0	0	0.0486434	0	4.50286	17436.8	0.000245401
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	2000-09	0	0	0.0516873	0.376719	0.571594	0	0	0	0	1.69847	7339.4	8.19919e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	2010s	0	0	0.00754417	0.491168	0.406079	0	0	0.0952086	0	1.00038	220.251	2.25289e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	<1940	0	0	0.0317491	0.563601	0.355699	0	0	0.0489505	0	15.5194	69937.8	0.000207163
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	1940-59	0	0	0.0786666	0.745609	0.175724	0	0	0	0	0.25375	806.35	5.30556e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	1960-79	0	0	0.410684	0.55034	0.0389754	0	0	0	0	0.587473	1367.51	6.74634e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	1980-99	0	0	0.19017	0.639476	0.170353	0	0	0	0	1.28714	3635.54	0.000113322
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	2000-09	0	0	0.320994	0.457203	0.221803	0	0	0	0	0.485505	1530.25	4.75298e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	2010s	0	0	0.0585256	0.744635	0.196839	0	0	0	0	0.285958	45.922	1.1952e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	<1940	0	0	0.193455	0.67112	0.135425	0	0	0	0	4.4362	14581.9	0.000121285
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	1940-59	0.050422	0.045926	0.104346	0.419139	0.165895	0.117323	0.050684	0.0117913	0.0344735	22.5676	43708.8	0.000157328
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	1960-79	0.0171764	0.0472995	0.0599506	0.326502	0.24856	0.192631	0.0697179	0.0110231	0.0271387	17.2386	34828.5	7.77659e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	1980-99	0.0120479	0.0289957	0.028814	0.242021	0.37436	0.178751	0.0881573	0.0271079	0.0197448	22.2581	46597.6	4.01947e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	2000-09	0.034397	0	0.0448619	0.151224	0.258208	0.268109	0.180396	0.0316931	0.0311109	2.56286	5924.55	1.57099e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	2010s	0.0135947	0.0179786	0	0.0967463	0.107126	0.466992	0.157549	0.0120698	0.127945	0.329837	603.543	2.9327e-06
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	<1940	0.0924194	0.0573214	0.0559508	0.338709	0.152586	0.142153	0.101682	0.0110379	0.0481404	72.7193	147143	0.000227362
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	1940-59	0.0571462	0.130487	0.285586	0.360999	0.0727284	0.0456646	0.0231137	0.00505131	0.0192242	3.65926	6975.05	6.47454e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	1960-79	0.023321	0.160995	0.196562	0.336885	0.130542	0.0898194	0.0380882	0.00565708	0.0181301	2.79517	5557.95	2.65425e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	1980-99	0.0200841	0.121176	0.115995	0.306603	0.241399	0.102334	0.0591332	0.017081	0.0161954	3.60907	7436.05	1.60067e-05
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	2000-09	0.062599	0	0.197159	0.209145	0.181769	0.167566	0.132101	0.0218015	0.0278584	0.415558	945.442	7.68957e-06
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	2010s	0.0292415	0.0969457	0	0.158142	0.089131	0.34496	0.136357	0.0098131	0.13541	0.0534819	96.3135	3.01951e-06
Middle Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	<1940	0.114771	0.178455	0.167791	0.319653	0.0732976	0.0606257	0.0508096	0.00518121	0.0294155	11.7912	23481.1	0.000107094
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1940-59	0	0	0.0318172	0.368742	0.059113	0.540328	0	0	0	0.796567	906.097	8.3457e-06
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1960-79	0	0	0.0577796	0.407969	0.142196	0.392055	0	0	0	1.26632	484.543	6.23926e-06
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1980-99	0	0	0.057429	0.354143	0.0721815	0.516246	0	0	0	5.11397	4535.39	7.82735e-06
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	2000-09	0	0	0.020745	0.237135	0.0530739	0.689046	0	0	0	1.55386e-20	1.78119e-37	2.62695e-06
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	2010s	0	0	0.0467174	0.348472	0.261039	0.343771	0	0	0	0.31262	610.148	1.2936e-06
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	<1940	0	0	0.0407092	0.296976	0.128292	0.534023	0	0	0	0.949278	625.093	3.23172e-05
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1940-59	0	0.0970209	0.18276	0.505728	0.0362193	0.178272	0	0	0	2.22404	103.36	7.09586e-06
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1960-79	0	0.258936	0.221999	0.374264	0.0582778	0.0865228	0	0	0	3.5356	55.2728	6.72689e-06
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1980-99	0	0.111247	0.284601	0.419045	0.0381566	0.14695	0	0	0	14.2784	517.361	8.91008e-06
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	2000-09	0	0	0.169202	0.461811	0.0461756	0.322811	0	0	0	4.33842e-20	2.03183e-38	4.50836e-06
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	2010s	0	0.335393	0.174911	0.311516	0.104251	0.073929	0	0	0	0.872845	69.6008	1.85234e-06
Middle Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	<1940	0	0.550655	0.117277	0.204277	0.0394239	0.0883668	0	0	0	2.65041	71.3056	2.02397e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	1940-59	0	0.08946	0.00414505	0.276786	0.423677	0.205932	0	0	0	1.47951	7549.39	0.000185364
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	1960-79	0	0.0183773	0.0544755	0.514301	0.236563	0.0563643	0.119919	0	0	3.42531	12803.3	0.000216232
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	1980-99	0	0	0.0128112	0.303505	0.525125	0.11703	0.0415287	0	0	7.50476	34037.5	0.000430145
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	2000-09	0	0.0134011	0.0133247	0.13371	0.421299	0.146621	0.271645	0	0	2.83078	14326.9	0.000174112
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	2010s	0.117851	0.000399963	0.00286141	0.25649	0.440361	0.144535	0.0375011	0	0	1.6673	429.941	5.22624e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	<1940	0.112167	0.00711225	0.0147087	0.359491	0.471147	0.0213638	0.0140107	0	0	25.8656	136522	0.000294742
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	1940-59	0	0.414141	0.0226758	0.295907	0.144822	0.122454	0	0	0	0.422917	1574.04	7.57439e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	1960-79	0	0.079054	0.276921	0.510919	0.0751395	0.0311439	0.0268225	0	0	0.979122	2669.46	8.88879e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	1980-99	0	0	0.107222	0.496407	0.274613	0.106464	0.0152931	0	0	2.14523	7096.75	0.000152412
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	2000-09	0	0.107994	0.126891	0.248837	0.250686	0.151769	0.113823	0	0	0.809175	2987.13	7.51766e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	2010s	0	0.00344662	0.0291385	0.510432	0.280196	0.159984	0.016803	0	0	0.476596	89.642	2.6951e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	<1940	0	0.0487894	0.119236	0.569507	0.238646	0.0188246	0.00499744	0	0	7.39367	28464.6	0.000123459
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	1940-59	0.014589	0.0370391	0.119132	0.457728	0.205491	0.0862275	0.0422347	0.0118092	0.0257499	30.1842	52828	0.000255691
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	1960-79	0.00493526	0.0378819	0.0679702	0.354086	0.305748	0.140593	0.0576921	0.0109631	0.0201304	23.0566	42095	0.00012381
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	1980-99	0.00336959	0.0226047	0.0317993	0.255485	0.448241	0.126991	0.07101	0.0262432	0.0142563	29.7702	56319.5	6.78435e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	2000-09	0.0104926	0	0.0539995	0.174112	0.337201	0.207746	0.158484	0.0334643	0.0244999	3.42782	7160.63	2.78283e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	2010s	0.00468858	0.0172833	0	0.125937	0.158169	0.40911	0.156488	0.0144088	0.113915	0.441157	729.464	8.90342e-06
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	<1940	0.0286924	0.0496041	0.0685421	0.396894	0.202802	0.112103	0.0909162	0.0118616	0.0385833	97.2621	177842	0.000312555
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	1940-59	0.0164623	0.104777	0.324629	0.392513	0.0896938	0.0334149	0.0191764	0.00503687	0.0142968	4.89426	8430.3	6.91179e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	1960-79	0.00669696	0.128867	0.22273	0.365138	0.160486	0.0655178	0.0315004	0.00562311	0.0134406	3.73854	6717.53	3.36402e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	1980-99	0.0056776	0.0954835	0.12939	0.32714	0.292149	0.0734835	0.0481437	0.016714	0.0118193	4.82713	8987.48	1.97794e-05
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	2000-09	0.0186217	0	0.231429	0.234825	0.231488	0.126618	0.113176	0.0224487	0.0213941	0.555809	1142.69	6.64669e-06
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	2010s	0.00997856	0.0922136	0	0.203685	0.130213	0.299017	0.134011	0.0115912	0.11929	0.071532	116.408	3.75203e-06
Middle Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	<1940	0.0359924	0.155992	0.207632	0.378355	0.098406	0.0482938	0.0458899	0.00562421	0.0238144	15.7707	28380.1	0.000106458
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	1940-59	0	0	0.0500855	0.376042	0.413643	0.160229	0	0	0	0.896138	2010.61	1.45752e-05
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	1960-79	0	0	0.0387781	0.17738	0.424222	0.0495671	0.111457	0.198596	0	1.42461	1075.19	8.53902e-06
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	1980-99	0	0	0.0688506	0.275055	0.384675	0.116592	0.127283	0	0.0275444	5.75322	10064	9.22478e-06
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	2000-09	0	0	0.0245775	0.182006	0.279511	0.153782	0.13921	0.194594	0.0263195	1.74809e-20	3.95242e-37	3.84619e-06
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	2010s	0	0	0.018775	0.0907265	0.466338	0.0260259	0	0.398135	0	0.351698	1353.91	1.53732e-06
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	<1940	0	0	0.0211889	0.100138	0.29683	0.0523611	0.340824	0.105649	0.0830085	1.06794	1387.07	3.98987e-05
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	1940-59	0	0.0802155	0.238448	0.427459	0.210061	0.0438158	0	0	0	2.50204	229.355	4.67002e-06
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	1960-79	0	0.176458	0.238736	0.260742	0.278588	0.017528	0.0279482	0	0	3.97755	122.649	4.0959e-06
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	1980-99	0	0.0833987	0.336688	0.321156	0.200657	0.0327488	0.0253516	0	0	16.0631	1148.01	7.45592e-06
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	2000-09	0	0	0.218753	0.386791	0.26537	0.0786195	0.0504662	0	0	4.88072e-20	4.50861e-38	5.80053e-06
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	2010s	0	0.199264	0.163988	0.189209	0.434481	0.0130571	0	0	0	0.981951	154.443	3.14723e-06
Middle Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	<1940	0	0.402342	0.135223	0.152587	0.202064	0.0191937	0.0885905	0	0	2.98171	158.226	2.19781e-05
Middle Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	1940-59	0	0.344069	0.0125181	0.208899	0.0802435	0.354271	0	0	0	0.833907	2424.06	7.11538e-05
Middle Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	1960-79	0	0.0800389	0.1863	0.439553	0.0507369	0.109804	0.133567	0	0	1.93063	4111.03	7.19693e-05
Middle Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	1980-99	0	0	0.0634901	0.375892	0.163209	0.33038	0.0670293	0	0	4.22996	10929.2	0.000108785
Middle Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	2000-09	0	0.0650851	0.0508148	0.127432	0.10076	0.318515	0.337393	0	0	1.59553	4600.26	3.37938e-05
Middle Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	2010s	0	0.00268603	0.0150891	0.338016	0.145633	0.43417	0.0644065	0	0	0.93975	138.051	1.00114e-05
Middle Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	<1940	0	0.0566502	0.0919947	0.561898	0.184803	0.0761146	0.0285397	0	0	14.5788	43836.3	0.000123944
Middle Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Renter	1940-59	0	0.750367	0.0322612	0.10521	0.0129216	0.0992409	0	0	0	0.238371	505.411	9.31919e-05
Middle Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Renter	1960-79	0	0.187666	0.516191	0.238006	0.00878391	0.0330696	0.0162837	0	0	0.551869	857.143	6.76565e-05
Middle Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Renter	1980-99	0	0	0.341332	0.394924	0.0548252	0.193063	0.0158559	0	0	1.20913	2278.72	9.36087e-05
