Dependency=County	Option=1A	Option=2A	Option=2B	Option=3A	Option=3B	Option=3C	Option=4A	Option=4B	Option=4C	Option=5A	Option=5B	Option=6A	Option=6B	Option=7A	Option=7B	Option=NA
"MT, Petroleum County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Phillips County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Pondera County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Powder River County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Powell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Prairie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Ravalli County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Richland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Roosevelt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Rosebud County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Sanders County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Sheridan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Silver Bow County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Stillwater County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Sweet Grass County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Teton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Toole County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Treasure County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Valley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Wheatland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Wibaux County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Yellowstone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Alamance County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Alexander County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Alleghany County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Anson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Ashe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Avery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Beaufort County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Bertie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Bladen County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Brunswick County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Buncombe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Burke County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Cabarrus County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Caldwell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Camden County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Carteret County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Caswell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Catawba County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Chatham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Cherokee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Chowan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Cleveland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Columbus County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Craven County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Cumberland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Currituck County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Dare County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Davidson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Davie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Duplin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Durham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Edgecombe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Forsyth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Gaston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Gates County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Graham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Granville County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Greene County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Guilford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Halifax County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Harnett County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Haywood County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Henderson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Hertford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Hoke County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Hyde County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Iredell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Johnston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Jones County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Lee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Lenoir County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Macon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Martin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, McDowell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Mecklenburg County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Mitchell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Moore County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Nash County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, New Hanover County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Northampton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Onslow County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Orange County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Pamlico County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Pasquotank County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Pender County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Perquimans County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Person County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Pitt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Polk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Randolph County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Richmond County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Robeson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Rockingham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Rowan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Rutherford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Sampson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Scotland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Stanly County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Stokes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Surry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Swain County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Transylvania County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Tyrrell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Vance County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Wake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Watauga County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Wilkes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Wilson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Yadkin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NC, Yancey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Adams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Barnes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Benson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Billings County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Bottineau County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Bowman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Burke County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Burleigh County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Cass County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Cavalier County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Dickey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Divide County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Dunn County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Eddy County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Emmons County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Foster County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Golden Valley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Grand Forks County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Grant County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Griggs County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Hettinger County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Kidder County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, LaMoure County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Logan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, McHenry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, McIntosh County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, McKenzie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, McLean County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Mercer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Morton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Mountrail County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Nelson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Oliver County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Pembina County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Pierce County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Ramsey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Ransom County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Renville County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Richland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Rolette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Sargent County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Sheridan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Sioux County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Slope County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Stark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Steele County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Stutsman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Towner County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Traill County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Walsh County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Ward County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Wells County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ND, Williams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Adams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Antelope County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Arthur County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Banner County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Blaine County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Boone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Box Butte County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Boyd County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Brown County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Buffalo County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Burt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Butler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Cass County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Cedar County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Chase County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Cherry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Cheyenne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Colfax County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Cuming County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Custer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Dakota County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Dawes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Dawson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Deuel County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Dixon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Dodge County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Douglas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Dundy County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Fillmore County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Frontier County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Furnas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Gage County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Garden County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Garfield County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Gosper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Grant County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Greeley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Hall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Hamilton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Harlan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Hayes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Hitchcock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Holt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Hooker County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Howard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Johnson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Kearney County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Keith County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Keya Paha County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Kimball County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Knox County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Lancaster County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Logan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Loup County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, McPherson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Merrick County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Morrill County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Nance County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Nemaha County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Nuckolls County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Otoe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Pawnee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Perkins County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Phelps County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Pierce County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Platte County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Polk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Red Willow County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Richardson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Rock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Saline County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Sarpy County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Saunders County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Scotts Bluff County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Seward County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Sheridan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Sherman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Sioux County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Stanton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Thayer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Thomas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Thurston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Valley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Webster County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, Wheeler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NE, York County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NH, Belknap County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NH, Carroll County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NH, Cheshire County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NH, Coos County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NH, Grafton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NH, Hillsborough County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NH, Merrimack County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NH, Rockingham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NH, Strafford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NH, Sullivan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Atlantic County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Bergen County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Burlington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Camden County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Cape May County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Cumberland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Essex County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Gloucester County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Hudson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Hunterdon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Mercer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Middlesex County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Monmouth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Morris County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Ocean County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Passaic County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Salem County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Somerset County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Sussex County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NJ, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Catron County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Chaves County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Cibola County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Colfax County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Curry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, De Baca County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Dona Ana County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Eddy County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Grant County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Guadalupe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Harding County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Hidalgo County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Lea County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Los Alamos County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Luna County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, McKinley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Mora County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Otero County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Quay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Rio Arriba County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Roosevelt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, San Juan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
