Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	sampling_probability
3B	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0.0508806	0.0361227	0.110316	0.0513125	0.150971	0.282098	0.160459	0.0748465	0.0217037	0.0478194	0.0134708	95	5291.73	0.000156733
3B	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	626	564533	0.000485047
3B	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.0189002	0.0208212	0.0852598	0.0671808	0.26562	0.220988	0.144471	0.110973	0.0218813	0.0315623	0.0123427	536	396657	0.00398171
3B	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.0364533	0.0379115	0.115779	0.0432695	0.151363	0.290397	0.168405	0.069318	0.0227784	0.0501873	0.0141379	90	167876	0.00121454
3B	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09212e-05
3B	Single-Family Detached	No	None	Owner	0	0.0224881	0.0212763	0.0841217	0.0655281	0.250746	0.221666	0.148991	0.118417	0.0223414	0.0313751	0.0130497	0	0	0.000637623
3B	Single-Family Detached	No	None	Renter	0	0.0339355	0.0345689	0.120142	0.0398893	0.1469	0.28729	0.153557	0.0722462	0.0336934	0.0648863	0.0128914	0	0	0.000274323
3B	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3B	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0.136514	0.0590374	0	0.049839	0.0232683	0.356854	0.130465	0.132305	0.0451315	0.066587	0	18	0	0
3B	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0	0	0.169172	0	0.0997419	0.258479	0	0.100546	0.150036	0.222025	0	12	0	0
3B	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3B	Single-Family Detached	Yes	Ducted Heating	Owner	0	0.136514	0.0590374	0	0.049839	0.0232683	0.356854	0.130465	0.132305	0.0451315	0.066587	0	18	0	0
3B	Single-Family Detached	Yes	Ducted Heating	Renter	0	0	0	0.169172	0	0.0997419	0.258479	0	0.100546	0.150036	0.222025	0	12	0	0
3B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0.136514	0.0590374	0	0.049839	0.0232683	0.356854	0.130465	0.132305	0.0451315	0.066587	0	18	0	0
3B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.169172	0	0.0997419	0.258479	0	0.100546	0.150036	0.222025	0	12	0	0
3B	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	302189	0.000238143
3B	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0.136514	0.0590374	0	0.049839	0.0232683	0.356854	0.130465	0.132305	0.0451315	0.066587	0	18	209864	0.002199
3B	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0	0	0.169172	0	0.0997419	0.258479	0	0.100546	0.150036	0.222025	0	12	92325.4	0.000737927
3B	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3B	Single-Family Detached	Yes	None	Owner	0	0.0224881	0.0212763	0.0841217	0.0655281	0.250746	0.221666	0.148991	0.118417	0.0223414	0.0313751	0.0130497	0	0	0
3B	Single-Family Detached	Yes	None	Renter	0	0.0339355	0.0345689	0.120142	0.0398893	0.1469	0.28729	0.153557	0.0722462	0.0336934	0.0648863	0.0128914	0	0	0
3C	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	203	0	3.30673e-06
3C	Mobile Home	No	Ducted Heat Pump	Owner	0	0.0682189	0.0250761	0.165309	0.0437382	0.353194	0.209948	0.0685697	0.0454015	0.00655687	0.0139874	0	170	0	2.34265e-05
3C	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0299189	0	0.168746	0.0873183	0.267463	0.228604	0.183134	0.0348157	0	0	0	33	0	7.1692e-06
3C	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	203	25346.8	4.4625e-05
3C	Mobile Home	No	Ducted Heating	Owner	0	0.0682189	0.0250761	0.165309	0.0437382	0.353194	0.209948	0.0685697	0.0454015	0.00655687	0.0139874	0	170	25346.8	0.000350873
3C	Mobile Home	No	Ducted Heating	Renter	0	0.0299189	0	0.168746	0.0873183	0.267463	0.228604	0.183134	0.0348157	0	0	0	33	0	9.07536e-05
3C	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	203	0	5.1532e-07
3C	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0.0682189	0.0250761	0.165309	0.0437382	0.353194	0.209948	0.0685697	0.0454015	0.00655687	0.0139874	0	170	0	3.54915e-06
3C	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0299189	0	0.168746	0.0873183	0.267463	0.228604	0.183134	0.0348157	0	0	0	33	0	1.10116e-06
3C	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	203	8523.43	1.05188e-05
3C	Mobile Home	No	Non-Ducted Heating	Owner	0	0.0682189	0.0250761	0.165309	0.0437382	0.353194	0.209948	0.0685697	0.0454015	0.00655687	0.0139874	0	170	8523.43	5.60769e-05
3C	Mobile Home	No	Non-Ducted Heating	Renter	0	0.0299189	0	0.168746	0.0873183	0.267463	0.228604	0.183134	0.0348157	0	0	0	33	0	1.72793e-05
3C	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96935e-06
3C	Mobile Home	No	None	Owner	0	0.109877	0.019415	0.194976	0.033864	0.273459	0.199129	0.118222	0.0351519	0.00507662	0.0108297	0	0	0	1.54996e-05
3C	Mobile Home	No	None	Renter	0	0.0781241	0	0.236402	0.0683507	0.201216	0.191873	0.142268	0.0553166	0	0.0264488	0	0	0	4.41204e-06
3C	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3C	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	0
3C	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3C	Mobile Home	Yes	Ducted Heating	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Mobile Home	Yes	Ducted Heating	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	0
3C	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3C	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	0
3C	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	9875.95	4.71821e-06
3C	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	9875.95	3.29923e-05
3C	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	1.01217e-05
3C	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3C	Mobile Home	Yes	None	Owner	0	0.109877	0.019415	0.194976	0.033864	0.273459	0.199129	0.118222	0.0351519	0.00507662	0.0108297	0	0	0	0
3C	Mobile Home	Yes	None	Renter	0	0.0781241	0	0.236402	0.0683507	0.201216	0.191873	0.142268	0.0553166	0	0.0264488	0	0	0	0
3C	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	0	3.5823e-06
3C	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0.0657847	0.0327646	0.170085	0.0421775	0.340592	0.202457	0.0728482	0.0437815	0.00632291	0.0134883	0.00969907	174	0	6.92499e-06
3C	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0	0	0.384614	0.0668526	0.1483	0.312755	0	0	0	0.0874785	0	11	0	3.59576e-05
3C	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	90220.6	8.44154e-05
3C	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0.0657847	0.0327646	0.170085	0.0421775	0.340592	0.202457	0.0728482	0.0437815	0.00632291	0.0134883	0.00969907	174	14226.9	0.00017131
3C	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0	0	0.384614	0.0668526	0.1483	0.312755	0	0	0	0.0874785	0	11	75993.8	0.000763036
3C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	0	1.45635e-06
3C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0.0657847	0.0327646	0.170085	0.0421775	0.340592	0.202457	0.0728482	0.0437815	0.00632291	0.0134883	0.00969907	174	0	2.90462e-06
3C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0.384614	0.0668526	0.1483	0.312755	0	0	0	0.0874785	0	11	0	1.49278e-05
3C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	88332.9	7.2196e-05
3C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0.0657847	0.0327646	0.170085	0.0421775	0.340592	0.202457	0.0728482	0.0437815	0.00632291	0.0134883	0.00969907	174	0	0.000152617
3C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0	0	0.384614	0.0668526	0.1483	0.312755	0	0	0	0.0874785	0	11	88332.9	0.000626351
3C	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42045e-06
3C	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.0657847	0.0327646	0.170085	0.0421775	0.340592	0.202457	0.0728482	0.0437815	0.00632291	0.0134883	0.00969907	0	0	1.63899e-05
3C	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.00576738	0	0.378461	0.0670814	0.155007	0.299947	0.0126861	0	0	0.0810503	0	0	0	7.59409e-05
3C	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0
3C	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0.0784866	0	0.300878	0.0699666	0.239573	0.138455	0.172641	0	0	0	0	16	0	0
3C	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0
3C	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0.0784866	0	0.300878	0.0699666	0.239573	0.138455	0.172641	0	0	0	0	16	0	0
3C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0
3C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0784866	0	0.300878	0.0699666	0.239573	0.138455	0.172641	0	0	0	0	16	0	0
3C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	19	13032.8	1.95e-05
3C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	4.03138e-05
3C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0.0784866	0	0.300878	0.0699666	0.239573	0.138455	0.172641	0	0	0	0	16	13032.8	0.000175555
3C	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.0657847	0.0327646	0.170085	0.0421775	0.340592	0.202457	0.0728482	0.0437815	0.00632291	0.0134883	0.00969907	0	0	0
3C	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.00576738	0	0.378461	0.0670814	0.155007	0.299947	0.0126861	0	0	0.0810503	0	0	0	0
3C	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	25	51781.6	3.35631e-05
3C	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0.0657847	0.0327646	0.170085	0.0421775	0.340592	0.202457	0.0728482	0.0437815	0.00632291	0.0134883	0.00969907	174	27223.7	4.03904e-05
3C	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0.15172	0	0.145566	0.0383745	0.138728	0.179291	0.131964	0.176155	0	0.0382023	0	22	24558	0.00033232
3C	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	21	213187	0.000186974
3C	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0.0657847	0.0327646	0.170085	0.0421775	0.340592	0.202457	0.0728482	0.0437815	0.00632291	0.0134883	0.00969907	174	17693	0.000214657
3C	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0.164737	0	0.158055	0.0416671	0.150631	0.153194	0.143287	0.146948	0	0.0414801	0	20	195494	0.00181688
3C	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	25	0	9.42221e-06
3C	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0.0657847	0.0327646	0.170085	0.0421775	0.340592	0.202457	0.0728482	0.0437815	0.00632291	0.0134883	0.00969907	174	0	1.1133e-05
3C	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0.15172	0	0.145566	0.0383745	0.138728	0.179291	0.131964	0.176155	0	0.0382023	0	22	0	9.39546e-05
3C	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	21	90725.6	0.000174295
3C	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0.0657847	0.0327646	0.170085	0.0421775	0.340592	0.202457	0.0728482	0.0437815	0.00632291	0.0134883	0.00969907	174	0	0.000200424
3C	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0.164737	0	0.158055	0.0416671	0.150631	0.153194	0.143287	0.146948	0	0.0414801	0	20	90725.6	0.00165175
3C	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82414e-05
3C	Multi-Family with 5+ Units	No	None	Owner	0	0.156017	0.0169518	0.231202	0.0218219	0.176216	0.182943	0.17693	0.0226517	0.00327135	0.0069786	0.00501812	0	0	2.93642e-05
3C	Multi-Family with 5+ Units	No	None	Renter	0	0.131896	0	0.221716	0.054504	0.1914	0.126792	0.158757	0.0900619	0	0.024873	0	0	0	0.00024883
3C	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0
3C	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0.0834944	0	0.320075	0.0744308	0.254859	0.083485	0.183656	0	0	0	0	15	0	0
3C	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0
3C	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0.0834944	0	0.320075	0.0744308	0.254859	0.083485	0.183656	0	0	0	0	15	0	0
3C	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0
3C	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0834944	0	0.320075	0.0744308	0.254859	0.083485	0.183656	0	0	0	0	15	0	0
3C	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	18	246161	6.68406e-05
3C	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	41898.8	7.95282e-05
3C	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0.0834944	0	0.320075	0.0744308	0.254859	0.083485	0.183656	0	0	0	0	15	204262	0.000656492
3C	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3C	Multi-Family with 5+ Units	Yes	None	Owner	0	0.156017	0.0169518	0.231202	0.0218219	0.176216	0.182943	0.17693	0.0226517	0.00327135	0.0069786	0.00501812	0	0	0
3C	Multi-Family with 5+ Units	Yes	None	Renter	0	0.131896	0	0.221716	0.054504	0.1914	0.126792	0.158757	0.0900619	0	0.024873	0	0	0	0
3C	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	0	6.74153e-06
3C	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0.109913	0	0.158589	0	0.357141	0.308354	0.0387599	0.0272444	0	0	0	28	0	7.62838e-05
3C	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0	0	0.249879	0.251209	0.106412	0.392501	0	0	0	0	0	11	0	5.33755e-05
3C	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	38	207586	6.96452e-05
3C	Single-Family Attached	No	Ducted Heating	Owner	0	0.109913	0	0.158589	0	0.357141	0.308354	0.0387599	0.0272444	0	0	0	28	149588	0.00081331
3C	Single-Family Attached	No	Ducted Heating	Renter	0	0	0	0.279635	0.281124	0	0.439241	0	0	0	0	0	10	57997.9	0.000533077
3C	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	7679.68	1.62759e-06
3C	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0.109913	0	0.158589	0	0.357141	0.308354	0.0387599	0.0272444	0	0	0	28	0	1.96399e-05
3C	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0	0	0.249879	0.251209	0.106412	0.392501	0	0	0	0	0	11	7679.68	1.31125e-05
3C	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	38	39712.7	1.68491e-05
3C	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0.109913	0	0.158589	0	0.357141	0.308354	0.0387599	0.0272444	0	0	0	28	33220.8	0.000185929
3C	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0	0	0.279635	0.281124	0	0.439241	0	0	0	0	0	10	6491.85	0.000126465
3C	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55852e-06
3C	Single-Family Attached	No	None	Owner	0	0.114108	0	0.162646	0	0.346652	0.304056	0.0460945	0.0264442	0	0	0	0	0	2.41927e-05
3C	Single-Family Attached	No	None	Renter	0	0	0	0.276469	0.277941	0.0113235	0.434267	0	0	0	0	0	0	0	1.88608e-05
3C	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3C	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	0
3C	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3C	Single-Family Attached	Yes	Ducted Heating	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	0
3C	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3C	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	0
3C	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	5531.17	8.87183e-06
3C	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	5531.17	0.000100855
3C	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	6.94407e-05
3C	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3C	Single-Family Attached	Yes	None	Owner	0	0.114108	0	0.162646	0	0.346652	0.304056	0.0460945	0.0264442	0	0	0	0	0	0
3C	Single-Family Attached	Yes	None	Renter	0	0	0	0.276469	0.277941	0.0113235	0.434267	0	0	0	0	0	0	0	0
3C	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	160	19912.3	2.84176e-05
3C	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0.058607	0.0290086	0.17025	0.0505972	0.355044	0.202075	0.0617358	0.0489168	0.00758513	0.0161809	0	138	19912.3	0.000331842
3C	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0.0393634	0	0.143135	0.0355823	0.318303	0.176866	0.240944	0.0458061	0	0	0	22	0	8.78435e-05
3C	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	156	1.41857e+06	0.000579
3C	Single-Family Detached	No	Ducted Heating	Owner	0	0.0602929	0.029843	0.168279	0.0520527	0.35723	0.194017	0.0635116	0.0503239	0.00780331	0.0166464	0	134	1.20948e+06	0.0070859
3C	Single-Family Detached	No	Ducted Heating	Renter	0	0.0393634	0	0.143135	0.0355823	0.318303	0.176866	0.240944	0.0458061	0	0	0	22	209093	0.00181159
3C	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	160	18720.2	8.94567e-06
3C	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0.058607	0.0290086	0.17025	0.0505972	0.355044	0.202075	0.0617358	0.0489168	0.00758513	0.0161809	0	138	18720.2	0.000106192
3C	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0.0393634	0	0.143135	0.0355823	0.318303	0.176866	0.240944	0.0458061	0	0	0	22	0	2.83533e-05
3C	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	156	153110	0.000117956
3C	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.0602929	0.029843	0.168279	0.0520527	0.35723	0.194017	0.0635116	0.0503239	0.00780331	0.0166464	0	134	133583	0.00114425
3C	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.0393634	0	0.143135	0.0355823	0.318303	0.176866	0.240944	0.0458061	0	0	0	22	19527.1	0.000305643
3C	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11352e-05
3C	Single-Family Detached	No	None	Owner	0	0.06537	0.0290259	0.171752	0.0506274	0.347662	0.193385	0.0694525	0.048946	0.00758965	0.0161906	0	0	0	0.000112267
3C	Single-Family Detached	No	None	Renter	0	0.0430931	0	0.158455	0.0388423	0.303595	0.179941	0.2363	0.0397743	0	0	0	0	0	3.60735e-05
3C	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3C	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	0
3C	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3C	Single-Family Detached	Yes	Ducted Heating	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Single-Family Detached	Yes	Ducted Heating	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	0
3C	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
3C	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	0	0
3C	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	0	0
3C	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	72456.1	4.29853e-05
3C	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0.252748	0	0.296721	0	0	0.162024	0.288508	0	0	0	0	8	37785.8	0.000501394
3C	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0.0676869	0	0.259477	0.0603393	0.206608	0.200214	0.205675	0	0	0	0	19	34670.3	0.000138087
3C	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3C	Single-Family Detached	Yes	None	Owner	0	0.06537	0.0290259	0.171752	0.0506274	0.347662	0.193385	0.0694525	0.048946	0.00758965	0.0161906	0	0	0	0
