Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Option=EF 12, National Average	Option=None	Option=Void	source_count	source_weight	sampling_probability
0-100%	Multi-Family with 2 - 4 Units	CO	Renter	0.1837	0.8163	0	16	54971.3	0.000124112
100-150%	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	29	23651.6	0
100-150%	Multi-Family with 2 - 4 Units	CO	Owner	0.0372053	0.962795	0	25	0	9.26997e-06
100-150%	Multi-Family with 2 - 4 Units	CO	Renter	0.0802656	0.919734	0	29	23651.6	7.66576e-05
150-200%	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	22	3115.25	0
150-200%	Multi-Family with 2 - 4 Units	CO	Owner	0.0372053	0.962795	0	25	0	9.43975e-06
150-200%	Multi-Family with 2 - 4 Units	CO	Renter	0.397728	0.602272	0	19	3115.25	7.01576e-05
200-300%	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	39	0	0
200-300%	Multi-Family with 2 - 4 Units	CO	Owner	0.0103208	0.989679	0	44	0	2.34643e-05
200-300%	Multi-Family with 2 - 4 Units	CO	Renter	0.0277086	0.972291	0	34	0	0.000119463
300-400%	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	26	8796.74	0
300-400%	Multi-Family with 2 - 4 Units	CO	Owner	0.0103208	0.989679	0	44	0	2.45719e-05
300-400%	Multi-Family with 2 - 4 Units	CO	Renter	0.0547575	0.945242	0	25	8796.74	8.15073e-05
400%+	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	43	19072.4	0
400%+	Multi-Family with 2 - 4 Units	CO	Owner	0.0673447	0.932655	0	44	0	6.75404e-05
400%+	Multi-Family with 2 - 4 Units	CO	Renter	0.0707462	0.929254	0	38	19072.4	0.000132093
Not Available	Multi-Family with 2 - 4 Units	CO	Not Available	0	1	0	10	109607	0.000102343
Not Available	Multi-Family with 2 - 4 Units	CO	Owner	0	0	1	10	0	0
Not Available	Multi-Family with 2 - 4 Units	CO	Renter	0	0	1	10	109607	0
0-100%	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	42	68244.4	0
0-100%	Multi-Family with 2 - 4 Units	CT	Owner	0.419043	0.580957	0	23	0	2.30145e-05
0-100%	Multi-Family with 2 - 4 Units	CT	Renter	0.221238	0.778762	0	41	68244.4	0.000220126
100-150%	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	21	20757.9	0
100-150%	Multi-Family with 2 - 4 Units	CT	Owner	0.475336	0.524664	0	17	13393.4	2.33198e-05
100-150%	Multi-Family with 2 - 4 Units	CT	Renter	0.0414414	0.958559	0	16	7364.51	0.000152951
150-200%	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	31	10914.8	0
150-200%	Multi-Family with 2 - 4 Units	CT	Owner	0.475336	0.524664	0	17	1265.33	2.51208e-05
150-200%	Multi-Family with 2 - 4 Units	CT	Renter	0.00550495	0.994495	0	25	9649.43	0.000133699
200-300%	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	50	37367.1	0
200-300%	Multi-Family with 2 - 4 Units	CT	Owner	0.371333	0.628667	0	10	9398.55	5.66133e-05
200-300%	Multi-Family with 2 - 4 Units	CT	Renter	0.108871	0.891129	0	40	27968.5	0.000225271
300-400%	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	36	47339.7	0
300-400%	Multi-Family with 2 - 4 Units	CT	Owner	0.330056	0.669944	0	24	8159.01	5.79372e-05
300-400%	Multi-Family with 2 - 4 Units	CT	Renter	0.113014	0.886986	0	30	39180.7	0.000160914
400%+	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	53	13756.9	0
400%+	Multi-Family with 2 - 4 Units	CT	Owner	0.178991	0.821009	0	14	0	0.000195543
400%+	Multi-Family with 2 - 4 Units	CT	Renter	0.176222	0.823778	0	39	13756.9	0.000311734
Not Available	Multi-Family with 2 - 4 Units	CT	Not Available	0.135388	0.864612	0	24	198381	0.000280632
Not Available	Multi-Family with 2 - 4 Units	CT	Owner	0	0	1	31	32216.3	0
Not Available	Multi-Family with 2 - 4 Units	CT	Renter	0	0	1	20	166164	0
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	55	8293.86	0
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	0.189384	0.810616	0	25	0	1.5412e-06
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	0.129094	0.870906	0	54	8293.86	3.01455e-05
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	34	6402.65	0
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	0.165321	0.834679	0	18	0	9.08701e-07
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	0.183767	0.816233	0	33	6402.65	1.4957e-05
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	37	3754.02	0
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	0.165321	0.834679	0	18	0	1.03259e-06
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	0.0729246	0.927075	0	35	3754.02	1.31928e-05
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	31	0	0
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	0.0168254	0.983175	0	28	0	3.14714e-06
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	0.106778	0.893222	0	26	0	2.17224e-05
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	16	0	0
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	0.0367795	0.963221	0	24	0	2.56738e-06
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	0.0756408	0.924359	0	11	0	1.54734e-05
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	41	8712.48	0
400%+	Multi-Family with 2 - 4 Units	DC	Owner	0.0178651	0.982135	0	70	4852.79	2.92569e-05
400%+	Multi-Family with 2 - 4 Units	DC	Renter	0.0238652	0.976135	0	33	3859.69	6.3136e-05
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	0.150477	0.849523	0	20	27163	3.1753e-05
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	0	0	1	15	4852.79	0
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	0	0	1	16	22310.2	0
0-100%	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	55	11304.9	0
0-100%	Multi-Family with 2 - 4 Units	DE	Owner	0.189384	0.810616	0	25	0	7.19096e-07
0-100%	Multi-Family with 2 - 4 Units	DE	Renter	0.129094	0.870906	0	54	11304.9	2.19064e-05
100-150%	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	34	2324.06	0
100-150%	Multi-Family with 2 - 4 Units	DE	Owner	0.165321	0.834679	0	18	0	6.70675e-07
100-150%	Multi-Family with 2 - 4 Units	DE	Renter	0.183767	0.816233	0	33	2324.06	1.11363e-05
150-200%	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	37	0	0
150-200%	Multi-Family with 2 - 4 Units	DE	Owner	0.165321	0.834679	0	18	0	6.36109e-07
150-200%	Multi-Family with 2 - 4 Units	DE	Renter	0.0729246	0.927075	0	35	0	9.96531e-06
200-300%	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	31	0	0
200-300%	Multi-Family with 2 - 4 Units	DE	Owner	0.0168254	0.983175	0	28	0	1.30626e-06
200-300%	Multi-Family with 2 - 4 Units	DE	Renter	0.106778	0.893222	0	26	0	1.49982e-05
300-400%	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	16	0	0
300-400%	Multi-Family with 2 - 4 Units	DE	Owner	0.0367795	0.963221	0	24	0	9.89414e-07
300-400%	Multi-Family with 2 - 4 Units	DE	Renter	0.0756408	0.924359	0	11	0	1.08455e-05
400%+	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	41	2470.96	0
400%+	Multi-Family with 2 - 4 Units	DE	Owner	0.0178651	0.982135	0	70	0	2.88413e-06
400%+	Multi-Family with 2 - 4 Units	DE	Renter	0.0238652	0.976135	0	33	2470.96	1.82846e-05
Not Available	Multi-Family with 2 - 4 Units	DE	Not Available	0.111115	0.888885	0	156	16099.9	2.45852e-05
Not Available	Multi-Family with 2 - 4 Units	DE	Owner	0	0	1	15	0	0
Not Available	Multi-Family with 2 - 4 Units	DE	Renter	0	0	1	141	16099.9	0
0-100%	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	13	152677	0
0-100%	Multi-Family with 2 - 4 Units	FL	Owner	0.189384	0.810616	0	25	14256.7	6.82002e-05
0-100%	Multi-Family with 2 - 4 Units	FL	Renter	0	1	0	12	138421	0.000588193
100-150%	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	34	58034.1	0
100-150%	Multi-Family with 2 - 4 Units	FL	Owner	0.165321	0.834679	0	18	0	6.60502e-05
100-150%	Multi-Family with 2 - 4 Units	FL	Renter	0.183767	0.816233	0	33	58034.1	0.000381736
150-200%	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	37	69164.1	0
150-200%	Multi-Family with 2 - 4 Units	FL	Owner	0.165321	0.834679	0	18	6522.2	6.42752e-05
150-200%	Multi-Family with 2 - 4 Units	FL	Renter	0.0729246	0.927075	0	35	62641.9	0.000336798
200-300%	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	31	53373.8	0
200-300%	Multi-Family with 2 - 4 Units	FL	Owner	0.0168254	0.983175	0	28	17784	0.000133157
200-300%	Multi-Family with 2 - 4 Units	FL	Renter	0.106778	0.893222	0	26	35589.8	0.000517159
300-400%	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	16	50928.8	0
300-400%	Multi-Family with 2 - 4 Units	FL	Owner	0.0367795	0.963221	0	24	18569.2	0.00010187
300-400%	Multi-Family with 2 - 4 Units	FL	Renter	0.0756408	0.924359	0	11	32359.6	0.000308751
400%+	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	10	87849.4	0
400%+	Multi-Family with 2 - 4 Units	FL	Owner	0.0178651	0.982135	0	70	10863.1	0.000294317
400%+	Multi-Family with 2 - 4 Units	FL	Renter	0.0238652	0.976135	0	33	76986.3	0.000445089
Not Available	Multi-Family with 2 - 4 Units	FL	Not Available	0.0691923	0.930808	0	38	472028	0.000822969
Not Available	Multi-Family with 2 - 4 Units	FL	Owner	0	0	1	15	67995.3	0
Not Available	Multi-Family with 2 - 4 Units	FL	Renter	0	0	1	32	404032	0
0-100%	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	55	64578.1	0
0-100%	Multi-Family with 2 - 4 Units	GA	Owner	0.189384	0.810616	0	25	0	8.85539e-06
0-100%	Multi-Family with 2 - 4 Units	GA	Renter	0.129094	0.870906	0	54	64578.1	0.000383457
100-150%	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	34	17288.7	0
100-150%	Multi-Family with 2 - 4 Units	GA	Owner	0.165321	0.834679	0	18	0	7.68993e-06
100-150%	Multi-Family with 2 - 4 Units	GA	Renter	0.183767	0.816233	0	33	17288.7	0.000204722
150-200%	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	37	8147.23	0
150-200%	Multi-Family with 2 - 4 Units	GA	Owner	0.165321	0.834679	0	18	0	7.38428e-06
150-200%	Multi-Family with 2 - 4 Units	GA	Renter	0.0729246	0.927075	0	35	8147.23	0.000159049
200-300%	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	31	28717.2	0
200-300%	Multi-Family with 2 - 4 Units	GA	Owner	0.0168254	0.983175	0	28	0	1.63017e-05
200-300%	Multi-Family with 2 - 4 Units	GA	Renter	0.106778	0.893222	0	26	28717.2	0.000219328
300-400%	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	16	5670.89	0
300-400%	Multi-Family with 2 - 4 Units	GA	Owner	0.0367795	0.963221	0	24	0	1.29924e-05
300-400%	Multi-Family with 2 - 4 Units	GA	Renter	0.0756408	0.924359	0	11	5670.89	0.000127135
400%+	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	41	16389.5	0
400%+	Multi-Family with 2 - 4 Units	GA	Owner	0.0178651	0.982135	0	70	0	4.33445e-05
400%+	Multi-Family with 2 - 4 Units	GA	Renter	0.0238652	0.976135	0	33	16389.5	0.000181803
Not Available	Multi-Family with 2 - 4 Units	GA	Not Available	0.1489	0.8511	0	14	140792	0.000227026
Not Available	Multi-Family with 2 - 4 Units	GA	Owner	0	0	1	15	0	0
Not Available	Multi-Family with 2 - 4 Units	GA	Renter	0	0	1	14	140792	0
0-100%	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	15	7489.86	0
0-100%	Multi-Family with 2 - 4 Units	HI	Owner	0.284598	0.715402	0	10	40.5537	2.6485e-06
0-100%	Multi-Family with 2 - 4 Units	HI	Renter	0.330595	0.669405	0	13	7449.3	2.28712e-05
100-150%	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	10	2058.1	0
100-150%	Multi-Family with 2 - 4 Units	HI	Owner	0.284598	0.715402	0	10	1968.05	2.22595e-06
100-150%	Multi-Family with 2 - 4 Units	HI	Renter	0.223889	0.776111	0	17	90.0531	1.65608e-05
150-200%	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	15	3878.76	0
150-200%	Multi-Family with 2 - 4 Units	HI	Owner	0.284598	0.715402	0	10	1726.33	2.63487e-06
150-200%	Multi-Family with 2 - 4 Units	HI	Renter	0.254664	0.745336	0	11	2152.42	1.52597e-05
200-300%	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	21	2557.28	0
200-300%	Multi-Family with 2 - 4 Units	HI	Owner	0	1	0	16	1160.92	6.74435e-06
200-300%	Multi-Family with 2 - 4 Units	HI	Renter	0.16347	0.83653	0	13	1396.37	2.80803e-05
300-400%	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	21	12900.2	0
300-400%	Multi-Family with 2 - 4 Units	HI	Owner	0	1	0	16	3943.36	7.30317e-06
300-400%	Multi-Family with 2 - 4 Units	HI	Renter	0	1	0	13	8956.87	2.13026e-05
400%+	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	24	2444.49	0
400%+	Multi-Family with 2 - 4 Units	HI	Owner	0	1	0	12	0	3.84318e-05
400%+	Multi-Family with 2 - 4 Units	HI	Renter	0.0863122	0.913688	0	12	2444.49	4.92323e-05
Not Available	Multi-Family with 2 - 4 Units	HI	Not Available	0.234337	0.765663	0	14	31328.7	3.54129e-05
Not Available	Multi-Family with 2 - 4 Units	HI	Owner	0	0	1	28	8839.22	0
Not Available	Multi-Family with 2 - 4 Units	HI	Renter	0	0	1	10	22489.5	0
0-100%	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	19	6817.5	0
0-100%	Multi-Family with 2 - 4 Units	IA	Owner	0.173554	0.826446	0	24	0	4.41241e-06
0-100%	Multi-Family with 2 - 4 Units	IA	Renter	0.313747	0.686253	0	19	6817.5	0.000120696
100-150%	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	15	10704.8	0
100-150%	Multi-Family with 2 - 4 Units	IA	Owner	0.173554	0.826446	0	24	0	4.09226e-06
100-150%	Multi-Family with 2 - 4 Units	IA	Renter	0.340353	0.659647	0	14	10704.8	7.81522e-05
150-200%	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	11	8273.6	0
150-200%	Multi-Family with 2 - 4 Units	IA	Owner	0.173554	0.826446	0	24	6532.23	4.32114e-06
150-200%	Multi-Family with 2 - 4 Units	IA	Renter	0.0540786	0.945921	0	47	1741.37	5.5448e-05
200-300%	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	25	26.421	0
200-300%	Multi-Family with 2 - 4 Units	IA	Owner	0.300048	0.699952	0	30	26.421	8.80547e-06
200-300%	Multi-Family with 2 - 4 Units	IA	Renter	0.0142257	0.985774	0	24	0	7.56201e-05
300-400%	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	16	2100.06	0
300-400%	Multi-Family with 2 - 4 Units	IA	Owner	0.300048	0.699952	0	30	2100.06	8.08728e-06
300-400%	Multi-Family with 2 - 4 Units	IA	Renter	0.10563	0.89437	0	15	0	4.35543e-05
400%+	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	17	5380.57	0
400%+	Multi-Family with 2 - 4 Units	IA	Owner	0.0206132	0.979387	0	13	5380.57	1.80642e-05
400%+	Multi-Family with 2 - 4 Units	IA	Renter	0.124944	0.875056	0	13	0	5.60468e-05
Not Available	Multi-Family with 2 - 4 Units	IA	Not Available	0.135677	0.864323	0	71	33302.9	9.55046e-05
Not Available	Multi-Family with 2 - 4 Units	IA	Owner	0	0	1	22	14039.3	0
Not Available	Multi-Family with 2 - 4 Units	IA	Renter	0	0	1	65	19263.7	0
0-100%	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	16	16805.5	0
0-100%	Multi-Family with 2 - 4 Units	ID	Owner	0.0372053	0.962795	0	25	0	1.8792e-06
0-100%	Multi-Family with 2 - 4 Units	ID	Renter	0.1837	0.8163	0	16	16805.5	6.10374e-05
100-150%	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	29	12959.4	0
100-150%	Multi-Family with 2 - 4 Units	ID	Owner	0.0372053	0.962795	0	25	0	1.58052e-06
100-150%	Multi-Family with 2 - 4 Units	ID	Renter	0.0802656	0.919734	0	29	12959.4	4.30465e-05
150-200%	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	22	993.427	0
150-200%	Multi-Family with 2 - 4 Units	ID	Owner	0.0372053	0.962795	0	25	0	1.88631e-06
150-200%	Multi-Family with 2 - 4 Units	ID	Renter	0.397728	0.602272	0	19	993.427	3.69825e-05
200-300%	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	39	0	0
200-300%	Multi-Family with 2 - 4 Units	ID	Owner	0.0103208	0.989679	0	44	0	3.97501e-06
200-300%	Multi-Family with 2 - 4 Units	ID	Renter	0.0277086	0.972291	0	34	0	5.65428e-05
300-400%	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	26	0	0
300-400%	Multi-Family with 2 - 4 Units	ID	Owner	0.0103208	0.989679	0	44	0	3.34943e-06
300-400%	Multi-Family with 2 - 4 Units	ID	Renter	0.0547575	0.945242	0	25	0	3.25297e-05
400%+	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	43	13857.7	0
400%+	Multi-Family with 2 - 4 Units	ID	Owner	0.0673447	0.932655	0	44	4472.51	8.92525e-06
400%+	Multi-Family with 2 - 4 Units	ID	Renter	0.0707462	0.929254	0	38	9385.18	3.82631e-05
Not Available	Multi-Family with 2 - 4 Units	ID	Not Available	0.0821725	0.917827	0	10	44616.1	4.84168e-05
Not Available	Multi-Family with 2 - 4 Units	ID	Owner	0	0	1	10	4472.51	0
Not Available	Multi-Family with 2 - 4 Units	ID	Renter	0	0	1	37	40143.5	0
0-100%	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	12	162436	0
0-100%	Multi-Family with 2 - 4 Units	IL	Owner	0.10542	0.89458	0	16	86532.6	8.30557e-05
0-100%	Multi-Family with 2 - 4 Units	IL	Renter	0.229523	0.770477	0	27	75903.7	0.000652455
100-150%	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	22	53618.3	0
100-150%	Multi-Family with 2 - 4 Units	IL	Owner	0.10542	0.89458	0	16	39865.3	8.06048e-05
100-150%	Multi-Family with 2 - 4 Units	IL	Renter	0.141345	0.858655	0	19	13753.1	0.000405171
150-200%	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	14	15566.7	0
150-200%	Multi-Family with 2 - 4 Units	IL	Owner	0.10542	0.89458	0	16	0	8.65714e-05
150-200%	Multi-Family with 2 - 4 Units	IL	Renter	0.135617	0.864383	0	14	15566.7	0.000339319
200-300%	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	26	99505	0
200-300%	Multi-Family with 2 - 4 Units	IL	Owner	0.314071	0.685929	0	11	59897.4	0.000172092
200-300%	Multi-Family with 2 - 4 Units	IL	Renter	0.306798	0.693202	0	21	39607.6	0.000515653
300-400%	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	44	82377	0
300-400%	Multi-Family with 2 - 4 Units	IL	Owner	0.247548	0.752452	0	10	17454.9	0.000143956
300-400%	Multi-Family with 2 - 4 Units	IL	Renter	0.10396	0.89604	0	34	64922.2	0.00034528
400%+	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	11	122042	0
400%+	Multi-Family with 2 - 4 Units	IL	Owner	0.0725916	0.927408	0	35	69467.1	0.000501232
400%+	Multi-Family with 2 - 4 Units	IL	Renter	0.000182728	0.999817	0	12	52575	0.000728133
Not Available	Multi-Family with 2 - 4 Units	IL	Not Available	0.160658	0.839342	0	33	535545	0.00075799
Not Available	Multi-Family with 2 - 4 Units	IL	Owner	0	0	1	17	273217	0
Not Available	Multi-Family with 2 - 4 Units	IL	Renter	0	0	1	16	262328	0
0-100%	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	34	88621.9	0
0-100%	Multi-Family with 2 - 4 Units	IN	Owner	0.10542	0.89458	0	16	0	8.17343e-06
0-100%	Multi-Family with 2 - 4 Units	IN	Renter	0.229523	0.770477	0	27	88621.9	0.000256864
100-150%	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	22	2364.35	0
100-150%	Multi-Family with 2 - 4 Units	IN	Owner	0.10542	0.89458	0	16	0	8.53055e-06
100-150%	Multi-Family with 2 - 4 Units	IN	Renter	0.141345	0.858655	0	19	2364.35	0.000150818
150-200%	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	14	22455.7	0
150-200%	Multi-Family with 2 - 4 Units	IN	Owner	0.10542	0.89458	0	16	0	9.30247e-06
150-200%	Multi-Family with 2 - 4 Units	IN	Renter	0.135617	0.864383	0	14	22455.7	0.00012092
200-300%	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	26	81194.9	0
200-300%	Multi-Family with 2 - 4 Units	IN	Owner	0.314071	0.685929	0	11	0	1.8299e-05
200-300%	Multi-Family with 2 - 4 Units	IN	Renter	0.306798	0.693202	0	21	81194.9	0.000179275
300-400%	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	44	0	0
300-400%	Multi-Family with 2 - 4 Units	IN	Owner	0.247548	0.752452	0	10	0	1.52876e-05
300-400%	Multi-Family with 2 - 4 Units	IN	Renter	0.10396	0.89604	0	34	0	0.000103848
400%+	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	19	0	0
400%+	Multi-Family with 2 - 4 Units	IN	Owner	0.0725916	0.927408	0	35	0	3.71937e-05
400%+	Multi-Family with 2 - 4 Units	IN	Renter	0.000182728	0.999817	0	12	0	0.000130762
Not Available	Multi-Family with 2 - 4 Units	IN	Not Available	0.301982	0.698018	0	15	194637	0.000228174
Not Available	Multi-Family with 2 - 4 Units	IN	Owner	0	0	1	20	0	0
Not Available	Multi-Family with 2 - 4 Units	IN	Renter	0	0	1	15	194637	0
0-100%	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	19	15695.5	0
0-100%	Multi-Family with 2 - 4 Units	KS	Owner	0.173554	0.826446	0	24	0	2.76383e-06
0-100%	Multi-Family with 2 - 4 Units	KS	Renter	0.313747	0.686253	0	19	15695.5	0.000114949
100-150%	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	15	10911.5	0
100-150%	Multi-Family with 2 - 4 Units	KS	Owner	0.173554	0.826446	0	24	0	2.58201e-06
100-150%	Multi-Family with 2 - 4 Units	KS	Renter	0.340353	0.659647	0	14	10911.5	6.81412e-05
150-200%	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	11	5327.43	0
150-200%	Multi-Family with 2 - 4 Units	KS	Owner	0.173554	0.826446	0	24	0	2.50165e-06
150-200%	Multi-Family with 2 - 4 Units	KS	Renter	0.0540786	0.945921	0	47	5327.43	5.47199e-05
200-300%	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	25	24692.6	0
200-300%	Multi-Family with 2 - 4 Units	KS	Owner	0.300048	0.699952	0	30	0	4.95874e-06
200-300%	Multi-Family with 2 - 4 Units	KS	Renter	0.0142257	0.985774	0	24	24692.6	8.41321e-05
300-400%	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	16	11287.8	0
300-400%	Multi-Family with 2 - 4 Units	KS	Owner	0.300048	0.699952	0	30	0	4.62222e-06
300-400%	Multi-Family with 2 - 4 Units	KS	Renter	0.10563	0.89437	0	15	11287.8	5.18849e-05
400%+	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	17	13387.8	0
400%+	Multi-Family with 2 - 4 Units	KS	Owner	0.0206132	0.979387	0	13	0	1.11853e-05
400%+	Multi-Family with 2 - 4 Units	KS	Renter	0.124944	0.875056	0	13	13387.8	6.91658e-05
Not Available	Multi-Family with 2 - 4 Units	KS	Not Available	0.0891785	0.910822	0	11	81302.6	0.000102712
Not Available	Multi-Family with 2 - 4 Units	KS	Owner	0	0	1	22	0	0
Not Available	Multi-Family with 2 - 4 Units	KS	Renter	0	0	1	11	81302.6	0
0-100%	Multi-Family with 2 - 4 Units	KY	Not Available	0	0	1	28	35251.8	0
0-100%	Multi-Family with 2 - 4 Units	KY	Owner	0.231164	0.768836	0	28	0	6.66168e-06
0-100%	Multi-Family with 2 - 4 Units	KY	Renter	0.0662567	0.933743	0	27	35251.8	0.000253252
100-150%	Multi-Family with 2 - 4 Units	KY	Not Available	0	0	1	16	12116.9	0
100-150%	Multi-Family with 2 - 4 Units	KY	Owner	0.231164	0.768836	0	28	0	5.45565e-06
100-150%	Multi-Family with 2 - 4 Units	KY	Renter	0.153779	0.846221	0	15	12116.9	0.000130396
150-200%	Multi-Family with 2 - 4 Units	KY	Not Available	0	0	1	28	4162.37	0
150-200%	Multi-Family with 2 - 4 Units	KY	Owner	0.231164	0.768836	0	28	0	6.14534e-06
150-200%	Multi-Family with 2 - 4 Units	KY	Renter	0.283726	0.716274	0	28	4162.37	0.000104821
200-300%	Multi-Family with 2 - 4 Units	KY	Not Available	0	0	1	16	8282.98	0
200-300%	Multi-Family with 2 - 4 Units	KY	Owner	0.0502389	0.949761	0	57	0	1.19568e-05
200-300%	Multi-Family with 2 - 4 Units	KY	Renter	0.0924873	0.907513	0	16	8282.98	0.000157345
300-400%	Multi-Family with 2 - 4 Units	KY	Not Available	0	0	1	11	11277.4	0
300-400%	Multi-Family with 2 - 4 Units	KY	Owner	0.0502389	0.949761	0	57	0	9.63998e-06
300-400%	Multi-Family with 2 - 4 Units	KY	Renter	0	1	0	11	11277.4	8.87708e-05
400%+	Multi-Family with 2 - 4 Units	KY	Not Available	0	0	1	12	21118.9	0
400%+	Multi-Family with 2 - 4 Units	KY	Owner	0.0470812	0.952919	0	84	0	2.51538e-05
400%+	Multi-Family with 2 - 4 Units	KY	Renter	0	1	0	11	21118.9	0.000114915
Not Available	Multi-Family with 2 - 4 Units	KY	Not Available	0.0451823	0.954818	0	19	92210.4	0.000168858
Not Available	Multi-Family with 2 - 4 Units	KY	Owner	0	0	1	133	0	0
Not Available	Multi-Family with 2 - 4 Units	KY	Renter	0	0	1	19	92210.4	0
