Dependency=County	Option=CAISO	Option=ERCOT	Option=MISO	Option=NEISO	Option=None	Option=NYISO	Option=PJM	Option=SPP	source_count	source_weight	sampling_probability
LA, Madison Parish	0	0	1	0	0	0	0	0	2025	4928	3.6761e-05
LA, Morehouse Parish	0	0	1	0	0	0	0	0	1811	12502	9.32601e-05
LA, Natchitoches Parish	0	0	1	0	0	0	0	0	3493	18762	0.000139958
LA, Orleans Parish	0	0	1	0	0	0	0	0	13932	192358	0.00143492
LA, Ouachita Parish	0	0	1	0	0	0	0	0	5761	66334	0.000494826
LA, Plaquemines Parish	0	0	1	0	0	0	0	0	3843	9866	7.35967e-05
LA, Pointe Coupee Parish	0	0	1	0	0	0	0	0	1574	11298	8.42788e-05
LA, Rapides Parish	0	0	1	0	0	0	0	0	5536	56988	0.000425109
LA, Red River Parish	0	0	1	0	0	0	0	0	917	4140	3.08829e-05
LA, Richland Parish	0	0	1	0	0	0	0	0	2214	8829	6.58609e-05
LA, Sabine Parish	0	0	1	0	0	0	0	0	2442	14433	0.000107665
LA, St. Bernard Parish	0	0	0	0	1	0	0	0	3537	16871	0.000125851
LA, St. Charles Parish	0	0	1	0	0	0	0	0	2890	20289	0.000151348
LA, St. Helena Parish	0	0	1	0	0	0	0	0	565	5157	3.84693e-05
LA, St. James Parish	0	0	1	0	0	0	0	0	1671	8702	6.49137e-05
LA, St. John the Baptist Parish	0	0	1	0	0	0	0	0	1891	17619	0.000131431
LA, St. Landry Parish	0	0	1	0	0	0	0	0	4479	36172	0.000269829
LA, St. Martin Parish	0	0	1	0	0	0	0	0	2539	22536	0.00016811
LA, St. Mary Parish	0	0	1	0	0	0	0	0	4427	23206	0.000173108
LA, St. Tammany Parish	0	0	1	0	0	0	0	0	10141	98916	0.000737876
LA, Tangipahoa Parish	0	0	1	0	0	0	0	0	3501	52513	0.000391727
LA, Tensas Parish	0	0	1	0	0	0	0	0	1572	3377	2.51911e-05
LA, Terrebonne Parish	0	0	1	0	0	0	0	0	4460	44616	0.000332819
LA, Union Parish	0	0	1	0	0	0	0	0	2367	11429	8.5256e-05
LA, Vermilion Parish	0	0	1	0	0	0	0	0	3377	25869	0.000192973
LA, Vernon Parish	0	0	1	0	0	0	0	0	5143	21719	0.000162015
LA, Washington Parish	0	0	1	0	0	0	0	0	2583	21284	0.000158771
LA, Webster Parish	0	0	1	0	0	0	0	0	3604	19427	0.000144918
LA, West Baton Rouge Parish	0	0	1	0	0	0	0	0	1518	10078	7.51781e-05
LA, West Carroll Parish	0	0	1	0	0	0	0	0	1081	5076	3.78651e-05
LA, West Feliciana Parish	0	0	1	0	0	0	0	0	707	5249	3.91555e-05
LA, Winn Parish	0	0	1	0	0	0	0	0	2092	7233	5.39555e-05
MA, Barnstable County	0	0	0	1	0	0	0	0	12873	161632	0.00120571
MA, Berkshire County	0	0	0	1	0	0	0	0	6767	68391	0.00051017
MA, Bristol County	0	0	0	1	0	0	0	0	12491	231247	0.00172501
MA, Dukes County	0	0	0	1	0	0	0	0	2101	17536	0.000130812
MA, Essex County	0	0	0	1	0	0	0	0	15471	308459	0.00230098
MA, Franklin County	0	0	0	1	0	0	0	0	4692	33684	0.000251268
MA, Hampden County	0	0	0	1	0	0	0	0	11053	192032	0.00143248
MA, Hampshire County	0	0	0	1	0	0	0	0	4464	62915	0.000469322
MA, Middlesex County	0	0	0	1	0	0	0	0	29036	619399	0.00462048
MA, Nantucket County	0	0	0	1	0	0	0	0	1369	11844	8.83515e-05
MA, Norfolk County	0	0	0	1	0	0	0	0	13583	273280	0.00203856
MA, Plymouth County	0	0	0	1	0	0	0	0	12695	202564	0.00151105
MA, Suffolk County	0	0	0	1	0	0	0	0	9170	324390	0.00241982
MA, Worcester County	0	0	0	1	0	0	0	0	21743	329285	0.00245634
MD, Allegany County	0	0	0	0	0	0	1	0	5057	33211	0.000247741
MD, Anne Arundel County	0	0	0	0	0	0	1	0	8908	219319	0.00163604
MD, Baltimore County	0	0	0	0	0	0	1	0	15767	337031	0.00251412
MD, Baltimore city	0	0	0	0	0	0	1	0	13598	296923	0.00221493
MD, Calvert County	0	0	0	0	0	0	1	0	3164	34613	0.000258199
MD, Caroline County	0	0	0	0	0	0	1	0	2533	13525	0.000100891
MD, Carroll County	0	0	0	0	0	0	1	0	4638	63123	0.000470874
MD, Cecil County	0	0	0	0	0	0	1	0	4272	42269	0.00031531
MD, Charles County	0	0	0	0	0	0	1	0	5689	58014	0.000432761
MD, Dorchester County	0	0	0	0	0	0	1	0	4433	16700	0.000124576
MD, Frederick County	0	0	0	0	0	0	1	0	8356	93645	0.000698556
MD, Garrett County	0	0	0	0	0	0	1	0	2532	19080	0.000142329
MD, Harford County	0	0	0	0	0	0	1	0	5472	98277	0.000733107
MD, Howard County	0	0	0	0	0	0	1	0	4845	115003	0.000857877
MD, Kent County	0	0	0	0	0	0	1	0	2198	10667	7.95717e-05
MD, Montgomery County	0	0	0	0	0	0	1	0	10592	385485	0.00287557
MD, Prince George's County	0	0	0	0	0	0	1	0	15536	330708	0.00246695
MD, Queen Anne's County	0	0	0	0	0	0	1	0	1607	20754	0.000154817
MD, Somerset County	0	0	0	0	0	0	1	0	2852	11244	8.38758e-05
MD, St. Mary's County	0	0	0	0	0	0	1	0	3150	43276	0.000322821
MD, Talbot County	0	0	0	0	0	0	1	0	3561	20110	0.000150013
MD, Washington County	0	0	0	0	0	0	1	0	5194	61199	0.000456522
MD, Wicomico County	0	0	0	0	0	0	1	0	6180	41911	0.00031264
MD, Worcester County	0	0	0	0	0	0	1	0	5113	55822	0.000416411
ME, Androscoggin County	0	0	0	1	0	0	0	0	2855	49134	0.00036652
ME, Aroostook County	0	0	0	1	0	0	0	0	8818	39427	0.00029411
ME, Cumberland County	0	0	0	1	0	0	0	0	8333	140350	0.00104696
ME, Franklin County	0	0	0	1	0	0	0	0	2527	21819	0.000162761
ME, Hancock County	0	0	0	1	0	0	0	0	5028	40469	0.000301883
ME, Kennebec County	0	0	0	1	0	0	0	0	4149	61471	0.00045855
ME, Knox County	0	0	0	1	0	0	0	0	2405	23921	0.000178441
ME, Lincoln County	0	0	0	1	0	0	0	0	2426	23589	0.000175965
ME, Oxford County	0	0	0	1	0	0	0	0	4079	36213	0.000270135
ME, Penobscot County	0	0	0	1	0	0	0	0	6393	74302	0.000554264
ME, Piscataquis County	0	0	0	1	0	0	0	0	3171	15296	0.000114102
ME, Sagadahoc County	0	0	0	1	0	0	0	0	1492	18425	0.000137443
ME, Somerset County	0	0	0	1	0	0	0	0	4323	30477	0.000227347
ME, Waldo County	0	0	0	1	0	0	0	0	2101	21861	0.000163075
ME, Washington County	0	0	0	1	0	0	0	0	4658	23075	0.00017213
ME, York County	0	0	0	1	0	0	0	0	6760	107298	0.000800401
MI, Alcona County	0	0	1	0	0	0	0	0	1464	11031	8.22869e-05
MI, Alger County	0	0	1	0	0	0	0	0	1946	6598	4.92185e-05
MI, Allegan County	0	0	1	0	0	0	0	0	4248	49841	0.000371794
MI, Alpena County	0	0	1	0	0	0	0	0	1855	15973	0.000119153
MI, Antrim County	0	0	1	0	0	0	0	0	2426	17835	0.000133042
MI, Arenac County	0	0	1	0	0	0	0	0	1735	9752	7.2746e-05
MI, Baraga County	0	0	1	0	0	0	0	0	2024	5225	3.89765e-05
MI, Barry County	0	0	1	0	0	0	0	0	2580	27071	0.000201939
MI, Bay County	0	0	1	0	0	0	0	0	3682	48038	0.000358345
MI, Benzie County	0	0	1	0	0	0	0	0	1709	12286	9.16488e-05
MI, Berrien County	0	0	0	0	1	0	0	0	6231	76842	0.000573212
MI, Branch County	0	0	1	0	0	0	0	0	2329	20625	0.000153854
MI, Calhoun County	0	0	1	0	0	0	0	0	5277	60667	0.000452552
MI, Cass County	0	0	0	0	0	0	1	0	2624	25921	0.00019336
MI, Charlevoix County	0	0	1	0	0	0	0	0	2148	17414	0.000129901
MI, Cheboygan County	0	0	1	0	0	0	0	0	3242	18295	0.000136473
MI, Chippewa County	0	0	1	0	0	0	0	0	3674	21210	0.000158219
MI, Clare County	0	0	1	0	0	0	0	0	2787	23125	0.000172503
MI, Clinton County	0	0	1	0	0	0	0	0	2865	30974	0.000231053
MI, Crawford County	0	0	1	0	0	0	0	0	3292	11070	8.25781e-05
MI, Delta County	0	0	1	0	0	0	0	0	2961	20210	0.000150759
MI, Dickinson County	0	0	1	0	0	0	0	0	2454	13993	0.000104382
MI, Eaton County	0	0	1	0	0	0	0	0	3395	47057	0.000351027
MI, Emmet County	0	0	1	0	0	0	0	0	2068	21321	0.000159047
MI, Genesee County	0	0	1	0	0	0	0	0	8986	191033	0.00142503
MI, Gladwin County	0	0	1	0	0	0	0	0	1775	17633	0.000131536
MI, Gogebic County	0	0	1	0	0	0	0	0	2030	10744	8.01461e-05
MI, Grand Traverse County	0	0	1	0	0	0	0	0	3580	42353	0.000315937
MI, Gratiot County	0	0	1	0	0	0	0	0	2393	16223	0.000121017
MI, Hillsdale County	0	0	1	0	0	0	0	0	2631	21686	0.000161769
MI, Houghton County	0	0	1	0	0	0	0	0	2736	18622	0.000138913
MI, Huron County	0	0	1	0	0	0	0	0	3298	21152	0.000157786
MI, Ingham County	0	0	1	0	0	0	0	0	6467	121962	0.000909788
MI, Ionia County	0	0	1	0	0	0	0	0	2743	24615	0.000183618
MI, Iosco County	0	0	1	0	0	0	0	0	2406	20409	0.000152244
MI, Iron County	0	0	1	0	0	0	0	0	2682	9235	6.88895e-05
MI, Isabella County	0	0	1	0	0	0	0	0	2595	28604	0.000213375
MI, Jackson County	0	0	1	0	0	0	0	0	5239	69047	0.000515062
MI, Kalamazoo County	0	0	1	0	0	0	0	0	5785	110622	0.000825197
MI, Kalkaska County	0	0	1	0	0	0	0	0	2781	12125	9.04476e-05
MI, Kent County	0	0	1	0	0	0	0	0	11666	249029	0.00185766
MI, Keweenaw County	0	0	1	0	0	0	0	0	858	2476	1.847e-05
MI, Lake County	0	0	1	0	0	0	0	0	2105	14943	0.000111469
MI, Lapeer County	0	0	1	0	0	0	0	0	3050	36217	0.000270165
MI, Leelanau County	0	0	1	0	0	0	0	0	1751	15214	0.000113491
MI, Lenawee County	0	0	1	0	0	0	0	0	3802	43456	0.000324165
MI, Livingston County	0	0	1	0	0	0	0	0	4974	74710	0.000557307
MI, Luce County	0	0	1	0	0	0	0	0	1353	4339	3.23673e-05
MI, Mackinac County	0	0	1	0	0	0	0	0	1856	11010	8.21305e-05
MI, Macomb County	0	0	1	0	0	0	0	0	13278	361158	0.0026941
MI, Manistee County	0	0	1	0	0	0	0	0	2380	15666	0.000116862
MI, Marquette County	0	0	1	0	0	0	0	0	5635	34486	0.000257252
MI, Mason County	0	0	1	0	0	0	0	0	2229	17301	0.000129059
MI, Mecosta County	0	0	1	0	0	0	0	0	2671	21105	0.000157435
MI, Menominee County	0	0	1	0	0	0	0	0	2221	14148	0.000105538
MI, Midland County	0	0	1	0	0	0	0	0	2676	36293	0.000270731
MI, Missaukee County	0	0	1	0	0	0	0	0	1672	9077	6.77106e-05
MI, Monroe County	0	0	1	0	0	0	0	0	4661	63376	0.000472759
MI, Montcalm County	0	0	1	0	0	0	0	0	3149	28113	0.000209712
MI, Montmorency County	0	0	1	0	0	0	0	0	2399	9535	7.11272e-05
MI, Muskegon County	0	0	1	0	0	0	0	0	5581	73385	0.000547423
MI, Newaygo County	0	0	1	0	0	0	0	0	3483	24923	0.000185916
MI, Oakland County	0	0	1	0	0	0	0	0	20596	533097	0.00397669
MI, Oceana County	0	0	1	0	0	0	0	0	3449	15945	0.000118943
MI, Ogemaw County	0	0	1	0	0	0	0	0	1948	16020	0.000119503
MI, Ontonagon County	0	0	1	0	0	0	0	0	1605	5647	4.21244e-05
MI, Osceola County	0	0	1	0	0	0	0	0	2090	13564	0.000101182
MI, Oscoda County	0	0	1	0	0	0	0	0	1988	9087	6.77854e-05
MI, Otsego County	0	0	1	0	0	0	0	0	2308	14786	0.000110298
MI, Ottawa County	0	0	1	0	0	0	0	0	5509	104755	0.00078143
MI, Presque Isle County	0	0	1	0	0	0	0	0	2088	10398	7.75649e-05
MI, Roscommon County	0	0	1	0	0	0	0	0	2802	24370	0.000181791
MI, Saginaw County	0	0	1	0	0	0	0	0	6713	86792	0.000647434
MI, Sanilac County	0	0	1	0	0	0	0	0	2678	22841	0.000170385
MI, Schoolcraft County	0	0	1	0	0	0	0	0	2072	6320	4.71448e-05
MI, Shiawassee County	0	0	1	0	0	0	0	0	3074	30072	0.000224325
MI, St. Clair County	0	0	1	0	0	0	0	0	5261	71874	0.000536152
MI, St. Joseph County	0	0	0	0	0	0	1	0	3876	27638	0.000206169
MI, Tuscola County	0	0	1	0	0	0	0	0	2985	24246	0.000180865
MI, Van Buren County	0	0	0	0	0	0	1	0	3466	36700	0.000273767
MI, Washtenaw County	0	0	1	0	0	0	0	0	6541	149284	0.0011136
MI, Wayne County	0	0	1	0	0	0	0	0	35943	816398	0.00609001
MI, Wexford County	0	0	1	0	0	0	0	0	2300	16687	0.000124479
MN, Aitkin County	0	0	1	0	0	0	0	0	2474	16218	0.00012098
MN, Anoka County	0	0	1	0	0	0	0	0	7856	129252	0.00096417
MN, Becker County	0	0	1	0	0	0	0	0	3423	19117	0.000142605
MN, Beltrami County	0	0	1	0	0	0	0	0	3067	20834	0.000155414
MN, Benton County	0	0	1	0	0	0	0	0	1531	16496	0.000123054
MN, Big Stone County	0	0	1	0	0	0	0	0	1147	3128	2.33337e-05
MN, Blue Earth County	0	0	1	0	0	0	0	0	3250	27139	0.000202446
MN, Brown County	0	0	1	0	0	0	0	0	1775	11564	8.62627e-05
MN, Carlton County	0	0	1	0	0	0	0	0	2315	15766	0.000117608
MN, Carver County	0	0	1	0	0	0	0	0	3288	36343	0.000271105
MN, Cass County	0	0	1	0	0	0	0	0	3972	25106	0.000187281
MN, Chippewa County	0	0	1	0	0	0	0	0	2024	5720	4.2669e-05
MN, Chisago County	0	0	1	0	0	0	0	0	2193	21375	0.00015945
MN, Clay County	0	0	1	0	0	0	0	0	2925	25051	0.00018687
MN, Clearwater County	0	0	1	0	0	0	0	0	1690	4768	3.55674e-05
MN, Cook County	0	0	1	0	0	0	0	0	2186	5738	4.28032e-05
MN, Cottonwood County	0	0	1	0	0	0	0	0	1734	5399	4.02745e-05
MN, Crow Wing County	0	0	1	0	0	0	0	0	5276	40929	0.000305315
MN, Dakota County	0	0	1	0	0	0	0	0	6811	162614	0.00121304
MN, Dodge County	0	0	1	0	0	0	0	0	1613	8035	5.9938e-05
MN, Douglas County	0	0	1	0	0	0	0	0	2464	20514	0.000153027
MN, Faribault County	0	0	1	0	0	0	0	0	2540	7025	5.24038e-05
MN, Fillmore County	0	0	1	0	0	0	0	0	2534	9824	7.32831e-05
MN, Freeborn County	0	0	1	0	0	0	0	0	3318	14251	0.000106307
MN, Goodhue County	0	0	1	0	0	0	0	0	2808	20351	0.000151811
MN, Grant County	0	0	1	0	0	0	0	0	1242	3291	2.45496e-05
MN, Hennepin County	0	0	1	0	0	0	0	0	19175	520683	0.00388409
MN, Houston County	0	0	1	0	0	0	0	0	1582	8617	6.42793e-05
MN, Hubbard County	0	0	1	0	0	0	0	0	2755	14616	0.000109029
MN, Isanti County	0	0	1	0	0	0	0	0	2325	15463	0.000115348
MN, Itasca County	0	0	1	0	0	0	0	0	5615	27224	0.00020308
MN, Jackson County	0	0	1	0	0	0	0	0	1588	5005	3.73353e-05
MN, Kanabec County	0	0	1	0	0	0	0	0	1415	7803	5.82074e-05
MN, Kandiyohi County	0	0	1	0	0	0	0	0	3138	19621	0.000146365
MN, Kittson County	0	0	1	0	0	0	0	0	1904	2608	1.94547e-05
MN, Koochiching County	0	0	1	0	0	0	0	0	2414	7863	5.86549e-05
MN, Lac qui Parle County	0	0	1	0	0	0	0	0	1785	3665	2.73395e-05
MN, Lake County	0	0	1	0	0	0	0	0	2367	7722	5.76031e-05
MN, Lake of the Woods County	0	0	1	0	0	0	0	0	1469	3677	2.7429e-05
MN, Le Sueur County	0	0	1	0	0	0	0	0	1995	12498	9.32301e-05
MN, Lincoln County	0	0	1	0	0	0	0	0	1455	3112	2.32143e-05
MN, Lyon County	0	0	1	0	0	0	0	0	2266	11179	8.33912e-05
MN, Mahnomen County	0	0	1	0	0	0	0	0	915	2767	2.06408e-05
MN, Marshall County	0	0	1	0	0	0	0	0	2547	4792	3.57464e-05
MN, Martin County	0	0	1	0	0	0	0	0	2400	9959	7.42905e-05
MN, McLeod County	0	0	1	0	0	0	0	0	2627	15726	0.00011731
MN, Meeker County	0	0	1	0	0	0	0	0	2751	10725	8.00041e-05
MN, Mille Lacs County	0	0	1	0	0	0	0	0	2166	12717	9.48641e-05
MN, Morrison County	0	0	1	0	0	0	0	0	3275	15860	0.000118309
MN, Mower County	0	0	1	0	0	0	0	0	2897	16993	0.000126761
MN, Murray County	0	0	1	0	0	0	0	0	1626	4589	3.42322e-05
MN, Nicollet County	0	0	1	0	0	0	0	0	1945	13166	9.82134e-05
MN, Nobles County	0	0	1	0	0	0	0	0	2271	8565	6.38918e-05
MN, Norman County	0	0	1	0	0	0	0	0	1673	3399	2.53552e-05
MN, Olmsted County	0	0	1	0	0	0	0	0	4578	62046	0.000462839
MN, Otter Tail County	0	0	1	0	0	0	0	0	6828	35691	0.000266241
MN, Pennington County	0	0	1	0	0	0	0	0	1531	6347	4.73461e-05
MN, Pine County	0	0	1	0	0	0	0	0	3150	17244	0.000128634
MN, Pipestone County	0	0	1	0	0	0	0	0	1678	4453	3.32177e-05
MN, Polk County	0	0	1	0	0	0	0	0	4037	14679	0.0001095
MN, Pope County	0	0	1	0	0	0	0	0	1496	6531	4.87187e-05
MN, Ramsey County	0	0	1	0	0	0	0	0	8548	218080	0.00162679
MN, Red Lake County	0	0	1	0	0	0	0	0	845	1936	1.44418e-05
MN, Redwood County	0	0	1	0	0	0	0	0	2763	7263	5.41791e-05
MN, Renville County	0	0	1	0	0	0	0	0	2808	7290	5.43806e-05
MN, Rice County	0	0	1	0	0	0	0	0	2342	24564	0.000183238
MN, Rock County	0	0	1	0	0	0	0	0	1321	4253	3.17258e-05
MN, Roseau County	0	0	1	0	0	0	0	0	2534	7448	5.55592e-05
MN, Scott County	0	0	1	0	0	0	0	0	2734	49260	0.000367461
MN, Sherburne County	0	0	1	0	0	0	0	0	2608	32912	0.00024551
MN, Sibley County	0	0	1	0	0	0	0	0	1689	6547	4.88381e-05
MN, St. Louis County	0	0	1	0	0	0	0	0	13331	103357	0.000771003
MN, Stearns County	0	0	1	0	0	0	0	0	7317	62911	0.000469291
MN, Steele County	0	0	1	0	0	0	0	0	1669	15411	0.00011496
MN, Stevens County	0	0	1	0	0	0	0	0	1115	4152	3.09723e-05
MN, Swift County	0	0	1	0	0	0	0	0	2168	4809	3.58733e-05
MN, Todd County	0	0	1	0	0	0	0	0	2505	12950	9.6602e-05
MN, Traverse County	0	0	1	0	0	0	0	0	1020	2076	1.54862e-05
MN, Wabasha County	0	0	1	0	0	0	0	0	2317	10060	7.50435e-05
MN, Wadena County	0	0	1	0	0	0	0	0	1549	6983	5.20905e-05
MN, Waseca County	0	0	1	0	0	0	0	0	1496	7905	5.89683e-05
MN, Washington County	0	0	1	0	0	0	0	0	5966	95498	0.000712378
MN, Watonwan County	0	0	1	0	0	0	0	0	1453	5039	3.7589e-05
MN, Wilkin County	0	0	1	0	0	0	0	0	1557	3084	2.30055e-05
MN, Winona County	0	0	1	0	0	0	0	0	3032	20927	0.000156107
MN, Wright County	0	0	1	0	0	0	0	0	4039	49949	0.0003726
MN, Yellow Medicine County	0	0	1	0	0	0	0	0	1956	4738	3.53436e-05
MO, Adair County	0	0	1	0	0	0	0	0	2034	11343	8.46142e-05
MO, Andrew County	0	0	0	0	1	0	0	0	1915	7289	5.43731e-05
MO, Atchison County	0	0	0	0	1	0	0	0	1373	2963	2.21028e-05
MO, Audrain County	0	0	1	0	0	0	0	0	3153	10795	8.05266e-05
MO, Barry County	0	0	0	0	0	0	0	1	4598	17414	0.000129902
MO, Barton County	0	0	0	0	0	0	0	1	2131	5576	4.15948e-05
MO, Bates County	0	0	0	0	0	0	0	1	2931	7827	5.83864e-05
MO, Benton County	0	0	0	0	0	0	0	1	3238	14042	0.000104748
MO, Bollinger County	0	0	0	0	1	0	0	0	1323	5832	4.35045e-05
MO, Boone County	0	0	1	0	0	0	0	0	5437	73275	0.000546604
MO, Buchanan County	0	0	0	0	0	0	0	1	5333	38470	0.000286971
MO, Butler County	0	0	0	0	1	0	0	0	4552	19661	0.000146663
MO, Caldwell County	0	0	1	0	0	0	0	0	1796	4605	3.43515e-05
MO, Callaway County	0	0	1	0	0	0	0	0	3323	18554	0.000138406
MO, Camden County	0	0	1	0	0	0	0	0	3648	41296	0.000308052
MO, Cape Girardeau County	0	0	1	0	0	0	0	0	3899	33025	0.000246353
MO, Carroll County	0	0	0	0	0	0	0	1	1922	4610	3.43889e-05
MO, Carter County	0	0	0	0	1	0	0	0	833	3225	2.40572e-05
MO, Cass County	0	0	0	0	0	0	0	1	4010	40547	0.000302465
MO, Cedar County	0	0	0	0	0	0	0	1	1773	7184	5.35899e-05
MO, Chariton County	0	0	0	0	0	0	0	1	2917	4143	3.09052e-05
MO, Christian County	0	0	0	0	0	0	0	1	3570	32647	0.000243534
MO, Clark County	0	0	1	0	0	0	0	0	1885	3465	2.58476e-05
MO, Clay County	0	0	1	0	0	0	0	0	5803	95107	0.000709463
MO, Clinton County	0	0	1	0	0	0	0	0	1710	8888	6.63009e-05
MO, Cole County	0	0	1	0	0	0	0	0	2185	32802	0.000244691
MO, Cooper County	0	0	1	0	0	0	0	0	1933	7444	5.55294e-05
MO, Crawford County	0	0	0	0	1	0	0	0	2190	11931	8.90006e-05
MO, Dade County	0	0	0	0	0	0	0	1	2068	3924	2.92716e-05
MO, Dallas County	0	0	0	0	0	0	0	1	1685	7589	5.6611e-05
MO, Daviess County	0	0	0	0	1	0	0	0	2318	4195	3.12931e-05
MO, DeKalb County	0	0	1	0	0	0	0	0	1698	4315	3.21882e-05
MO, Dent County	0	0	0	0	1	0	0	0	1692	7242	5.40225e-05
MO, Douglas County	0	0	0	0	1	0	0	0	2078	6458	4.81742e-05
MO, Dunklin County	0	0	1	0	0	0	0	0	3817	14350	0.000107046
MO, Franklin County	0	0	1	0	0	0	0	0	5064	43962	0.000327939
MO, Gasconade County	0	0	1	0	0	0	0	0	1975	8138	6.07063e-05
MO, Gentry County	0	0	0	0	1	0	0	0	1174	3195	2.38334e-05
MO, Greene County	0	0	0	0	0	0	0	1	10731	129308	0.000964587
MO, Grundy County	0	0	0	0	1	0	0	0	1863	4995	3.72608e-05
MO, Harrison County	0	0	0	0	1	0	0	0	1981	4388	3.27327e-05
MO, Henry County	0	0	0	0	0	0	0	1	3092	10884	8.11903e-05
MO, Hickory County	0	0	0	0	0	0	0	1	1324	6735	5.02405e-05
MO, Holt County	0	0	0	0	1	0	0	0	1624	2774	2.06929e-05
MO, Howard County	0	0	1	0	0	0	0	0	1765	4543	3.38889e-05
MO, Howell County	0	0	0	0	1	0	0	0	3015	18065	0.000134758
MO, Iron County	0	0	1	0	0	0	0	0	1616	5276	3.9357e-05
MO, Jackson County	0	0	0	0	0	0	0	1	16557	315466	0.00235326
MO, Jasper County	0	0	0	0	0	0	0	1	5378	51373	0.000383222
MO, Jefferson County	0	0	1	0	0	0	0	0	6611	88832	0.000662652
MO, Johnson County	0	0	0	0	1	0	0	0	3966	21803	0.000162642
MO, Knox County	0	0	1	0	0	0	0	0	1159	2272	1.69482e-05
MO, Laclede County	0	0	0	0	1	0	0	0	2839	15773	0.000117661
MO, Lafayette County	0	0	0	0	0	0	0	1	3059	14696	0.000109627
MO, Lawrence County	0	0	0	0	0	0	0	1	3394	16573	0.000123628
MO, Lewis County	0	0	1	0	0	0	0	0	1392	4494	3.35235e-05
MO, Lincoln County	0	0	1	0	0	0	0	0	3251	21110	0.000157472
MO, Linn County	0	0	0	0	1	0	0	0	2197	6381	4.75997e-05
MO, Livingston County	0	0	0	0	1	0	0	0	1690	6739	5.02703e-05
MO, Macon County	0	0	1	0	0	0	0	0	2413	7633	5.69392e-05
MO, Madison County	0	0	1	0	0	0	0	0	1488	5943	4.43324e-05
MO, Maries County	0	0	1	0	0	0	0	0	1317	4576	3.41353e-05
MO, Marion County	0	0	0	0	1	0	0	0	2154	12893	9.61767e-05
MO, McDonald County	0	0	0	0	0	0	0	1	2023	9842	7.34175e-05
MO, Mercer County	0	0	0	0	1	0	0	0	769	2114	1.57696e-05
MO, Miller County	0	0	1	0	0	0	0	0	2573	12765	9.5222e-05
MO, Mississippi County	0	0	1	0	0	0	0	0	1573	5713	4.26169e-05
MO, Moniteau County	0	0	1	0	0	0	0	0	1424	6141	4.58096e-05
MO, Monroe County	0	0	1	0	0	0	0	0	2069	4808	3.58658e-05
MO, Montgomery County	0	0	1	0	0	0	0	0	2097	6159	4.59437e-05
MO, Morgan County	0	0	1	0	0	0	0	0	2430	15415	0.00011499
MO, New Madrid County	0	0	1	0	0	0	0	0	2352	8550	6.37797e-05
MO, Newton County	0	0	0	0	0	0	0	1	4243	24359	0.000181709
MO, Nodaway County	0	0	0	0	1	0	0	0	2843	9628	7.1821e-05
MO, Oregon County	0	0	0	0	1	0	0	0	1240	5435	4.05431e-05
MO, Osage County	0	0	1	0	0	0	0	0	1447	6548	4.88455e-05
MO, Ozark County	0	0	0	0	1	0	0	0	2085	5614	4.18784e-05
MO, Pemiscot County	0	0	1	0	0	0	0	0	2085	8123	6.05943e-05
MO, Perry County	0	0	1	0	0	0	0	0	1509	8607	6.4205e-05
MO, Pettis County	0	0	0	0	1	0	0	0	4274	18204	0.000135795
MO, Phelps County	0	0	0	0	1	0	0	0	3662	19787	0.000147603
MO, Pike County	0	0	1	0	0	0	0	0	2718	7827	5.83862e-05
MO, Platte County	0	0	0	0	0	0	0	1	3033	40228	0.000300086
MO, Polk County	0	0	0	0	0	0	0	1	2867	13359	9.96529e-05
MO, Pulaski County	0	0	0	0	1	0	0	0	3631	18561	0.000138458
MO, Putnam County	0	0	0	0	1	0	0	0	1141	2969	2.21476e-05
MO, Ralls County	0	0	1	0	0	0	0	0	1594	5148	3.84021e-05
MO, Randolph County	0	0	1	0	0	0	0	0	2524	10665	7.95568e-05
MO, Ray County	0	0	0	0	1	0	0	0	1748	9967	7.435e-05
MO, Reynolds County	0	0	0	0	1	0	0	0	1938	4001	2.9846e-05
MO, Ripley County	0	0	0	0	1	0	0	0	1261	6537	4.87635e-05
MO, Saline County	0	0	0	0	0	0	0	1	3091	10090	7.52676e-05
MO, Schuyler County	0	0	1	0	0	0	0	0	862	2080	1.5516e-05
MO, Scotland County	0	0	1	0	0	0	0	0	1234	2353	1.75525e-05
MO, Scott County	0	0	1	0	0	0	0	0	3137	17024	0.000126992
MO, Shannon County	0	0	0	0	1	0	0	0	1571	4127	3.07858e-05
MO, Shelby County	0	0	1	0	0	0	0	0	1181	3190	2.3796e-05
MO, St. Charles County	0	0	1	0	0	0	0	0	9835	147545	0.00110063
MO, St. Clair County	0	0	0	0	0	0	0	1	2108	5585	4.1662e-05
MO, St. Francois County	0	0	1	0	0	0	0	0	3293	29312	0.000218656
MO, St. Louis County	0	0	1	0	0	0	0	0	18747	438537	0.00327131
MO, St. Louis city	0	0	1	0	0	0	0	0	9577	175538	0.00130945
MO, Ste. Genevieve County	0	0	1	0	0	0	0	0	1583	8640	6.4451e-05
MO, Stoddard County	0	0	0	0	1	0	0	0	3519	13614	0.000101555
MO, Stone County	0	0	0	0	0	0	0	1	4953	20553	0.000153318
MO, Sullivan County	0	0	0	0	1	0	0	0	1711	3338	2.49001e-05
MO, Taney County	0	0	0	0	0	0	0	1	3240	30038	0.000224071
