Dependency=County	Option=Cold	Option=Hot-Dry	Option=Hot-Humid	Option=Marine	Option=Mixed-Dry	Option=Mixed-Humid	Option=Very Cold	source_count	source_weight	sampling_probability
NY, Greene County	1	0	0	0	0	0	0	15	29282	0.000219877
NY, Hamilton County	1	0	0	0	0	0	0	4	8776	6.58986e-05
NY, Herkimer County	1	0	0	0	0	0	0	19	33368	0.000250559
NY, Jefferson County	1	0	0	0	0	0	0	26	58728	0.000440985
NY, Kings County	0	0	0	0	0	1	0	761	1.02175e+06	0.00767225
NY, Lewis County	1	0	0	0	0	0	0	7	15287	0.000114789
NY, Livingston County	1	0	0	0	0	0	0	15	27313	0.000205092
NY, Madison County	1	0	0	0	0	0	0	7	12911	9.69478e-05
NY, Monroe County	1	0	0	0	0	0	0	193	324405	0.00243596
NY, Montgomery County	1	0	0	0	0	0	0	16	23208	0.000174268
NY, Nassau County	0	0	0	0	0	1	0	284	467127	0.00350763
NY, New York County	0	0	0	0	0	1	0	288	866644	0.00650757
NY, Niagara County	1	0	0	0	0	0	0	62	99162	0.000744605
NY, Oneida County	1	0	0	0	0	0	0	71	97691	0.000733556
NY, Onondaga County	1	0	0	0	0	0	0	140	204504	0.00153561
NY, Ontario County	1	0	0	0	0	0	0	25	49693	0.000373143
NY, Orange County	1	0	0	0	0	0	0	79	139757	0.00104943
NY, Orleans County	1	0	0	0	0	0	0	11	18509	0.000138983
NY, Oswego County	1	0	0	0	0	0	0	30	53687	0.000403133
NY, Otsego County	1	0	0	0	0	0	0	17	30684	0.000230404
NY, Putnam County	1	0	0	0	0	0	0	19	38321	0.000287751
NY, Queens County	0	0	0	0	0	1	0	669	846689	0.00635775
NY, Rensselaer County	1	0	0	0	0	0	0	42	71760	0.000538842
NY, Richmond County	0	0	0	0	0	1	0	110	178603	0.00134112
NY, Rockland County	1	0	0	0	0	0	0	65	104651	0.00078582
NY, Saratoga County	1	0	0	0	0	0	0	50	101985	0.000765802
NY, Schenectady County	1	0	0	0	0	0	0	43	68236	0.000512381
NY, Schoharie County	1	0	0	0	0	0	0	8	17229	0.000129371
NY, Schuyler County	1	0	0	0	0	0	0	5	9544	7.16654e-05
NY, Seneca County	1	0	0	0	0	0	0	10	16230	0.00012187
NY, St. Lawrence County	1	0	0	0	0	0	0	28	52272	0.000392508
NY, Steuben County	1	0	0	0	0	0	0	30	48813	0.000366534
NY, Suffolk County	0	0	0	0	0	1	0	323	570464	0.00428359
NY, Sullivan County	1	0	0	0	0	0	0	24	49645	0.000372782
NY, Tioga County	1	0	0	0	0	0	0	10	22170	0.000166474
NY, Tompkins County	1	0	0	0	0	0	0	23	42118	0.000316262
NY, Ulster County	1	0	0	0	0	0	0	47	83762	0.000628967
NY, Warren County	1	0	0	0	0	0	0	19	39045	0.000293187
NY, Washington County	1	0	0	0	0	0	0	17	28996	0.00021773
NY, Wayne County	1	0	0	0	0	0	0	23	41421	0.000311029
NY, Westchester County	0	0	0	0	0	1	0	223	369925	0.00277774
NY, Wyoming County	1	0	0	0	0	0	0	11	18072	0.000135702
NY, Yates County	1	0	0	0	0	0	0	5	13729	0.000103091
OH, Adams County	0	0	0	0	0	1	0	6	12782	9.59795e-05
OH, Allen County	1	0	0	0	0	0	0	33	44850	0.000336777
OH, Ashland County	1	0	0	0	0	0	0	11	22104	0.000165978
OH, Ashtabula County	1	0	0	0	0	0	0	26	45850	0.000344286
OH, Athens County	1	0	0	0	0	0	0	15	26370	0.000198011
OH, Auglaize County	1	0	0	0	0	0	0	11	19679	0.000147769
OH, Belmont County	1	0	0	0	0	0	0	20	32119	0.000241179
OH, Brown County	0	0	0	0	0	1	0	9	19599	0.000147168
OH, Butler County	1	0	0	0	0	0	0	80	149418	0.00112197
OH, Carroll County	1	0	0	0	0	0	0	7	13543	0.000101694
OH, Champaign County	1	0	0	0	0	0	0	10	16684	0.00012528
OH, Clark County	1	0	0	0	0	0	0	44	61143	0.00045912
OH, Clermont County	0	0	0	0	0	1	0	40	81711	0.000613563
OH, Clinton County	1	0	0	0	0	0	0	9	18060	0.000135612
OH, Columbiana County	1	0	0	0	0	0	0	24	46591	0.000349849
OH, Coshocton County	1	0	0	0	0	0	0	10	16358	0.000122832
OH, Crawford County	1	0	0	0	0	0	0	13	20013	0.000150277
OH, Cuyahoga County	1	0	0	0	0	0	0	447	618673	0.0046456
OH, Darke County	1	0	0	0	0	0	0	12	22716	0.000170574
OH, Defiance County	1	0	0	0	0	0	0	9	16712	0.00012549
OH, Delaware County	1	0	0	0	0	0	0	35	69557	0.0005223
OH, Erie County	1	0	0	0	0	0	0	19	37715	0.0002832
OH, Fairfield County	1	0	0	0	0	0	0	28	59609	0.000447602
OH, Fayette County	1	0	0	0	0	0	0	7	12671	9.5146e-05
OH, Franklin County	1	0	0	0	0	0	0	284	540779	0.00406069
OH, Fulton County	1	0	0	0	0	0	0	9	17367	0.000130408
OH, Gallia County	0	0	0	0	0	1	0	7	13727	0.000103075
OH, Geauga County	1	0	0	0	0	0	0	21	36733	0.000275828
OH, Greene County	1	0	0	0	0	0	0	35	69139	0.000519162
OH, Guernsey County	1	0	0	0	0	0	0	10	19110	0.000143496
OH, Hamilton County	0	0	0	0	0	1	0	222	377268	0.00283289
OH, Hancock County	1	0	0	0	0	0	0	13	33569	0.000252069
OH, Hardin County	1	0	0	0	0	0	0	7	13104	9.83974e-05
OH, Harrison County	1	0	0	0	0	0	0	5	8065	6.05597e-05
OH, Henry County	1	0	0	0	0	0	0	7	11987	9.001e-05
OH, Highland County	1	0	0	0	0	0	0	9	19167	0.000143924
OH, Hocking County	1	0	0	0	0	0	0	7	13279	9.97116e-05
OH, Holmes County	1	0	0	0	0	0	0	8	13550	0.000101746
OH, Huron County	1	0	0	0	0	0	0	13	25099	0.000188467
OH, Jackson County	1	0	0	0	0	0	0	7	14565	0.000109368
OH, Jefferson County	1	0	0	0	0	0	0	23	32458	0.000243725
OH, Knox County	1	0	0	0	0	0	0	12	25462	0.000191193
OH, Lake County	1	0	0	0	0	0	0	59	101885	0.000765051
OH, Lawrence County	0	0	0	0	0	1	0	16	27313	0.000205092
OH, Licking County	1	0	0	0	0	0	0	32	69927	0.000525079
OH, Logan County	1	0	0	0	0	0	0	11	23174	0.000174013
OH, Lorain County	1	0	0	0	0	0	0	74	128766	0.000966898
OH, Lucas County	1	0	0	0	0	0	0	128	202307	0.00151912
OH, Madison County	1	0	0	0	0	0	0	12	15964	0.000119873
OH, Mahoning County	1	0	0	0	0	0	0	70	111275	0.000835559
OH, Marion County	1	0	0	0	0	0	0	18	27783	0.000208622
OH, Medina County	1	0	0	0	0	0	0	37	70709	0.000530952
OH, Meigs County	1	0	0	0	0	0	0	6	11004	8.26287e-05
OH, Mercer County	1	0	0	0	0	0	0	9	17712	0.000132999
OH, Miami County	1	0	0	0	0	0	0	21	44178	0.00033173
OH, Monroe County	1	0	0	0	0	0	0	4	7457	5.59942e-05
OH, Montgomery County	1	0	0	0	0	0	0	153	254383	0.00191015
OH, Morgan County	1	0	0	0	0	0	0	4	7834	5.88252e-05
OH, Morrow County	1	0	0	0	0	0	0	6	14088	0.000105786
OH, Muskingum County	1	0	0	0	0	0	0	19	37774	0.000283643
OH, Noble County	1	0	0	0	0	0	0	3	6034	4.5309e-05
OH, Ottawa County	1	0	0	0	0	0	0	13	28012	0.000210341
OH, Paulding County	1	0	0	0	0	0	0	5	8685	6.52153e-05
OH, Perry County	1	0	0	0	0	0	0	6	15105	0.000113423
OH, Pickaway County	1	0	0	0	0	0	0	13	21150	0.000158814
OH, Pike County	0	0	0	0	0	1	0	6	12533	9.41095e-05
OH, Portage County	1	0	0	0	0	0	0	35	68106	0.000511406
OH, Preble County	1	0	0	0	0	0	0	12	17859	0.000134103
OH, Putnam County	1	0	0	0	0	0	0	7	13774	0.000103428
OH, Richland County	1	0	0	0	0	0	0	30	54210	0.00040706
OH, Ross County	1	0	0	0	0	0	0	17	31807	0.000238838
OH, Sandusky County	1	0	0	0	0	0	0	15	26229	0.000196952
OH, Scioto County	0	0	0	0	0	1	0	20	34046	0.000255649
OH, Seneca County	1	0	0	0	0	0	0	14	23971	0.000179997
OH, Shelby County	1	0	0	0	0	0	0	10	20327	0.000152635
OH, Stark County	1	0	0	0	0	0	0	86	165524	0.00124291
OH, Summit County	1	0	0	0	0	0	0	135	245164	0.00184093
OH, Trumbull County	1	0	0	0	0	0	0	55	95466	0.000716851
OH, Tuscarawas County	1	0	0	0	0	0	0	21	39947	0.000299961
OH, Union County	1	0	0	0	0	0	0	10	20030	0.000150405
OH, Van Wert County	1	0	0	0	0	0	0	9	12662	9.50784e-05
OH, Vinton County	1	0	0	0	0	0	0	3	6174	4.63602e-05
OH, Warren County	1	0	0	0	0	0	0	33	83747	0.000628853
OH, Washington County	0	0	0	0	0	1	0	16	28083	0.000210874
OH, Wayne County	1	0	0	0	0	0	0	32	46002	0.000345428
OH, Williams County	1	0	0	0	0	0	0	9	16522	0.000124063
OH, Wood County	1	0	0	0	0	0	0	28	53406	0.000401024
OH, Wyandot County	1	0	0	0	0	0	0	6	9881	7.41959e-05
OK, Adair County	0	0	0	0	0	1	0	5	9247	6.94353e-05
OK, Alfalfa County	0	0	0	0	0	1	0	3	2742	2.05896e-05
OK, Atoka County	0	0	0	0	0	1	0	4	6339	4.75992e-05
OK, Beaver County	0	0	0	0	1	0	0	3	2666	2.00188e-05
OK, Beckham County	0	0	0	0	0	1	0	4	9905	7.43763e-05
OK, Blaine County	0	0	0	0	0	1	0	5	4834	3.62984e-05
OK, Bryan County	0	0	0	0	0	1	0	11	19911	0.000149511
OK, Caddo County	0	0	0	0	0	1	0	8	13208	9.91784e-05
OK, Canadian County	0	0	0	0	0	1	0	29	47126	0.000353867
OK, Carter County	0	0	0	0	0	1	0	11	21497	0.00016142
OK, Cherokee County	0	0	0	0	0	1	0	9	21684	0.000162824
OK, Choctaw County	0	0	0	0	0	1	0	5	7517	5.64448e-05
OK, Cimarron County	0	0	0	0	1	0	0	2	1575	1.18266e-05
OK, Cleveland County	0	0	0	0	0	1	0	62	110336	0.000828508
OK, Coal County	0	0	0	0	0	1	0	2	2801	2.10326e-05
OK, Comanche County	0	0	0	0	0	1	0	32	51611	0.000387545
OK, Cotton County	0	0	0	0	0	1	0	2	3006	2.25719e-05
OK, Craig County	0	0	0	0	0	1	0	5	6730	5.05353e-05
OK, Creek County	0	0	0	0	0	1	0	21	30063	0.000225742
OK, Custer County	0	0	0	0	0	1	0	5	12442	9.34265e-05
OK, Delaware County	0	0	0	0	0	1	0	9	24903	0.000186996
OK, Dewey County	0	0	0	0	0	1	0	3	2442	1.83369e-05
OK, Ellis County	0	0	0	0	0	1	0	2	2273	1.70679e-05
OK, Garfield County	0	0	0	0	0	1	0	12	26849	0.000201607
OK, Garvin County	0	0	0	0	0	1	0	9	12833	9.63625e-05
OK, Grady County	0	0	0	0	0	1	0	10	22482	0.000168816
OK, Grant County	0	0	0	0	0	1	0	2	2468	1.85322e-05
OK, Greer County	0	0	0	0	0	1	0	2	2731	2.0507e-05
OK, Harmon County	0	0	0	0	0	1	0	1	1538	1.15488e-05
OK, Harper County	0	0	0	0	0	1	0	2	1888	1.41769e-05
OK, Haskell County	0	0	0	0	0	1	0	4	6040	4.5354e-05
OK, Hughes County	0	0	0	0	0	1	0	5	6238	4.68409e-05
OK, Jackson County	0	0	0	0	0	1	0	8	12135	9.11213e-05
OK, Jefferson County	0	0	0	0	0	1	0	3	3400	2.55304e-05
OK, Johnston County	0	0	0	0	0	1	0	3	5138	3.85811e-05
OK, Kay County	0	0	0	0	0	1	0	11	21617	0.000162322
OK, Kingfisher County	0	0	0	0	0	1	0	4	6472	4.8598e-05
OK, Kiowa County	0	0	0	0	0	1	0	3	5173	3.88438e-05
OK, Latimer County	0	0	0	0	0	1	0	3	4977	3.73721e-05
OK, Le Flore County	0	0	0	0	0	1	0	12	21719	0.000163087
OK, Lincoln County	0	0	0	0	0	1	0	7	15261	0.000114594
OK, Logan County	0	0	0	0	0	1	0	8	17261	0.000129612
OK, Love County	0	0	0	0	0	1	0	3	4534	3.40457e-05
OK, Major County	0	0	0	0	0	1	0	3	3648	2.73927e-05
OK, Marshall County	0	0	0	0	0	1	0	4	10038	7.5375e-05
OK, Mayes County	0	0	0	0	0	1	0	9	19262	0.000144638
OK, McClain County	0	0	0	0	0	1	0	6	14760	0.000110832
OK, McCurtain County	0	0	0	0	0	1	0	8	15560	0.000116839
OK, McIntosh County	0	0	0	0	0	1	0	6	13427	0.000100823
OK, Murray County	0	0	0	0	0	1	0	3	6786	5.09558e-05
OK, Muskogee County	0	0	0	0	0	1	0	16	30902	0.000232042
OK, Noble County	0	0	0	0	0	1	0	4	5305	3.98351e-05
OK, Nowata County	0	0	0	0	0	1	0	4	4816	3.61631e-05
OK, Okfuskee County	0	0	0	0	0	1	0	4	5297	3.97749e-05
OK, Oklahoma County	0	0	0	0	0	1	0	241	330235	0.00247973
OK, Okmulgee County	0	0	0	0	0	1	0	10	17811	0.000133742
OK, Osage County	0	0	0	0	0	1	0	11	21438	0.000160977
OK, Ottawa County	0	0	0	0	0	1	0	9	14058	0.000105561
OK, Pawnee County	0	0	0	0	0	1	0	5	7739	5.81118e-05
OK, Payne County	0	0	0	0	0	1	0	17	35079	0.000263407
OK, Pittsburg County	0	0	0	0	0	1	0	13	22900	0.000171955
OK, Pontotoc County	0	0	0	0	0	1	0	10	16723	0.000125572
OK, Pottawatomie County	0	0	0	0	0	1	0	16	29633	0.000222513
OK, Pushmataha County	0	0	0	0	0	1	0	3	6114	4.59097e-05
OK, Roger Mills County	0	0	0	0	0	1	0	1	1902	1.4282e-05
OK, Rogers County	0	0	0	0	0	1	0	28	36449	0.000273694
OK, Seminole County	0	0	0	0	0	1	0	9	11660	8.75544e-05
OK, Sequoyah County	0	0	0	0	0	1	0	9	18879	0.000141762
OK, Stephens County	0	0	0	0	0	1	0	11	20696	0.000155406
OK, Texas County	0	0	0	0	1	0	0	5	8185	6.14607e-05
OK, Tillman County	0	0	0	0	0	1	0	5	4042	3.03512e-05
OK, Tulsa County	0	0	0	0	0	1	0	175	277178	0.00208131
OK, Wagoner County	0	0	0	0	0	1	0	22	30858	0.000231711
OK, Washington County	0	0	0	0	0	1	0	13	23627	0.000177414
OK, Washita County	0	0	0	0	0	1	0	4	5458	4.09839e-05
OK, Woods County	0	0	0	0	0	1	0	3	4453	3.34374e-05
OK, Woodward County	0	0	0	0	0	1	0	5	8932	6.707e-05
OR, Baker County	1	0	0	0	0	0	0	6	8831	6.63115e-05
OR, Benton County	0	0	0	1	0	0	0	18	37270	0.000279859
OR, Clackamas County	0	0	0	1	0	0	0	80	161005	0.00120898
OR, Clatsop County	0	0	0	1	0	0	0	12	21869	0.000164213
OR, Columbia County	0	0	0	1	0	0	0	10	20707	0.000155488
OR, Coos County	0	0	0	1	0	0	0	14	30481	0.00022888
OR, Crook County	1	0	0	0	0	0	0	4	10339	7.76352e-05
OR, Curry County	0	0	0	1	0	0	0	6	12621	9.47706e-05
OR, Deschutes County	1	0	0	0	0	0	0	24	82918	0.000622625
OR, Douglas County	0	0	0	1	0	0	0	23	49082	0.000368554
OR, Gilliam County	1	0	0	0	0	0	0	1	1051	7.89191e-06
OR, Grant County	1	0	0	0	0	0	0	2	4310	3.23636e-05
OR, Harney County	1	0	0	0	0	0	0	2	3805	2.85716e-05
OR, Hood River County	1	0	0	0	0	0	0	4	9523	7.15078e-05
OR, Jackson County	0	0	0	1	0	0	0	41	92223	0.000692497
OR, Jefferson County	1	0	0	0	0	0	0	6	9771	7.337e-05
OR, Josephine County	0	0	0	1	0	0	0	16	38089	0.000286008
OR, Klamath County	1	0	0	0	0	0	0	20	32828	0.000246504
OR, Lake County	1	0	0	0	0	0	0	2	4414	3.31445e-05
OR, Lane County	0	0	0	1	0	0	0	87	158237	0.00118819
OR, Lincoln County	0	0	0	1	0	0	0	18	30798	0.000231261
OR, Linn County	0	0	0	1	0	0	0	21	49096	0.000368659
OR, Malheur County	1	0	0	0	0	0	0	8	11640	8.74041e-05
OR, Marion County	0	0	0	1	0	0	0	58	122874	0.000922655
OR, Morrow County	1	0	0	0	0	0	0	2	4470	3.3565e-05
OR, Multnomah County	0	0	0	1	0	0	0	171	332417	0.0024961
OR, Polk County	0	0	0	1	0	0	0	12	30859	0.000231719
OR, Sherman County	1	0	0	0	0	0	0	1	939	7.05092e-06
OR, Tillamook County	0	0	0	1	0	0	0	9	18520	0.000139066
OR, Umatilla County	1	0	0	0	0	0	0	15	29791	0.000223699
OR, Union County	1	0	0	0	0	0	0	8	11510	8.6428e-05
OR, Wallowa County	1	0	0	0	0	0	0	3	4098	3.07717e-05
OR, Wasco County	1	0	0	0	0	0	0	8	11410	8.5677e-05
OR, Washington County	0	0	0	1	0	0	0	104	219819	0.00165061
OR, Wheeler County	1	0	0	0	0	0	0	1	974	7.31373e-06
OR, Yamhill County	0	0	0	1	0	0	0	17	37701	0.000283095
PA, Adams County	1	0	0	0	0	0	0	23	41344	0.000310451
PA, Allegheny County	1	0	0	0	0	0	0	402	590150	0.00443142
PA, Armstrong County	1	0	0	0	0	0	0	19	32427	0.000243493
PA, Beaver County	1	0	0	0	0	0	0	51	78304	0.000587982
PA, Bedford County	1	0	0	0	0	0	0	11	24029	0.000180433
PA, Berks County	1	0	0	0	0	0	0	90	164853	0.00123788
PA, Blair County	1	0	0	0	0	0	0	34	56059	0.000420944
PA, Bradford County	1	0	0	0	0	0	0	14	30107	0.000226072
PA, Bucks County	0	0	0	0	0	1	0	143	246869	0.00185373
PA, Butler County	1	0	0	0	0	0	0	44	80168	0.000601979
PA, Cambria County	1	0	0	0	0	0	0	42	65215	0.000489698
PA, Cameron County	1	0	0	0	0	0	0	2	4403	3.30619e-05
PA, Carbon County	1	0	0	0	0	0	0	12	34387	0.00025821
PA, Centre County	1	0	0	0	0	0	0	31	64938	0.000487618
PA, Chester County	0	0	0	0	0	1	0	116	195720	0.00146965
PA, Clarion County	1	0	0	0	0	0	0	10	20034	0.000150434
PA, Clearfield County	1	0	0	0	0	0	0	20	38627	0.000290048
PA, Clinton County	1	0	0	0	0	0	0	9	18985	0.000142558
PA, Columbia County	1	0	0	0	0	0	0	15	29596	0.000222235
PA, Crawford County	1	0	0	0	0	0	0	23	44386	0.000333293
PA, Cumberland County	1	0	0	0	0	0	0	49	102772	0.000771712
PA, Dauphin County	1	0	0	0	0	0	0	65	121889	0.000915261
PA, Delaware County	0	0	0	0	0	1	0	144	221969	0.00166675
PA, Elk County	1	0	0	0	0	0	0	9	17536	0.000131677
PA, Erie County	1	0	0	0	0	0	0	72	119931	0.000900558
PA, Fayette County	1	0	0	0	0	0	0	36	62798	0.000471547
PA, Forest County	1	0	0	0	0	0	0	3	8473	6.36234e-05
PA, Franklin County	1	0	0	0	0	0	0	27	64178	0.00048191
PA, Fulton County	1	0	0	0	0	0	0	3	7112	5.34037e-05
PA, Greene County	1	0	0	0	0	0	0	9	16469	0.000123665
PA, Huntingdon County	1	0	0	0	0	0	0	12	22391	0.000168133
PA, Indiana County	1	0	0	0	0	0	0	23	38450	0.00028872
PA, Jefferson County	1	0	0	0	0	0	0	13	22392	0.000168141
PA, Juniata County	1	0	0	0	0	0	0	5	10987	8.2501e-05
PA, Lackawanna County	1	0	0	0	0	0	0	59	97449	0.000731742
PA, Lancaster County	1	0	0	0	0	0	0	98	206308	0.00154916
PA, Lawrence County	1	0	0	0	0	0	0	28	40723	0.000305786
PA, Lebanon County	1	0	0	0	0	0	0	31	56176	0.000421824
PA, Lehigh County	1	0	0	0	0	0	0	76	143538	0.00107782
PA, Luzerne County	1	0	0	0	0	0	0	104	148154	0.00111248
PA, Lycoming County	1	0	0	0	0	0	0	29	52644	0.000395302
PA, McKean County	1	0	0	0	0	0	0	12	21021	0.000157846
PA, Mercer County	1	0	0	0	0	0	0	30	51604	0.000387492
PA, Mifflin County	1	0	0	0	0	0	0	12	21537	0.00016172
PA, Monroe County	1	0	0	0	0	0	0	33	80675	0.000605786
PA, Montgomery County	0	0	0	0	0	1	0	211	327785	0.00246131
PA, Montour County	1	0	0	0	0	0	0	4	8048	6.0432e-05
PA, Northampton County	1	0	0	0	0	0	0	68	121207	0.000910138
PA, Northumberland County	1	0	0	0	0	0	0	24	44930	0.000337379
PA, Perry County	1	0	0	0	0	0	0	10	20486	0.000153829
PA, Philadelphia County	0	0	0	0	0	1	0	384	671125	0.00503945
PA, Pike County	1	0	0	0	0	0	0	18	38506	0.00028914
PA, Potter County	1	0	0	0	0	0	0	5	12832	9.6355e-05
PA, Schuylkill County	1	0	0	0	0	0	0	40	68954	0.000517774
PA, Snyder County	1	0	0	0	0	0	0	8	16141	0.000121202
PA, Somerset County	1	0	0	0	0	0	0	21	37953	0.000284988
PA, Sullivan County	1	0	0	0	0	0	0	2	6297	4.7284e-05
PA, Susquehanna County	1	0	0	0	0	0	0	11	23001	0.000172713
PA, Tioga County	1	0	0	0	0	0	0	10	21447	0.000161045
PA, Union County	1	0	0	0	0	0	0	10	17089	0.000128321
PA, Venango County	1	0	0	0	0	0	0	16	27300	0.000204995
PA, Warren County	1	0	0	0	0	0	0	13	23357	0.000175387
PA, Washington County	1	0	0	0	0	0	0	59	93897	0.000705068
PA, Wayne County	1	0	0	0	0	0	0	14	31874	0.00023934
PA, Westmoreland County	1	0	0	0	0	0	0	100	168225	0.00126319
PA, Wyoming County	1	0	0	0	0	0	0	7	13326	0.000100064
PA, York County	0	0	0	0	0	1	0	90	180618	0.00135625
RI, Bristol County	1	0	0	0	0	0	0	11	20786	0.000156081
RI, Kent County	1	0	0	0	0	0	0	39	73590	0.000552585
RI, Newport County	1	0	0	0	0	0	0	23	41878	0.000314459
RI, Providence County	1	0	0	0	0	0	0	141	263549	0.00197898
RI, Washington County	1	0	0	0	0	0	0	30	62854	0.000471969
SC, Abbeville County	0	0	0	0	0	1	0	6	12014	9.02127e-05
SC, Aiken County	0	0	0	0	0	1	0	33	74101	0.000556421
SC, Allendale County	0	0	1	0	0	0	0	3	4440	3.33397e-05
SC, Anderson County	0	0	0	0	0	1	0	39	85675	0.00064333
SC, Bamberg County	0	0	1	0	0	0	0	4	7624	5.72484e-05
SC, Barnwell County	0	0	1	0	0	0	0	6	10386	7.79881e-05
SC, Beaufort County	0	0	1	0	0	0	0	41	94631	0.00071058
SC, Berkeley County	0	0	1	0	0	0	0	45	77823	0.00058437
SC, Calhoun County	0	0	0	0	0	1	0	3	7305	5.48529e-05
SC, Charleston County	0	0	1	0	0	0	0	86	178168	0.00133786
SC, Cherokee County	0	0	0	0	0	1	0	13	24013	0.000180313
SC, Chester County	0	0	0	0	0	1	0	11	14594	0.000109586
SC, Chesterfield County	0	0	0	0	0	1	0	10	21279	0.000159782
SC, Clarendon County	0	0	0	0	0	1	0	12	17388	0.000130566
SC, Colleton County	0	0	1	0	0	0	0	10	19729	0.000148144
SC, Darlington County	0	0	0	0	0	1	0	16	30282	0.000227386
SC, Dillon County	0	0	0	0	0	1	0	6	13580	0.000101972
SC, Dorchester County	0	0	1	0	0	0	0	25	57712	0.000433357
SC, Edgefield County	0	0	0	0	0	1	0	6	10625	7.97828e-05
SC, Fairfield County	0	0	0	0	0	1	0	5	11662	8.75694e-05
SC, Florence County	0	0	0	0	0	1	0	33	59088	0.00044369
SC, Georgetown County	0	0	1	0	0	0	0	15	34091	0.000255988
SC, Greenville County	0	0	0	0	0	1	0	111	201551	0.00151344
SC, Greenwood County	0	0	0	0	0	1	0	14	31119	0.000233672
SC, Hampton County	0	0	1	0	0	0	0	5	9029	6.77984e-05
SC, Horry County	0	0	1	0	0	0	0	72	193560	0.00145343
SC, Jasper County	0	0	1	0	0	0	0	5	10924	8.20278e-05
SC, Kershaw County	0	0	0	0	0	1	0	15	28043	0.000210574
SC, Lancaster County	0	0	0	0	0	1	0	14	34126	0.000256251
SC, Laurens County	0	0	0	0	0	1	0	17	30610	0.000229849
SC, Lee County	0	0	0	0	0	1	0	7	7683	5.76913e-05
SC, Lexington County	0	0	0	0	0	1	0	74	118644	0.000890893
SC, Marion County	0	0	0	0	0	1	0	8	14795	0.000111095
SC, Marlboro County	0	0	0	0	0	1	0	7	11951	8.97395e-05
SC, McCormick County	0	0	0	0	0	1	0	3	5467	4.10515e-05
SC, Newberry County	0	0	0	0	0	1	0	8	17980	0.000135011
SC, Oconee County	0	0	0	0	0	1	0	15	39139	0.000293893
SC, Orangeburg County	0	0	0	0	0	1	0	20	42173	0.000316675
SC, Pickens County	0	0	0	0	0	1	0	28	52085	0.000391104
SC, Richland County	0	0	0	0	0	1	0	89	167282	0.00125611
SC, Saluda County	0	0	0	0	0	1	0	5	9276	6.96531e-05
SC, Spartanburg County	0	0	0	0	0	1	0	69	124632	0.000935857
SC, Sumter County	0	0	0	0	0	1	0	23	46900	0.00035217
SC, Union County	0	0	0	0	0	1	0	9	14022	0.000105291
SC, Williamsburg County	0	0	0	0	0	1	0	11	15202	0.000114151
SC, York County	0	0	0	0	0	1	0	46	99638	0.000748177
SD, Aurora County	1	0	0	0	0	0	0	1	1327	9.96437e-06
SD, Beadle County	1	0	0	0	0	0	0	6	8376	6.28948e-05
SD, Bennett County	1	0	0	0	0	0	0	2	1157	8.68787e-06
SD, Bon Homme County	1	0	0	0	0	0	0	2	2943	2.20989e-05
SD, Brookings County	1	0	0	0	0	0	0	6	13826	0.000103819
SD, Brown County	1	0	0	0	0	0	0	8	17471	0.000131189
SD, Brule County	1	0	0	0	0	0	0	2	2471	1.85546e-05
SD, Buffalo County	1	0	0	0	0	0	0	1	578	4.34017e-06
SD, Butte County	1	0	0	0	0	0	0	2	4686	3.51869e-05
SD, Campbell County	1	0	0	0	0	0	0	1	994	7.46389e-06
SD, Charles Mix County	1	0	0	0	0	0	0	3	3867	2.90371e-05
SD, Clark County	1	0	0	0	0	0	0	1	1789	1.34335e-05
SD, Clay County	1	0	0	0	0	0	0	3	5787	4.34544e-05
SD, Codington County	1	0	0	0	0	0	0	7	12722	9.5529e-05
SD, Corson County	1	0	0	0	0	0	0	2	1516	1.13836e-05
SD, Custer County	1	0	0	0	0	0	0	2	4861	3.6501e-05
SD, Davison County	1	0	0	0	0	0	0	4	9130	6.8557e-05
SD, Day County	1	0	0	0	0	0	0	3	3672	2.75729e-05
SD, Deuel County	1	0	0	0	0	0	0	2	2205	1.65572e-05
SD, Dewey County	1	0	0	0	0	0	0	2	2005	1.50554e-05
SD, Douglas County	1	0	0	0	0	0	0	1	1437	1.07904e-05
SD, Edmunds County	1	0	0	0	0	0	0	2	1954	1.46725e-05
SD, Fall River County	1	0	0	0	0	0	0	2	4167	3.12898e-05
SD, Faulk County	1	0	0	0	0	0	0	1	1199	9.00324e-06
SD, Grant County	1	0	0	0	0	0	0	2	3541	2.65892e-05
SD, Gregory County	1	0	0	0	0	0	0	2	2499	1.87649e-05
SD, Haakon County	1	0	0	0	0	0	0	1	1040	7.80932e-06
SD, Hamlin County	1	0	0	0	0	0	0	2	2803	2.10476e-05
SD, Hand County	1	0	0	0	0	0	0	2	1817	1.36438e-05
SD, Hanson County	1	0	0	0	0	0	0	1	1183	8.88309e-06
SD, Harding County	1	0	0	0	0	0	0	1	676	5.07605e-06
SD, Hughes County	1	0	0	0	0	0	0	4	7814	5.86749e-05
SD, Hutchinson County	1	0	0	0	0	0	0	3	3352	2.51701e-05
SD, Hyde County	1	0	0	0	0	0	0	1	699	5.24875e-06
SD, Jackson County	1	0	0	0	0	0	0	2	1288	9.67154e-06
SD, Jerauld County	1	0	0	0	0	0	0	1	1054	7.91445e-06
SD, Jones County	1	0	0	0	0	0	0	1	519	3.89715e-06
SD, Kingsbury County	1	0	0	0	0	0	0	2	2732	2.05145e-05
