Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=State	Dependency=Vintage ACS	Option=Central AC	Option=Ducted Heat Pump	Option=Evaporative or Swamp Cooler	Option=Non-Ducted Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
Single-Family Attached	Non-Ducted Heating	CO	<1940	0.0833576	0	0	0	0.507844	0.408799	32	3064.57	1.05818e-05
Single-Family Attached	None	CO	<1940	0.0802227	0	0	0	0.683634	0.236143	53	0	8.08589e-08
Single-Family Detached	Ducted Heat Pump	CO	1940-59	0	1	0	0	0	0	21	1752.43	4.65563e-05
Single-Family Detached	Ducted Heating	CO	1940-59	0.610971	0	0	0	0.192465	0.196564	35	171041	0.0011116
Single-Family Detached	Non-Ducted Heat Pump	CO	1940-59	0	0	0	1	0	0	17	0	2.68337e-05
Single-Family Detached	Non-Ducted Heating	CO	1940-59	0.206789	0	0	0	0.62095	0.172261	42	21154.8	0.000217663
Single-Family Detached	None	CO	1940-59	0.0802227	0	0	0	0.683634	0.236143	53	0	1.80938e-06
Single-Family Detached	Ducted Heat Pump	CO	1960-79	0	1	0	0	0	0	60	0	6.64336e-05
Single-Family Detached	Ducted Heating	CO	1960-79	0.747294	0	0	0	0.185929	0.0667773	45	249253	0.00206563
Single-Family Detached	Non-Ducted Heat Pump	CO	1960-79	0	0	0	1	0	0	10	0	1.21589e-05
Single-Family Detached	Non-Ducted Heating	CO	1960-79	0.195407	0	0	0	0.498101	0.306492	45	48439	0.000508274
Single-Family Detached	None	CO	1960-79	0.280618	0	0	0	0.469829	0.249553	93	0	2.99415e-06
Single-Family Detached	Ducted Heat Pump	CO	1980-99	0	1	0	0	0	0	91	0	6.75408e-05
Single-Family Detached	Ducted Heating	CO	1980-99	0.82827	0	0	0	0.0977297	0.0740005	76	432438	0.00252807
Single-Family Detached	Non-Ducted Heat Pump	CO	1980-99	0	0	0	1	0	0	41	0	3.12051e-05
Single-Family Detached	Non-Ducted Heating	CO	1980-99	0.106686	0	0	0	0.76552	0.127794	11	56757.9	0.00044068
Single-Family Detached	None	CO	1980-99	0.315065	0	0	0	0.431939	0.252996	86	0	4.48041e-06
Single-Family Detached	Ducted Heat Pump	CO	2000-09	0	1	0	0	0	0	60	5056.21	6.02063e-05
Single-Family Detached	Ducted Heating	CO	2000-09	0.943945	0	0	0	0.0274938	0.0285608	39	207827	0.00170811
Single-Family Detached	Non-Ducted Heat Pump	CO	2000-09	0	0	0	1	0	0	41	0	0
Single-Family Detached	Non-Ducted Heating	CO	2000-09	0.507815	0	0	0	0.379303	0.112882	11	11991.1	0.000137425
Single-Family Detached	None	CO	2000-09	0.810718	0	0	0	0.115502	0.0737796	57	0	1.75507e-06
Single-Family Detached	Ducted Heat Pump	CO	2010s	0	1	0	0	0	0	60	0	2.00305e-05
Single-Family Detached	Ducted Heating	CO	2010s	0.94629	0	0	0	0.05371	0	17	96289.3	0.000491124
Single-Family Detached	Non-Ducted Heat Pump	CO	2010s	0	0	0	1	0	0	41	0	0
Single-Family Detached	Non-Ducted Heating	CO	2010s	0.40592	0	0	0	0.522541	0.0715391	13	16270.8	9.81886e-05
Single-Family Detached	None	CO	2010s	0.810718	0	0	0	0.115502	0.0737796	57	0	8.12111e-07
Single-Family Detached	Ducted Heat Pump	CO	<1940	0	1	0	0	0	0	21	4528.67	2.58723e-05
Single-Family Detached	Ducted Heating	CO	<1940	0.536466	0	0	0	0.313644	0.14989	22	103956	0.000793418
Single-Family Detached	Non-Ducted Heat Pump	CO	<1940	0	0	0	1	0	0	17	0	2.20219e-05
Single-Family Detached	Non-Ducted Heating	CO	<1940	0.09022	0	0	0	0.479746	0.430034	30	7557.62	0.00017827
Single-Family Detached	None	CO	<1940	0.0802227	0	0	0	0.683634	0.236143	53	0	1.25645e-06
Mobile Home	Ducted Heat Pump	CT	1940-59	0	1	0	0	0	0	67	0	0
Mobile Home	Ducted Heating	CT	1940-59	0.325343	0	0	0	0.103721	0.570937	261	0	4.14083e-06
Mobile Home	Non-Ducted Heat Pump	CT	1940-59	0	0	0	1	0	0	30	0	0
Mobile Home	Non-Ducted Heating	CT	1940-59	0.210466	0	0	0	0.146267	0.643267	181	0	1.7822e-06
Mobile Home	None	CT	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	0
Mobile Home	Ducted Heat Pump	CT	1960-79	0	1	0	0	0	0	20	0	3.16005e-07
Mobile Home	Ducted Heating	CT	1960-79	0.298215	0	0	0	0.41826	0.283525	13	0	1.85728e-05
Mobile Home	Non-Ducted Heat Pump	CT	1960-79	0	0	0	1	0	0	30	0	2.09037e-07
Mobile Home	Non-Ducted Heating	CT	1960-79	0.239349	0	0	0	0.125151	0.6355	124	0	1.47532e-05
Mobile Home	None	CT	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	0
Mobile Home	Ducted Heat Pump	CT	1980-99	0	1	0	0	0	0	21	0	5.55083e-07
Mobile Home	Ducted Heating	CT	1980-99	0.303633	0	0	0	0.153247	0.54312	21	11061.5	1.8813e-05
Mobile Home	Non-Ducted Heat Pump	CT	1980-99	0	0	0	1	0	0	30	0	3.16223e-07
Mobile Home	Non-Ducted Heating	CT	1980-99	0.181234	0	0	0	0.312275	0.506492	115	0	1.02339e-05
Mobile Home	None	CT	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	3.53663e-07
Mobile Home	Ducted Heat Pump	CT	2000-09	0	1	0	0	0	0	19	0	2.94057e-07
Mobile Home	Ducted Heating	CT	2000-09	0.700011	0	0	0	0.0749895	0.225	91	5587.79	6.2141e-06
Mobile Home	Non-Ducted Heat Pump	CT	2000-09	0	0	0	1	0	0	30	0	0
Mobile Home	Non-Ducted Heating	CT	2000-09	0.32113	0	0	0	0.299973	0.378896	38	0	3.44499e-06
Mobile Home	None	CT	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	0
Mobile Home	Ducted Heat Pump	CT	2010s	0	1	0	0	0	0	19	0	0
Mobile Home	Ducted Heating	CT	2010s	0.834446	0	0	0	0.0739751	0.0915788	57	0	2.29199e-06
Mobile Home	Non-Ducted Heat Pump	CT	2010s	0	0	0	1	0	0	30	0	0
Mobile Home	Non-Ducted Heating	CT	2010s	0.0285145	0	0	0	0.268093	0.703392	20	0	1.22731e-06
Mobile Home	None	CT	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	8.71115e-08
Mobile Home	Ducted Heat Pump	CT	<1940	0	1	0	0	0	0	67	0	5.25685e-08
Mobile Home	Ducted Heating	CT	<1940	0.348966	0	0	0	0.155129	0.495905	165	0	2.10815e-06
Mobile Home	Non-Ducted Heat Pump	CT	<1940	0	0	0	1	0	0	30	0	1.01975e-07
Mobile Home	Non-Ducted Heating	CT	<1940	0.116844	0	0	0	0.173399	0.709757	139	0	1.22599e-06
Mobile Home	None	CT	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	2.76332e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	CT	1940-59	0	1	0	0	0	0	17	0	9.95308e-06
Multi-Family with 2 - 4 Units	Ducted Heating	CT	1940-59	0.0867029	0	0	0	0.21666	0.696637	35	9407.65	9.77463e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	CT	1940-59	0	0	0	1	0	0	16	0	2.09165e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	CT	1940-59	0.0855249	0	0	0	0.196866	0.717609	57	14960.2	0.000203637
Multi-Family with 2 - 4 Units	None	CT	1940-59	0.349729	0	0	0	0.430406	0.219865	11	0	1.07342e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	CT	1960-79	0	1	0	0	0	0	43	0	1.09482e-05
Multi-Family with 2 - 4 Units	Ducted Heating	CT	1960-79	0.0709597	0	0	0	0.237371	0.691669	22	31743.1	0.000161834
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	CT	1960-79	0	0	0	1	0	0	16	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	CT	1960-79	0.0306303	0	0	0	0.115911	0.853458	20	52522.4	0.000206701
Multi-Family with 2 - 4 Units	None	CT	1960-79	0.349729	0	0	0	0.430406	0.219865	11	0	1.12122e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	CT	1980-99	0	1	0	0	0	0	11	0	3.54132e-06
Multi-Family with 2 - 4 Units	Ducted Heating	CT	1980-99	0.281028	0	0	0	0.160663	0.558309	25	0	9.61636e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	CT	1980-99	0	0	0	1	0	0	16	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	CT	1980-99	0	0	0	0	0.589027	0.410973	10	19171.1	0.000157867
Multi-Family with 2 - 4 Units	None	CT	1980-99	0.349729	0	0	0	0.430406	0.219865	11	0	1.20283e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	CT	2000-09	0	1	0	0	0	0	43	0	0
Multi-Family with 2 - 4 Units	Ducted Heating	CT	2000-09	0.703982	0	0	0	0.0369779	0.259041	11	0	2.51952e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	CT	2000-09	0	0	0	1	0	0	10	0	1.11531e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	CT	2000-09	0.333596	0	0	0	0.111921	0.554482	19	0	1.90332e-05
Multi-Family with 2 - 4 Units	None	CT	2000-09	0.349729	0	0	0	0.430406	0.219865	11	0	1.74289e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	CT	2010s	0	1	0	0	0	0	43	0	9.87406e-07
Multi-Family with 2 - 4 Units	Ducted Heating	CT	2010s	0.698741	0	0	0	0	0.301259	17	7604.14	1.9849e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	CT	2010s	0	0	0	1	0	0	10	0	5.53953e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	CT	2010s	0.343655	0	0	0	0.238146	0.418199	10	0	5.0692e-06
Multi-Family with 2 - 4 Units	None	CT	2010s	0.349729	0	0	0	0.430406	0.219865	11	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	CT	<1940	0	1	0	0	0	0	17	0	1.76574e-05
Multi-Family with 2 - 4 Units	Ducted Heating	CT	<1940	0.0892414	0	0	0	0.223004	0.687755	34	24311.5	0.000348022
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	CT	<1940	0	0	0	1	0	0	16	0	9.67676e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	CT	<1940	0.139096	0	0	0	0.262339	0.598565	50	38660.6	0.000462884
Multi-Family with 2 - 4 Units	None	CT	<1940	0.349729	0	0	0	0.430406	0.219865	11	0	2.77648e-06
Multi-Family with 5+ Units	Ducted Heat Pump	CT	1940-59	0	1	0	0	0	0	17	2113.81	1.72386e-05
Multi-Family with 5+ Units	Ducted Heating	CT	1940-59	0.188446	0	0	0	0.25782	0.553734	25	13918.4	6.13016e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	CT	1940-59	0	0	0	1	0	0	16	0	3.87371e-06
Multi-Family with 5+ Units	Non-Ducted Heating	CT	1940-59	0.0337754	0	0	0	0.156337	0.809887	31	14664.2	0.000138778
Multi-Family with 5+ Units	None	CT	1940-59	0.349729	0	0	0	0.430406	0.219865	11	0	2.8588e-06
Multi-Family with 5+ Units	Ducted Heat Pump	CT	1960-79	0	1	0	0	0	0	43	0	2.72423e-05
Multi-Family with 5+ Units	Ducted Heating	CT	1960-79	0.362579	0	0	0	0	0.637421	18	12232.3	0.000150526
Multi-Family with 5+ Units	Non-Ducted Heat Pump	CT	1960-79	0	0	0	1	0	0	16	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	CT	1960-79	0.123559	0	0	0	0.213998	0.662443	39	57988.2	0.000476994
Multi-Family with 5+ Units	None	CT	1960-79	0.349729	0	0	0	0.430406	0.219865	11	0	5.91749e-06
Multi-Family with 5+ Units	Ducted Heat Pump	CT	1980-99	0	1	0	0	0	0	11	0	1.33498e-05
Multi-Family with 5+ Units	Ducted Heating	CT	1980-99	0.247041	0	0	0	0.147609	0.605349	18	51095.9	0.000154782
Multi-Family with 5+ Units	Non-Ducted Heat Pump	CT	1980-99	0	0	0	1	0	0	16	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	CT	1980-99	0.089355	0	0	0	0.121679	0.788966	32	48564.5	0.000350795
Multi-Family with 5+ Units	None	CT	1980-99	0.349729	0	0	0	0.430406	0.219865	11	0	4.91146e-06
Multi-Family with 5+ Units	Ducted Heat Pump	CT	2000-09	0	1	0	0	0	0	43	0	0
Multi-Family with 5+ Units	Ducted Heating	CT	2000-09	0.703982	0	0	0	0.0369779	0.259041	11	6227.18	7.39942e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	CT	2000-09	0	0	0	1	0	0	10	0	4.69268e-06
Multi-Family with 5+ Units	Non-Ducted Heating	CT	2000-09	0.333596	0	0	0	0.111921	0.554482	19	7128.14	6.40489e-05
Multi-Family with 5+ Units	None	CT	2000-09	0.349729	0	0	0	0.430406	0.219865	11	0	5.43295e-07
Multi-Family with 5+ Units	Ducted Heat Pump	CT	2010s	0	1	0	0	0	0	43	0	8.08423e-06
Multi-Family with 5+ Units	Ducted Heating	CT	2010s	0.853721	0	0	0	0	0.146279	14	9167.46	7.21845e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	CT	2010s	0	0	0	1	0	0	10	0	4.53541e-06
Multi-Family with 5+ Units	Non-Ducted Heating	CT	2010s	0.343655	0	0	0	0.238146	0.418199	10	4246.61	2.66769e-05
Multi-Family with 5+ Units	None	CT	2010s	0.349729	0	0	0	0.430406	0.219865	11	0	3.6357e-07
Multi-Family with 5+ Units	Ducted Heat Pump	CT	<1940	0	1	0	0	0	0	17	5462.58	2.82036e-05
Multi-Family with 5+ Units	Ducted Heating	CT	<1940	0.20371	0	0	0	0.409195	0.387095	21	10055.5	0.000147475
Multi-Family with 5+ Units	Non-Ducted Heat Pump	CT	<1940	0	0	0	1	0	0	16	0	1.75754e-05
Multi-Family with 5+ Units	Non-Ducted Heating	CT	<1940	0.069371	0	0	0	0.21369	0.716939	24	11442.3	0.000177639
Multi-Family with 5+ Units	None	CT	<1940	0.349729	0	0	0	0.430406	0.219865	11	0	3.97855e-06
Single-Family Attached	Ducted Heat Pump	CT	1940-59	0	1	0	0	0	0	67	0	2.37601e-06
Single-Family Attached	Ducted Heating	CT	1940-59	0.373286	0	0	0	0.0295298	0.597185	20	4196.27	3.44172e-05
Single-Family Attached	Non-Ducted Heat Pump	CT	1940-59	0	0	0	1	0	0	30	0	1.15114e-06
Single-Family Attached	Non-Ducted Heating	CT	1940-59	0.182638	0	0	0	0.271685	0.545677	17	4128.96	2.4548e-05
Single-Family Attached	None	CT	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	2.60123e-07
Single-Family Attached	Ducted Heat Pump	CT	1960-79	0	1	0	0	0	0	20	5913.49	1.28865e-05
Single-Family Attached	Ducted Heating	CT	1960-79	0.396851	0	0	0	0.0995252	0.503624	156	16355.1	6.55236e-05
Single-Family Attached	Non-Ducted Heat Pump	CT	1960-79	0	0	0	1	0	0	30	0	4.61646e-06
Single-Family Attached	Non-Ducted Heating	CT	1960-79	0.248024	0	0	0	0.114894	0.637082	120	7642.42	6.886e-05
Single-Family Attached	None	CT	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	1.01127e-07
Single-Family Attached	Ducted Heat Pump	CT	1980-99	0	1	0	0	0	0	21	2014.09	2.86267e-05
Single-Family Attached	Ducted Heating	CT	1980-99	0.711789	0	0	0	0	0.288211	34	23898.1	0.000138824
Single-Family Attached	Non-Ducted Heat Pump	CT	1980-99	0	0	0	1	0	0	30	0	1.27082e-06
Single-Family Attached	Non-Ducted Heating	CT	1980-99	0	0	0	0	0.577354	0.422646	17	3151.9	5.39833e-05
Single-Family Attached	None	CT	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	1.16947e-06
Single-Family Attached	Ducted Heat Pump	CT	2000-09	0	1	0	0	0	0	19	0	5.06562e-06
Single-Family Attached	Ducted Heating	CT	2000-09	0.903905	0	0	0	0	0.0960954	15	2587.25	5.70267e-05
Single-Family Attached	Non-Ducted Heat Pump	CT	2000-09	0	0	0	1	0	0	30	0	0
Single-Family Attached	Non-Ducted Heating	CT	2000-09	0.29237	0	0	0	0.312682	0.394948	37	0	8.7348e-06
Single-Family Attached	None	CT	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	0
Single-Family Attached	Ducted Heat Pump	CT	2010s	0	1	0	0	0	0	19	0	8.91055e-07
Single-Family Attached	Ducted Heating	CT	2010s	0.721834	0	0	0	0.204855	0.0733109	11	1847.42	2.11196e-05
Single-Family Attached	Non-Ducted Heat Pump	CT	2010s	0	0	0	1	0	0	30	0	9.30225e-07
Single-Family Attached	Non-Ducted Heating	CT	2010s	0.0285145	0	0	0	0.268093	0.703392	20	0	1.03023e-06
Single-Family Attached	None	CT	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	1.01388e-07
Single-Family Attached	Ducted Heat Pump	CT	<1940	0	1	0	0	0	0	67	0	8.64229e-07
Single-Family Attached	Ducted Heating	CT	<1940	0.589899	0	0	0	0.0466657	0.363435	17	2536.67	3.64224e-05
Single-Family Attached	Non-Ducted Heat Pump	CT	<1940	0	0	0	1	0	0	30	0	1.67647e-06
Single-Family Attached	Non-Ducted Heating	CT	<1940	0	0	0	0	0.263063	0.736937	12	2029.82	2.82176e-05
Single-Family Attached	None	CT	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	1.46911e-07
Single-Family Detached	Ducted Heat Pump	CT	1940-59	0	1	0	0	0	0	67	0	9.60117e-06
Single-Family Detached	Ducted Heating	CT	1940-59	0.361982	0	0	0	0.0300139	0.608004	66	203841	0.00132588
Single-Family Detached	Non-Ducted Heat Pump	CT	1940-59	0	0	0	1	0	0	30	0	4.89598e-06
Single-Family Detached	Non-Ducted Heating	CT	1940-59	0.151885	0	0	0	0.0359552	0.812159	23	41701.6	0.000439099
Single-Family Detached	None	CT	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	1.65059e-06
Single-Family Detached	Ducted Heat Pump	CT	1960-79	0	1	0	0	0	0	20	0	2.38137e-05
Single-Family Detached	Ducted Heating	CT	1960-79	0.464252	0	0	0	0.0582759	0.477472	28	100342	0.00100087
Single-Family Detached	Non-Ducted Heat Pump	CT	1960-79	0	0	0	1	0	0	30	0	1.29229e-05
Single-Family Detached	Non-Ducted Heating	CT	1960-79	0.356314	0	0	0	0.0867881	0.556898	19	72820.5	0.000745047
Single-Family Detached	None	CT	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	1.25464e-06
Single-Family Detached	Ducted Heat Pump	CT	1980-99	0	1	0	0	0	0	21	0	2.54827e-05
Single-Family Detached	Ducted Heating	CT	1980-99	0.74955	0	0	0	0.0396125	0.210838	24	89740	0.000789672
Single-Family Detached	Non-Ducted Heat Pump	CT	1980-99	0	0	0	1	0	0	30	3314.83	1.25495e-05
Single-Family Detached	Non-Ducted Heating	CT	1980-99	0.207858	0	0	0	0.333951	0.458191	10	40550.8	0.000381392
Single-Family Detached	None	CT	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	2.21811e-06
Single-Family Detached	Ducted Heat Pump	CT	2000-09	0	1	0	0	0	0	19	4553.35	1.28346e-05
Single-Family Detached	Ducted Heating	CT	2000-09	1	0	0	0	0	0	15	55950	0.000414288
Single-Family Detached	Non-Ducted Heat Pump	CT	2000-09	0	0	0	1	0	0	30	0	0
Single-Family Detached	Non-Ducted Heating	CT	2000-09	0.340715	0	0	0	0.29964	0.359645	30	3486.4	5.53789e-05
Single-Family Detached	None	CT	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	6.41383e-07
Single-Family Detached	Ducted Heat Pump	CT	2010s	0	1	0	0	0	0	19	0	1.98802e-06
Single-Family Detached	Ducted Heating	CT	2010s	1	0	0	0	0	0	10	27519.4	8.5326e-05
Single-Family Detached	Non-Ducted Heat Pump	CT	2010s	0	0	0	1	0	0	30	0	2.07542e-06
Single-Family Detached	Non-Ducted Heating	CT	2010s	0.030037	0	0	0	0.282408	0.687555	19	7917	2.30213e-05
Single-Family Detached	None	CT	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	1.61373e-06
Single-Family Detached	Ducted Heat Pump	CT	<1940	0	1	0	0	0	0	67	0	3.53632e-06
Single-Family Detached	Ducted Heating	CT	<1940	0.3847	0	0	0	0.137167	0.478133	34	115264	0.000739155
Single-Family Detached	Non-Ducted Heat Pump	CT	<1940	0	0	0	1	0	0	30	0	6.85991e-06
Single-Family Detached	Non-Ducted Heating	CT	<1940	0.239644	0	0	0	0.05673	0.703626	21	69257.2	0.000422972
Single-Family Detached	None	CT	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	3.45653e-06
Mobile Home	Ducted Heat Pump	DC	1940-59	0	1	0	0	0	0	66	0	0
Mobile Home	Ducted Heating	DC	1940-59	0.823196	0	0	0	0.0376575	0.139147	281	0	0
Mobile Home	Non-Ducted Heat Pump	DC	1940-59	0	0	0	1	0	0	35	0	0
Mobile Home	Non-Ducted Heating	DC	1940-59	0.413568	0	0	0	0.101783	0.484649	98	0	0
Mobile Home	None	DC	1940-59	0.64578	0	0	0	0.169416	0.184805	12	0	0
Mobile Home	Ducted Heat Pump	DC	1960-79	0	1	0	0	0	0	15	0	0
Mobile Home	Ducted Heating	DC	1960-79	0.655676	0	0	0	0.067396	0.276928	17	0	0
Mobile Home	Non-Ducted Heat Pump	DC	1960-79	0	0	0	1	0	0	10	0	0
Mobile Home	Non-Ducted Heating	DC	1960-79	0.0542436	0	0	0	0.159387	0.78637	10	0	0
Mobile Home	None	DC	1960-79	0.950053	0	0	0	0	0.0499471	28	0	0
Mobile Home	Ducted Heat Pump	DC	1980-99	0	1	0	0	0	0	52	0	0
Mobile Home	Ducted Heating	DC	1980-99	0.538132	0	0	0	0.16115	0.300718	36	0	0
Mobile Home	Non-Ducted Heat Pump	DC	1980-99	0	0	0	1	0	0	13	0	0
Mobile Home	Non-Ducted Heating	DC	1980-99	0.21068	0	0	0	0.122392	0.666927	21	0	0
Mobile Home	None	DC	1980-99	0.915753	0	0	0	0.0295389	0.0547081	44	0	0
Mobile Home	Ducted Heat Pump	DC	2000-09	0	1	0	0	0	0	14	0	0
Mobile Home	Ducted Heating	DC	2000-09	0.702495	0	0	0	0.198231	0.0992737	15	0	0
Mobile Home	Non-Ducted Heat Pump	DC	2000-09	0	0	0	1	0	0	35	0	0
Mobile Home	Non-Ducted Heating	DC	2000-09	0.782953	0	0	0	0.0328618	0.184185	27	0	0
Mobile Home	None	DC	2000-09	0.968696	0	0	0	0.0313038	0	27	0	0
Mobile Home	Ducted Heat Pump	DC	2010s	0	1	0	0	0	0	10	0	0
Mobile Home	Ducted Heating	DC	2010s	0.940417	0	0	0	0.0465636	0.0130195	158	0	0
Mobile Home	Non-Ducted Heat Pump	DC	2010s	0	0	0	1	0	0	35	0	0
Mobile Home	Non-Ducted Heating	DC	2010s	0.797705	0	0	0	0.0572044	0.145091	34	0	0
Mobile Home	None	DC	2010s	0.99354	0	0	0	0.00645994	0	16	0	0
Mobile Home	Ducted Heat Pump	DC	<1940	0	1	0	0	0	0	27	0	0
Mobile Home	Ducted Heating	DC	<1940	0.832148	0	0	0	0.0515955	0.116257	150	0	0
Mobile Home	Non-Ducted Heat Pump	DC	<1940	0	0	0	1	0	0	35	0	0
Mobile Home	Non-Ducted Heating	DC	<1940	0.228981	0	0	0	0.154184	0.616835	69	0	0
Mobile Home	None	DC	<1940	0.590941	0	0	0	0.2541	0.154959	12	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	DC	1940-59	0	1	0	0	0	0	25	991.888	7.21261e-06
Multi-Family with 2 - 4 Units	Ducted Heating	DC	1940-59	0.489581	0	0	0	0.171499	0.33892	13	1973.55	2.64349e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	DC	1940-59	0	0	0	1	0	0	14	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	DC	1940-59	0.424094	0	0	0	0	0.575906	11	4763.62	2.9798e-05
Multi-Family with 2 - 4 Units	None	DC	1940-59	0.849495	0	0	0	0.085747	0.0647577	102	0	8.72607e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	DC	1960-79	0	1	0	0	0	0	28	0	6.75224e-06
Multi-Family with 2 - 4 Units	Ducted Heating	DC	1960-79	0.82474	0	0	0	0.0931341	0.0821257	26	3138.94	2.65695e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	DC	1960-79	0	0	0	1	0	0	14	0	1.01179e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	DC	1960-79	0.478127	0	0	0	0.292378	0.229496	10	2147.23	7.39037e-06
Multi-Family with 2 - 4 Units	None	DC	1960-79	0.717095	0	0	0	0.138197	0.144707	21	0	7.82845e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	DC	1980-99	0	1	0	0	0	0	14	1087.01	4.88512e-06
Multi-Family with 2 - 4 Units	Ducted Heating	DC	1980-99	0.963421	0	0	0	0	0.0365794	19	1358.35	8.51621e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	DC	1980-99	0	0	0	1	0	0	14	0	1.56414e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	DC	1980-99	0.812982	0	0	0	0.0841135	0.102905	26	1616.81	2.27088e-06
Multi-Family with 2 - 4 Units	None	DC	1980-99	0.975068	0	0	0	0.0249323	0	25	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	DC	2000-09	0	1	0	0	0	0	23	0	1.77494e-06
Multi-Family with 2 - 4 Units	Ducted Heating	DC	2000-09	0.829064	0	0	0	0.168032	0.00290437	58	1355.06	6.47455e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	DC	2000-09	0	0	0	1	0	0	14	0	7.02804e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	DC	2000-09	0.742575	0	0	0	0.0973331	0.160092	22	0	5.33693e-07
Multi-Family with 2 - 4 Units	None	DC	2000-09	0.879106	0	0	0	0.0501536	0.0707403	17	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	DC	2010s	0	1	0	0	0	0	20	0	2.23904e-06
Multi-Family with 2 - 4 Units	Ducted Heating	DC	2010s	0.822674	0	0	0	0.127324	0.0500015	44	0	6.33005e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	DC	2010s	0	0	0	1	0	0	14	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	DC	2010s	0.637679	0	0	0	0.0936288	0.268692	13	0	1.22585e-06
Multi-Family with 2 - 4 Units	None	DC	2010s	0.910476	0	0	0	0.0371397	0.0523846	26	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	DC	<1940	0	1	0	0	0	0	21	2563.27	1.83464e-05
Multi-Family with 2 - 4 Units	Ducted Heating	DC	<1940	0.73662	0	0	0	0.173649	0.0897303	19	5100.11	2.71832e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	DC	<1940	0	0	0	1	0	0	14	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	DC	<1940	0.234704	0	0	0	0.0343296	0.730966	27	1067.17	4.09469e-05
Multi-Family with 2 - 4 Units	None	DC	<1940	0.849495	0	0	0	0.085747	0.0647577	102	0	4.22919e-07
Multi-Family with 5+ Units	Ducted Heat Pump	DC	1940-59	0	1	0	0	0	0	12	9175.66	4.63477e-05
Multi-Family with 5+ Units	Ducted Heating	DC	1940-59	0.617823	0	0	0	0.154184	0.227993	11	11058.5	8.08461e-05
