Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
Level 2 charger	0-100%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	6.57528e-05	3.10889e-21	4.94246e-08
Level 2 charger	0-100%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	6.57528e-05	3.10889e-21	1.21175e-07
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	1940-59	0	1	0	0.0341593	1.7336e-18	2.5103e-06
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	1960-79	0	1	0	0.0341593	235.899	6.39846e-06
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	1980-99	0	1	0	0.0341593	1.7336e-18	5.02896e-06
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	2000-09	0	1	0	0.0341593	1.7336e-18	2.14002e-06
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0.0341593	1.7336e-18	1.15164e-06
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0.0341593	1.7336e-18	2.85794e-06
Level 2 charger	0-100%	Single-Family Attached	Not Available	1940-59	0	0	1	0.868907	8.01241e-19	0
Level 2 charger	0-100%	Single-Family Attached	Not Available	1960-79	0	0	1	0.868907	131.919	0
Level 2 charger	0-100%	Single-Family Attached	Not Available	1980-99	0	0	1	0.868907	8.01241e-19	0
Level 2 charger	0-100%	Single-Family Attached	Not Available	2000-09	0	0	1	0.868907	33.8301	0
Level 2 charger	0-100%	Single-Family Attached	Not Available	2010s	0	0	1	0.868907	40.2691	0
Level 2 charger	0-100%	Single-Family Attached	Not Available	<1940	0	0	1	0.868907	8.01241e-19	0
Level 2 charger	0-100%	Single-Family Attached	Owner	1940-59	0	1	0	0.0513394	4.90764e-20	0
Level 2 charger	0-100%	Single-Family Attached	Owner	1960-79	0	1	0	0.0513394	8.08009	0
Level 2 charger	0-100%	Single-Family Attached	Owner	1980-99	0	1	0	0.0513394	4.90764e-20	0
Level 2 charger	0-100%	Single-Family Attached	Owner	2000-09	0	1	0	0.0513394	2.07211	0
Level 2 charger	0-100%	Single-Family Attached	Owner	2010s	0	1	0	0.0513394	2.4665	0
Level 2 charger	0-100%	Single-Family Attached	Owner	<1940	0	1	0	0.0513394	4.90764e-20	0
Level 2 charger	0-100%	Single-Family Attached	Renter	1940-59	0	1	0	0.49776	4.53721e-19	6.74246e-08
Level 2 charger	0-100%	Single-Family Attached	Renter	1960-79	0	1	0	0.49776	74.7021	7.90394e-08
Level 2 charger	0-100%	Single-Family Attached	Renter	1980-99	0	1	0	0.49776	4.53721e-19	8.13722e-08
Level 2 charger	0-100%	Single-Family Attached	Renter	2000-09	0	1	0	0.49776	19.1571	3.36623e-08
Level 2 charger	0-100%	Single-Family Attached	Renter	2010s	0	1	0	0.49776	22.8033	1.1114e-08
Level 2 charger	0-100%	Single-Family Attached	Renter	<1940	0	1	0	0.49776	4.53721e-19	6.84615e-08
Level 2 charger	0-100%	Single-Family Detached	Not Available	1940-59	0	0	1	0.0465746	251.674	0
Level 2 charger	0-100%	Single-Family Detached	Not Available	1960-79	0	0	1	0.0421389	292.67	0
Level 2 charger	0-100%	Single-Family Detached	Not Available	1980-99	0	0	1	0.055446	339.061	0
Level 2 charger	0-100%	Single-Family Detached	Not Available	2000-09	0	0	1	0.0465746	314.05	0
Level 2 charger	0-100%	Single-Family Detached	Not Available	2010s	0	0	1	0.0443568	265.777	0
Level 2 charger	0-100%	Single-Family Detached	Not Available	<1940	0	0	1	0.0221784	116.353	0
Level 2 charger	0-100%	Single-Family Detached	Owner	1940-59	0	1	0	0.0215176	112.49	1.03046e-05
Level 2 charger	0-100%	Single-Family Detached	Owner	1960-79	0	1	0	0.0194683	130.813	1.06404e-05
Level 2 charger	0-100%	Single-Family Detached	Owner	1980-99	0	1	0	0.0256162	151.548	7.9965e-06
Level 2 charger	0-100%	Single-Family Detached	Owner	2000-09	0	1	0	0.0215176	140.369	3.75514e-06
Level 2 charger	0-100%	Single-Family Detached	Owner	2010s	0	1	0	0.020493	118.793	1.00308e-06
Level 2 charger	0-100%	Single-Family Detached	Owner	<1940	0	1	0	0.0102465	52.0059	5.30636e-06
Level 2 charger	0-100%	Single-Family Detached	Renter	1940-59	0	1	0	0.00476927	27.6479	5.98219e-07
Level 2 charger	0-100%	Single-Family Detached	Renter	1960-79	0	1	0	0.00431506	32.1515	5.48786e-07
Level 2 charger	0-100%	Single-Family Detached	Renter	1980-99	0	1	0	0.00567771	37.2478	4.31869e-07
Level 2 charger	0-100%	Single-Family Detached	Renter	2000-09	0	1	0	0.00476927	34.5003	2.20673e-07
Level 2 charger	0-100%	Single-Family Detached	Renter	2010s	0	1	0	0.00454216	29.1971	6.12534e-08
Level 2 charger	0-100%	Single-Family Detached	Renter	<1940	0	1	0	0.00227108	12.7821	3.42658e-07
Level 2 charger	100-150%	Mobile Home	Not Available	1940-59	0	0	1	3.04026	1.84031e-18	0
Level 2 charger	100-150%	Mobile Home	Not Available	1960-79	0	0	1	3.04026	1.84031e-18	0
Level 2 charger	100-150%	Mobile Home	Not Available	1980-99	0	0	1	3.04026	1.84031e-18	0
Level 2 charger	100-150%	Mobile Home	Not Available	2000-09	0	0	1	3.04026	183.113	0
Level 2 charger	100-150%	Mobile Home	Not Available	2010s	0	0	1	3.04026	1.84031e-18	0
Level 2 charger	100-150%	Mobile Home	Not Available	<1940	0	0	1	3.04026	1.84031e-18	0
Level 2 charger	100-150%	Mobile Home	Owner	1940-59	0	1	0	1.92011	1.18977e-18	1.11787e-10
Level 2 charger	100-150%	Mobile Home	Owner	1960-79	0	1	0	1.92011	1.18977e-18	1.30068e-09
Level 2 charger	100-150%	Mobile Home	Owner	1980-99	0	1	0	1.92011	1.18977e-18	1.36916e-09
Level 2 charger	100-150%	Mobile Home	Owner	2000-09	0	1	0	1.92011	118.384	3.66032e-10
Level 2 charger	100-150%	Mobile Home	Owner	2010s	0	1	0	1.92011	1.18977e-18	1.01867e-10
Level 2 charger	100-150%	Mobile Home	Owner	<1940	0	1	0	1.92011	1.18977e-18	2.47582e-11
Level 2 charger	100-150%	Mobile Home	Renter	1940-59	0	1	0	0.127802	7.06574e-20	2.40619e-08
Level 2 charger	100-150%	Mobile Home	Renter	1960-79	0	1	0	0.127802	7.06574e-20	2.51864e-07
Level 2 charger	100-150%	Mobile Home	Renter	1980-99	0	1	0	0.127802	7.06574e-20	3.16812e-07
Level 2 charger	100-150%	Mobile Home	Renter	2000-09	0	1	0	0.127802	7.03049	9.83026e-08
Level 2 charger	100-150%	Mobile Home	Renter	2010s	0	1	0	0.127802	7.06574e-20	2.57343e-08
Level 2 charger	100-150%	Mobile Home	Renter	<1940	0	1	0	0.127802	7.06574e-20	5.47944e-09
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.0189443	23.182	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.0189443	5.6831e-19	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	0.0189443	5.6831e-19	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.0189443	5.6831e-19	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.0189443	5.6831e-19	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.0189443	59.9076	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	1940-59	0	1	0	0.000197955	0.33304	6.48696e-08
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	1960-79	0	1	0	0.000197955	8.16453e-21	1.06858e-07
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	1980-99	0	1	0	0.000197955	8.16453e-21	7.82593e-08
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	2000-09	0	1	0	0.000197955	8.16453e-21	1.87196e-08
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0.000197955	8.16453e-21	5.11575e-09
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0.000197955	0.860653	1.26153e-07
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	1	0	0.01522	17.9579	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	1	0	0.01522	4.4024e-19	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	1	0	0.01522	4.4024e-19	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	2000-09	0	1	0	0.01522	4.4024e-19	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0.01522	4.4024e-19	0
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0.01522	46.4072	0
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	0.0140585	4.36432e-19	0
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.0140585	59.3873	0
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	0.0140585	4.36432e-19	0
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	0.0140585	4.36432e-19	0
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	0.0140585	4.36432e-19	0
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	0.0140585	4.36432e-19	0
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	1940-59	0	1	0	5.73629e-05	1.9882e-21	8.76162e-08
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	1960-79	0	1	0	5.73629e-05	0.270543	3.10958e-07
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	1980-99	0	1	0	5.73629e-05	1.9882e-21	2.08658e-07
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	2000-09	0	1	0	5.73629e-05	1.9882e-21	5.05595e-08
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	5.73629e-05	1.9882e-21	2.35774e-08
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	5.73629e-05	1.9882e-21	6.54654e-08
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	1940-59	0	1	0	0.0123171	3.79507e-19	3.06708e-07
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	1960-79	0	1	0	0.0123171	51.6411	8.37879e-07
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	1980-99	0	1	0	0.0123171	3.79507e-19	6.74333e-07
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	2000-09	0	1	0	0.0123171	3.79507e-19	2.63558e-07
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0.0123171	3.79507e-19	1.27615e-07
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0.0123171	3.79507e-19	3.41135e-07
Level 2 charger	100-150%	Single-Family Attached	Not Available	1940-59	0	0	1	0.542823	3.66717e-19	0
Level 2 charger	100-150%	Single-Family Attached	Not Available	1960-79	0	0	1	0.542823	60.3774	0
Level 2 charger	100-150%	Single-Family Attached	Not Available	1980-99	0	0	1	0.542823	3.66717e-19	0
Level 2 charger	100-150%	Single-Family Attached	Not Available	2000-09	0	0	1	0.542823	15.4836	0
Level 2 charger	100-150%	Single-Family Attached	Not Available	2010s	0	0	1	0.542823	18.4306	0
Level 2 charger	100-150%	Single-Family Attached	Not Available	<1940	0	0	1	0.542823	3.66717e-19	0
Level 2 charger	100-150%	Single-Family Attached	Owner	1940-59	0	1	0	0.119069	7.88088e-20	0
Level 2 charger	100-150%	Single-Family Attached	Owner	1960-79	0	1	0	0.119069	12.9753	0
Level 2 charger	100-150%	Single-Family Attached	Owner	1980-99	0	1	0	0.119069	7.88088e-20	0
Level 2 charger	100-150%	Single-Family Attached	Owner	2000-09	0	1	0	0.119069	3.32748	0
Level 2 charger	100-150%	Single-Family Attached	Owner	2010s	0	1	0	0.119069	3.96081	0
Level 2 charger	100-150%	Single-Family Attached	Owner	<1940	0	1	0	0.119069	7.88088e-20	0
Level 2 charger	100-150%	Single-Family Attached	Renter	1940-59	0	1	0	0.153404	1.05523e-19	8.94861e-08
Level 2 charger	100-150%	Single-Family Attached	Renter	1960-79	0	1	0	0.153404	17.3736	1.19899e-07
Level 2 charger	100-150%	Single-Family Attached	Renter	1980-99	0	1	0	0.153404	1.05523e-19	1.28292e-07
Level 2 charger	100-150%	Single-Family Attached	Renter	2000-09	0	1	0	0.153404	4.45539	5.21055e-08
Level 2 charger	100-150%	Single-Family Attached	Renter	2010s	0	1	0	0.153404	5.3034	1.71739e-08
Level 2 charger	100-150%	Single-Family Attached	Renter	<1940	0	1	0	0.153404	1.05523e-19	8.57618e-08
Level 2 charger	100-150%	Single-Family Detached	Not Available	1940-59	0	0	1	0.0512706	196.561	0
Level 2 charger	100-150%	Single-Family Detached	Not Available	1960-79	0	0	1	0.0463877	228.579	0
Level 2 charger	100-150%	Single-Family Detached	Not Available	1980-99	0	0	1	0.0610365	264.811	0
Level 2 charger	100-150%	Single-Family Detached	Not Available	2000-09	0	0	1	0.0512706	245.277	0
Level 2 charger	100-150%	Single-Family Detached	Not Available	2010s	0	0	1	0.0488292	207.575	0
Level 2 charger	100-150%	Single-Family Detached	Not Available	<1940	0	0	1	0.0244146	90.8734	0
Level 2 charger	100-150%	Single-Family Detached	Owner	1940-59	0	1	0	0.0328725	122.946	8.25678e-07
Level 2 charger	100-150%	Single-Family Detached	Owner	1960-79	0	1	0	0.0297418	142.972	8.76937e-07
Level 2 charger	100-150%	Single-Family Detached	Owner	1980-99	0	1	0	0.0391339	165.635	6.24928e-07
Level 2 charger	100-150%	Single-Family Detached	Owner	2000-09	0	1	0	0.0328725	153.417	2.91379e-07
Level 2 charger	100-150%	Single-Family Detached	Owner	2010s	0	1	0	0.0313071	129.835	6.50322e-08
Level 2 charger	100-150%	Single-Family Detached	Owner	<1940	0	1	0	0.0156536	56.8398	4.12147e-07
Level 2 charger	100-150%	Single-Family Detached	Renter	1940-59	0	1	0	0.00202975	8.59627	1.74579e-06
Level 2 charger	100-150%	Single-Family Detached	Renter	1960-79	0	1	0	0.00183644	9.99652	1.67059e-06
Level 2 charger	100-150%	Single-Family Detached	Renter	1980-99	0	1	0	0.00241637	11.5811	1.3068e-06
Level 2 charger	100-150%	Single-Family Detached	Renter	2000-09	0	1	0	0.00202975	10.7268	6.90052e-07
Level 2 charger	100-150%	Single-Family Detached	Renter	2010s	0	1	0	0.0019331	9.07795	1.78195e-07
Level 2 charger	100-150%	Single-Family Detached	Renter	<1940	0	1	0	0.000966549	3.9742	9.44551e-07
Level 2 charger	150-200%	Mobile Home	Not Available	1940-59	0	0	1	1.41393	8.14737e-19	0
Level 2 charger	150-200%	Mobile Home	Not Available	1960-79	0	0	1	1.41393	8.14737e-19	0
Level 2 charger	150-200%	Mobile Home	Not Available	1980-99	0	0	1	1.41393	8.14737e-19	0
Level 2 charger	150-200%	Mobile Home	Not Available	2000-09	0	0	1	1.41393	81.0672	0
Level 2 charger	150-200%	Mobile Home	Not Available	2010s	0	0	1	1.41393	8.14737e-19	0
Level 2 charger	150-200%	Mobile Home	Not Available	<1940	0	0	1	1.41393	8.14737e-19	0
Level 2 charger	150-200%	Mobile Home	Owner	1940-59	0	1	0	0.885312	5.28759e-19	5.14642e-11
Level 2 charger	150-200%	Mobile Home	Owner	1960-79	0	1	0	0.885312	5.28759e-19	6.57487e-10
Level 2 charger	150-200%	Mobile Home	Owner	1980-99	0	1	0	0.885312	5.28759e-19	7.53953e-10
Level 2 charger	150-200%	Mobile Home	Owner	2000-09	0	1	0	0.885312	52.6121	2.20403e-10
Level 2 charger	150-200%	Mobile Home	Owner	2010s	0	1	0	0.885312	5.28759e-19	6.3376e-11
Level 2 charger	150-200%	Mobile Home	Owner	<1940	0	1	0	0.885312	5.28759e-19	1.07761e-11
Level 2 charger	150-200%	Mobile Home	Renter	1940-59	0	1	0	0.0612325	3.07895e-20	1.78285e-08
Level 2 charger	150-200%	Mobile Home	Renter	1960-79	0	1	0	0.0612325	3.07895e-20	1.83732e-07
Level 2 charger	150-200%	Mobile Home	Renter	1980-99	0	1	0	0.0612325	3.07895e-20	2.48236e-07
Level 2 charger	150-200%	Mobile Home	Renter	2000-09	0	1	0	0.0612325	3.06359	7.98422e-08
Level 2 charger	150-200%	Mobile Home	Renter	2010s	0	1	0	0.0612325	3.07895e-20	2.21234e-08
Level 2 charger	150-200%	Mobile Home	Renter	<1940	0	1	0	0.0612325	3.07895e-20	4.48289e-09
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.0166934	23.4078	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.0166934	5.73846e-19	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	0.0166934	5.73846e-19	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.0166934	5.73846e-19	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.0166934	5.73846e-19	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.0166934	60.4912	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Owner	1940-59	0	1	0	0.00012771	0.156485	7.26083e-08
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Owner	1960-79	0	1	0	0.00012771	3.83626e-21	1.15136e-07
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Owner	1980-99	0	1	0	0.00012771	3.83626e-21	8.47536e-08
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Owner	2000-09	0	1	0	0.00012771	3.83626e-21	2.20172e-08
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0.00012771	3.83626e-21	6.07741e-09
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0.00012771	0.404394	1.35005e-07
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	1	0	0.0138943	19.7365	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	1	0	0.0138943	4.83844e-19	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	1	0	0.0138943	4.83844e-19	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	2000-09	0	1	0	0.0138943	4.83844e-19	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0.0138943	4.83844e-19	0
Level 2 charger	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0.0138943	51.0037	0
Level 2 charger	150-200%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	0.0122596	4.24581e-19	0
Level 2 charger	150-200%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.0122596	57.7746	0
Level 2 charger	150-200%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	0.0122596	4.24581e-19	0
Level 2 charger	150-200%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	0.0122596	4.24581e-19	0
Level 2 charger	150-200%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	0.0122596	4.24581e-19	0
Level 2 charger	150-200%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	0.0122596	4.24581e-19	0
Level 2 charger	150-200%	Multi-Family with 5+ Units	Owner	1940-59	0	1	0	7.53436e-05	2.92259e-21	8.31272e-08
Level 2 charger	150-200%	Multi-Family with 5+ Units	Owner	1960-79	0	1	0	7.53436e-05	0.397689	3.11027e-07
Level 2 charger	150-200%	Multi-Family with 5+ Units	Owner	1980-99	0	1	0	7.53436e-05	2.92259e-21	2.19592e-07
Level 2 charger	150-200%	Multi-Family with 5+ Units	Owner	2000-09	0	1	0	7.53436e-05	2.92259e-21	5.83905e-08
Level 2 charger	150-200%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	7.53436e-05	2.92259e-21	2.54376e-08
Level 2 charger	150-200%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	7.53436e-05	2.92259e-21	6.742e-08
Level 2 charger	150-200%	Multi-Family with 5+ Units	Renter	1940-59	0	1	0	0.0104097	3.57052e-19	3.41845e-07
Level 2 charger	150-200%	Multi-Family with 5+ Units	Renter	1960-79	0	1	0	0.0104097	48.5856	9.71107e-07
Level 2 charger	150-200%	Multi-Family with 5+ Units	Renter	1980-99	0	1	0	0.0104097	3.57052e-19	8.32525e-07
Level 2 charger	150-200%	Multi-Family with 5+ Units	Renter	2000-09	0	1	0	0.0104097	3.57052e-19	3.12933e-07
Level 2 charger	150-200%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0.0104097	3.57052e-19	1.58229e-07
Level 2 charger	150-200%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0.0104097	3.57052e-19	3.62166e-07
Level 2 charger	150-200%	Single-Family Attached	Not Available	1940-59	0	0	1	0.489331	2.63521e-19	0
Level 2 charger	150-200%	Single-Family Attached	Not Available	1960-79	0	0	1	0.489331	43.3869	0
Level 2 charger	150-200%	Single-Family Attached	Not Available	1980-99	0	0	1	0.489331	2.63521e-19	0
Level 2 charger	150-200%	Single-Family Attached	Not Available	2000-09	0	0	1	0.489331	11.1264	0
Level 2 charger	150-200%	Single-Family Attached	Not Available	2010s	0	0	1	0.489331	13.2442	0
Level 2 charger	150-200%	Single-Family Attached	Not Available	<1940	0	0	1	0.489331	2.63521e-19	0
Level 2 charger	150-200%	Single-Family Attached	Owner	1940-59	0	1	0	0.129305	6.49888e-20	0
Level 2 charger	150-200%	Single-Family Attached	Owner	1960-79	0	1	0	0.129305	10.7	0
Level 2 charger	150-200%	Single-Family Attached	Owner	1980-99	0	1	0	0.129305	6.49888e-20	0
Level 2 charger	150-200%	Single-Family Attached	Owner	2000-09	0	1	0	0.129305	2.74397	0
Level 2 charger	150-200%	Single-Family Attached	Owner	2010s	0	1	0	0.129305	3.26624	0
Level 2 charger	150-200%	Single-Family Attached	Owner	<1940	0	1	0	0.129305	6.49888e-20	0
Level 2 charger	150-200%	Single-Family Attached	Renter	1940-59	0	1	0	0.115254	6.67777e-20	7.29599e-08
Level 2 charger	150-200%	Single-Family Attached	Renter	1960-79	0	1	0	0.115254	10.9945	1.09436e-07
Level 2 charger	150-200%	Single-Family Attached	Renter	1980-99	0	1	0	0.115254	6.67777e-20	1.26008e-07
Level 2 charger	150-200%	Single-Family Attached	Renter	2000-09	0	1	0	0.115254	2.8195	5.30533e-08
Level 2 charger	150-200%	Single-Family Attached	Renter	2010s	0	1	0	0.115254	3.35614	1.86445e-08
Level 2 charger	150-200%	Single-Family Attached	Renter	<1940	0	1	0	0.115254	6.67777e-20	6.8008e-08
Level 2 charger	150-200%	Single-Family Detached	Not Available	1940-59	0	0	1	0.0737192	259.44	0
Level 2 charger	150-200%	Single-Family Detached	Not Available	1960-79	0	0	1	0.0666983	301.7	0
Level 2 charger	150-200%	Single-Family Detached	Not Available	1980-99	0	0	1	0.087761	349.522	0
Level 2 charger	150-200%	Single-Family Detached	Not Available	2000-09	0	0	1	0.0737192	323.74	0
Level 2 charger	150-200%	Single-Family Detached	Not Available	2010s	0	0	1	0.0702088	273.977	0
