Dependency=Geometry Building Type ACS	Dependency=PUMA	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	source_count	source_weight	sampling_probability
2 Unit	CA, 03753	0	0.0206986	0.380336	0.263907	0.102199	0.0168176	0.216041	0	0	32	773	5.76196e-06
20 to 49 Unit	CA, 03753	0	0.0660409	0.130406	0.271539	0.27288	0.138786	0.107945	0	0.0124036	133	2983	2.22353e-05
3 or 4 Unit	CA, 03753	0.0752119	0.0466102	0.0423729	0.274364	0.318856	0.108051	0.134534	0	0	48	944	7.03657e-06
5 to 9 Unit	CA, 03753	0.0460599	0.00721421	0.428968	0.118202	0.254162	0.0921199	0.0327414	0	0.0205327	75	1802	1.34321e-05
50 or more Unit	CA, 03753	0.0050821	0.0430023	0.159109	0.305317	0.200156	0.100469	0.126661	0.0136826	0.0465207	108	2558	1.90674e-05
Mobile Home	CA, 03753	0.0612745	0.0416667	0.20098	0.0392157	0.495098	0.0171569	0.117647	0	0.0269608	21	408	3.04123e-06
Single-Family Attached	CA, 03753	0.0543014	0.052471	0.42892	0.0945699	0.090299	0.169616	0.0439292	0.0305064	0.0353874	79	1639	1.22171e-05
Single-Family Detached	CA, 03753	0.0343321	0.184205	0.534129	0.117979	0.03484	0.0263586	0.0333164	0.0302692	0.00457085	943	19690	0.00014677
10 to 19 Unit	CA, 03754	0.0243004	0.103093	0.220177	0.226804	0.201031	0.095729	0.0787923	0.0169367	0.033137	69	1358	1.02286e-05
2 Unit	CA, 03754	0.0985915	0.0809859	0.31338	0.130282	0.151408	0.028169	0.0985915	0	0.0985915	11	284	2.13912e-06
20 to 49 Unit	CA, 03754	0.0177936	0.0768683	0.221352	0.15516	0.212811	0.103203	0.189324	0.0234875	0	75	1405	1.05826e-05
3 or 4 Unit	CA, 03754	0	0.0919325	0.0581614	0.140713	0.463415	0.123827	0.0825516	0.0393996	0	33	533	4.01463e-06
5 to 9 Unit	CA, 03754	0.0268041	0.0319588	0.169072	0.216495	0.290722	0.0546392	0.146392	0	0.0639175	53	970	7.30615e-06
50 or more Unit	CA, 03754	0.00369117	0.0892033	0.143341	0.133497	0.226392	0.122731	0.204245	0.0612119	0.0156875	156	3251	2.44869e-05
Mobile Home	CA, 03754	0	0.127726	0.180685	0.109034	0.38162	0.05919	0.046729	0.0950156	0	36	642	4.83562e-06
Single-Family Attached	CA, 03754	0	0.0244821	0.109228	0.084118	0.241682	0.173258	0.197112	0.0156937	0.154426	96	1593	1.19987e-05
Single-Family Detached	CA, 03754	0.0171473	0.0738152	0.566907	0.178855	0.0608812	0.0361564	0.0387366	0.0178986	0.00960251	1903	30617	0.000230611
10 to 19 Unit	CA, 03755	0.0404412	0.0343137	0.232843	0.330882	0.172794	0.102941	0.0208333	0.0514706	0.0134804	45	816	6.20369e-06
2 Unit	CA, 03755	0.219087	0.0821467	0.12497	0.130852	0.161693	0.131725	0.0769851	0.0491976	0.0233442	15701	349509	1.43689e-06
20 to 49 Unit	CA, 03755	0	0.0182119	0.201159	0.243377	0.224338	0.139901	0.165563	0.00745033	0	67	1208	9.1839e-06
3 or 4 Unit	CA, 03755	0.0649038	0.0288462	0.189904	0.215144	0.304087	0.100962	0.03125	0.0132212	0.0516827	38	832	6.32534e-06
5 to 9 Unit	CA, 03755	0	0.00701139	0.21823	0.388256	0.0788782	0.20596	0.0631025	0.0385627	0	50	1141	8.67454e-06
50 or more Unit	CA, 03755	0.00463499	0.0432599	0.149092	0.159135	0.208188	0.198919	0.150637	0.0478949	0.0382387	132	2589	1.9683e-05
Mobile Home	CA, 03755	0	0.0240741	0.0925926	0.274074	0.144444	0.194444	0.162963	0.0592593	0.0481481	36	540	4.10538e-06
Single-Family Attached	CA, 03755	0.0202532	0.064135	0.216878	0.187342	0.112236	0.235443	0.0945148	0.0202532	0.0489451	77	1185	9.00905e-06
Single-Family Detached	CA, 03755	0.0303681	0.122382	0.632608	0.128951	0.039334	0.0160311	0.012767	0.013552	0.00400777	1460	24203	0.000184005
10 to 19 Unit	CA, 03756	0.00488998	0.0373734	0.210618	0.264408	0.275585	0.104785	0.10234	0	0	130	2863	2.13787e-05
2 Unit	CA, 03756	0.0157767	0.0898058	0.137136	0.286408	0.199029	0.171117	0.100728	0	0	37	824	6.15301e-06
20 to 49 Unit	CA, 03756	0.0229286	0.0429911	0.170662	0.308494	0.201146	0.163366	0.0836373	0.00364773	0.00312663	185	3838	2.86593e-05
3 or 4 Unit	CA, 03756	0.0182482	0.0188564	0.251217	0.26399	0.182482	0.105839	0.144769	0.0145985	0	87	1644	1.22762e-05
5 to 9 Unit	CA, 03756	0.0162933	0.0224033	0.151222	0.222505	0.25611	0.235234	0.0768839	0.0142566	0.00509165	94	1964	1.46657e-05
50 or more Unit	CA, 03756	0.00755879	0.0117581	0.0638298	0.24944	0.216685	0.208847	0.192329	0.0456327	0.00391937	179	3572	2.66729e-05
Mobile Home	CA, 03756	0	0.0408096	0.168547	0.199403	0.143995	0.154944	0.110816	0.167551	0.013935	157	3014	2.25063e-05
Single-Family Attached	CA, 03756	0.0501931	0.0378378	0.17722	0.146332	0.165251	0.260232	0.0849421	0.0471042	0.030888	154	2590	1.93402e-05
Single-Family Detached	CA, 03756	0.0774046	0.150897	0.3582	0.198696	0.0528203	0.0711444	0.0296707	0.0493642	0.0118031	878	15335	0.00011451
10 to 19 Unit	CA, 03757	0.0220588	0.0105042	0.146008	0.245798	0.340336	0.0829832	0.0829832	0.0378151	0.0315126	49	952	7.24269e-06
2 Unit	CA, 03757	0.0316602	0.101158	0.187645	0.239382	0.127413	0.217761	0.0370656	0.0447876	0.0131274	60	1295	9.85217e-06
20 to 49 Unit	CA, 03757	0	0.0853018	0.0354331	0.182415	0.133858	0.287402	0.192913	0.0524934	0.0301837	40	762	5.79718e-06
3 or 4 Unit	CA, 03757	0.0864662	0.116004	0.183136	0.181525	0.146079	0.125134	0.0628357	0.038131	0.0606874	89	1862	1.41659e-05
5 to 9 Unit	CA, 03757	0.0393586	0.213314	0.0728863	0.208941	0.132167	0.194363	0.04276	0.0510204	0.0451895	87	2058	1.5657e-05
50 or more Unit	CA, 03757	0.055938	0.0413081	0.0499139	0.095525	0.168675	0.153184	0.0783133	0.114458	0.242685	60	1162	8.84032e-06
Mobile Home	CA, 03757	0.0222046	0.0773196	0.101903	0.0713719	0.361221	0.190722	0.107851	0.0511499	0.0162569	129	2522	1.9187e-05
Single-Family Attached	CA, 03757	0.128431	0.244663	0.226703	0.150119	0.0460861	0.0843782	0.0365978	0.0830227	0	146	2951	2.24508e-05
Single-Family Detached	CA, 03757	0.143379	0.311386	0.305685	0.114367	0.0371236	0.032812	0.027587	0.0249927	0.00266735	1520	27368	0.000208212
10 to 19 Unit	CA, 03758	0.0436941	0.08143	0.207051	0.164101	0.161122	0.179742	0.116435	0.0106753	0.0357498	196	4028	2.98307e-05
2 Unit	CA, 03758	0.117228	0.127195	0.173232	0.344566	0.112008	0.0650214	0.046037	0.0147129	0	89	2107	1.56041e-05
20 to 49 Unit	CA, 03758	0.00905329	0.0279359	0.136575	0.257631	0.188308	0.199431	0.0874289	0.0235385	0.0700983	172	3866	2.8631e-05
3 or 4 Unit	CA, 03758	0.0619048	0.0550725	0.226294	0.232505	0.161491	0.147619	0.078882	0.0215321	0.0146998	220	4830	3.57702e-05
5 to 9 Unit	CA, 03758	0.0359679	0.100344	0.18992	0.2811	0.162428	0.12669	0.0735395	0.0206186	0.0093929	203	4365	3.23265e-05
50 or more Unit	CA, 03758	0.040109	0.00895639	0.160826	0.176402	0.178349	0.142523	0.117212	0.0965732	0.0790498	99	2568	1.90182e-05
Mobile Home	CA, 03758	0	0.0181028	0.296886	0.251991	0.17958	0.167994	0.0535844	0.031861	0	62	1381	1.02275e-05
Single-Family Attached	CA, 03758	0.141528	0.11794	0.223977	0.123783	0.0701147	0.196061	0.0556157	0.0177451	0.0532352	244	4621	3.42224e-05
Single-Family Detached	CA, 03758	0.123923	0.222086	0.393071	0.104199	0.0549831	0.0338357	0.0232236	0.0378345	0.00684405	1406	26008	0.000192611
10 to 19 Unit	CA, 03759	0.0100408	0.0715406	0.195482	0.15877	0.186068	0.159084	0.110449	0.0611861	0.04738	133	3187	2.37265e-05
2 Unit	CA, 03759	0.0216655	0.111713	0.360867	0.245091	0.125254	0.0182803	0.0792146	0.0379147	0	62	1477	1.09959e-05
20 to 49 Unit	CA, 03759	0.015121	0.0971774	0.115524	0.187903	0.213508	0.243145	0.108266	0.0193548	0	202	4960	3.69261e-05
3 or 4 Unit	CA, 03759	0.0206186	0.0573075	0.290176	0.228927	0.163129	0.115525	0.0685264	0.0369921	0.0187993	134	3298	2.45529e-05
5 to 9 Unit	CA, 03759	0.0192152	0.0814614	0.228687	0.21705	0.115562	0.230853	0.0549391	0.026793	0.0254398	149	3695	2.75084e-05
50 or more Unit	CA, 03759	0.0114108	0.0616183	0.117842	0.213693	0.200207	0.162863	0.126763	0.0479253	0.0576763	197	4820	3.58838e-05
Mobile Home	CA, 03759	0.0102474	0.0104484	0.0373697	0.117114	0.354613	0.190645	0.118684	0.12837	0.0325084	28295	537307	1.32517e-06
Single-Family Attached	CA, 03759	0.0794251	0.141452	0.234493	0.065053	0.153555	0.11233	0.0714826	0.0983359	0.0438729	140	2644	1.9684e-05
Single-Family Detached	CA, 03759	0.0769558	0.247409	0.40203	0.117422	0.0669459	0.0388329	0.0211558	0.0151924	0.0140565	758	14086	0.000104867
10 to 19 Unit	CA, 03760	0.0371005	0.0410959	0.113299	0.297089	0.283961	0.144692	0.0539384	0.0288242	0	144	3504	2.67997e-05
2 Unit	CA, 03760	0.163799	0.15137	0.165392	0.216699	0.161568	0.10102	0.0267686	0.0133843	0	146	3138	2.40004e-05
20 to 49 Unit	CA, 03760	0.0137801	0.0256812	0.0532415	0.206389	0.435014	0.152208	0.0764172	0.037269	0	149	3193	2.44211e-05
3 or 4 Unit	CA, 03760	0.0499569	0.033764	0.207752	0.232386	0.239104	0.123686	0.0711456	0.0294574	0.0127476	254	5805	4.43985e-05
5 to 9 Unit	CA, 03760	0.0554779	0.0397126	0.20455	0.190581	0.251048	0.187587	0.0486929	0.0199561	0.00239473	241	5011	3.83258e-05
50 or more Unit	CA, 03760	0.00431582	0.0225946	0.0875857	0.218076	0.342727	0.18558	0.0870779	0.0451891	0.00685453	163	3939	3.01268e-05
Mobile Home	CA, 03760	0	0.110251	0.0793037	0	0.336557	0.232108	0.0831721	0.0851064	0.073501	15	517	3.95419e-06
Single-Family Attached	CA, 03760	0.0386118	0.0172776	0.0434195	0.0332031	0.192007	0.350361	0.140625	0.152194	0.0323017	335	6656	5.09072e-05
Single-Family Detached	CA, 03760	0.0906343	0.115211	0.300332	0.104019	0.0800731	0.10186	0.0766523	0.0895384	0.0416805	1503	30110	0.000230291
10 to 19 Unit	CA, 03761	0.0445602	0.0196759	0.177662	0.343171	0.230903	0.122106	0.0619213	0	0	81	1728	1.30271e-05
2 Unit	CA, 03761	0.0574282	0.15231	0.10362	0.469413	0.163546	0.0137328	0.0224719	0.0174782	0	29	801	6.03859e-06
20 to 49 Unit	CA, 03761	0.00869376	0.0349924	0.113236	0.488372	0.18409	0.111498	0.0336883	0.019561	0.00586829	223	4601	3.46862e-05
3 or 4 Unit	CA, 03761	0.0447886	0.0627878	0.122227	0.388028	0.203432	0.0883215	0.0644621	0.0259523	0	103	2389	1.80102e-05
5 to 9 Unit	CA, 03761	0.0140845	0.0593999	0.218616	0.387018	0.156154	0.0808328	0.0685854	0.0153092	0	88	1633	1.23109e-05
50 or more Unit	CA, 03761	0.0127168	0.00899165	0.163391	0.413873	0.198972	0.0784843	0.0610148	0.0625562	0	296	7785	5.86896e-05
Mobile Home	CA, 03761	0	0.0445104	0.0227498	0.3818	0.21365	0.0336301	0.0801187	0.115727	0.107814	40	1011	7.62177e-06
Single-Family Attached	CA, 03761	0.01951	0.012931	0.0864338	0.108666	0.146779	0.411751	0.110708	0.103221	0	193	4408	3.32311e-05
Single-Family Detached	CA, 03761	0.0512618	0.075706	0.548018	0.174472	0.0557709	0.0329879	0.0306542	0.026066	0.00506289	1485	25282	0.000190597
10 to 19 Unit	CA, 03762	0	0.0287278	0.106703	0.157319	0.221614	0.29959	0.186047	0	0	25	731	5.46796e-06
2 Unit	CA, 03762	0.057971	0.130435	0.192029	0.0253623	0.184783	0.365942	0	0.0434783	0	16	276	2.06451e-06
20 to 49 Unit	CA, 03762	0.00761697	0.0250272	0.00870511	0.134929	0.240479	0.210011	0.139282	0.126224	0.107726	36	919	6.87421e-06
3 or 4 Unit	CA, 03762	0	0.0104651	0.0569767	0.190698	0.265116	0.204651	0.163953	0.10814	0	31	860	6.43291e-06
5 to 9 Unit	CA, 03762	0.0178716	0	0.0519903	0.311942	0.323314	0.217709	0.0105605	0	0.0666125	41	1231	9.20802e-06
50 or more Unit	CA, 03762	0.0600304	0	0.112462	0.145897	0.183891	0.173252	0.0281155	0.025076	0.271277	60	1316	9.84383e-06
Mobile Home	CA, 03762	0.0119014	0	0.0280533	0.190422	0.48314	0.135166	0.0439218	0.107396	0	194	3529	2.63973e-05
Single-Family Attached	CA, 03762	0.0099926	0.149519	0.0965951	0.109178	0.173205	0.209845	0.129904	0.105477	0.0162842	159	2702	2.02113e-05
Single-Family Detached	CA, 03762	0.0270917	0.0787917	0.348896	0.342755	0.0858356	0.0544092	0.0270014	0.0345871	0.00063214	1226	22147	0.000165662
10 to 19 Unit	CA, 03763	0.0517028	0.0495356	0.166873	0.255418	0.216099	0.202786	0.0452012	0.00866873	0.00371517	125	3230	2.38612e-05
2 Unit	CA, 03763	0.121951	0.11945	0.235772	0.258286	0.105691	0.113196	0.0456535	0	0	73	1599	1.18124e-05
20 to 49 Unit	CA, 03763	0.0119007	0.0380823	0.126148	0.320639	0.297178	0.111867	0.0523631	0.0323019	0.00952057	126	2941	2.17263e-05
3 or 4 Unit	CA, 03763	0.035476	0.142207	0.268344	0.18678	0.182232	0.130685	0.0403275	0.0139478	0	141	3298	2.43636e-05
5 to 9 Unit	CA, 03763	0.0524986	0.104716	0.260528	0.194554	0.222066	0.0746771	0.0909601	0	0	143	3562	2.63139e-05
50 or more Unit	CA, 03763	0.0460789	0.046965	0.139566	0.266283	0.256314	0.161054	0.0522818	0.00376606	0.0276916	199	4514	3.33466e-05
Mobile Home	CA, 03763	0.027027	0	0.0771396	0.129505	0.349662	0.219032	0.0388514	0.11768	0.0411036	80	1776	1.312e-05
Single-Family Attached	CA, 03763	0.0938242	0.227633	0.209818	0.171813	0.15677	0.109264	0.0190024	0.0118765	0	144	2526	1.86605e-05
Single-Family Detached	CA, 03763	0.218436	0.304972	0.251571	0.0942323	0.0644748	0.0300141	0.016589	0.016589	0.00312113	1338	23389	0.000172783
10 to 19 Unit	CA, 03764	0.0155958	0.0505303	0.02932	0.427324	0.27199	0.0904554	0.0842171	0.0155958	0.0149719	68	1603	1.22052e-05
2 Unit	CA, 03764	0.156448	0.0570825	0.131078	0.188161	0.137421	0.268499	0.0317125	0.0295983	0	19	473	3.6014e-06
20 to 49 Unit	CA, 03764	0.0348837	0.0242248	0.110465	0.256783	0.283915	0.131783	0.0872093	0.0581395	0.0125969	48	1032	7.85759e-06
3 or 4 Unit	CA, 03764	0.0228728	0.0603843	0.141812	0.434584	0.165599	0.0905764	0.0539799	0.0118939	0.0182983	55	1093	8.32203e-06
5 to 9 Unit	CA, 03764	0.0107884	0.0116183	0.282988	0.19917	0.159336	0.136929	0.120332	0.059751	0.0190871	58	1205	9.17479e-06
50 or more Unit	CA, 03764	0	0.0129293	0.0355556	0.223434	0.347071	0.177778	0.0448485	0.0791919	0.0791919	117	2475	1.88445e-05
Mobile Home	CA, 03764	0.0344403	0.0344403	0.0418204	0.253383	0.300123	0.163592	0.0873309	0.0688807	0.0159902	38	813	6.19012e-06
Single-Family Attached	CA, 03764	0.00389656	0.0503011	0.163301	0.11548	0.345377	0.176762	0.0722635	0.0435707	0.0290471	176	2823	2.14942e-05
Single-Family Detached	CA, 03764	0.0140122	0.079847	0.396015	0.236497	0.221127	0.0255339	0.015748	0.00852809	0.00269176	2478	39751	0.000302662
10 to 19 Unit	CA, 03765	0.158547	0.0660611	0.135425	0.174236	0.25929	0.143958	0.0445912	0.0178915	0	163	3633	2.69861e-05
2 Unit	CA, 03765	0.371667	0.122917	0.2375	0.06875	0.0816667	0.0891667	0.0158333	0.0125	0	117	2400	1.78273e-05
20 to 49 Unit	CA, 03765	0.0611336	0.0311741	0.0311741	0.251012	0.331984	0.18583	0.0506073	0.0461538	0.0109312	118	2470	1.83473e-05
3 or 4 Unit	CA, 03765	0.229683	0.119177	0.201437	0.151635	0.164519	0.0817641	0.0210605	0.0193261	0.0113974	176	4036	2.99796e-05
5 to 9 Unit	CA, 03765	0.12207	0.0652123	0.254583	0.205152	0.195637	0.0919007	0.0601068	0.00533767	0	160	4309	3.20075e-05
50 or more Unit	CA, 03765	0.0214439	0.0119133	0.0412199	0.191089	0.344532	0.231356	0.119609	0.0343102	0.00452704	200	4197	3.11755e-05
Mobile Home	CA, 03765	0.041958	0	0	0.534965	0.22028	0.122378	0	0.0384615	0.041958	23	286	2.12442e-06
Single-Family Attached	CA, 03765	0.137143	0.13011	0.153846	0.0694505	0.219341	0.170989	0.0830769	0.0276923	0.00835165	167	2275	1.68988e-05
Single-Family Detached	CA, 03765	0.153546	0.15518	0.476734	0.107709	0.039816	0.0289846	0.0172758	0.018486	0.00226915	1829	33052	0.000245512
10 to 19 Unit	CA, 03766	0.226136	0.112755	0.216549	0.129012	0.12401	0.0877449	0.043143	0.0466861	0.0139642	230	4798	3.51264e-05
2 Unit	CA, 03766	0.346196	0.0887541	0.107497	0.167585	0.119074	0.0804851	0.00882029	0.0330761	0.0485116	83	1814	1.32804e-05
20 to 49 Unit	CA, 03766	0.208825	0.0621796	0.121462	0.135057	0.160241	0.176733	0.0543793	0.0570537	0.0240695	190	4487	3.28495e-05
3 or 4 Unit	CA, 03766	0.336912	0.114531	0.136006	0.165832	0.0906705	0.0651396	0.0396087	0.0441422	0.0071582	193	4191	3.06825e-05
5 to 9 Unit	CA, 03766	0.232544	0.0737036	0.208657	0.213761	0.115557	0.0536954	0.0663536	0.0265414	0.00918742	219	4898	3.58585e-05
50 or more Unit	CA, 03766	0.12748	0.00458987	0.0535979	0.0629257	0.0596683	0.0941664	0.150429	0.2748	0.172342	281	6754	4.94464e-05
Mobile Home	CA, 03766	0.0102474	0.0104484	0.0373697	0.117114	0.354613	0.190645	0.118684	0.12837	0.0325084	28295	537307	9.51736e-07
Single-Family Attached	CA, 03766	0.357042	0.101408	0.0978873	0.128873	0.102817	0.10493	0.034507	0.0295775	0.0429577	72	1420	1.03959e-05
Single-Family Detached	CA, 03766	0.385927	0.236439	0.182195	0.0617298	0.0464125	0.046758	0.00714039	0.0222273	0.0111713	478	8683	6.35688e-05
10 to 19 Unit	CA, 03767	0.0869406	0.0707997	0.188738	0.196809	0.202311	0.143434	0.0557594	0.0337491	0.02146	281	5452	4.01767e-05
2 Unit	CA, 03767	0.280412	0.145876	0.142268	0.2	0.0762887	0.0912371	0.0319588	0.0247423	0.00721649	105	1940	1.42962e-05
20 to 49 Unit	CA, 03767	0.104877	0.0346222	0.20369	0.18701	0.175133	0.161739	0.0672226	0.0166793	0.049027	203	3957	2.91598e-05
3 or 4 Unit	CA, 03767	0.103601	0.0961913	0.22553	0.212401	0.145847	0.141037	0.0594047	0.00792929	0.00805927	368	7693	5.6691e-05
5 to 9 Unit	CA, 03767	0.0670569	0.0538462	0.172408	0.300334	0.180936	0.147659	0.0510033	0.0247492	0.00200669	304	5980	4.40676e-05
50 or more Unit	CA, 03767	0.0378503	0.0470514	0.0734003	0.147637	0.265788	0.168967	0.0901297	0.114178	0.0549979	253	4782	3.52393e-05
Mobile Home	CA, 03767	0.0192308	0.0101215	0	0.115385	0.447368	0.218623	0.0404858	0.13664	0.0121457	62	988	7.28073e-06
Single-Family Attached	CA, 03767	0.112979	0.116956	0.15329	0.0923717	0.224331	0.163955	0.0654375	0.068149	0.00253073	296	5532	4.07662e-05
Single-Family Detached	CA, 03767	0.234974	0.103964	0.333107	0.158092	0.061069	0.0371351	0.0360976	0.0277977	0.00776331	1581	27952	0.000205983
10 to 19 Unit	CA, 03768	0.0362018	0.0385757	0.205935	0.379228	0.234421	0.0700297	0	0.0356083	0	67	1685	1.26962e-05
2 Unit	CA, 03768	0.073741	0.0935252	0.0647482	0.158273	0.442446	0	0	0.167266	0	20	556	4.18939e-06
20 to 49 Unit	CA, 03768	0.0093006	0.00483631	0.0744048	0.34189	0.383185	0.143601	0	0.0342262	0.00855655	114	2688	2.02537e-05
3 or 4 Unit	CA, 03768	0.146847	0.0351351	0.17027	0.0927928	0.356757	0.0522523	0.117117	0.0288288	0	41	1110	8.36369e-06
5 to 9 Unit	CA, 03768	0.0153005	0.114208	0.186339	0.337158	0.166667	0.0737705	0.057377	0.0491803	0	71	1830	1.37888e-05
50 or more Unit	CA, 03768	0.0126812	0.0246377	0.147464	0.284783	0.360507	0.0927536	0	0.0456522	0.0315217	102	2760	2.07962e-05
Mobile Home	CA, 03768	0.05625	0	0.03	0.09125	0.38125	0.1225	0.015	0.1625	0.14125	41	800	6.02787e-06
Single-Family Attached	CA, 03768	0.0377288	0.00635039	0.162495	0.081808	0.474785	0.191259	0.0138214	0.00336197	0.02839	142	2677	2.01708e-05
Single-Family Detached	CA, 03768	0.0527281	0.0637961	0.345748	0.274149	0.140339	0.0534743	0.0271413	0.0342919	0.00833204	1765	32165	0.000242359
10 to 19 Unit	CA, 03769	0.176417	0.112925	0.194331	0.157823	0.187868	0.106463	0.0531746	0.00963719	0.00136054	397	8820	6.43392e-05
2 Unit	CA, 03769	0.258278	0.137417	0.15356	0.0943709	0.116308	0.19702	0.0252483	0.00703642	0.0107616	111	2416	1.7624e-05
20 to 49 Unit	CA, 03769	0.1009	0.0837618	0.125964	0.193445	0.176949	0.220865	0.0831191	0.00942588	0.00556984	199	4668	3.40517e-05
3 or 4 Unit	CA, 03769	0.262016	0.0990621	0.162173	0.153966	0.143415	0.115084	0.0443533	0.0199297	0	241	5118	3.73343e-05
5 to 9 Unit	CA, 03769	0.170306	0.0694596	0.141648	0.213564	0.152975	0.158843	0.0760098	0.0171943	0	320	7328	5.34556e-05
50 or more Unit	CA, 03769	0.132996	0.00614384	0.0795085	0.116733	0.262739	0.191543	0.105891	0.0697506	0.0346946	103	2767	2.01844e-05
Mobile Home	CA, 03769	0.0102474	0.0104484	0.0373697	0.117114	0.354613	0.190645	0.118684	0.12837	0.0325084	28295	537307	9.55605e-07
Single-Family Attached	CA, 03769	0.33825	0.105799	0.109868	0.0122075	0.13174	0.15412	0.0508647	0.0712106	0.025941	103	1966	1.43414e-05
Single-Family Detached	CA, 03769	0.473851	0.100777	0.107891	0.032802	0.0746937	0.0695561	0.02885	0.0940588	0.0175207	388	7591	5.5374e-05
10 to 19 Unit	CA, 03900	0.04	0	0.0340741	0.0192593	0.241481	0.0266667	0.352593	0.148148	0.137778	19	675	4.9837e-06
2 Unit	CA, 03900	0.0838323	0.0191617	0.0131737	0	0.326946	0.293413	0.152096	0.0526946	0.0586826	25	835	6.165e-06
20 to 49 Unit	CA, 03900	0.039924	0	0	0.0190114	0.302281	0.427757	0.211027	0	0	14	526	3.88359e-06
3 or 4 Unit	CA, 03900	0.0375635	0	0.0319797	0.0736041	0.239086	0.138579	0.2	0.224365	0.0548223	58	1970	1.4545e-05
5 to 9 Unit	CA, 03900	0.0228758	0	0.0392157	0.0888889	0.241176	0.184967	0.266013	0.101307	0.0555556	43	1530	1.12963e-05
50 or more Unit	CA, 03900	0.0567108	0	0.0340265	0.0189036	0.236295	0.134216	0.0775047	0.281664	0.160681	21	529	3.90574e-06
Mobile Home	CA, 03900	0	0	0.00706388	0.0703317	0.34398	0.12715	0.180283	0.25215	0.0190418	152	3256	2.40398e-05
Single-Family Attached	CA, 03900	0	0.0968718	0.115035	0.115035	0.23108	0.249243	0.0474268	0.145308	0	37	991	7.31677e-06
Single-Family Detached	CA, 03900	0.0286139	0.0489285	0.0803419	0.0671126	0.181122	0.141459	0.199628	0.218135	0.0346587	1722	40365	0.000298024
10 to 19 Unit	CA, 04101	0	0.0215827	0.115108	0.155875	0.315348	0.190647	0.106715	0.0947242	0	35	834	6.22368e-06
2 Unit	CA, 04101	0.309735	0.112516	0.0745891	0.16182	0.136536	0.022756	0.141593	0.0404551	0	32	791	5.9028e-06
20 to 49 Unit	CA, 04101	0.125124	0.0341246	0.0628091	0.265084	0.179525	0.159743	0.142433	0.0311573	0	58	2022	1.5089e-05
3 or 4 Unit	CA, 04101	0.0224579	0	0.0386775	0.0935745	0.390518	0.333125	0.0449158	0.0667498	0.00998129	57	1603	1.19623e-05
5 to 9 Unit	CA, 04101	0	0.0654601	0.0608394	0.199846	0.212553	0.249904	0.122064	0.0893338	0	80	2597	1.938e-05
50 or more Unit	CA, 04101	0.0503731	0	0.0293843	0.0499067	0.441698	0.0988806	0.19403	0.0965485	0.0391791	75	2144	1.59995e-05
Mobile Home	CA, 04101	0	0	0.0517621	0.0539648	0.64978	0.106828	0.125551	0.00881057	0.00330396	40	908	6.7759e-06
Single-Family Attached	CA, 04101	0.0628373	0.0119507	0.0624518	0.0861604	0.368736	0.107941	0.112567	0.181766	0.00558982	219	5188	3.87152e-05
Single-Family Detached	CA, 04101	0.0953559	0.0398244	0.234618	0.252644	0.157504	0.0898831	0.0570775	0.0657659	0.00732793	1551	32342	0.00024135
10 to 19 Unit	CA, 04102	0.0476821	0.0322296	0.116556	0.345475	0.224724	0.147682	0.0562914	0.00618102	0.0231788	181	4530	3.3721e-05
2 Unit	CA, 04102	0.270662	0.0724399	0.184392	0.2216	0.131709	0.0661837	0.0322687	0	0.0207442	129	3037	2.26072e-05
20 to 49 Unit	CA, 04102	0.0185607	0.0253989	0.108108	0.311299	0.342885	0.0931293	0.0726148	0.0280039	0	139	3071	2.28604e-05
3 or 4 Unit	CA, 04102	0.190247	0.0343068	0.124468	0.181741	0.200454	0.160476	0.0377091	0.0428126	0.0277857	141	3527	2.62548e-05
5 to 9 Unit	CA, 04102	0.0897031	0.0261108	0.189514	0.251421	0.249316	0.087808	0.0661192	0.00968625	0.0303222	192	4749	3.53513e-05
