Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=Tenure	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	Option=Void	source_count	source_weight	sampling_probability
3C	Multi-Family with 5+ Units	Central AC	Not Available	0	0	0.068004	0	0.172332	0	0.161342	0.437205	0	0.161117	0	0	12	162633	0.000142559
3C	Multi-Family with 5+ Units	Central AC	Owner	0.0326793	0.00835405	0.0362746	0	0.0382133	0.0916589	0.0724295	0.318348	0.0902686	0.180224	0.13155	0	72	14276.9	0.000164415
3C	Multi-Family with 5+ Units	Central AC	Renter	0	0	0.0745483	0	0.188916	0	0.176869	0.479279	0	0.0803874	0	0	11	148356	0.00141054
3C	Multi-Family with 5+ Units	Ducted Heat Pump	Not Available	0	0	0.048348	0	0.122521	0	0.114708	0.548371	0.051505	0.114547	0	0	17	23019.7	3.35631e-05
3C	Multi-Family with 5+ Units	Ducted Heat Pump	Owner	0.0326793	0.00835405	0.0362746	0	0.0382133	0.0916589	0.0724295	0.318348	0.0902686	0.180224	0.13155	0	72	11147.3	4.03904e-05
3C	Multi-Family with 5+ Units	Ducted Heat Pump	Renter	0	0	0.0543935	0	0.137841	0	0.129051	0.562115	0.0579452	0.0586539	0	0	15	11872.4	0.00033232
3C	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3C	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3C	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Not Available	0.0423445	0	0.0871936	0	0.107705	0.261945	0.135229	0.104148	0.0228741	0.095305	0.143256	0	32	16076.4	9.42221e-06
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Owner	0.0747164	0	0.095854	0	0.0547864	0.282855	0.238611	0.127383	0.0403612	0.0854332	0	0	19	16076.4	1.1133e-05
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Renter	0	0	0.0758651	0	0.176925	0.234593	0	0.0737558	0	0.108218	0.330643	0	13	0	9.39546e-05
3C	Multi-Family with 5+ Units	None	Not Available	0.0114565	0	0.071418	0	0.150342	0.0708702	0.150059	0.35715	0.0108471	0.139099	0.0387584	0	0	0	0.000146309
3C	Multi-Family with 5+ Units	None	Owner	0.0489635	0.00511788	0.0593543	0	0.0446333	0.165724	0.136804	0.244372	0.0709356	0.143504	0.0805906	0	0	0	0.000167966
3C	Multi-Family with 5+ Units	None	Renter	0	0	0.0737513	0	0.183098	0.0581305	0.130377	0.38341	0.00322965	0.0860723	0.0819311	0	0	0	0.00139742
3C	Multi-Family with 5+ Units	Room AC	Not Available	0.0423445	0	0.0871936	0	0.107705	0.261945	0.135229	0.104148	0.0228741	0.095305	0.143256	0	32	52782.7	0.000167483
3C	Multi-Family with 5+ Units	Room AC	Owner	0.0747164	0	0.095854	0	0.0547864	0.282855	0.238611	0.127383	0.0403612	0.0854332	0	0	19	0	0.000191592
3C	Multi-Family with 5+ Units	Room AC	Renter	0	0	0.0758651	0	0.176925	0.234593	0	0.0737558	0	0.108218	0.330643	0	13	52782.7	0.001566
3C	Single-Family Attached	Central AC	Not Available	0.0823405	0.0662759	0.0676507	0	0.170873	0.17478	0.120965	0.0584019	0	0.138433	0.12028	0	14	85279.8	5.0425e-05
3C	Single-Family Attached	Central AC	Owner	0.118587	0.0954508	0.0974307	0	0	0.251719	0.0897369	0.0841105	0	0.0897369	0.173228	0	10	59213.7	0.000575681
3C	Single-Family Attached	Central AC	Renter	0	0	0	0	0.142652	0	0.204099	0.187762	0.10824	0.357247	0	0	12	26066.1	0.000384515
3C	Single-Family Attached	Ducted Heat Pump	Not Available	0.0293507	0.00750314	0.0325798	0	0.0536656	0.082323	0.0927293	0.296586	0.0957523	0.191359	0.118151	0	82	0	6.74153e-06
3C	Single-Family Attached	Ducted Heat Pump	Owner	0.0339553	0.00868024	0.037691	0	0.0397053	0.0952378	0.0752575	0.313658	0.0937932	0.165335	0.136687	0	70	0	7.62838e-05
3C	Single-Family Attached	Ducted Heat Pump	Renter	0	0	0	0	0.142652	0	0.204099	0.187762	0.10824	0.357247	0	0	12	0	5.33755e-05
3C	Single-Family Attached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3C	Single-Family Attached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3C	Single-Family Attached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3C	Single-Family Attached	Non-Ducted Heat Pump	Not Available	0.0590394	0	0.121571	0	0.0978272	0.25637	0.188546	0.100655	0.0318926	0.0675076	0.0765918	0	25	0	1.62759e-06
3C	Single-Family Attached	Non-Ducted Heat Pump	Owner	0.0813647	0	0.104383	0	0.0596613	0.219044	0.259843	0.138717	0.0439525	0.0930351	0	0	18	0	1.96399e-05
3C	Single-Family Attached	Non-Ducted Heat Pump	Renter	0	0	0.0758651	0	0.176925	0.234593	0	0.0737558	0	0.108218	0.330643	0	13	0	1.31125e-05
3C	Single-Family Attached	None	Not Available	0.0830953	0.0471463	0.0811353	0	0.144203	0.190347	0.142636	0.0675484	0	0.126514	0.117374	0	0	0	3.19485e-05
3C	Single-Family Attached	None	Owner	0.117788	0.0788965	0.0918001	0	0	0.26128	0.119789	0.0904855	0	0.0967766	0.143185	0	0	0	0.000368731
3C	Single-Family Attached	None	Renter	0	0	0.0348753	0	0.158408	0.107843	0.110274	0.135353	0.058482	0.242768	0.151997	0	0	0	0.000243973
3C	Single-Family Attached	Room AC	Not Available	0.0849556	0	0.114369	0	0.0784756	0.228711	0.196044	0.0900908	0	0.0971411	0.110213	0	18	34602.2	1.55511e-05
3C	Single-Family Attached	Room AC	Owner	0.113979	0	0.0649653	0	0	0.306844	0.263017	0.120868	0	0.130327	0	0	13	12424.4	0.000179875
3C	Single-Family Attached	Room AC	Renter	0	0	0.0758651	0	0.176925	0.234593	0	0.0737558	0	0.108218	0.330643	0	13	22177.8	0.000119356
3C	Single-Family Detached	Central AC	Not Available	0.0235962	0	0.0293597	0	0.0404339	0.0736742	0.0931115	0.313602	0.112807	0.190264	0.123152	0	65	639401	0.000463104
3C	Single-Family Detached	Central AC	Owner	0.0267832	0	0.0333252	0	0.0458951	0.0836249	0.0775568	0.32191	0.108415	0.162704	0.139786	0	57	563317	0.00552812
3C	Single-Family Detached	Central AC	Renter	0	0	0	0	0.142652	0	0.204099	0.187762	0.10824	0.357247	0	0	12	76084.3	0.00141451
3C	Single-Family Detached	Ducted Heat Pump	Not Available	0.0293507	0.00750314	0.0325798	0	0.0536656	0.082323	0.0927293	0.296586	0.0957523	0.191359	0.118151	0	82	19912.3	2.84176e-05
3C	Single-Family Detached	Ducted Heat Pump	Owner	0.0339553	0.00868024	0.037691	0	0.0397053	0.0952378	0.0752575	0.313658	0.0937932	0.165335	0.136687	0	70	19912.3	0.000331842
3C	Single-Family Detached	Ducted Heat Pump	Renter	0	0	0	0	0.142652	0	0.204099	0.187762	0.10824	0.357247	0	0	12	0	8.78435e-05
3C	Single-Family Detached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	1	9354.99	0
3C	Single-Family Detached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	1	9354.99	0
3C	Single-Family Detached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3C	Single-Family Detached	Non-Ducted Heat Pump	Not Available	0.0590394	0	0.121571	0	0.0978272	0.25637	0.188546	0.100655	0.0318926	0.0675076	0.0765918	0	25	66007	8.94567e-06
3C	Single-Family Detached	Non-Ducted Heat Pump	Owner	0.0813647	0	0.104383	0	0.0596613	0.219044	0.259843	0.138717	0.0439525	0.0930351	0	0	18	51697.9	0.000106192
3C	Single-Family Detached	Non-Ducted Heat Pump	Renter	0	0	0.0758651	0	0.176925	0.234593	0	0.0737558	0	0.108218	0.330643	0	13	14309	2.83533e-05
3C	Single-Family Detached	None	Not Available	0.0396748	0.000172971	0.0546868	0	0.0386445	0.11455	0.124746	0.257634	0.0881506	0.169875	0.111865	0	0	0	0.000199979
3C	Single-Family Detached	None	Owner	0.0461362	0.000230004	0.0443106	0	0.03956	0.124557	0.123149	0.271758	0.0867781	0.155114	0.108407	0	0	0	0.00233822
3C	Single-Family Detached	None	Renter	0	0	0.0244551	0	0.1537	0.0756209	0.138308	0.151012	0.073349	0.276972	0.106583	0	0	0	0.000616184
3C	Single-Family Detached	Room AC	Not Available	0.106191	0	0.142956	0	0	0.240362	0.245046	0.0683762	0	0.121422	0.0756475	0	13	138434	8.79938e-05
3C	Single-Family Detached	Room AC	Owner	0.126129	0	0.0718907	0	0	0.285491	0.291055	0.0812144	0	0.14422	0	0	11	116551	0.000977471
3C	Single-Family Detached	Room AC	Renter	0	0	0.0758651	0	0.176925	0.234593	0	0.0737558	0	0.108218	0.330643	0	13	21883.3	0.000260692
4A	Mobile Home	Central AC	Not Available	0.0840699	0	0.0783757	0.0298221	0.104061	0.209926	0.128267	0.167277	0.0527049	0.106896	0.0386002	0	77	518206	0.000867718
4A	Mobile Home	Central AC	Owner	0.104887	0	0.0441235	0.0252302	0.115001	0.229571	0.14262	0.177928	0.0390419	0.111186	0.0104116	0	64	415357	0.00224633
4A	Mobile Home	Central AC	Renter	0	0	0.216704	0.0483667	0.0598805	0.130591	0.0702999	0.124267	0.107883	0.0895688	0.15244	0	13	102849	0.00100444
4A	Mobile Home	Ducted Heat Pump	Not Available	0.0221682	0.0114306	0.0266107	0	0.126964	0.258154	0.296309	0.169622	0.0326972	0.0265156	0.0295295	0	58	373528	0.000758918
4A	Mobile Home	Ducted Heat Pump	Owner	0.028763	0.014831	0.034527	0	0.147433	0.273733	0.246695	0.17719	0.0424243	0.0344037	0	0	46	287885	0.00198657
4A	Mobile Home	Ducted Heat Pump	Renter	0	0	0	0	0.0581548	0.205786	0.463085	0.144183	0	0	0.128792	0	12	85642.6	0.000966926
4A	Mobile Home	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Mobile Home	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Mobile Home	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Mobile Home	Non-Ducted Heat Pump	Not Available	0.0451227	0	0.0822959	0.0235833	0.173076	0.277718	0.148451	0.174601	0	0.033269	0.0418828	0	49	14090.7	1.20393e-05
4A	Mobile Home	Non-Ducted Heat Pump	Owner	0.0468574	0	0.0854597	0.0101343	0.17973	0.288395	0.154158	0.181314	0	0.034548	0.0194048	0	47	14090.7	3.27565e-05
4A	Mobile Home	Non-Ducted Heat Pump	Renter	0.11926	0.0353332	0.10324	0.0357061	0.159854	0.205252	0.127416	0.110135	0.0359302	0.00462788	0.063246	0	280	0	1.45195e-05
4A	Mobile Home	None	Not Available	0.0588516	0.0206144	0.076725	0.0303608	0.120538	0.208953	0.175018	0.156338	0.0325379	0.0541407	0.0659236	0	0	0	0.000153773
4A	Mobile Home	None	Owner	0.0692358	0.0272953	0.0450222	0.0345716	0.135891	0.222428	0.172228	0.16906	0.0309887	0.0616654	0.0316142	0	0	0	0.000414581
4A	Mobile Home	None	Renter	0.0268926	0	0.174697	0.0167308	0.0734807	0.167878	0.183897	0.117399	0.0373184	0.0309832	0.170723	0	0	0	0.000191874
4A	Mobile Home	Room AC	Not Available	0.0615303	0.0672394	0.134297	0.0682841	0.138012	0.144691	0.107995	0.121091	0	0	0.15686	0	46	308921	0.000612665
4A	Mobile Home	Room AC	Owner	0.0550366	0.103812	0.0591404	0.105426	0.159562	0.129138	0.127818	0.138092	0	0	0.121974	0	28	200088	0.00161292
4A	Mobile Home	Room AC	Renter	0.073469	0	0.272471	0	0.0983934	0.173286	0.0715503	0.0898336	0	0	0.220997	0	18	108833	0.000725764
4A	Multi-Family with 2 - 4 Units	Central AC	Not Available	0.0207491	0.0111547	0.0827143	0.0604377	0.168416	0.219496	0.195198	0.0947761	0.0422233	0.0533771	0.0514571	0	92	714525	0.000891299
4A	Multi-Family with 2 - 4 Units	Central AC	Owner	0.0234424	0	0.0262355	0.0195789	0.145481	0.177055	0.32853	0.167175	0.0749581	0.0375454	0	0	61	95488	0.000763521
4A	Multi-Family with 2 - 4 Units	Central AC	Renter	0.0239497	0.0128754	0.0954731	0.0697604	0.194395	0.218422	0.189125	0.069825	0.0287877	0.0379926	0.0593945	0	83	619037	0.00410164
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Not Available	0	0	0	0	0.174898	0.260517	0.31359	0.0590294	0	0.146086	0.0458798	0	29	183327	0.00031352
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Owner	0	0	0	0	0.0207201	0.25205	0.269143	0.245507	0.21258	0	0	0	16	7194.21	0.000175221
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Renter	0	0	0	0	0.182042	0.244327	0.326399	0.0474252	0	0.152053	0.0477538	0	26	176133	0.00155584
4A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Not Available	0.0622077	0	0.0874158	0	0.127837	0.015135	0.32971	0.133362	0.0921056	0.152227	0	0	14	17591.2	2.1231e-05
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Owner	0.0910675	0.00678215	0.0792107	0.0287515	0.14721	0.22202	0.133332	0.0970106	0.0961135	0.0421301	0.0563717	0	132	0	1.32781e-05
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Renter	0	0	0.110014	0	0.160885	0.0190476	0.234718	0.167838	0.115916	0.19158	0	0	11	17591.2	0.000101725
4A	Multi-Family with 2 - 4 Units	None	Not Available	0.0837817	0.0113448	0.0612347	0.0467673	0.162097	0.220352	0.174929	0.0905955	0.037731	0.040425	0.0707434	0	0	0	0.000269207
4A	Multi-Family with 2 - 4 Units	None	Owner	0.0902405	0	0.0114274	0.0458888	0.214847	0.229512	0.17604	0.119981	0.1004	0.0116627	0	0	0	0	0.000371493
4A	Multi-Family with 2 - 4 Units	None	Renter	0.0832927	0.0133721	0.0718228	0.0480111	0.16117	0.214319	0.1801	0.0803284	0.0246465	0.0395521	0.0833854	0	0	0	0.00124638
4A	Multi-Family with 2 - 4 Units	Room AC	Not Available	0.138431	0.0135164	0.0571145	0.0464334	0.156468	0.217526	0.1366	0.0924365	0.0402043	0.0129179	0.0883519	0	103	1.11214e+06	0.00131079
4A	Multi-Family with 2 - 4 Units	Room AC	Owner	0.124569	0	0.00492188	0.0597734	0.254025	0.253188	0.101642	0.0935562	0.108325	0	0	0	18	204719	0.00220236
4A	Multi-Family with 2 - 4 Units	Room AC	Renter	0.141558	0.0165657	0.0688893	0.0434238	0.134459	0.20948	0.144487	0.0921838	0.024836	0.0158322	0.108284	0	85	907423	0.0061113
4A	Multi-Family with 5+ Units	Central AC	Not Available	0.027651	0.015846	0.048226	0.0357542	0.174207	0.209152	0.252981	0.166508	0.0399128	0.0244597	0.00530172	0	294	2.16736e+06	0.00206781
4A	Multi-Family with 5+ Units	Central AC	Owner	0.0294753	0	0.0329872	0.0246175	0.18292	0.164339	0.352711	0.144179	0.0609668	0.00780422	0	0	52	371045	0.00185392
4A	Multi-Family with 5+ Units	Central AC	Renter	0.0272742	0.0191192	0.0513738	0.0380545	0.172407	0.218409	0.232381	0.17112	0.035564	0.0279001	0.00639683	0	242	1.79632e+06	0.0129235
4A	Multi-Family with 5+ Units	Ducted Heat Pump	Not Available	0.0409028	0.032356	0	0.0533743	0.205643	0.232374	0.240498	0.0785817	0.0834186	0.0303714	0.00248127	0	89	694395	0.000796785
4A	Multi-Family with 5+ Units	Ducted Heat Pump	Owner	0	0	0	0	0.0224277	0.218687	0.291323	0.237462	0.2301	0	0	0	13	87294.3	0.000527536
4A	Multi-Family with 5+ Units	Ducted Heat Pump	Renter	0.0467842	0.0370084	0	0.0610489	0.231987	0.234342	0.233189	0.0557365	0.0623275	0.0347385	0.00283805	0	76	607101	0.00454968
4A	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Not Available	0.0731895	0	0.102848	0	0.097745	0.0178068	0.264041	0.156905	0.108365	0.1791	0	0	12	99648.1	7.67627e-05
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Owner	0.0910675	0.00678215	0.0792107	0.0287515	0.14721	0.22202	0.133332	0.0970106	0.0961135	0.0421301	0.0563717	0	132	24082.5	7.57582e-05
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Renter	0	0	0.110014	0	0.160885	0.0190476	0.234718	0.167838	0.115916	0.19158	0	0	11	75565.6	0.000453697
4A	Multi-Family with 5+ Units	None	Not Available	0.053194	0.0131828	0.0585863	0.0312163	0.163586	0.217519	0.192103	0.145237	0.0593443	0.0393895	0.0266422	0	0	0	0.000457806
4A	Multi-Family with 5+ Units	None	Owner	0.0337579	0.000157572	0.0589138	0.0196206	0.127859	0.2274	0.239789	0.0949714	0.102428	0.0473893	0.0477138	0	0	0	0.000566368
4A	Multi-Family with 5+ Units	None	Renter	0.0567251	0.0163895	0.0585001	0.0341995	0.173676	0.216291	0.179244	0.15732	0.0489288	0.0368907	0.0218351	0	0	0	0.00316163
4A	Multi-Family with 5+ Units	Room AC	Not Available	0.07969	0.00557581	0.0837222	0.0217523	0.144041	0.229383	0.118176	0.144818	0.0681244	0.0499609	0.0547566	0	236	2.33634e+06	0.00188725
4A	Multi-Family with 5+ Units	Room AC	Owner	0.0394528	0	0.0846733	0.0189687	0.106758	0.271232	0.160685	0.0394855	0.110352	0.0815898	0.0868036	0	54	554126	0.00257163
4A	Multi-Family with 5+ Units	Room AC	Renter	0.0922005	0.00730945	0.0834264	0.0226178	0.155634	0.216371	0.104959	0.177568	0.0549949	0.0401269	0.0447926	0	182	1.78221e+06	0.0136397
4A	Single-Family Attached	Central AC	Not Available	0.0364161	0.0105767	0.0732662	0.069646	0.106942	0.228923	0.219925	0.126828	0.0478571	0.0633701	0.0162497	0	332	1.38354e+06	0.0010814
4A	Single-Family Attached	Central AC	Owner	0.0113194	0.00885234	0.0557858	0.0444719	0.102835	0.213991	0.264258	0.129048	0.0612093	0.0870387	0.0211909	0	238	966648	0.00669157
4A	Single-Family Attached	Central AC	Renter	0.0946079	0.0145749	0.113798	0.128017	0.116466	0.263547	0.117131	0.121678	0.0168974	0.00848967	0.00479264	0	94	416892	0.00325822
4A	Single-Family Attached	Ducted Heat Pump	Not Available	0.063931	0.0231275	0.0500599	0.0527981	0.147377	0.171444	0.305022	0.10962	0.0242969	0.0523239	0	0	57	210960	0.000224511
4A	Single-Family Attached	Ducted Heat Pump	Owner	0	0	0.064895	0.0437852	0.157459	0.170661	0.373517	0.0686361	0.0383846	0.0826624	0	0	35	133534	0.00153367
4A	Single-Family Attached	Ducted Heat Pump	Renter	0.174191	0.0630149	0.0244741	0.0683425	0.129988	0.172795	0.18689	0.180304	0	0	0	0	22	77425.8	0.000838508
4A	Single-Family Attached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Single-Family Attached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Single-Family Attached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Single-Family Attached	Non-Ducted Heat Pump	Not Available	0.0451227	0	0.0822959	0.0235833	0.173076	0.277718	0.148451	0.174601	0	0.033269	0.0418828	0	49	57897.6	1.97061e-05
4A	Single-Family Attached	Non-Ducted Heat Pump	Owner	0.0468574	0	0.0854597	0.0101343	0.17973	0.288395	0.154158	0.181314	0	0.034548	0.0194048	0	47	57897.6	0.000129286
4A	Single-Family Attached	Non-Ducted Heat Pump	Renter	0.11926	0.0353332	0.10324	0.0357061	0.159854	0.205252	0.127416	0.110135	0.0359302	0.00462788	0.063246	0	280	0	5.57698e-05
4A	Single-Family Attached	None	Not Available	0.0592243	0.0143586	0.0657576	0.0537774	0.114395	0.228967	0.217236	0.1345	0.0378404	0.0481931	0.0257512	0	0	0	0.000149987
4A	Single-Family Attached	None	Owner	0.0244012	0.0139668	0.0488038	0.0390078	0.105112	0.225816	0.267594	0.13436	0.0485747	0.0702185	0.0221459	0	0	0	0.000918271
4A	Single-Family Attached	None	Renter	0.125813	0.0151061	0.0983621	0.0808875	0.13264	0.235831	0.121597	0.135304	0.0173568	0.00626548	0.0308362	0	0	0	0.000406714
4A	Single-Family Attached	Room AC	Not Available	0.127933	0.0235852	0.0481657	0.00998469	0.114297	0.249489	0.177259	0.164153	0.0185487	0.00219957	0.0643849	0	72	456700	0.000456342
4A	Single-Family Attached	Room AC	Owner	0.0890758	0.0477024	0	0.0201946	0.0647693	0.29301	0.24832	0.183926	0.0129679	0	0.0400337	0	32	225803	0.00274386
4A	Single-Family Attached	Room AC	Renter	0.165934	0	0.0952688	0	0.162732	0.206928	0.107765	0.144816	0.0240064	0.00435061	0.088199	0	40	230897	0.00118442
4A	Single-Family Detached	Central AC	Not Available	0.0110568	0.00491034	0.0271582	0.020609	0.12922	0.214917	0.237003	0.181591	0.0823573	0.0696972	0.0214804	0	1618	9.54604e+06	0.00724893
4A	Single-Family Detached	Central AC	Owner	0.00970271	0.00537002	0.0269376	0.0201891	0.122329	0.206291	0.244421	0.184301	0.0863423	0.0736987	0.0204175	0	1487	8.72888e+06	0.0572665
4A	Single-Family Detached	Central AC	Renter	0.0255212	0	0.0295147	0.0250943	0.202829	0.307062	0.157764	0.152637	0.0397896	0.0269533	0.0328345	0	131	817159	0.0095215
4A	Single-Family Detached	Ducted Heat Pump	Not Available	0.00523446	0	0.0180439	0.0118848	0.0890965	0.211437	0.304477	0.195883	0.0681396	0.0802175	0.015586	0	434	2.48861e+06	0.00254043
4A	Single-Family Detached	Ducted Heat Pump	Owner	0.00565551	0	0.0144913	0.0128408	0.0826159	0.197025	0.317006	0.205079	0.0709148	0.0807024	0.013669	0	401	2.30333e+06	0.0166981
4A	Single-Family Detached	Ducted Heat Pump	Renter	0	0	0.0622095	0	0.169662	0.390608	0.148715	0.081558	0.0336391	0.0741896	0.0394182	0	33	185278	0.00312124
4A	Single-Family Detached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	6691.02	0
4A	Single-Family Detached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	6691.02	0
4A	Single-Family Detached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
4A	Single-Family Detached	Non-Ducted Heat Pump	Not Available	0.0578368	0	0.0655262	0.0177194	0.188942	0.245076	0.147418	0.223798	0	0	0.053684	0	38	255489	7.46597e-05
4A	Single-Family Detached	Non-Ducted Heat Pump	Owner	0.060718	0	0.0687905	0	0.198354	0.257285	0.154762	0.234947	0	0	0.0251448	0	36	243366	0.000497689
4A	Single-Family Detached	Non-Ducted Heat Pump	Renter	0.11926	0.0353332	0.10324	0.0357061	0.159854	0.205252	0.127416	0.110135	0.0359302	0.00462788	0.063246	0	280	12123.4	8.99173e-05
4A	Single-Family Detached	None	Not Available	0.0197776	0.00622124	0.0324183	0.0191998	0.121405	0.210569	0.241222	0.18227	0.0712364	0.0698074	0.0258734	0	0	0	0.000520016
4A	Single-Family Detached	None	Owner	0.0182569	0.00581111	0.0324701	0.0184336	0.113269	0.201127	0.250718	0.186775	0.0747603	0.0739457	0.0244328	0	0	0	0.00410866
4A	Single-Family Detached	None	Renter	0.0362325	0.0106894	0.0328807	0.0236984	0.204887	0.307637	0.146772	0.137941	0.0360803	0.028165	0.0350165	0	0	0	0.000641363
4A	Single-Family Detached	Room AC	Not Available	0.0808778	0.0226972	0.0755922	0.0220563	0.11503	0.181339	0.189331	0.161107	0.0265438	0.0658982	0.0595273	0	262	1.79569e+06	0.00165154
4A	Single-Family Detached	Room AC	Owner	0.0789508	0.0179352	0.0850406	0.0197631	0.0942974	0.16908	0.202376	0.165782	0.0266228	0.0769288	0.0632237	0	223	1.53821e+06	0.0129388
4A	Single-Family Detached	Room AC	Renter	0.09239	0.051146	0.0191458	0.035756	0.238886	0.254579	0.1114	0.133181	0.026072	0	0.0374446	0	39	257478	0.00202996
4B	Mobile Home	Central AC	Not Available	0.0237675	0	0	0.0325635	0.0624845	0.238692	0.23079	0.227841	0.0605729	0.11091	0.0123787	0	67	36286.5	0.000113184
4B	Mobile Home	Central AC	Owner	0	0	0	0.0355161	0.06815	0.244503	0.231687	0.248499	0.0660651	0.0920781	0.0135011	0	59	30968.4	0.000300833
4B	Mobile Home	Central AC	Renter	0.0381683	0	0.0721791	0.0690435	0.172308	0.236101	0.177668	0.131182	0.0266778	0.0583056	0.0183668	0	62	5318.1	0.000118411
4B	Mobile Home	Ducted Heat Pump	Not Available	0	0.0166415	0.0176811	0	0.128913	0.142278	0.353685	0.228224	0.0355821	0.0769964	0	0	29	11158.4	2.5006e-05
