Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=290 Rated kWh	Option=318 Rated kWh	Option=None	Option=Void	source_count	source_weight	sampling_probability
100-150%	Multi-Family with 2 - 4 Units	CT	Owner	<1940	0.207044	0.207044	0.585912	0	11	4036.87	9.7375e-06
100-150%	Multi-Family with 2 - 4 Units	CT	Renter	<1940	0.194048	0.194048	0.611904	0	21	0	6.68316e-05
150-200%	Multi-Family with 2 - 4 Units	CT	Not Available	<1940	0	0	0	1	119	48700.7	0
150-200%	Multi-Family with 2 - 4 Units	CT	Owner	<1940	0.207044	0.207044	0.585912	0	11	0	1.1595e-05
150-200%	Multi-Family with 2 - 4 Units	CT	Renter	<1940	0.219195	0.219195	0.56161	0	14	6957.24	6.05318e-05
200-300%	Multi-Family with 2 - 4 Units	CT	Not Available	<1940	0	0	0	1	49	173136	0
200-300%	Multi-Family with 2 - 4 Units	CT	Owner	<1940	0.220775	0.220775	0.55845	0	10	6124.66	2.51336e-05
200-300%	Multi-Family with 2 - 4 Units	CT	Renter	<1940	0.184656	0.184656	0.630688	0	22	18609	0.000103076
300-400%	Multi-Family with 2 - 4 Units	CT	Not Available	<1940	0	0	0	1	21	72441.1	0
300-400%	Multi-Family with 2 - 4 Units	CT	Owner	<1940	0.220775	0.220775	0.55845	0	10	0	2.60495e-05
300-400%	Multi-Family with 2 - 4 Units	CT	Renter	<1940	0.269889	0.269889	0.460223	0	16	10348.7	7.49856e-05
400%+	Multi-Family with 2 - 4 Units	CT	Not Available	<1940	0	0	0	1	266	30937.4	0
400%+	Multi-Family with 2 - 4 Units	CT	Owner	<1940	0.407531	0.407531	0.184939	0	12	0	8.50279e-05
400%+	Multi-Family with 2 - 4 Units	CT	Renter	<1940	0.280514	0.280514	0.438972	0	26	4419.63	0.000140252
Not Available	Multi-Family with 2 - 4 Units	CT	Not Available	<1940	0.252489	0.252489	0.495022	0	539	3.08564e+06	0.000132339
Not Available	Multi-Family with 2 - 4 Units	CT	Owner	<1940	0	0	0	1	14	71130.7	0
Not Available	Multi-Family with 2 - 4 Units	CT	Renter	<1940	0	0	0	1	63	369674	0
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	1940s	0	0	0	1	42	2890.69	0
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	1940s	0.145921	0.145921	0.708158	0	31	0	1.66798e-07
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	1940s	0.332429	0.332429	0.335142	0	10	412.955	5.39744e-06
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	1940s	0	0	0	1	14	3574.46	0
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	1940s	0.145921	0.145921	0.708158	0	31	0	1.40782e-07
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	1940s	0.332429	0.332429	0.335142	0	10	510.637	2.08628e-06
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	1940s	0	0	0	1	14	2136	0
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	1940s	0.145921	0.145921	0.708158	0	31	0	1.41475e-07
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	1940s	0.332429	0.332429	0.335142	0	10	305.142	1.94166e-06
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	1940s	0	0	0	1	14	0	0
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	1940s	0.254762	0.254762	0.490477	0	48	0	3.90943e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	1940s	0.251423	0.251423	0.497154	0	15	0	3.42661e-06
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	1940s	0	0	0	1	14	0	0
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	1940s	0.254762	0.254762	0.490477	0	48	0	3.33175e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	1940s	0.251423	0.251423	0.497154	0	15	0	2.55615e-06
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	1940s	0	0	0	1	42	15047.6	0
400%+	Multi-Family with 2 - 4 Units	DC	Owner	1940s	0.472423	0.472423	0.0551536	0	14	1072.81	2.84363e-06
400%+	Multi-Family with 2 - 4 Units	DC	Renter	1940s	0.286311	0.286311	0.427377	0	11	1076.85	7.04401e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	1940s	0.377766	0.377766	0.244468	0	441	165541	4.49711e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	1940s	0	0	0	1	21	7509.65	0
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	1940s	0	0	0	1	42	16139.1	0
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	1950s	0	0	0	1	35	10285.7	0
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	1950s	0.145921	0.145921	0.708158	0	31	0	1.67513e-07
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	1950s	0.154587	0.154587	0.690826	0	11	1469.39	5.82754e-06
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	1950s	0	0	0	1	21	17817.2	0
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	1950s	0.145921	0.145921	0.708158	0	31	0	1.41399e-07
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	1950s	0.154587	0.154587	0.690826	0	11	2545.32	2.24779e-06
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	1950s	0	0	0	1	21	2351.75	0
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	1950s	0.145921	0.145921	0.708158	0	31	0	1.42495e-07
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	1950s	0.154587	0.154587	0.690826	0	11	335.964	2.07564e-06
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	1950s	0	0	0	1	14	0	0
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	1950s	0.254762	0.254762	0.490477	0	48	0	3.97929e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	1950s	0.251423	0.251423	0.497154	0	15	0	3.7341e-06
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	1950s	0	0	0	1	14	0	0
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	1950s	0.254762	0.254762	0.490477	0	48	0	3.48448e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	1950s	0.251423	0.251423	0.497154	0	15	0	2.74171e-06
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	1950s	0	0	0	1	105	0	0
400%+	Multi-Family with 2 - 4 Units	DC	Owner	1950s	0.472423	0.472423	0.0551536	0	14	0	3.09262e-06
400%+	Multi-Family with 2 - 4 Units	DC	Renter	1950s	0.286311	0.286311	0.427377	0	11	0	7.56146e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	1950s	0.15509	0.15509	0.689819	0	147	213183	4.87345e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	1950s	0	0	0	1	35	0	0
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	1950s	0	0	0	1	21	30454.7	0
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	1960s	0	0	0	1	14	20293	0
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	1960s	0.378747	0.378747	0.242506	0	14	0	2.32536e-07
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	1960s	0.0559276	0.0559276	0.888145	0	11	2898.99	4.56252e-06
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	1960s	0	0	0	1	21	0	0
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	1960s	0.378747	0.378747	0.242506	0	14	0	1.48696e-07
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	1960s	0.0855399	0.0855399	0.82892	0	18	0	2.50071e-06
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	1960s	0	0	0	1	28	0	0
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	1960s	0.378747	0.378747	0.242506	0	14	0	1.61441e-07
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	1960s	0.0855399	0.0855399	0.82892	0	18	0	2.01394e-06
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	1960s	0	0	0	1	28	0	0
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	1960s	0.273369	0.273369	0.453262	0	19	0	5.13393e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	1960s	0.286429	0.286429	0.427141	0	12	0	3.25264e-06
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	1960s	0	0	0	1	28	0	0
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	1960s	0.273369	0.273369	0.453262	0	19	0	2.92155e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	1960s	0.286429	0.286429	0.427141	0	12	0	1.62005e-06
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	1960s	0	0	0	1	14	7053.21	0
400%+	Multi-Family with 2 - 4 Units	DC	Owner	1960s	0.5	0.5	0	0	18	1007.6	1.58399e-06
400%+	Multi-Family with 2 - 4 Units	DC	Renter	1960s	0.465203	0.465203	0.0695938	0	33	0	4.11578e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	1960s	0.128962	0.128962	0.742077	0	147	191423	3.55955e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	1960s	0	0	0	1	42	7053.21	0
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	1960s	0	0	0	1	14	20293	0
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	1970s	0	0	0	1	70	0	0
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	1970s	0.378747	0.378747	0.242506	0	14	0	2.27662e-07
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	1970s	0.225432	0.225432	0.549136	0	10	0	2.58275e-06
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	1970s	0	0	0	1	49	9656.99	0
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	1970s	0.378747	0.378747	0.242506	0	14	0	1.4558e-07
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	1970s	0.356352	0.356352	0.287296	0	13	1379.57	1.55755e-06
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	1970s	0	0	0	1	56	0	0
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	1970s	0.378747	0.378747	0.242506	0	14	0	1.58057e-07
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	1970s	0.356352	0.356352	0.287296	0	13	0	1.20181e-06
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	1970s	0	0	0	1	42	0	0
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	1970s	0.273369	0.273369	0.453262	0	19	0	5.02633e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	1970s	0.286429	0.286429	0.427141	0	12	0	1.89607e-06
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	1970s	0	0	0	1	49	0	0
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	1970s	0.273369	0.273369	0.453262	0	19	0	2.86031e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	1970s	0.286429	0.286429	0.427141	0	12	0	1.15972e-06
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	1970s	0	0	0	1	49	0	0
400%+	Multi-Family with 2 - 4 Units	DC	Owner	1970s	0.5	0.5	0	0	18	0	1.55079e-06
400%+	Multi-Family with 2 - 4 Units	DC	Renter	1970s	0.465203	0.465203	0.0695938	0	33	0	4.07438e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	1970s	0.5	0.5	0	0	49	67599	2.60626e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	1970s	0	0	0	1	35	0	0
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	1970s	0	0	0	1	168	9656.99	0
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	1980s	0	0	0	1	63	7609.04	0
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	1980s	0.394026	0.394026	0.211948	0	22	0	1.0861e-07
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	1980s	0.323228	0.323228	0.353543	0	20	1087.01	1.28095e-06
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	1980s	0	0	0	1	35	0	0
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	1980s	0.394026	0.394026	0.211948	0	22	0	6.38815e-08
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	1980s	0.274421	0.274421	0.451158	0	11	0	8.19094e-07
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	1980s	0	0	0	1	42	0	0
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	1980s	0.394026	0.394026	0.211948	0	22	0	9.31796e-08
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	1980s	0.274421	0.274421	0.451158	0	11	0	7.13689e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	1980s	0	0	0	1	35	0	0
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	1980s	0.5	0.5	0	0	15	0	2.23941e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	1980s	0.355084	0.355084	0.289833	0	12	0	9.89717e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	1980s	0	0	0	1	21	0	0
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	1980s	0.5	0.5	0	0	15	0	1.85316e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	1980s	0.355084	0.355084	0.289833	0	12	0	7.73617e-07
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	1980s	0	0	0	1	42	0	0
400%+	Multi-Family with 2 - 4 Units	DC	Owner	1980s	0.5	0.5	0	0	19	0	7.5885e-07
400%+	Multi-Family with 2 - 4 Units	DC	Renter	1980s	0.440488	0.440488	0.119024	0	45	0	2.48301e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	1980s	0.5	0.5	0	0	49	53263.3	1.36691e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	1980s	0	0	0	1	14	0	0
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	1980s	0	0	0	1	168	7609.04	0
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	1990s	0	0	0	1	42	9508.43	0
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	1990s	0.394026	0.394026	0.211948	0	22	0	6.94164e-08
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	1990s	0.362147	0.362147	0.275707	0	18	1358.35	7.35452e-07
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	1990s	0	0	0	1	42	4532.64	0
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	1990s	0.394026	0.394026	0.211948	0	22	0	4.08288e-08
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	1990s	0.432418	0.432418	0.135165	0	12	647.52	4.60703e-07
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	1990s	0	0	0	1	42	6785.06	0
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	1990s	0.394026	0.394026	0.211948	0	22	0	5.95543e-08
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	1990s	0.432418	0.432418	0.135165	0	12	969.294	4.21371e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	1990s	0	0	0	1	35	0	0
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	1990s	0.5	0.5	0	0	15	0	1.43128e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	1990s	0.355084	0.355084	0.289833	0	12	0	5.79034e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	1990s	0	0	0	1	42	0	0
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	1990s	0.5	0.5	0	0	15	0	1.18442e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	1990s	0.355084	0.355084	0.289833	0	12	0	4.45981e-07
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	1990s	0	0	0	1	28	0	0
400%+	Multi-Family with 2 - 4 Units	DC	Owner	1990s	0.5	0.5	0	0	19	0	4.85007e-07
400%+	Multi-Family with 2 - 4 Units	DC	Renter	1990s	0.440488	0.440488	0.119024	0	45	0	1.57438e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	1990s	0	0	1	0	98	145783	8.34569e-07
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	1990s	0	0	0	1	14	0	0
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	1990s	0	0	0	1	14	20826.1	0
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	2000s	0	0	0	1	49	0	0
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	2000s	0.472821	0.472821	0.0543576	0	18	0	7.23357e-08
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	2000s	0.313692	0.313692	0.372616	0	16	0	3.06685e-06
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	2000s	0	0	0	1	35	0	0
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	2000s	0.472821	0.472821	0.0543576	0	18	0	2.36797e-08
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	2000s	0.313692	0.313692	0.372616	0	16	0	6.67782e-07
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	2000s	0	0	0	1	35	9485.44	0
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	2000s	0.472821	0.472821	0.0543576	0	18	0	2.87536e-08
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	2000s	0.313692	0.313692	0.372616	0	16	1355.06	4.60848e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	2000s	0	0	0	1	21	0	0
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	2000s	0.5	0.5	0	0	11	0	1.46592e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	2000s	0.385177	0.385177	0.229645	0	10	0	6.99252e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	2000s	0	0	0	1	14	0	0
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	2000s	0.5	0.5	0	0	11	0	1.69683e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	2000s	0.385177	0.385177	0.229645	0	10	0	4.35449e-07
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	2000s	0	0	0	1	28	0	0
400%+	Multi-Family with 2 - 4 Units	DC	Owner	2000s	0.5	0.5	0	0	19	0	8.70145e-07
400%+	Multi-Family with 2 - 4 Units	DC	Renter	2000s	0.494585	0.494585	0.0108292	0	86	0	1.46836e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	2000s	0	0	1	0	49	66398.1	1.37626e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	2000s	0	0	0	1	14	0	0
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	2000s	0	0	0	1	119	9485.44	0
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	2010s	0	0	0	1	42	0	0
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	2010s	0.472821	0.472821	0.0543576	0	18	0	4.54585e-08
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	2010s	0.294108	0.294108	0.411785	0	22	0	1.61389e-06
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	2010s	0	0	0	1	14	0	0
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	2010s	0.472821	0.472821	0.0543576	0	18	0	2.79091e-08
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	2010s	0.294108	0.294108	0.411785	0	22	0	7.85478e-07
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	2010s	0	0	0	1	21	0	0
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	2010s	0.472821	0.472821	0.0543576	0	18	0	1.81646e-08
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	2010s	0.294108	0.294108	0.411785	0	22	0	6.29141e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	2010s	0	0	0	1	42	0	0
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	2010s	0.5	0.5	0	0	11	0	7.24812e-08
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	2010s	0.385177	0.385177	0.229645	0	10	0	8.42635e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	2010s	0	0	0	1	49	0	0
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	2010s	0.5	0.5	0	0	11	0	7.61633e-08
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	2010s	0.385177	0.385177	0.229645	0	10	0	5.30506e-07
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	2010s	0	0	0	1	21	0	0
400%+	Multi-Family with 2 - 4 Units	DC	Owner	2010s	0.5	0.5	0	0	19	0	1.57108e-06
400%+	Multi-Family with 2 - 4 Units	DC	Renter	2010s	0.494585	0.494585	0.0108292	0	86	0	2.20535e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	2010s	0.304877	0.304877	0.390246	0	588	0	1.37668e-06
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	2010s	0	0	0	1	14	0	0
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	2010s	0	0	0	1	84	0	0
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	<1940	0	0	0	1	42	7470.2	0
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	<1940	0.145921	0.145921	0.708158	0	31	0	4.50873e-07
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	<1940	0.332429	0.332429	0.335142	0	10	1067.17	5.07815e-06
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	<1940	0	0	0	1	14	9237.23	0
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	<1940	0.145921	0.145921	0.708158	0	31	0	1.75944e-07
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	<1940	0.332429	0.332429	0.335142	0	10	1319.6	3.83163e-06
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	<1940	0	0	0	1	14	5519.91	0
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	<1940	0.145921	0.145921	0.708158	0	31	0	2.29466e-07
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	<1940	0.332429	0.332429	0.335142	0	10	788.558	3.73468e-06
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	<1940	0	0	0	1	14	0	0
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	<1940	0.254762	0.254762	0.490477	0	48	0	7.56102e-07
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	<1940	0.251423	0.251423	0.497154	0	15	0	6.30233e-06
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	<1940	0	0	0	1	14	0	0
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	<1940	0.254762	0.254762	0.490477	0	48	0	7.57969e-07
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	<1940	0.251423	0.251423	0.497154	0	15	0	5.21021e-06
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	<1940	0	0	0	1	42	38886.5	0
400%+	Multi-Family with 2 - 4 Units	DC	Owner	<1940	0.472423	0.472423	0.0551536	0	14	2772.38	1.65008e-05
400%+	Multi-Family with 2 - 4 Units	DC	Renter	<1940	0.286311	0.286311	0.427377	0	11	2782.84	3.26093e-05
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	<1940	0.377766	0.377766	0.244468	0	441	427797	1.12622e-05
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	<1940	0	0	0	1	21	19406.6	0
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	<1940	0	0	0	1	42	41707.2	0
0-100%	Multi-Family with 2 - 4 Units	DE	Not Available	1940s	0	0	0	1	14	12448.3	0
0-100%	Multi-Family with 2 - 4 Units	DE	Owner	1940s	0.145921	0.145921	0.708158	0	31	0	7.33083e-08
0-100%	Multi-Family with 2 - 4 Units	DE	Renter	1940s	0.332429	0.332429	0.335142	0	10	1778.32	2.51368e-06
100-150%	Multi-Family with 2 - 4 Units	DE	Not Available	1940s	0	0	0	1	14	0	0
100-150%	Multi-Family with 2 - 4 Units	DE	Owner	1940s	0.145921	0.145921	0.708158	0	31	0	5.96232e-08
100-150%	Multi-Family with 2 - 4 Units	DE	Renter	1940s	0.332429	0.332429	0.335142	0	10	0	9.96882e-07
150-200%	Multi-Family with 2 - 4 Units	DE	Not Available	1940s	0	0	0	1	14	0	0
150-200%	Multi-Family with 2 - 4 Units	DE	Owner	1940s	0.145921	0.145921	0.708158	0	31	0	5.79007e-08
150-200%	Multi-Family with 2 - 4 Units	DE	Renter	1940s	0.332429	0.332429	0.335142	0	10	0	7.29615e-07
200-300%	Multi-Family with 2 - 4 Units	DE	Not Available	1940s	0	0	0	1	14	0	0
200-300%	Multi-Family with 2 - 4 Units	DE	Owner	1940s	0.254762	0.254762	0.490477	0	48	0	1.25931e-07
200-300%	Multi-Family with 2 - 4 Units	DE	Renter	1940s	0.251423	0.251423	0.497154	0	15	0	1.21614e-06
300-400%	Multi-Family with 2 - 4 Units	DE	Not Available	1940s	0	0	0	1	14	0	0
300-400%	Multi-Family with 2 - 4 Units	DE	Owner	1940s	0.254762	0.254762	0.490477	0	48	0	8.656e-08
300-400%	Multi-Family with 2 - 4 Units	DE	Renter	1940s	0.251423	0.251423	0.497154	0	15	0	9.90218e-07
400%+	Multi-Family with 2 - 4 Units	DE	Not Available	1940s	0	0	0	1	105	0	0
400%+	Multi-Family with 2 - 4 Units	DE	Owner	1940s	0.472423	0.472423	0.0551536	0	14	0	2.33458e-07
400%+	Multi-Family with 2 - 4 Units	DE	Renter	1940s	0.286311	0.286311	0.427377	0	11	0	2.07858e-06
Not Available	Multi-Family with 2 - 4 Units	DE	Not Available	1940s	0.212579	0.212579	0.574842	0	98	87137.8	2.06092e-06
Not Available	Multi-Family with 2 - 4 Units	DE	Owner	1940s	0	0	0	1	28	0	0
Not Available	Multi-Family with 2 - 4 Units	DE	Renter	1940s	0	0	0	1	14	12448.3	0
0-100%	Multi-Family with 2 - 4 Units	DE	Not Available	1950s	0	0	0	1	35	0	0
0-100%	Multi-Family with 2 - 4 Units	DE	Owner	1950s	0.145921	0.145921	0.708158	0	31	0	1.17654e-07
0-100%	Multi-Family with 2 - 4 Units	DE	Renter	1950s	0.154587	0.154587	0.690826	0	11	0	3.07372e-06
100-150%	Multi-Family with 2 - 4 Units	DE	Not Available	1950s	0	0	0	1	28	16268.4	0
100-150%	Multi-Family with 2 - 4 Units	DE	Owner	1950s	0.145921	0.145921	0.708158	0	31	0	9.56903e-08
100-150%	Multi-Family with 2 - 4 Units	DE	Renter	1950s	0.154587	0.154587	0.690826	0	11	2324.06	1.36018e-06
150-200%	Multi-Family with 2 - 4 Units	DE	Not Available	1950s	0	0	0	1	21	0	0
150-200%	Multi-Family with 2 - 4 Units	DE	Owner	1950s	0.145921	0.145921	0.708158	0	31	0	9.29259e-08
150-200%	Multi-Family with 2 - 4 Units	DE	Renter	1950s	0.154587	0.154587	0.690826	0	11	0	1.04132e-06
200-300%	Multi-Family with 2 - 4 Units	DE	Not Available	1950s	0	0	0	1	14	0	0
200-300%	Multi-Family with 2 - 4 Units	DE	Owner	1950s	0.254762	0.254762	0.490477	0	48	0	2.02109e-07
200-300%	Multi-Family with 2 - 4 Units	DE	Renter	1950s	0.251423	0.251423	0.497154	0	15	0	1.8164e-06
300-400%	Multi-Family with 2 - 4 Units	DE	Not Available	1950s	0	0	0	1	14	0	0
300-400%	Multi-Family with 2 - 4 Units	DE	Owner	1950s	0.254762	0.254762	0.490477	0	48	0	1.38922e-07
300-400%	Multi-Family with 2 - 4 Units	DE	Renter	1950s	0.251423	0.251423	0.497154	0	15	0	1.4011e-06
400%+	Multi-Family with 2 - 4 Units	DE	Not Available	1950s	0	0	0	1	105	0	0
