Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electricity	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Void	source_count	source_weight	sampling_probability
0-100%	Single-Family Detached	Fuel Oil	TN	Owner	0.026257	0	0.973743	0	0	0.146114	21.2837	4.72465e-06
0-100%	Single-Family Detached	Fuel Oil	TN	Renter	0	0	1	0	0	0.093942	16.7781	2.31644e-06
0-100%	Single-Family Detached	Fuel Oil	TX	Not Available	0	0	0	0	1	0.259184	4.83921e-19	0
0-100%	Single-Family Detached	Fuel Oil	TX	Owner	0	0	1	0	0	0.164738	3.01268e-19	2.84583e-06
0-100%	Single-Family Detached	Fuel Oil	TX	Renter	0	0	1	0	0	0.0106326	2.154e-20	1.52379e-06
0-100%	Single-Family Detached	Fuel Oil	UT	Not Available	0	0	0	0	1	0.284404	2.7063e-20	0
0-100%	Single-Family Detached	Fuel Oil	UT	Owner	0.0394124	0	0.956478	0.00410945	0	0.199688	2.7063e-20	2.84268e-07
0-100%	Single-Family Detached	Fuel Oil	UT	Renter	0	0	0.995807	0.00419287	0	4.46254e-22	7.50943e-61	1.19595e-07
0-100%	Single-Family Detached	Fuel Oil	VA	Not Available	0	0	0	0	1	0.0130054	114.776	0
0-100%	Single-Family Detached	Fuel Oil	VA	Owner	0	0	1	0	0	0.00690858	57.5781	6.16594e-05
0-100%	Single-Family Detached	Fuel Oil	VA	Renter	0	0	1	0	0	0.0106706	9.76768	3.13139e-05
0-100%	Single-Family Detached	Fuel Oil	VT	Not Available	0	0	0	0	1	0.200882	29.5775	0
0-100%	Single-Family Detached	Fuel Oil	VT	Owner	0	0	1	0	0	0.135787	19.0574	2.92935e-05
0-100%	Single-Family Detached	Fuel Oil	VT	Renter	0	0	1	0	0	0.0135593	1.15142	6.16192e-06
0-100%	Single-Family Detached	Fuel Oil	WA	Not Available	0	0	0	0	1	0.145585	8.49579	0
0-100%	Single-Family Detached	Fuel Oil	WA	Owner	0.0875097	0	0.91249	0	0	0.0581906	3.77031	1.31368e-05
0-100%	Single-Family Detached	Fuel Oil	WA	Renter	0.0372497	0	0.96275	0	0	0.0801903	0.946779	7.58854e-06
0-100%	Single-Family Detached	Fuel Oil	WI	Not Available	0	0	0	0	1	0.0199748	38.717	0
0-100%	Single-Family Detached	Fuel Oil	WI	Owner	0.0540077	0	0.945992	0	0	0.0567936	13.267	1.59112e-05
0-100%	Single-Family Detached	Fuel Oil	WI	Renter	0	0	1	0	0	0.0207051	6.65596	5.415e-06
0-100%	Single-Family Detached	Fuel Oil	WV	Not Available	0	0	0	0	1	0.336698	41.4317	0
0-100%	Single-Family Detached	Fuel Oil	WV	Owner	0.00720546	0	0.992795	0	0	0.143599	14.4482	9.2672e-06
0-100%	Single-Family Detached	Fuel Oil	WV	Renter	0.00519134	0	0.994809	0	0	0.34467	6.9467	4.13282e-06
0-100%	Single-Family Detached	Fuel Oil	WY	Not Available	0	0	0	0	1	0.472816	6.69173e-20	0
0-100%	Single-Family Detached	Fuel Oil	WY	Owner	0.0347856	0	0.961102	0.00411209	0	0.248808	3.75882e-20	1.03039e-07
0-100%	Single-Family Detached	Fuel Oil	WY	Renter	0	0	0.995825	0.00417544	0	0.0352837	4.19993e-21	4.97748e-08
0-100%	Single-Family Detached	Natural Gas	AL	Not Available	0	0	0	0	1	0.249653	1941.12	0
0-100%	Single-Family Detached	Natural Gas	AL	Owner	0	0	1	0	0	0.157071	1232.81	0.000235443
0-100%	Single-Family Detached	Natural Gas	AL	Renter	0	0	1	0	0	0.128074	80.0436	0.000154399
0-100%	Single-Family Detached	Natural Gas	AR	Not Available	0	0	0	0	1	0.638995	2654.44	0
0-100%	Single-Family Detached	Natural Gas	AR	Owner	0.0100632	0	0.989937	0	0	0.256671	1080.34	0.000215849
0-100%	Single-Family Detached	Natural Gas	AR	Renter	0	0	1	0	0	0.0856821	347.925	0.000142055
0-100%	Single-Family Detached	Natural Gas	AZ	Not Available	0	0	0	0	1	0.254464	1157.43	0
0-100%	Single-Family Detached	Natural Gas	AZ	Owner	0	0	1	0	0	0.127518	586.956	0.000251445
0-100%	Single-Family Detached	Natural Gas	AZ	Renter	0	0.0757736	0.924226	0	0	0.0352704	95.9189	0.000153677
0-100%	Single-Family Detached	Natural Gas	CA	Not Available	0	0	0	0	1	1.19216	13277.8	0
0-100%	Single-Family Detached	Natural Gas	CA	Owner	0.0439671	0	0.956033	0	0	0.398619	4385.31	0.00147459
0-100%	Single-Family Detached	Natural Gas	CA	Renter	0.0559025	0	0.944097	0	0	0.212031	2401.74	0.00128844
0-100%	Single-Family Detached	Natural Gas	CO	Not Available	0	0	0	0	1	0.193672	1322	0
0-100%	Single-Family Detached	Natural Gas	CO	Owner	0.0166206	0	0.983379	0	0	0.425887	845.321	0.000276521
0-100%	Single-Family Detached	Natural Gas	CO	Renter	0	0	1	0	0	0.045271	53.0695	0.00014366
0-100%	Single-Family Detached	Natural Gas	CT	Not Available	0	0	0	0	1	0.0505431	18.5514	0
0-100%	Single-Family Detached	Natural Gas	CT	Owner	0	0	1	0	0	0.0425626	18.5514	4.73221e-05
0-100%	Single-Family Detached	Natural Gas	CT	Renter	0	0	1	0	0	1.36773e-22	1.16073e-39	2.13453e-05
0-100%	Single-Family Detached	Natural Gas	DC	Not Available	0	0	0	0	1	1.31843	56.5302	0
0-100%	Single-Family Detached	Natural Gas	DC	Owner	0.0563659	0	0.943634	0	0	0.912066	56.5302	7.15247e-06
0-100%	Single-Family Detached	Natural Gas	DC	Renter	0.0168917	0	0.983108	0	0	1.62618e-20	9.05277e-38	4.65384e-06
0-100%	Single-Family Detached	Natural Gas	DE	Not Available	0	0	0	0	1	0.185706	3.43824	0
0-100%	Single-Family Detached	Natural Gas	DE	Owner	0	0	1	0	0	0.128468	3.43824	3.11549e-05
0-100%	Single-Family Detached	Natural Gas	DE	Renter	0	0	1	0	0	2.50177e-21	6.56837e-39	1.06979e-05
0-100%	Single-Family Detached	Natural Gas	FL	Not Available	0	0	0	0	1	0.0312277	292.901	0
0-100%	Single-Family Detached	Natural Gas	FL	Owner	0.087589	0	0.912411	0	0	0.0180535	183.318	0.000101584
0-100%	Single-Family Detached	Natural Gas	FL	Renter	0.0160418	0	0.983958	0	0	0.0112895	12.7795	5.05063e-05
0-100%	Single-Family Detached	Natural Gas	GA	Not Available	0	0	0	0	1	1.04044	9399.18	0
0-100%	Single-Family Detached	Natural Gas	GA	Owner	0.0273897	0	0.97261	0	0	0.380799	3386.39	0.000414899
0-100%	Single-Family Detached	Natural Gas	GA	Renter	0	0	1	0	0	0.162313	1502.08	0.000287869
0-100%	Single-Family Detached	Natural Gas	IA	Not Available	0	0	0	0	1	0.194783	820.038	0
0-100%	Single-Family Detached	Natural Gas	IA	Owner	0	0.0240374	0.975963	0	0	0.124897	546.139	0.000203713
0-100%	Single-Family Detached	Natural Gas	IA	Renter	0	0	1	0	0	0.0588534	27.7379	9.7968e-05
0-100%	Single-Family Detached	Natural Gas	ID	Not Available	0	0	0	0	1	0.302896	792.205	0
0-100%	Single-Family Detached	Natural Gas	ID	Owner	0.0205888	0	0.979411	0	0	0.380468	258.251	9.70359e-05
0-100%	Single-Family Detached	Natural Gas	ID	Renter	0	0	1	0	0	0.121292	145.829	5.22452e-05
0-100%	Single-Family Detached	Natural Gas	IL	Not Available	0	0	0	0	1	0.508318	4535.07	0
0-100%	Single-Family Detached	Natural Gas	IL	Owner	0	0	1	0	0	0.32042	2875.2	0.00079222
0-100%	Single-Family Detached	Natural Gas	IL	Renter	0	0	1	0	0	0.151049	188.295	0.000437516
0-100%	Single-Family Detached	Natural Gas	IN	Not Available	0	0	0	0	1	0.598722	4537.28	0
0-100%	Single-Family Detached	Natural Gas	IN	Owner	0.111173	0	0.888827	0	0	0.149856	1051.2	0.000470686
0-100%	Single-Family Detached	Natural Gas	IN	Renter	0	0	1	0	0	0.149058	1220.6	0.000306681
0-100%	Single-Family Detached	Natural Gas	KS	Not Available	0	0	0	0	1	0.230619	1388.19	0
0-100%	Single-Family Detached	Natural Gas	KS	Owner	0.00336228	0.00735269	0.989285	0	0	0.925878	660.984	0.000197081
0-100%	Single-Family Detached	Natural Gas	KS	Renter	0	0	1	0	0	0.149466	133.374	0.000147398
0-100%	Single-Family Detached	Natural Gas	KY	Not Available	0	0	0	0	1	0.596408	2477.75	0
0-100%	Single-Family Detached	Natural Gas	KY	Owner	0	0	1	0	0	0.18969	792.166	0.000244877
0-100%	Single-Family Detached	Natural Gas	KY	Renter	0	0	1	0	0	0.113391	467.924	0.000154876
0-100%	Single-Family Detached	Natural Gas	LA	Not Available	0	0	0	0	1	0.676157	3696.02	0
0-100%	Single-Family Detached	Natural Gas	LA	Owner	0	0.0737664	0.926234	0	0	0.247762	1270.42	0.000322122
0-100%	Single-Family Detached	Natural Gas	LA	Renter	0	0	1	0	0	0.104902	632.619	0.00021697
0-100%	Single-Family Detached	Natural Gas	MA	Not Available	0	0	0	0	1	0.0976421	64.9574	0
0-100%	Single-Family Detached	Natural Gas	MA	Owner	0	0	1	0	0	0.0596416	34.1759	0.000143886
0-100%	Single-Family Detached	Natural Gas	MA	Renter	0	0	1	0	0	0.00917446	4.9	4.42153e-05
0-100%	Single-Family Detached	Natural Gas	MD	Not Available	0	0	0	0	1	0.619118	181.8	0
0-100%	Single-Family Detached	Natural Gas	MD	Owner	0.0465145	0	0.953486	0	0	0.282694	79.2032	0.000110043
0-100%	Single-Family Detached	Natural Gas	MD	Renter	0.0138382	0	0.986162	0	0	0.0648712	21.0102	4.07951e-05
0-100%	Single-Family Detached	Natural Gas	ME	Not Available	0	0	0	0	1	0.0672539	33.135	0
0-100%	Single-Family Detached	Natural Gas	ME	Owner	0	0	1	0	0	0.0474053	23.2153	4.43115e-06
0-100%	Single-Family Detached	Natural Gas	ME	Renter	0	0	1	0	0	0.00374951	0.879998	1.48897e-06
0-100%	Single-Family Detached	Natural Gas	MI	Not Available	0	0	0	0	1	0.455638	4993.62	0
0-100%	Single-Family Detached	Natural Gas	MI	Owner	0	0	1	0	0	0.208935	2142.9	0.000934576
0-100%	Single-Family Detached	Natural Gas	MI	Renter	0	0	1	0	0	0.275028	594.095	0.000546332
0-100%	Single-Family Detached	Natural Gas	MN	Not Available	0	0	0	0	1	0.113276	712.544	0
0-100%	Single-Family Detached	Natural Gas	MN	Owner	0	0.0093972	0.990603	0	0	0.0911051	557.705	0.00023356
0-100%	Single-Family Detached	Natural Gas	MN	Renter	0	0	1	0	0	0.0273087	9.47254	8.7682e-05
0-100%	Single-Family Detached	Natural Gas	MO	Not Available	0	0	0	0	1	0.784053	7257.65	0
0-100%	Single-Family Detached	Natural Gas	MO	Owner	0	0	1	0	0	0.271807	2422.83	0.0003535
0-100%	Single-Family Detached	Natural Gas	MO	Renter	0	0	1	0	0	0.132417	1293.81	0.000250885
0-100%	Single-Family Detached	Natural Gas	MS	Not Available	0	0	0	0	1	0.406548	2314.04	0
0-100%	Single-Family Detached	Natural Gas	MS	Owner	0	0	1	0	0	0.114707	608.976	0.00018364
0-100%	Single-Family Detached	Natural Gas	MS	Renter	0	0	1	0	0	0.475177	548.827	0.000121391
0-100%	Single-Family Detached	Natural Gas	MT	Not Available	0	0	0	0	1	0.227567	505.126	0
0-100%	Single-Family Detached	Natural Gas	MT	Owner	0.0180475	0	0.981952	0	0	0.550262	328.155	7.09931e-05
0-100%	Single-Family Detached	Natural Gas	MT	Renter	0	0	1	0	0	0.0561858	19.0092	3.99464e-05
0-100%	Single-Family Detached	Natural Gas	NC	Not Available	0	0	0	0	1	0.147669	1362.85	0
0-100%	Single-Family Detached	Natural Gas	NC	Owner	0.0680733	0	0.931927	0	0	0.0538054	453.597	0.000275718
0-100%	Single-Family Detached	Natural Gas	NC	Renter	0.0101247	0	0.989875	0	0	0.147971	243.955	0.000193041
0-100%	Single-Family Detached	Natural Gas	ND	Not Available	0	0	0	0	1	0.169449	138.329	0
0-100%	Single-Family Detached	Natural Gas	ND	Owner	0.112903	0	0.887097	0	0	0.13005	110.904	2.73044e-05
0-100%	Single-Family Detached	Natural Gas	ND	Renter	0	0	1	0	0	0.0291182	1.51343	9.7755e-06
0-100%	Single-Family Detached	Natural Gas	NE	Not Available	0	0	0	0	1	1.10133	372.201	0
0-100%	Single-Family Detached	Natural Gas	NE	Owner	0.00280745	0.00720694	0.989986	0	0	0.553939	173.998	0.000103704
0-100%	Single-Family Detached	Natural Gas	NE	Renter	0	0	1	0	0	0.0920843	37.2303	7.09612e-05
0-100%	Single-Family Detached	Natural Gas	NH	Not Available	0	0	0	0	1	0.052476	14.9348	0
0-100%	Single-Family Detached	Natural Gas	NH	Owner	0	0	1	0	0	0.0287796	6.33453	7.46561e-06
0-100%	Single-Family Detached	Natural Gas	NH	Renter	0	0	1	0	0	0.00626061	1.81631	2.11121e-06
0-100%	Single-Family Detached	Natural Gas	NJ	Not Available	0	0	0	0	1	0.388257	312.783	0
0-100%	Single-Family Detached	Natural Gas	NJ	Owner	0.011649	0	0.988351	0	0	0.221812	201.456	0.000308226
0-100%	Single-Family Detached	Natural Gas	NJ	Renter	0	0	1	0	0	0.0220897	12.1953	0.000118297
0-100%	Single-Family Detached	Natural Gas	NM	Not Available	0	0	0	0	1	0.855886	878.052	0
0-100%	Single-Family Detached	Natural Gas	NM	Owner	0	0	1	0	0	0.383498	386.907	0.000194952
0-100%	Single-Family Detached	Natural Gas	NM	Renter	0	0.106127	0.893873	0	0	0.0935159	99.2412	0.000101324
0-100%	Single-Family Detached	Natural Gas	NV	Not Available	0	0	0	0	1	0.313082	146.922	0
0-100%	Single-Family Detached	Natural Gas	NV	Owner	0	0	1	0	0	0.0473536	7.37679	0.000133561
0-100%	Single-Family Detached	Natural Gas	NV	Renter	0	0.110481	0.889519	0	0	0.0789518	88.456	9.84871e-05
0-100%	Single-Family Detached	Natural Gas	NY	Not Available	0	0	0	0	1	0.367882	2449.78	0
0-100%	Single-Family Detached	Natural Gas	NY	Owner	0.036304	0	0.963696	0	0	0.18314	1189.96	0.0005171
0-100%	Single-Family Detached	Natural Gas	NY	Renter	0	0	1	0	0	0.0676883	224.986	0.000247282
0-100%	Single-Family Detached	Natural Gas	OH	Not Available	0	0	0	0	1	0.407265	5362.65	0
0-100%	Single-Family Detached	Natural Gas	OH	Owner	0.0486636	0	0.951336	0	0	0.151074	1746.54	0.000859182
0-100%	Single-Family Detached	Natural Gas	OH	Renter	0	0	1	0	0	0.305977	988.382	0.000634905
0-100%	Single-Family Detached	Natural Gas	OK	Not Available	0	0	0	0	1	0.427548	2275.61	0
0-100%	Single-Family Detached	Natural Gas	OK	Owner	0.102197	0	0.897803	0	0	0.283515	1563.51	0.000316013
0-100%	Single-Family Detached	Natural Gas	OK	Renter	0	0	1	0	0	0.146309	66.6208	0.000229285
0-100%	Single-Family Detached	Natural Gas	OR	Not Available	0	0	0	0	1	0.259418	1337.29	0
0-100%	Single-Family Detached	Natural Gas	OR	Owner	0.0707059	0.0924151	0.836879	0	0	0.197917	999.784	0.000141868
0-100%	Single-Family Detached	Natural Gas	OR	Renter	0.0366577	0	0.963342	0	0	0.0681587	24.4983	9.53511e-05
0-100%	Single-Family Detached	Natural Gas	PA	Not Available	0	0	0	0	1	0.29137	2759.21	0
0-100%	Single-Family Detached	Natural Gas	PA	Owner	0	0	1	0	0	0.124293	1129.72	0.000493569
0-100%	Single-Family Detached	Natural Gas	PA	Renter	0	0	1	0	0	0.0743256	357.845	0.00022287
0-100%	Single-Family Detached	Natural Gas	RI	Not Available	0	0	0	0	1	0.144941	311.895	0
0-100%	Single-Family Detached	Natural Gas	RI	Owner	0	0	1	0	0	0.348459	213.018	2.70544e-05
0-100%	Single-Family Detached	Natural Gas	RI	Renter	0	0	1	0	0	0.029732	9.39674	1.09211e-05
0-100%	Single-Family Detached	Natural Gas	SC	Not Available	0	0	0	0	1	0.11496	668.125	0
0-100%	Single-Family Detached	Natural Gas	SC	Owner	0	0	1	0	0	0.0618752	344.092	0.000170899
0-100%	Single-Family Detached	Natural Gas	SC	Renter	0.00898827	0	0.991012	0	0	0.0912928	53.2664	9.49112e-05
0-100%	Single-Family Detached	Natural Gas	SD	Not Available	0	0	0	0	1	0.592741	59.3837	0
0-100%	Single-Family Detached	Natural Gas	SD	Owner	0.00148559	0	0.998514	0	0	0.32782	33.565	3.04014e-05
0-100%	Single-Family Detached	Natural Gas	SD	Renter	0	0	1	0	0	0.0388913	3.65784	1.74906e-05
0-100%	Single-Family Detached	Natural Gas	TN	Not Available	0	0	0	0	1	0.878015	4353.26	0
0-100%	Single-Family Detached	Natural Gas	TN	Owner	0.0775829	0.045469	0.876948	0	0	0.269748	1221.44	0.000297508
0-100%	Single-Family Detached	Natural Gas	TN	Renter	0	0	1	0	0	0.173431	962.868	0.000210743
0-100%	Single-Family Detached	Natural Gas	TX	Not Available	0	0	0	0	1	1.40391	14503.2	0
0-100%	Single-Family Detached	Natural Gas	TX	Owner	0	0	1	0	0	0.89233	9029.08	0.00117509
0-100%	Single-Family Detached	Natural Gas	TX	Renter	0	0	1	0	0	0.0575933	645.559	0.000661998
0-100%	Single-Family Detached	Natural Gas	UT	Not Available	0	0	0	0	1	0.403167	175.677	0
0-100%	Single-Family Detached	Natural Gas	UT	Owner	0.0209019	0	0.979098	0	0	0.283074	175.677	0.000134309
0-100%	Single-Family Detached	Natural Gas	UT	Renter	0	0	1	0	0	6.32602e-22	4.87469e-39	5.55359e-05
0-100%	Single-Family Detached	Natural Gas	VA	Not Available	0	0	0	0	1	0.141877	1043.78	0
0-100%	Single-Family Detached	Natural Gas	VA	Owner	0	0	1	0	0	0.0753664	523.62	0.000162296
0-100%	Single-Family Detached	Natural Gas	VA	Renter	0.00789686	0	0.992103	0	0	0.116406	88.8281	9.54922e-05
0-100%	Single-Family Detached	Natural Gas	VT	Not Available	0	0	0	0	1	0.0803528	10.8182	0
0-100%	Single-Family Detached	Natural Gas	VT	Owner	0	0	1	0	0	0.0543148	6.97037	5.9484e-06
0-100%	Single-Family Detached	Natural Gas	VT	Renter	0	0	1	0	0	0.00542372	0.42114	1.6157e-06
0-100%	Single-Family Detached	Natural Gas	WA	Not Available	0	0	0	0	1	0.235175	1333.45	0
0-100%	Single-Family Detached	Natural Gas	WA	Owner	0.083148	0	0.916852	0	0	0.0940003	591.766	0.000189312
0-100%	Single-Family Detached	Natural Gas	WA	Renter	0.0352961	0	0.964704	0	0	0.129538	148.601	0.000116713
0-100%	Single-Family Detached	Natural Gas	WI	Not Available	0	0	0	0	1	0.200858	1348.82	0
0-100%	Single-Family Detached	Natural Gas	WI	Owner	0.0343297	0	0.96567	0	0	0.571091	462.194	0.000303279
0-100%	Single-Family Detached	Natural Gas	WI	Renter	0	0	1	0	0	0.208201	231.88	0.000138183
0-100%	Single-Family Detached	Natural Gas	WV	Not Available	0	0	0	0	1	0.402835	1264.39	0
0-100%	Single-Family Detached	Natural Gas	WV	Owner	0.00790892	0	0.992091	0	0	0.171806	440.923	0.000151084
0-100%	Single-Family Detached	Natural Gas	WV	Renter	0.0056993	0	0.994301	0	0	0.412373	211.995	8.03075e-05
0-100%	Single-Family Detached	Natural Gas	WY	Not Available	0	0	0	0	1	0.519578	75.0296	0
0-100%	Single-Family Detached	Natural Gas	WY	Owner	0.0146852	0	0.985315	0	0	0.273416	42.145	3.54274e-05
0-100%	Single-Family Detached	Natural Gas	WY	Renter	0	0	1	0	0	0.0387733	4.70909	1.70558e-05
0-100%	Single-Family Detached	None	AL	Not Available	0	0	0	0	1	0.898751	4.98655e-19	0
0-100%	Single-Family Detached	None	AL	Owner	0	0	0.99761	0.00238973	0	0.565457	3.16698e-19	2.10534e-06
0-100%	Single-Family Detached	None	AL	Renter	0	0	0.99761	0.00238973	0	0.461067	2.05624e-20	1.33618e-06
0-100%	Single-Family Detached	None	AR	Not Available	0	0	0	0	1	0.242377	50.9265	0
0-100%	Single-Family Detached	None	AR	Owner	0.0148546	0	0.985145	0	0	0.0973578	20.7267	7.93052e-07
0-100%	Single-Family Detached	None	AR	Renter	0	0	1	0	0	0.0325001	6.67508	5.33039e-07
0-100%	Single-Family Detached	None	AZ	Not Available	0	0	0	0	1	0.0537891	265.265	0
0-100%	Single-Family Detached	None	AZ	Owner	0	0	1	0	0	0.026955	134.521	5.44791e-06
0-100%	Single-Family Detached	None	AZ	Renter	0	0.168457	0.831543	0	0	0.00745553	21.9831	3.76623e-06
0-100%	Single-Family Detached	None	CA	Not Available	0	0	0	0	1	0.100817	1250.4	0
0-100%	Single-Family Detached	None	CA	Owner	0.0125415	0	0.987458	0	0	0.0337098	412.974	4.13491e-05
0-100%	Single-Family Detached	None	CA	Renter	0.0160897	0	0.98391	0	0	0.0179307	226.177	5.2168e-05
0-100%	Single-Family Detached	None	CO	Not Available	0	0	0	0	1	0.115156	1.22014e-19	0
0-100%	Single-Family Detached	None	CO	Owner	0.00803889	0	0.991961	0	0	0.25323	7.80191e-20	5.01248e-07
0-100%	Single-Family Detached	None	CO	Renter	0	0	1	0	0	0.0269179	4.89806e-21	2.6247e-07
0-100%	Single-Family Detached	None	CT	Not Available	0	0	0	0	1	0.295483	8.2622e-21	0
0-100%	Single-Family Detached	None	CT	Owner	0	0	1	0	0	0.248828	8.2622e-21	2.99093e-07
0-100%	Single-Family Detached	None	CT	Renter	0	0	1	0	0	7.99594e-22	5.16952e-61	1.0641e-07
0-100%	Single-Family Detached	None	DC	Not Available	0	0	0	0	1	8.2402	3.39645	0
0-100%	Single-Family Detached	None	DC	Owner	0.0570252	0	0.942975	0	0	5.70041	3.39645	2.35556e-08
0-100%	Single-Family Detached	None	DC	Renter	0.0170976	0	0.982902	0	0	1.01636e-19	5.43909e-39	2.15071e-08
0-100%	Single-Family Detached	None	DE	Not Available	0	0	0	0	1	0.452942	3.37758e-21	0
0-100%	Single-Family Detached	None	DE	Owner	0.284192	0	0.715808	0	0	0.313336	3.37758e-21	2.44134e-07
0-100%	Single-Family Detached	None	DE	Renter	0.102497	0	0.897503	0	0	6.10187e-21	6.45249e-60	7.40492e-08
0-100%	Single-Family Detached	None	FL	Not Available	0	0	0	0	1	0.122072	1342.15	0
0-100%	Single-Family Detached	None	FL	Owner	0.0714032	0	0.928597	0	0	0.0705729	840.015	2.64915e-05
0-100%	Single-Family Detached	None	FL	Renter	0.0128906	0	0.987109	0	0	0.0441318	58.5594	1.37105e-05
0-100%	Single-Family Detached	None	GA	Not Available	0	0	0	0	1	0.770694	187.021	0
0-100%	Single-Family Detached	None	GA	Owner	0.0839853	0	0.912383	0.00363167	0	0.282073	67.3809	3.79892e-06
0-100%	Single-Family Detached	None	GA	Renter	0	0	0.996196	0.00380376	0	0.120232	29.8876	2.83615e-06
0-100%	Single-Family Detached	None	IA	Not Available	0	0	0	0	1	0.408373	1.31662e-19	0
0-100%	Single-Family Detached	None	IA	Owner	0	0.0346756	0.965324	0	0	0.261852	8.7686e-20	1.00097e-06
0-100%	Single-Family Detached	None	IA	Renter	0	0	1	0	0	0.123389	4.4535e-21	6.13375e-07
0-100%	Single-Family Detached	None	ID	Not Available	0	0	0	0	1	0.239702	2.53206e-19	0
0-100%	Single-Family Detached	None	ID	Owner	0.00545604	0	0.994544	0	0	0.30109	8.25425e-20	4.32607e-07
0-100%	Single-Family Detached	None	ID	Renter	0	0	1	0	0	0.0959867	4.661e-20	2.58444e-07
0-100%	Single-Family Detached	None	IL	Not Available	0	0	0	0	1	0.601279	41.3865	0
0-100%	Single-Family Detached	None	IL	Owner	0	0	0.998519	0.00148111	0	0.379018	26.2387	1.88164e-06
0-100%	Single-Family Detached	None	IL	Renter	0	0	0.998519	0.00148111	0	0.178673	1.71836	1.28787e-06
0-100%	Single-Family Detached	None	IN	Not Available	0	0	0	0	1	0.875055	25.6404	0
0-100%	Single-Family Detached	None	IN	Owner	0.12858	0	0.869947	0.00147277	0	0.21902	5.94041	1.7682e-06
0-100%	Single-Family Detached	None	IN	Renter	0	0	0.998506	0.00149365	0	0.217854	6.89767	1.09481e-06
0-100%	Single-Family Detached	None	KS	Not Available	0	0	0	0	1	0.625966	2.43249e-19	0
0-100%	Single-Family Detached	None	KS	Owner	0.00628088	0.00915235	0.984567	0	0	2.5131	1.15823e-19	3.43116e-07
0-100%	Single-Family Detached	None	KS	Renter	0	0	1	0	0	0.405693	2.33709e-20	2.62018e-07
0-100%	Single-Family Detached	None	KY	Not Available	0	0	0	0	1	0.777923	4.30697e-19	0
0-100%	Single-Family Detached	None	KY	Owner	0	0	0.99765	0.00235012	0	0.247422	1.37699e-19	1.22631e-06
0-100%	Single-Family Detached	None	KY	Renter	0	0	0.99765	0.00235012	0	0.147902	8.13373e-20	7.92983e-07
0-100%	Single-Family Detached	None	LA	Not Available	0	0	0	0	1	0.301529	421.394	0
0-100%	Single-Family Detached	None	LA	Owner	0.0551964	0.0634651	0.881338	0	0	0.110488	144.845	1.6714e-06
0-100%	Single-Family Detached	None	LA	Renter	0	0	1	0	0	0.0467805	72.1266	1.13686e-06
0-100%	Single-Family Detached	None	MA	Not Available	0	0	0	0	1	0.190277	0.38986	0
0-100%	Single-Family Detached	None	MA	Owner	0	0	1	0	0	0.116225	0.205116	2.55925e-07
0-100%	Single-Family Detached	None	MA	Renter	0	0	1	0	0	0.0178784	0.0294087	7.06266e-08
0-100%	Single-Family Detached	None	MD	Not Available	0	0	0	0	1	0.728374	5.54271	0
0-100%	Single-Family Detached	None	MD	Owner	0.0555223	0	0.944478	0	0	0.332581	2.41475	7.40446e-07
0-100%	Single-Family Detached	None	MD	Renter	0.0166285	0	0.983372	0	0	0.0763191	0.64056	3.61551e-07
0-100%	Single-Family Detached	None	ME	Not Available	0	0	0	0	1	1.36301	9.92066e-20	0
0-100%	Single-Family Detached	None	ME	Owner	0	0	1	0	0	0.960748	6.95067e-20	3.34208e-07
0-100%	Single-Family Detached	None	ME	Renter	0	0	1	0	0	0.0759901	2.63472e-21	8.32668e-08
0-100%	Single-Family Detached	None	MI	Not Available	0	0	0	0	1	0.626759	2.25401e-19	0
0-100%	Single-Family Detached	None	MI	Owner	0	0	0.998539	0.00146073	0	0.287404	9.67261e-20	2.71779e-06
0-100%	Single-Family Detached	None	MI	Renter	0	0	0.998539	0.00146073	0	0.37832	2.68162e-20	1.68725e-06
