Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	sampling_probability
Yes	150-200%	Single-Family Detached	Renter	2010s	0.38908	0	0.61092	0	0.0888234	322.41	0.000343739
Yes	150-200%	Single-Family Detached	Renter	<1940	0.373444	0	0.626556	0	0.157636	546.47	0.00120529
Yes	200-300%	Mobile Home	Not Available	1940s	0	0	0	1	45.628	323.796	0
Yes	200-300%	Mobile Home	Not Available	1950s	0	0	0	1	0.396573	1717.1	0
Yes	200-300%	Mobile Home	Not Available	1960s	0	0	0	1	0.903306	3999.1	0
Yes	200-300%	Mobile Home	Not Available	1970s	0	0	0	1	4.09792	17182.2	0
Yes	200-300%	Mobile Home	Not Available	1980s	0	0	0	1	3.63525	16770.1	0
Yes	200-300%	Mobile Home	Not Available	1990s	0	0	0	1	5.35374	25447.4	0
Yes	200-300%	Mobile Home	Not Available	2000s	0	0	0	1	3.32681	12946.3	0
Yes	200-300%	Mobile Home	Not Available	2010s	0	0	0	1	1.82864	8116.08	0
Yes	200-300%	Mobile Home	Not Available	<1940	0	0	0	1	45.628	836.763	0
Yes	200-300%	Mobile Home	Owner	1940s	0.487941	0	0.512059	0	32.3833	224.763	2.57281e-05
Yes	200-300%	Mobile Home	Owner	1950s	0.417559	0	0.582441	0	0.281458	1191.92	9.05806e-05
Yes	200-300%	Mobile Home	Owner	1960s	0.408215	0	0.591785	0	0.641099	2775.97	0.00038634
Yes	200-300%	Mobile Home	Owner	1970s	0.419965	0	0.580035	0	2.9084	11927	0.00142779
Yes	200-300%	Mobile Home	Owner	1980s	0.436913	0	0.563087	0	2.58003	11640.9	0.00164597
Yes	200-300%	Mobile Home	Owner	1990s	0.45503	0	0.54497	0	3.79968	17664.3	0.00207993
Yes	200-300%	Mobile Home	Owner	2000s	0.456292	0	0.543708	0	2.36112	8986.69	0.00116755
Yes	200-300%	Mobile Home	Owner	2010s	0.456414	0	0.543586	0	1.29783	5633.77	0.000352297
Yes	200-300%	Mobile Home	Owner	<1940	0.487941	0	0.512059	0	32.3833	580.838	3.63476e-05
Yes	200-300%	Mobile Home	Renter	1940s	0.431042	0	0.568958	0	1.12782	9.01351	9.6783e-06
Yes	200-300%	Mobile Home	Renter	1950s	0.363048	0	0.636952	0	0.00980236	47.7989	3.30533e-05
Yes	200-300%	Mobile Home	Renter	1960s	0.354182	0	0.645818	0	0.0223276	111.323	0.000122799
Yes	200-300%	Mobile Home	Renter	1970s	0.365338	0	0.634662	0	0.101291	478.302	0.000448671
Yes	200-300%	Mobile Home	Renter	1980s	0.381531	0	0.618469	0	0.089855	466.828	0.000543974
Yes	200-300%	Mobile Home	Renter	1990s	0.398979	0	0.601021	0	0.132332	708.379	0.000737352
Yes	200-300%	Mobile Home	Renter	2000s	0.4002	0	0.5998	0	0.0822309	360.387	0.000411216
Yes	200-300%	Mobile Home	Renter	2010s	0.400317	0	0.599683	0	0.0451998	225.927	0.000119597
Yes	200-300%	Mobile Home	Renter	<1940	0.431042	0	0.568958	0	1.12782	23.293	1.18969e-05
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	2.32433	3733.97	0
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.491322	2721.73	0
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.944851	5469.85	0
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	1.53066	8306.2	0
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	1.54956	8697.34	0
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	1.03934	5798.48	0
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	1.11492	5618.61	0
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.944851	4232.2	0
Yes	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	2.32433	9649.43	0
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1940s	0.453309	0	0.546691	0	0.0423805	77.7055	8.2807e-05
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1950s	0.45459	0	0.54541	0	0.00895847	56.6404	7.73924e-05
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1960s	0.437559	0	0.562441	0	0.0172278	113.83	0.000106587
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1970s	0.435957	0	0.564043	0	0.0279091	172.856	0.000160718
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1980s	0.439151	0	0.560849	0	0.0282536	180.996	0.00014457
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	1990s	0.438335	0	0.561665	0	0.0189506	120.669	0.000108322
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	2000s	0.429096	0	0.570904	0	0.0203288	116.926	8.29742e-05
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0.438714	0	0.561286	0	0.0172278	88.074	2.81618e-05
Yes	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0.453309	0	0.546691	0	0.0423805	200.809	0.00040151
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1940s	0.397315	0	0.602685	0	1.73763	2734.36	0.000279557
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1950s	0.398553	0	0.601447	0	0.367303	1993.11	0.000217406
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1960s	0.382151	0	0.617849	0	0.706352	4005.54	0.000406328
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1970s	0.380614	0	0.619386	0	1.14429	6082.58	0.000750642
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1980s	0.383678	0	0.616322	0	1.15842	6369.01	0.00072747
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	1990s	0.382895	0	0.617105	0	0.776988	4246.19	0.000564019
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	2000s	0.374046	0	0.625954	0	0.833496	4114.48	0.000522773
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0.383259	0	0.616741	0	0.706352	3099.22	0.000268598
Yes	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0.397315	0	0.602685	0	1.73763	7066.22	0.0010394
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	1.25245	2091.99	0
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.432947	2455.08	0
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	0.804044	5065.04	0
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	2.38121	13622.6	0
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	2.78323	18482.7	0
Yes	200-300%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	2.55129	16676.2	0
Yes	200-300%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	4.17484	23891.8	0
Yes	200-300%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	4.65418	23225.6	0
Yes	200-300%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	1.25245	5406.18	0
Yes	200-300%	Multi-Family with 5+ Units	Owner	1940s	0.452341	0	0.547659	0	0.0187596	29.5253	3.01735e-05
Yes	200-300%	Multi-Family with 5+ Units	Owner	1950s	0.435427	0	0.564573	0	0.00648479	34.6497	4.6685e-05
Yes	200-300%	Multi-Family with 5+ Units	Owner	1960s	0.433424	0	0.566576	0	0.0120432	71.4853	0.000103833
Yes	200-300%	Multi-Family with 5+ Units	Owner	1970s	0.439264	0	0.560736	0	0.0356663	192.263	0.000253284
Yes	200-300%	Multi-Family with 5+ Units	Owner	1980s	0.443164	0	0.556836	0	0.0416879	260.855	0.000291696
Yes	200-300%	Multi-Family with 5+ Units	Owner	1990s	0.443095	0	0.556905	0	0.0382139	235.36	0.000235241
Yes	200-300%	Multi-Family with 5+ Units	Owner	2000s	0.444673	0	0.555327	0	0.0625319	337.196	0.000182504
Yes	200-300%	Multi-Family with 5+ Units	Owner	2010s	0.436554	0	0.563446	0	0.0697115	327.794	9.14564e-05
Yes	200-300%	Multi-Family with 5+ Units	Owner	<1940	0.452341	0	0.547659	0	0.0187596	76.3001	7.42686e-05
Yes	200-300%	Multi-Family with 5+ Units	Renter	1940s	0.39638	0	0.60362	0	0.964512	1624.46	0.000151576
Yes	200-300%	Multi-Family with 5+ Units	Renter	1950s	0.380106	0	0.619894	0	0.333412	1906.4	0.00021908
Yes	200-300%	Multi-Family with 5+ Units	Renter	1960s	0.378187	0	0.621813	0	0.619193	3933.07	0.000539655
Yes	200-300%	Multi-Family with 5+ Units	Renter	1970s	0.383787	0	0.616213	0	1.83376	10578.1	0.00133768
Yes	200-300%	Multi-Family with 5+ Units	Renter	1980s	0.387535	0	0.612465	0	2.14336	14352	0.00191715
Yes	200-300%	Multi-Family with 5+ Units	Renter	1990s	0.387468	0	0.612532	0	1.96475	12949.3	0.00211668
Yes	200-300%	Multi-Family with 5+ Units	Renter	2000s	0.388987	0	0.611013	0	3.21504	18552.3	0.00206828
Yes	200-300%	Multi-Family with 5+ Units	Renter	2010s	0.381186	0	0.618814	0	3.58417	18035	0.0012904
Yes	200-300%	Multi-Family with 5+ Units	Renter	<1940	0.39638	0	0.60362	0	0.964512	4197.97	0.000473362
Yes	200-300%	Single-Family Attached	Not Available	1940s	0	0	0	1	3.59813	3329.37	0
Yes	200-300%	Single-Family Attached	Not Available	1950s	0	0	0	1	1.30341	4107.53	0
Yes	200-300%	Single-Family Attached	Not Available	1960s	0	0	0	1	2.07443	6189.51	0
Yes	200-300%	Single-Family Attached	Not Available	1970s	0	0	0	1	3.94693	10547.3	0
Yes	200-300%	Single-Family Attached	Not Available	1980s	0	0	0	1	5.32377	13757	0
Yes	200-300%	Single-Family Attached	Not Available	1990s	0	0	0	1	4.11215	11929.8	0
Yes	200-300%	Single-Family Attached	Not Available	2000s	0	0	0	1	5.91122	15150.2	0
Yes	200-300%	Single-Family Attached	Not Available	2010s	0	0	0	1	3.61649	7805.7	0
Yes	200-300%	Single-Family Attached	Not Available	<1940	0	0	0	1	3.59813	8603.84	0
Yes	200-300%	Single-Family Attached	Owner	1940s	0.435669	0	0.564331	0	1.32143	1163.5	0.000215726
Yes	200-300%	Single-Family Attached	Owner	1950s	0.423216	0	0.576784	0	0.478682	1435.45	0.00032541
Yes	200-300%	Single-Family Attached	Owner	1960s	0.429507	0	0.570493	0	0.761846	2163.03	0.000295082
Yes	200-300%	Single-Family Attached	Owner	1970s	0.43358	0	0.56642	0	1.44953	3685.94	0.000659835
Yes	200-300%	Single-Family Attached	Owner	1980s	0.449726	0	0.550274	0	1.95518	4807.63	0.000795484
Yes	200-300%	Single-Family Attached	Owner	1990s	0.446431	0	0.553569	0	1.51021	4169.07	0.000650653
Yes	200-300%	Single-Family Attached	Owner	2000s	0.448864	0	0.551136	0	2.17092	5294.49	0.000743709
Yes	200-300%	Single-Family Attached	Owner	2010s	0.445125	0	0.554875	0	1.32817	2727.83	0.000184272
Yes	200-300%	Single-Family Attached	Owner	<1940	0.435669	0	0.564331	0	1.32143	3006.76	0.00057916
Yes	200-300%	Single-Family Attached	Renter	1940s	0.380338	0	0.619662	0	0.557172	556.511	0.000140467
Yes	200-300%	Single-Family Attached	Renter	1950s	0.368434	0	0.631566	0	0.201833	686.583	0.000235008
Yes	200-300%	Single-Family Attached	Renter	1960s	0.374439	0	0.625561	0	0.321227	1034.59	0.000202522
Yes	200-300%	Single-Family Attached	Renter	1970s	0.378337	0	0.621663	0	0.611184	1763.01	0.000451049
Yes	200-300%	Single-Family Attached	Renter	1980s	0.393856	0	0.606144	0	0.824388	2299.52	0.000550445
Yes	200-300%	Single-Family Attached	Renter	1990s	0.39068	0	0.60932	0	0.636768	1994.09	0.000442283
Yes	200-300%	Single-Family Attached	Renter	2000s	0.393024	0	0.606976	0	0.915354	2532.39	0.000571133
Yes	200-300%	Single-Family Attached	Renter	2010s	0.389422	0	0.610578	0	0.560015	1304.74	0.000195196
Yes	200-300%	Single-Family Attached	Renter	<1940	0.380338	0	0.619662	0	0.557172	1438.15	0.000384484
Yes	200-300%	Single-Family Detached	Not Available	1940s	0	0	0	1	30.6947	38622.4	0
Yes	200-300%	Single-Family Detached	Not Available	1950s	0	0	0	1	21.9318	102754	0
Yes	200-300%	Single-Family Detached	Not Available	1960s	0	0	0	1	21.1427	86237.8	0
Yes	200-300%	Single-Family Detached	Not Available	1970s	0	0	0	1	28.7547	109372	0
Yes	200-300%	Single-Family Detached	Not Available	1980s	0	0	0	1	23.0663	90589.7	0
Yes	200-300%	Single-Family Detached	Not Available	1990s	0	0	0	1	25.9763	112042	0
Yes	200-300%	Single-Family Detached	Not Available	2000s	0	0	0	1	29.4781	105602	0
Yes	200-300%	Single-Family Detached	Not Available	2010s	0	0	0	1	17.2956	58886	0
Yes	200-300%	Single-Family Detached	Not Available	<1940	0	0	0	1	30.6947	99809.2	0
Yes	200-300%	Single-Family Detached	Owner	1940s	0.435975	0	0.564025	0	23.6957	29151.5	0.00423502
Yes	200-300%	Single-Family Detached	Owner	1950s	0.431481	0	0.568519	0	16.931	77557.1	0.00971714
Yes	200-300%	Single-Family Detached	Owner	1960s	0.438345	0	0.561655	0	16.3217	65090.7	0.008105
Yes	200-300%	Single-Family Detached	Owner	1970s	0.441	0	0.559	0	22.1981	82551.7	0.0100154
Yes	200-300%	Single-Family Detached	Owner	1980s	0.440171	0	0.559829	0	17.8067	68375.5	0.00669987
Yes	200-300%	Single-Family Detached	Owner	1990s	0.449714	0	0.550286	0	20.0532	84567.5	0.00775577
Yes	200-300%	Single-Family Detached	Owner	2000s	0.448886	0	0.551114	0	22.7565	79706.8	0.00768069
Yes	200-300%	Single-Family Detached	Owner	2010s	0.452339	0	0.547661	0	13.3518	44446.1	0.00212585
Yes	200-300%	Single-Family Detached	Owner	<1940	0.435975	0	0.564025	0	23.6957	75334.2	0.00911097
Yes	200-300%	Single-Family Detached	Renter	1940s	0.380632	0	0.619368	0	0.448776	665.007	0.000911258
Yes	200-300%	Single-Family Detached	Renter	1950s	0.376327	0	0.623673	0	0.320657	1769.24	0.00218675
Yes	200-300%	Single-Family Detached	Renter	1960s	0.382905	0	0.617095	0	0.309119	1484.86	0.00191078
Yes	200-300%	Single-Family Detached	Renter	1970s	0.385454	0	0.614546	0	0.420412	1883.18	0.00227483
Yes	200-300%	Single-Family Detached	Renter	1980s	0.384658	0	0.615342	0	0.337243	1559.79	0.00177772
Yes	200-300%	Single-Family Detached	Renter	1990s	0.393844	0	0.606156	0	0.379789	1929.16	0.00200641
Yes	200-300%	Single-Family Detached	Renter	2000s	0.393045	0	0.606955	0	0.430988	1818.28	0.00226003
Yes	200-300%	Single-Family Detached	Renter	2010s	0.396378	0	0.603622	0	0.252872	1013.91	0.000646692
Yes	200-300%	Single-Family Detached	Renter	<1940	0.380632	0	0.619368	0	0.448776	1718.53	0.00178759
Yes	300-400%	Mobile Home	Not Available	1940s	0	0	0	1	11.3331	86.1691	0
Yes	300-400%	Mobile Home	Not Available	1950s	0	0	0	1	0.0985015	456.957	0
Yes	300-400%	Mobile Home	Not Available	1960s	0	0	0	1	0.224365	1064.24	0
Yes	300-400%	Mobile Home	Not Available	1970s	0	0	0	1	1.01785	4572.56	0
Yes	300-400%	Mobile Home	Not Available	1980s	0	0	0	1	0.90293	4462.87	0
Yes	300-400%	Mobile Home	Not Available	1990s	0	0	0	1	1.32977	6772.09	0
Yes	300-400%	Mobile Home	Not Available	2000s	0	0	0	1	0.826318	3445.3	0
Yes	300-400%	Mobile Home	Not Available	2010s	0	0	0	1	0.454201	2159.86	0
Yes	300-400%	Mobile Home	Not Available	<1940	0	0	0	1	11.3331	222.681	0
Yes	300-400%	Mobile Home	Owner	1940s	0.487941	0	0.512059	0	9.1023	71.0303	1.55956e-05
Yes	300-400%	Mobile Home	Owner	1950s	0.417559	0	0.582441	0	0.0791122	376.676	5.33513e-05
Yes	300-400%	Mobile Home	Owner	1960s	0.408215	0	0.591785	0	0.1802	877.272	0.000237653
Yes	300-400%	Mobile Home	Owner	1970s	0.419965	0	0.580035	0	0.817493	3769.22	0.000837313
Yes	300-400%	Mobile Home	Owner	1980s	0.436913	0	0.563087	0	0.725195	3678.81	0.00109029
Yes	300-400%	Mobile Home	Owner	1990s	0.45503	0	0.54497	0	1.06802	5582.33	0.00137612
Yes	300-400%	Mobile Home	Owner	2000s	0.456292	0	0.543708	0	0.663664	2840.01	0.00087706
Yes	300-400%	Mobile Home	Owner	2010s	0.456414	0	0.543586	0	0.364795	1780.4	0.000266412
Yes	300-400%	Mobile Home	Owner	<1940	0.487941	0	0.512059	0	9.1023	183.559	2.68602e-05
Yes	300-400%	Mobile Home	Renter	1940s	0.431042	0	0.568958	0	0.120414	0.730647	5.01322e-06
Yes	300-400%	Mobile Home	Renter	1950s	0.363048	0	0.636952	0	0.00104657	3.87464	1.66882e-05
Yes	300-400%	Mobile Home	Renter	1960s	0.354182	0	0.645818	0	0.00238386	9.02397	6.27668e-05
Yes	300-400%	Mobile Home	Renter	1970s	0.365338	0	0.634662	0	0.0108146	38.7718	0.000221716
Yes	300-400%	Mobile Home	Renter	1980s	0.381531	0	0.618469	0	0.00959357	37.8417	0.000275038
Yes	300-400%	Mobile Home	Renter	1990s	0.398979	0	0.601021	0	0.0141287	57.4221	0.000385881
Yes	300-400%	Mobile Home	Renter	2000s	0.4002	0	0.5998	0	0.00877957	29.2135	0.000227537
Yes	300-400%	Mobile Home	Renter	2010s	0.400317	0	0.599683	0	0.00482586	18.314	7.81461e-05
Yes	300-400%	Mobile Home	Renter	<1940	0.431042	0	0.568958	0	0.120414	1.88816	6.43482e-06
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	0.945884	1512.51	0
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.199943	1102.48	0
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.384506	2215.66	0
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	0.6229	3364.57	0
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	0.63059	3523.01	0
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.422956	2348.78	0
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.453717	2275.92	0
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.384506	1714.33	0
Yes	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	0.945884	3908.67	0
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1940s	0.453309	0	0.546691	0	0.0216843	29.9953	7.26418e-05
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1950s	0.45459	0	0.54541	0	0.00458368	21.8639	6.57127e-05
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1960s	0.437559	0	0.562441	0	0.00881476	43.9399	8.81763e-05
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1970s	0.435957	0	0.564043	0	0.0142799	66.7245	0.000131298
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1980s	0.439151	0	0.560849	0	0.0144562	69.8666	0.000121556
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	1990s	0.438335	0	0.561665	0	0.00969624	46.5798	9.06313e-05
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	2000s	0.429096	0	0.570904	0	0.0104014	45.1349	8.07477e-05
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	2010s	0.438714	0	0.561286	0	0.00881476	33.9977	2.87474e-05
Yes	300-400%	Multi-Family with 2 - 4 Units	Owner	<1940	0.453309	0	0.546691	0	0.0216843	77.5148	0.000349393
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1940s	0.397315	0	0.602685	0	0.680384	1116.51	0.000162601
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1950s	0.398553	0	0.601447	0	0.143821	813.835	0.000116584
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1960s	0.382151	0	0.617849	0	0.276579	1635.56	0.000237407
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1970s	0.380614	0	0.619386	0	0.448058	2483.67	0.000483163
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1980s	0.383678	0	0.616322	0	0.453589	2600.63	0.000495036
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	1990s	0.382895	0	0.617105	0	0.304237	1733.83	0.000383967
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	2000s	0.374046	0	0.625954	0	0.326363	1680.04	0.000345472
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	2010s	0.383259	0	0.616741	0	0.276579	1265.49	0.000186884
Yes	300-400%	Multi-Family with 2 - 4 Units	Renter	<1940	0.397315	0	0.602685	0	0.680384	2885.31	0.0005985
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	0.626262	1233.74	0
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.216486	1447.87	0
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	0.402045	2987.08	0
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	1.19067	8033.87	0
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	1.39169	10900	0
Yes	300-400%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	1.27572	9834.71	0
Yes	300-400%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	2.08754	14090	0
Yes	300-400%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	2.32722	13697.2	0
Yes	300-400%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	0.626262	3188.26	0
Yes	300-400%	Multi-Family with 5+ Units	Owner	1940s	0.452341	0	0.547659	0	0.0140208	28.0262	3.38077e-05
Yes	300-400%	Multi-Family with 5+ Units	Owner	1950s	0.435427	0	0.564573	0	0.0048467	32.8904	5.20369e-05
Yes	300-400%	Multi-Family with 5+ Units	Owner	1960s	0.433424	0	0.566576	0	0.00900101	67.8557	9.18817e-05
Yes	300-400%	Multi-Family with 5+ Units	Owner	1970s	0.439264	0	0.560736	0	0.0266568	182.501	0.000205268
Yes	300-400%	Multi-Family with 5+ Units	Owner	1980s	0.443164	0	0.556836	0	0.0311573	247.61	0.000252892
Yes	300-400%	Multi-Family with 5+ Units	Owner	1990s	0.443095	0	0.556905	0	0.0285609	223.41	0.000208052
Yes	300-400%	Multi-Family with 5+ Units	Owner	2000s	0.444673	0	0.555327	0	0.046736	320.076	0.000187927
Yes	300-400%	Multi-Family with 5+ Units	Owner	2010s	0.436554	0	0.563446	0	0.052102	311.151	9.59362e-05
Yes	300-400%	Multi-Family with 5+ Units	Owner	<1940	0.452341	0	0.547659	0	0.0140208	72.426	8.83872e-05
Yes	300-400%	Multi-Family with 5+ Units	Renter	1940s	0.39638	0	0.60362	0	0.452867	889.868	0.00012081
Yes	300-400%	Multi-Family with 5+ Units	Renter	1950s	0.380106	0	0.619894	0	0.156547	1044.31	0.000184959
Yes	300-400%	Multi-Family with 5+ Units	Renter	1960s	0.378187	0	0.621813	0	0.290729	2154.51	0.000480055
Yes	300-400%	Multi-Family with 5+ Units	Renter	1970s	0.383787	0	0.616213	0	0.861006	5794.64	0.00112835
Yes	300-400%	Multi-Family with 5+ Units	Renter	1980s	0.387535	0	0.612465	0	1.00637	7861.95	0.0015827
Yes	300-400%	Multi-Family with 5+ Units	Renter	1990s	0.387468	0	0.612532	0	0.922507	7093.55	0.00168226
Yes	300-400%	Multi-Family with 5+ Units	Renter	2000s	0.388987	0	0.611013	0	1.50956	10162.8	0.00170386
Yes	300-400%	Multi-Family with 5+ Units	Renter	2010s	0.381186	0	0.618814	0	1.68288	9879.46	0.00113571
Yes	300-400%	Multi-Family with 5+ Units	Renter	<1940	0.39638	0	0.60362	0	0.452867	2299.62	0.00037815
Yes	300-400%	Single-Family Attached	Not Available	1940s	0	0	0	1	2.54888	2377.21	0
Yes	300-400%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.923317	2932.83	0
Yes	300-400%	Single-Family Attached	Not Available	1960s	0	0	0	1	1.46951	4419.38	0
Yes	300-400%	Single-Family Attached	Not Available	1970s	0	0	0	1	2.79596	7530.9	0
Yes	300-400%	Single-Family Attached	Not Available	1980s	0	0	0	1	3.7713	9822.68	0
Yes	300-400%	Single-Family Attached	Not Available	1990s	0	0	0	1	2.913	8518.01	0
Yes	300-400%	Single-Family Attached	Not Available	2000s	0	0	0	1	4.18744	10817.4	0
Yes	300-400%	Single-Family Attached	Not Available	2010s	0	0	0	1	2.56188	5573.36	0
Yes	300-400%	Single-Family Attached	Not Available	<1940	0	0	0	1	2.54888	6143.24	0
Yes	300-400%	Single-Family Attached	Owner	1940s	0.435669	0	0.564331	0	1.02274	936.993	0.000186077
Yes	300-400%	Single-Family Attached	Owner	1950s	0.423216	0	0.576784	0	0.370482	1155.99	0.00027302
Yes	300-400%	Single-Family Attached	Owner	1960s	0.429507	0	0.570493	0	0.589641	1741.93	0.000262627
Yes	300-400%	Single-Family Attached	Owner	1970s	0.43358	0	0.56642	0	1.12188	2968.36	0.000608812
Yes	300-400%	Single-Family Attached	Owner	1980s	0.449726	0	0.550274	0	1.51324	3871.68	0.000782474
Yes	300-400%	Single-Family Attached	Owner	1990s	0.446431	0	0.553569	0	1.16884	3357.44	0.00065823
Yes	300-400%	Single-Family Attached	Owner	2000s	0.448864	0	0.551136	0	1.68021	4263.76	0.000781815
Yes	300-400%	Single-Family Attached	Owner	2010s	0.445125	0	0.554875	0	1.02796	2196.78	0.000216304
Yes	300-400%	Single-Family Attached	Owner	<1940	0.435669	0	0.564331	0	1.02274	2421.4	0.000493188
Yes	300-400%	Single-Family Attached	Renter	1940s	0.380338	0	0.619662	0	0.342347	329.286	9.05275e-05
Yes	300-400%	Single-Family Attached	Renter	1950s	0.368434	0	0.631566	0	0.124014	406.25	0.000146553
Yes	300-400%	Single-Family Attached	Renter	1960s	0.374439	0	0.625561	0	0.197374	612.165	0.000136318
Yes	300-400%	Single-Family Attached	Renter	1970s	0.378337	0	0.621663	0	0.375534	1043.17	0.000324438
Yes	300-400%	Single-Family Attached	Renter	1980s	0.393856	0	0.606144	0	0.506534	1360.62	0.000412757
Yes	300-400%	Single-Family Attached	Renter	1990s	0.39068	0	0.60932	0	0.391254	1179.9	0.000336068
Yes	300-400%	Single-Family Attached	Renter	2000s	0.393024	0	0.606976	0	0.562428	1498.41	0.00046414
Yes	300-400%	Single-Family Attached	Renter	2010s	0.389422	0	0.610578	0	0.344094	772.012	0.000163038
Yes	300-400%	Single-Family Attached	Renter	<1940	0.380338	0	0.619662	0	0.342347	850.952	0.000242772
Yes	300-400%	Single-Family Detached	Not Available	1940s	0	0	0	1	25.2441	30044.8	0
Yes	300-400%	Single-Family Detached	Not Available	1950s	0	0	0	1	18.0373	79933.6	0
Yes	300-400%	Single-Family Detached	Not Available	1960s	0	0	0	1	17.3883	67085.2	0
Yes	300-400%	Single-Family Detached	Not Available	1970s	0	0	0	1	23.6486	85081.3	0
Yes	300-400%	Single-Family Detached	Not Available	1980s	0	0	0	1	18.9702	70470.7	0
