Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	source_count	source_weight	sampling_probability
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Ambient	1	2000-09	0	0	0	1	2	0	0
Middle Atlantic	Single-Family Attached	1500-2499	Ambient	1	2000-09	0	0	0	1	1	0	0
Middle Atlantic	Single-Family Attached	2500-3999	Ambient	1	2000-09	0	0	0	1	1	0	0
Middle Atlantic	Single-Family Attached	4000+	Ambient	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Ambient	2	2000-09	0	0	0	1	2	0	0
Middle Atlantic	Single-Family Attached	1500-2499	Ambient	2	2000-09	0	0	0	1	1	0	0
Middle Atlantic	Single-Family Attached	2500-3999	Ambient	2	2000-09	0	0	0	1	1	0	0
Middle Atlantic	Single-Family Attached	4000+	Ambient	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Ambient	3	2000-09	0	0	0	1	2	0	0
Middle Atlantic	Single-Family Attached	1500-2499	Ambient	3	2000-09	0	0	0	1	1	3862.92	0
Middle Atlantic	Single-Family Attached	2500-3999	Ambient	3	2000-09	0	0	0	1	1	7822.57	0
Middle Atlantic	Single-Family Attached	4000+	Ambient	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Ambient	4+	2000-09	0	0	0	1	2	0	0
Middle Atlantic	Single-Family Attached	1500-2499	Ambient	4+	2000-09	0	0	0	1	1	0	0
Middle Atlantic	Single-Family Attached	2500-3999	Ambient	4+	2000-09	0	0	0	1	1	0	0
Middle Atlantic	Single-Family Attached	4000+	Ambient	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Detached	0-1499	Ambient	1	2000-09	0	0	0	1	3	0	5.90864e-06
Middle Atlantic	Single-Family Detached	1500-2499	Ambient	1	2000-09	0	0	0	1	6	0	1.23833e-05
Middle Atlantic	Single-Family Detached	2500-3999	Ambient	1	2000-09	0	0	0	1	3	0	5.07254e-06
Middle Atlantic	Single-Family Detached	4000+	Ambient	1	2000-09	0	0	0	1	1	0	6.88755e-07
Middle Atlantic	Single-Family Detached	0-1499	Ambient	2	2000-09	0	0	0	1	3	0	1.12603e-06
Middle Atlantic	Single-Family Detached	1500-2499	Ambient	2	2000-09	0	0	0	1	6	10195.1	6.57796e-06
Middle Atlantic	Single-Family Detached	2500-3999	Ambient	2	2000-09	0	0	0	1	3	0	1.16459e-05
Middle Atlantic	Single-Family Detached	4000+	Ambient	2	2000-09	0	0	0	1	1	0	2.5828e-06
Middle Atlantic	Single-Family Detached	0-1499	Ambient	3	2000-09	0	0	0	1	3	0	1.18488e-08
Middle Atlantic	Single-Family Detached	1500-2499	Ambient	3	2000-09	0	0	0	1	6	0	7.56449e-08
Middle Atlantic	Single-Family Detached	2500-3999	Ambient	3	2000-09	0	0	0	1	3	0	1.92244e-07
Middle Atlantic	Single-Family Detached	4000+	Ambient	3	2000-09	0	0	0	1	1	0	1.01916e-07
Middle Atlantic	Single-Family Detached	0-1499	Ambient	4+	2000-09	0	0	0	1	3	0	0
Middle Atlantic	Single-Family Detached	1500-2499	Ambient	4+	2000-09	0	0	0	1	6	0	0
Middle Atlantic	Single-Family Detached	2500-3999	Ambient	4+	2000-09	0	0	0	1	3	0	0
Middle Atlantic	Single-Family Detached	4000+	Ambient	4+	2000-09	0	0	0	1	1	0	0
Middle Atlantic	Mobile Home	0-1499	Heated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Heated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Heated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Heated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Heated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Heated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Heated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Heated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Heated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Heated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Heated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Heated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Heated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Heated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Heated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Heated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	1	2000-09	0	0	0	1	32	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	1	2000-09	0	0	0	1	16	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Heated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	2	2000-09	0	0	0	1	32	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	2	2000-09	0	0	0	1	16	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Heated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	3	2000-09	0	0	0	1	32	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	3	2000-09	0	0	0	1	16	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Heated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	4+	2000-09	0	0	0	1	32	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	4+	2000-09	0	0	0	1	16	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Heated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Heated Basement	1	2000-09	0	0	0	1	128	0	0
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Heated Basement	1	2000-09	0	0	0	1	20	0	0
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Heated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Heated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Heated Basement	2	2000-09	0	0	0	1	128	0	0
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Heated Basement	2	2000-09	0	0	0	1	20	0	0
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Heated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Heated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Heated Basement	3	2000-09	0	0	0	1	128	0	0
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Heated Basement	3	2000-09	0	0	0	1	20	0	0
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Heated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Heated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Heated Basement	4+	2000-09	0	0	0	1	128	0	0
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Heated Basement	4+	2000-09	0	0	0	1	20	0	0
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Heated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Heated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Heated Basement	1	2000-09	0	0	0	1	17	4205.24	5.07333e-05
Middle Atlantic	Single-Family Attached	1500-2499	Heated Basement	1	2000-09	0	0	0	1	14	12064.7	6.0962e-05
Middle Atlantic	Single-Family Attached	2500-3999	Heated Basement	1	2000-09	0	0	0	1	20	0	3.35739e-05
Middle Atlantic	Single-Family Attached	4000+	Heated Basement	1	2000-09	0	0	0	1	1	0	2.63082e-07
Middle Atlantic	Single-Family Attached	0-1499	Heated Basement	2	2000-09	0	0	0	1	17	20397.1	5.06972e-05
Middle Atlantic	Single-Family Attached	1500-2499	Heated Basement	2	2000-09	0	0	0	1	14	7492.58	9.44076e-05
Middle Atlantic	Single-Family Attached	2500-3999	Heated Basement	2	2000-09	0	0	0	1	20	16394.1	3.24011e-05
Middle Atlantic	Single-Family Attached	4000+	Heated Basement	2	2000-09	0	0	0	1	1	0	7.27774e-07
Middle Atlantic	Single-Family Attached	0-1499	Heated Basement	3	2000-09	0	0	0	1	17	5941.92	2.51643e-06
Middle Atlantic	Single-Family Attached	1500-2499	Heated Basement	3	2000-09	0	0	0	1	14	8113.72	1.89243e-05
Middle Atlantic	Single-Family Attached	2500-3999	Heated Basement	3	2000-09	0	0	0	1	20	0	2.60547e-05
Middle Atlantic	Single-Family Attached	4000+	Heated Basement	3	2000-09	0	0	0	1	1	0	5.52202e-07
Middle Atlantic	Single-Family Attached	0-1499	Heated Basement	4+	2000-09	0	0	0	1	17	0	0
Middle Atlantic	Single-Family Attached	1500-2499	Heated Basement	4+	2000-09	0	0	0	1	14	0	0
Middle Atlantic	Single-Family Attached	2500-3999	Heated Basement	4+	2000-09	0	0	0	1	20	0	0
Middle Atlantic	Single-Family Attached	4000+	Heated Basement	4+	2000-09	0	0	0	1	1	0	0
Middle Atlantic	Single-Family Detached	0-1499	Heated Basement	1	2000-09	1	0	0	0	12	8501.21	0.00022369
Middle Atlantic	Single-Family Detached	1500-2499	Heated Basement	1	2000-09	0.169841	0.593211	0	0.236948	12	35505.4	0.00043305
Middle Atlantic	Single-Family Detached	2500-3999	Heated Basement	1	2000-09	0.0908021	0.827072	0	0.0821256	33	11989.7	0.000176124
Middle Atlantic	Single-Family Detached	4000+	Heated Basement	1	2000-09	0.100119	0.489924	0.409957	0	17	0	2.36416e-05
Middle Atlantic	Single-Family Detached	0-1499	Heated Basement	2	2000-09	1	0	0	0	12	16713	4.26292e-05
Middle Atlantic	Single-Family Detached	1500-2499	Heated Basement	2	2000-09	0.132899	0.867101	0	0	11	65748.9	0.000230034
Middle Atlantic	Single-Family Detached	2500-3999	Heated Basement	2	2000-09	0.0292264	0.852718	0	0.118056	18	94359.7	0.000404359
Middle Atlantic	Single-Family Detached	4000+	Heated Basement	2	2000-09	0	0.503606	0.496394	0	15	35608.6	8.86548e-05
Middle Atlantic	Single-Family Detached	0-1499	Heated Basement	3	2000-09	0	0	0	1	12	0	4.48575e-07
Middle Atlantic	Single-Family Detached	1500-2499	Heated Basement	3	2000-09	0.148411	0.708333	0	0.143256	33	6653.34	2.64533e-06
Middle Atlantic	Single-Family Detached	2500-3999	Heated Basement	3	2000-09	0.0908021	0.827072	0	0.0821256	33	0	6.67494e-06
Middle Atlantic	Single-Family Detached	4000+	Heated Basement	3	2000-09	0.100119	0.489924	0.409957	0	17	0	3.49826e-06
Middle Atlantic	Single-Family Detached	0-1499	Heated Basement	4+	2000-09	0	0	0	1	12	0	0
Middle Atlantic	Single-Family Detached	1500-2499	Heated Basement	4+	2000-09	0.148411	0.708333	0	0.143256	33	0	0
Middle Atlantic	Single-Family Detached	2500-3999	Heated Basement	4+	2000-09	0.0908021	0.827072	0	0.0821256	33	0	0
Middle Atlantic	Single-Family Detached	4000+	Heated Basement	4+	2000-09	0.100119	0.489924	0.409957	0	17	0	0
Middle Atlantic	Mobile Home	0-1499	Slab	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Slab	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Slab	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Slab	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Slab	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Slab	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Slab	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Slab	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Slab	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Slab	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Slab	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Slab	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Slab	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Slab	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Slab	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Slab	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Slab	1	2000-09	0	0	0	1	32	5423.48	3.63152e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Slab	1	2000-09	0	0	0	1	16	548.327	8.63097e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Slab	1	2000-09	0	0	0	1	0	0	8.83674e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Slab	1	2000-09	0	0	0	1	0	0	2.85811e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Slab	2	2000-09	0	0	0	1	32	5423.48	0.000282429
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Slab	2	2000-09	0	0	0	1	16	548.327	6.71244e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Slab	2	2000-09	0	0	0	1	0	0	6.87248e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Slab	2	2000-09	0	0	0	1	0	0	2.2228e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Slab	3	2000-09	0	0	0	1	32	5423.48	2.28836e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Slab	3	2000-09	0	0	0	1	16	548.327	5.29425e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Slab	3	2000-09	0	0	0	1	0	0	5.65692e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Slab	3	2000-09	0	0	0	1	0	0	1.77511e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Slab	4+	2000-09	0	0	0	1	32	5423.48	1.50437e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Slab	4+	2000-09	0	0	0	1	16	548.327	3.48045e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Slab	4+	2000-09	0	0	0	1	0	0	3.71887e-08
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Slab	4+	2000-09	0	0	0	1	0	0	1.16696e-07
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Slab	1	2000-09	0	0	0	1	32	18688.4	4.9313e-05
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Slab	1	2000-09	0	0	0	1	20	0	4.48394e-06
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Slab	1	2000-09	0	0	0	1	0	0	1.34597e-06
Middle Atlantic	Multi-Family with 5+ Units	4000+	Slab	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Slab	2	2000-09	0	0	0	1	32	18688.4	0.000266359
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Slab	2	2000-09	0	0	0	1	20	0	2.3116e-05
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Slab	2	2000-09	0	0	0	1	0	0	7.41292e-06
Middle Atlantic	Multi-Family with 5+ Units	4000+	Slab	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Slab	3	2000-09	0	0	0	1	32	18688.4	0.000258321
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Slab	3	2000-09	0	0	0	1	20	0	2.49771e-05
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Slab	3	2000-09	0	0	0	1	0	0	7.16237e-06
Middle Atlantic	Multi-Family with 5+ Units	4000+	Slab	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Slab	4+	2000-09	0	0	0	1	32	18688.4	0.000509238
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Slab	4+	2000-09	0	0	0	1	20	0	5.53414e-05
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Slab	4+	2000-09	0	0	0	1	0	0	1.36848e-05
Middle Atlantic	Multi-Family with 5+ Units	4000+	Slab	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Slab	1	2000-09	0	0	0	1	17	12731.4	6.04171e-05
Middle Atlantic	Single-Family Attached	1500-2499	Slab	1	2000-09	0	0	0	1	14	5525.06	7.34735e-05
Middle Atlantic	Single-Family Attached	2500-3999	Slab	1	2000-09	0	0	0	1	20	0	3.97095e-05
Middle Atlantic	Single-Family Attached	4000+	Slab	1	2000-09	0	0	0	1	1	0	3.6305e-07
Middle Atlantic	Single-Family Attached	0-1499	Slab	2	2000-09	0	0	0	1	17	11520.7	6.03741e-05
Middle Atlantic	Single-Family Attached	1500-2499	Slab	2	2000-09	0	0	0	1	14	10692.7	0.000113783
Middle Atlantic	Single-Family Attached	2500-3999	Slab	2	2000-09	0	0	0	1	20	3437.58	3.83224e-05
Middle Atlantic	Single-Family Attached	4000+	Slab	2	2000-09	0	0	0	1	1	0	1.00432e-06
Middle Atlantic	Single-Family Attached	0-1499	Slab	3	2000-09	0	0	0	1	17	15160	2.99676e-06
Middle Atlantic	Single-Family Attached	1500-2499	Slab	3	2000-09	0	0	0	1	14	17550	2.28082e-05
Middle Atlantic	Single-Family Attached	2500-3999	Slab	3	2000-09	0	0	0	1	20	0	3.08161e-05
Middle Atlantic	Single-Family Attached	4000+	Slab	3	2000-09	0	0	0	1	1	0	7.62031e-07
Middle Atlantic	Single-Family Attached	0-1499	Slab	4+	2000-09	0	0	0	1	17	0	0
Middle Atlantic	Single-Family Attached	1500-2499	Slab	4+	2000-09	0	0	0	1	14	0	0
Middle Atlantic	Single-Family Attached	2500-3999	Slab	4+	2000-09	0	0	0	1	20	0	0
Middle Atlantic	Single-Family Attached	4000+	Slab	4+	2000-09	0	0	0	1	1	0	0
Middle Atlantic	Single-Family Detached	0-1499	Slab	1	2000-09	1	0	0	0	12	14436.3	0.000195457
Middle Atlantic	Single-Family Detached	1500-2499	Slab	1	2000-09	0.169841	0.593211	0	0.236948	12	9155.41	0.000439796
Middle Atlantic	Single-Family Detached	2500-3999	Slab	1	2000-09	0.075466	0.687384	0.168895	0.0682549	33	5264.4	0.000179208
Middle Atlantic	Single-Family Detached	4000+	Slab	1	2000-09	0.100119	0.489924	0.409957	0	17	0	2.4331e-05
Middle Atlantic	Single-Family Detached	0-1499	Slab	2	2000-09	1	0	0	0	12	0	3.72487e-05
Middle Atlantic	Single-Family Detached	1500-2499	Slab	2	2000-09	0.136651	0.771505	0	0.091844	20	17518	0.000233618
Middle Atlantic	Single-Family Detached	2500-3999	Slab	2	2000-09	0.0906484	0.738052	0.089313	0.0819866	26	9204.67	0.000411439
Middle Atlantic	Single-Family Detached	4000+	Slab	2	2000-09	0	0.503606	0.496394	0	15	8526.32	9.12404e-05
Middle Atlantic	Single-Family Detached	0-1499	Slab	3	2000-09	0	0	0	1	12	0	3.91958e-07
Middle Atlantic	Single-Family Detached	1500-2499	Slab	3	2000-09	0.148411	0.708333	0	0.143256	33	0	2.68655e-06
Middle Atlantic	Single-Family Detached	2500-3999	Slab	3	2000-09	0.075466	0.687384	0.168895	0.0682549	33	0	6.79181e-06
Middle Atlantic	Single-Family Detached	4000+	Slab	3	2000-09	0.100119	0.489924	0.409957	0	17	0	3.60028e-06
Middle Atlantic	Single-Family Detached	0-1499	Slab	4+	2000-09	0	0	0	1	12	0	0
Middle Atlantic	Single-Family Detached	1500-2499	Slab	4+	2000-09	0.148411	0.708333	0	0.143256	33	0	0
Middle Atlantic	Single-Family Detached	2500-3999	Slab	4+	2000-09	0.075466	0.687384	0.168895	0.0682549	33	0	0
Middle Atlantic	Single-Family Detached	4000+	Slab	4+	2000-09	0.100119	0.489924	0.409957	0	17	0	0
Middle Atlantic	Mobile Home	0-1499	Unheated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unheated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unheated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Unheated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unheated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unheated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unheated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Unheated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unheated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unheated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unheated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Unheated Basement	3	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unheated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unheated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unheated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Mobile Home	4000+	Unheated Basement	4+	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	1	2000-09	0	0	0	1	32	5423.48	1.48508e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	1	2000-09	0	0	0	1	16	548.327	3.38965e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	1	2000-09	0	0	0	1	0	0	3.02661e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	1	2000-09	0	0	0	1	0	0	9.04749e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	2	2000-09	0	0	0	1	32	5423.48	0.000115497
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	2	2000-09	0	0	0	1	16	548.327	2.63619e-05
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	2	2000-09	0	0	0	1	0	0	2.35385e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	2	2000-09	0	0	0	1	0	0	7.03638e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	3	2000-09	0	0	0	1	32	5423.48	9.50399e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	3	2000-09	0	0	0	1	16	548.327	2.11045e-06
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	3	2000-09	0	0	0	1	0	0	1.9271e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	3	2000-09	0	0	0	1	0	0	5.57153e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	4+	2000-09	0	0	0	1	32	5423.48	6.24795e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	4+	2000-09	0	0	0	1	16	548.327	1.38742e-07
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	4+	2000-09	0	0	0	1	0	0	1.26688e-08
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	4+	2000-09	0	0	0	1	0	0	3.66274e-08
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unheated Basement	1	2000-09	0	0	0	1	32	18688.4	2.08058e-05
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unheated Basement	1	2000-09	0	0	0	1	20	0	1.74405e-06
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unheated Basement	1	2000-09	0	0	0	1	0	0	5.80565e-07
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unheated Basement	1	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unheated Basement	2	2000-09	0	0	0	1	32	18688.4	0.000115571
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unheated Basement	2	2000-09	0	0	0	1	20	0	9.27067e-06
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unheated Basement	2	2000-09	0	0	0	1	0	0	3.27206e-06
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unheated Basement	2	2000-09	0	0	0	1	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unheated Basement	3	2000-09	0	0	0	1	32	18688.4	0.000104479
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unheated Basement	3	2000-09	0	0	0	1	20	0	9.38668e-06
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unheated Basement	3	2000-09	0	0	0	1	0	0	2.98611e-06
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unheated Basement	3	2000-09	0	0	0	1	0	0	0
