Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Counts
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Mobile Home	2010s	0.943010	0.009014	0.003518	0.001498	0.034248	0.008710	256.765869
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Mobile Home	1940-59s	0.456583	0.143760	0.053621	0.021947	0.145077	0.179012	359.843764
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Mobile Home	1960-79s	0.527607	0.246756	0.002611	0.011059	0.139935	0.072032	4312.567643
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Mobile Home	1980-99s	0.817152	0.042662	0.002045	0.006594	0.062006	0.069541	13935.165670
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Mobile Home	2000-09s	0.857363	0.023874	0.008904	0.001556	0.037663	0.070640	3586.055094
VA_Norfolk.Intl.AP.723080	Mobile Home	<1940	0.522456	0.164551	0.148551	0.004245	0.104600	0.055597	193.552120
VA_Norfolk.Intl.AP.723080	Mobile Home	2010s	0.680729	0.203154	0.009217	0.002644	0.011934	0.092322	268.169306
VA_Norfolk.Intl.AP.723080	Mobile Home	1940-59s	0.696174	0.134869	0.069220	0.006225	0.025728	0.067783	462.839443
VA_Norfolk.Intl.AP.723080	Mobile Home	1960-79s	0.583664	0.168363	0.023787	0.006810	0.043401	0.173976	8135.069843
VA_Norfolk.Intl.AP.723080	Mobile Home	1980-99s	0.743434	0.056173	0.009190	0.008156	0.009147	0.173901	18729.042160
VA_Norfolk.Intl.AP.723080	Mobile Home	2000-09s	0.812621	0.042118	0.009167	0.002076	0.003394	0.130624	5346.221360
VA_Richmond.Intl.AP.724010	Mobile Home	<1940	0.344646	0.159310	0.344158	0.040400	0.054876	0.056610	63.470838
VA_Richmond.Intl.AP.724010	Mobile Home	2010s	0.858081	0.082987	0.012332	0.001013	0.009396	0.036191	675.155095
VA_Richmond.Intl.AP.724010	Mobile Home	1940-59s	0.511090	0.305036	0.035065	0.015018	0.069913	0.063877	384.738157
VA_Richmond.Intl.AP.724010	Mobile Home	1960-79s	0.602453	0.192671	0.036031	0.001710	0.048774	0.118363	7153.588553
VA_Richmond.Intl.AP.724010	Mobile Home	1980-99s	0.783247	0.066665	0.010427	0.003886	0.036545	0.099230	14974.096120
VA_Richmond.Intl.AP.724010	Mobile Home	2000-09s	0.812273	0.049222	0.003716	0.003636	0.040420	0.090734	4100.743405
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Mobile Home	<1940	0.227914	0.141820	0.144390	0.000000	0.453811	0.032065	124.388163
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Mobile Home	2010s	0.892417	0.002917	0.020026	0.006356	0.039492	0.038793	456.751708
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Mobile Home	1940-59s	0.554814	0.158180	0.026776	0.001168	0.184361	0.074702	355.656617
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Mobile Home	1960-79s	0.605849	0.152132	0.020759	0.003357	0.165462	0.052442	7929.733908
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Mobile Home	1980-99s	0.830918	0.043133	0.009002	0.003040	0.077289	0.036618	20578.603740
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Mobile Home	2000-09s	0.893334	0.026207	0.011463	0.001235	0.034597	0.033164	5532.924975
VA_Sterling-Washington.Dulles.Intl.AP.724030	Mobile Home	<1940	0.189355	0.157064	0.218803	0.219995	0.126122	0.088661	241.020550
VA_Sterling-Washington.Dulles.Intl.AP.724030	Mobile Home	2010s	0.726276	0.054186	0.085245	0.008323	0.017639	0.108332	507.404552
VA_Sterling-Washington.Dulles.Intl.AP.724030	Mobile Home	1940-59s	0.260385	0.360110	0.164215	0.013992	0.057432	0.143867	459.964373
VA_Sterling-Washington.Dulles.Intl.AP.724030	Mobile Home	1960-79s	0.430871	0.296397	0.050616	0.004582	0.116648	0.100887	6715.918966
VA_Sterling-Washington.Dulles.Intl.AP.724030	Mobile Home	1980-99s	0.696972	0.121509	0.056867	0.007460	0.037867	0.079326	12040.342640
VA_Sterling-Washington.Dulles.Intl.AP.724030	Mobile Home	2000-09s	0.667617	0.065272	0.136421	0.003666	0.045240	0.081784	4642.226367
VT_Burlington.Intl.AP.726170	Mobile Home	<1940	0.183065	0.264615	0.092843	0.087587	0.138678	0.233212	92.409653
VT_Burlington.Intl.AP.726170	Mobile Home	2010s	0.041014	0.259728	0.080823	0.011660	0.082146	0.524629	233.742394
VT_Burlington.Intl.AP.726170	Mobile Home	1940-59s	0.072530	0.531929	0.048739	0.004582	0.263604	0.078616	302.386288
VT_Burlington.Intl.AP.726170	Mobile Home	1960-79s	0.015672	0.725761	0.029514	0.003115	0.125561	0.100377	6766.521427
VT_Burlington.Intl.AP.726170	Mobile Home	1980-99s	0.016187	0.675407	0.039186	0.002373	0.090984	0.175864	11762.600890
VT_Burlington.Intl.AP.726170	Mobile Home	2000-09s	0.001039	0.665026	0.021319	0.000889	0.149646	0.162081	2978.370913
WA_Olympia.AP.727920	Mobile Home	<1940	0.685491	0.041933	0.003362	0.017665	0.173004	0.078545	137.982385
WA_Olympia.AP.727920	Mobile Home	2010s	0.472770	0.007666	0.070237	0.095649	0.023518	0.330160	228.576771
WA_Olympia.AP.727920	Mobile Home	1940-59s	0.685335	0.003856	0.002755	0.051382	0.249323	0.007348	152.511098
WA_Olympia.AP.727920	Mobile Home	1960-79s	0.716893	0.006055	0.046795	0.000425	0.213550	0.016282	8765.970283
WA_Olympia.AP.727920	Mobile Home	1980-99s	0.803460	0.000486	0.019601	0.004180	0.131950	0.040323	13635.152290
WA_Olympia.AP.727920	Mobile Home	2000-09s	0.814667	0.000841	0.056387	0.003569	0.063627	0.060909	2864.046165
WA_Quillayute.State.AP.727970	Mobile Home	<1940	0.283130	0.005376	0.339919	0.001104	0.348339	0.022132	41.911141
WA_Quillayute.State.AP.727970	Mobile Home	2010s	0.376821	0.004987	0.010791	0.006268	0.015573	0.585561	27.631417
WA_Quillayute.State.AP.727970	Mobile Home	1940-59s	0.234415	0.112242	0.160057	0.048378	0.285435	0.159473	109.908475
WA_Quillayute.State.AP.727970	Mobile Home	1960-79s	0.613405	0.012802	0.076475	0.000211	0.266193	0.030914	2936.821147
WA_Quillayute.State.AP.727970	Mobile Home	1980-99s	0.616250	0.000313	0.104821	0.019744	0.135663	0.123209	3441.941990
WA_Quillayute.State.AP.727970	Mobile Home	2000-09s	0.646008	0.000329	0.038914	0.003725	0.067959	0.243065	732.892984
WA_Seattle-Tacoma.Intl.AP.727930	Mobile Home	<1940	0.480344	0.066890	0.124773	0.127208	0.156335	0.044451	483.019160
WA_Seattle-Tacoma.Intl.AP.727930	Mobile Home	2010s	0.679397	0.035033	0.084924	0.032329	0.038081	0.130237	508.506188
WA_Seattle-Tacoma.Intl.AP.727930	Mobile Home	1940-59s	0.448344	0.062557	0.220482	0.030467	0.145006	0.093143	1067.176420
WA_Seattle-Tacoma.Intl.AP.727930	Mobile Home	1960-79s	0.728273	0.004963	0.100376	0.003086	0.131812	0.031489	25049.003680
WA_Seattle-Tacoma.Intl.AP.727930	Mobile Home	1980-99s	0.749980	0.003657	0.061007	0.004237	0.121079	0.060040	35706.369350
WA_Seattle-Tacoma.Intl.AP.727930	Mobile Home	2000-09s	0.704611	0.006800	0.083718	0.004206	0.090395	0.110269	6584.488217
WA_Spokane.Intl.AP.727850	Mobile Home	<1940	0.127066	0.273099	0.159333	0.201986	0.151513	0.087003	58.406092
WA_Spokane.Intl.AP.727850	Mobile Home	2010s	0.730224	0.056569	0.135079	0.001339	0.041313	0.035476	252.758692
WA_Spokane.Intl.AP.727850	Mobile Home	1940-59s	0.608134	0.015524	0.116645	0.003093	0.235597	0.021006	636.637631
WA_Spokane.Intl.AP.727850	Mobile Home	1960-79s	0.546616	0.014329	0.128125	0.002517	0.271568	0.036844	14383.431490
WA_Spokane.Intl.AP.727850	Mobile Home	1980-99s	0.627924	0.009200	0.148561	0.007046	0.179847	0.027423	16686.397540
WA_Spokane.Intl.AP.727850	Mobile Home	2000-09s	0.697272	0.001198	0.071128	0.000901	0.166185	0.063317	3377.148025
WA_Yakima.Air.Terminal-McAllister.Field.727810	Mobile Home	<1940	0.553478	0.033670	0.118111	0.024358	0.199781	0.070602	135.606945
WA_Yakima.Air.Terminal-McAllister.Field.727810	Mobile Home	2010s	0.954977	0.004594	0.002390	0.022194	0.010441	0.005405	91.320179
WA_Yakima.Air.Terminal-McAllister.Field.727810	Mobile Home	1940-59s	0.850257	0.007283	0.097012	0.008732	0.018611	0.018105	409.767618
WA_Yakima.Air.Terminal-McAllister.Field.727810	Mobile Home	1960-79s	0.886077	0.003069	0.027533	0.003211	0.070179	0.009932	10947.841580
WA_Yakima.Air.Terminal-McAllister.Field.727810	Mobile Home	1980-99s	0.923464	0.000483	0.006241	0.001565	0.042541	0.025705	13714.436800
WA_Yakima.Air.Terminal-McAllister.Field.727810	Mobile Home	2000-09s	0.871769	0.001379	0.011707	0.001299	0.066420	0.047426	3658.949718
WI_Eau.Claire.County.AP.726435	Mobile Home	<1940	0.033962	0.233749	0.062977	0.021568	0.067181	0.580563	73.013730
WI_Eau.Claire.County.AP.726435	Mobile Home	2010s	0.036687	0.030090	0.129683	0.040640	0.123918	0.638982	47.121293
WI_Eau.Claire.County.AP.726435	Mobile Home	1940-59s	0.220525	0.031104	0.291473	0.021434	0.290410	0.145054	211.537820
WI_Eau.Claire.County.AP.726435	Mobile Home	1960-79s	0.035445	0.020304	0.373876	0.000381	0.142530	0.427465	4361.421341
WI_Eau.Claire.County.AP.726435	Mobile Home	1980-99s	0.030430	0.008447	0.420152	0.000655	0.098560	0.441756	7494.801368
WI_Eau.Claire.County.AP.726435	Mobile Home	2000-09s	0.063359	0.018255	0.309742	0.000639	0.085859	0.522147	1894.084042
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Mobile Home	<1940	0.070152	0.062341	0.450634	0.188804	0.131953	0.096118	118.961933
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Mobile Home	2010s	0.107779	0.096711	0.126292	0.013915	0.149973	0.505329	59.306464
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Mobile Home	1940-59s	0.079162	0.039668	0.379844	0.008371	0.216961	0.275995	269.743740
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Mobile Home	1960-79s	0.054830	0.034436	0.480671	0.001069	0.122817	0.306178	5612.733007
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Mobile Home	1980-99s	0.056598	0.009193	0.535207	0.002242	0.056397	0.340363	10180.903400
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Mobile Home	2000-09s	0.025706	0.021057	0.515814	0.010398	0.107458	0.319567	1829.748179
WI_La.Crosse.Muni.AP.726430	Mobile Home	<1940	0.096058	0.040021	0.098186	0.014553	0.106377	0.644805	32.215609
WI_La.Crosse.Muni.AP.726430	Mobile Home	2010s	0.069305	0.048930	0.109921	0.010090	0.138430	0.623324	53.842808
WI_La.Crosse.Muni.AP.726430	Mobile Home	1940-59s	0.042140	0.022015	0.343196	0.010305	0.526551	0.055793	103.502905
WI_La.Crosse.Muni.AP.726430	Mobile Home	1960-79s	0.139929	0.037009	0.453977	0.000466	0.127156	0.241463	2984.458335
WI_La.Crosse.Muni.AP.726430	Mobile Home	1980-99s	0.028543	0.004412	0.579244	0.000394	0.064863	0.322545	5068.924161
WI_La.Crosse.Muni.AP.726430	Mobile Home	2000-09s	0.020272	0.010349	0.438240	0.002942	0.104210	0.423987	1115.780186
WI_Madison-Dane.County.Rgnl.AP.726410	Mobile Home	<1940	0.055786	0.262672	0.117431	0.080251	0.183812	0.300048	78.670522
WI_Madison-Dane.County.Rgnl.AP.726410	Mobile Home	2010s	0.013854	0.006542	0.496550	0.002487	0.040287	0.440280	95.668689
WI_Madison-Dane.County.Rgnl.AP.726410	Mobile Home	1940-59s	0.112194	0.072955	0.497740	0.014572	0.088313	0.214227	203.377576
WI_Madison-Dane.County.Rgnl.AP.726410	Mobile Home	1960-79s	0.081237	0.006848	0.454630	0.002920	0.087285	0.367080	4142.216364
WI_Madison-Dane.County.Rgnl.AP.726410	Mobile Home	1980-99s	0.050712	0.006999	0.551168	0.001286	0.041352	0.348484	7501.342605
WI_Madison-Dane.County.Rgnl.AP.726410	Mobile Home	2000-09s	0.061633	0.003338	0.433514	0.001443	0.103486	0.396585	1809.126373
WI_Milwaukee-Mitchell.Intl.AP.726400	Mobile Home	<1940	0.206950	0.075690	0.383703	0.128640	0.123231	0.081785	118.441759
WI_Milwaukee-Mitchell.Intl.AP.726400	Mobile Home	2010s	0.084409	0.037136	0.618003	0.044597	0.188312	0.027543	75.438398
WI_Milwaukee-Mitchell.Intl.AP.726400	Mobile Home	1940-59s	0.210776	0.039153	0.474924	0.040705	0.104716	0.129726	408.484288
WI_Milwaukee-Mitchell.Intl.AP.726400	Mobile Home	1960-79s	0.066788	0.020954	0.803238	0.006120	0.024233	0.078666	3148.873725
WI_Milwaukee-Mitchell.Intl.AP.726400	Mobile Home	1980-99s	0.064952	0.007392	0.837273	0.005665	0.015833	0.068885	3928.736863
WI_Milwaukee-Mitchell.Intl.AP.726400	Mobile Home	2000-09s	0.068544	0.030730	0.808436	0.004720	0.034203	0.053367	1353.847067
WV_Charleston-Yeager.AP.724140	Mobile Home	<1940	0.311499	0.001280	0.393188	0.132490	0.076115	0.085429	124.055996
WV_Charleston-Yeager.AP.724140	Mobile Home	2010s	0.879076	0.011251	0.070266	0.001475	0.018769	0.019162	982.509412
WV_Charleston-Yeager.AP.724140	Mobile Home	1940-59s	0.396395	0.030994	0.369901	0.004856	0.113726	0.084129	346.335007
WV_Charleston-Yeager.AP.724140	Mobile Home	1960-79s	0.568147	0.014129	0.251804	0.004095	0.107178	0.054647	13170.285110
WV_Charleston-Yeager.AP.724140	Mobile Home	1980-99s	0.744934	0.005860	0.161780	0.001225	0.051050	0.035151	26565.686440
WV_Charleston-Yeager.AP.724140	Mobile Home	2000-09s	0.822139	0.000457	0.100390	0.001781	0.035884	0.039348	9471.675942
WV_Elkins-Randolph.County.AP.724170	Mobile Home	<1940	0.383293	0.054509	0.199478	0.003065	0.325730	0.033926	48.665502
WV_Elkins-Randolph.County.AP.724170	Mobile Home	2010s	0.635235	0.159846	0.092924	0.001380	0.020511	0.090104	415.689143
WV_Elkins-Randolph.County.AP.724170	Mobile Home	1940-59s	0.216636	0.145854	0.385261	0.002979	0.057496	0.191774	312.671311
WV_Elkins-Randolph.County.AP.724170	Mobile Home	1960-79s	0.313489	0.208808	0.196009	0.001755	0.210765	0.069173	8962.851820
WV_Elkins-Randolph.County.AP.724170	Mobile Home	1980-99s	0.417458	0.117404	0.208760	0.002111	0.131580	0.122687	13612.483550
WV_Elkins-Randolph.County.AP.724170	Mobile Home	2000-09s	0.554693	0.059074	0.180254	0.000599	0.091573	0.113807	3505.824589
WV_Huntington-Tri.State.Walker.Long.Field.724250	Mobile Home	<1940	0.176639	0.033112	0.613751	0.061810	0.043554	0.071134	213.801318
WV_Huntington-Tri.State.Walker.Long.Field.724250	Mobile Home	2010s	0.798108	0.014474	0.047651	0.000127	0.040195	0.099447	1238.180896
WV_Huntington-Tri.State.Walker.Long.Field.724250	Mobile Home	1940-59s	0.606815	0.007847	0.153174	0.006955	0.060133	0.165076	682.560169
WV_Huntington-Tri.State.Walker.Long.Field.724250	Mobile Home	1960-79s	0.538934	0.041424	0.109253	0.000519	0.122052	0.187817	14446.002920
WV_Huntington-Tri.State.Walker.Long.Field.724250	Mobile Home	1980-99s	0.709228	0.021301	0.085732	0.000541	0.051603	0.131595	32602.355680
WV_Huntington-Tri.State.Walker.Long.Field.724250	Mobile Home	2000-09s	0.840070	0.003654	0.044019	0.002441	0.042796	0.067019	12199.303790
WY_Casper-Natrona.County.Intl.AP.725690	Mobile Home	<1940	0.222051	0.000000	0.285180	0.000000	0.459915	0.032854	4.005891
WY_Casper-Natrona.County.Intl.AP.725690	Mobile Home	2010s	0.007334	0.000119	0.946756	0.037717	0.002022	0.006051	97.238488
WY_Casper-Natrona.County.Intl.AP.725690	Mobile Home	1940-59s	0.003342	0.000738	0.857324	0.000000	0.004590	0.134005	91.674339
WY_Casper-Natrona.County.Intl.AP.725690	Mobile Home	1960-79s	0.071099	0.000559	0.773056	0.000117	0.025026	0.130142	2197.878972
WY_Casper-Natrona.County.Intl.AP.725690	Mobile Home	1980-99s	0.091379	0.001619	0.567309	0.000202	0.091590	0.247901	1772.620172
WY_Casper-Natrona.County.Intl.AP.725690	Mobile Home	2000-09s	0.045901	0.000313	0.672800	0.000154	0.052959	0.227874	733.765966
WY_Cheyenne.Muni.AP.725640	Mobile Home	<1940	0.012657	0.000325	0.924443	0.000000	0.055926	0.006649	11.758540
WY_Cheyenne.Muni.AP.725640	Mobile Home	2010s	0.739294	0.000291	0.092296	0.000014	0.084844	0.083261	100.832923
WY_Cheyenne.Muni.AP.725640	Mobile Home	1940-59s	0.410989	0.298029	0.040371	0.000000	0.182311	0.068301	51.047946
WY_Cheyenne.Muni.AP.725640	Mobile Home	1960-79s	0.138965	0.000226	0.739478	0.000079	0.032330	0.088921	2419.602037
WY_Cheyenne.Muni.AP.725640	Mobile Home	1980-99s	0.132998	0.000470	0.755780	0.000480	0.032199	0.078073	1947.112196
WY_Cheyenne.Muni.AP.725640	Mobile Home	2000-09s	0.097771	0.000100	0.831920	0.000134	0.007034	0.063041	1046.256670
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Mobile Home	<1940	0.056290	0.005400	0.020378	0.154626	0.501176	0.262130	12.305457
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Mobile Home	2010s	0.034819	0.001566	0.748280	0.006719	0.023146	0.185470	134.212397
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Mobile Home	1940-59s	0.328097	0.014172	0.091075	0.147894	0.241735	0.177028	20.280005
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Mobile Home	1960-79s	0.095720	0.000254	0.716169	0.000565	0.074775	0.112516	3113.103818
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Mobile Home	1980-99s	0.076747	0.000369	0.709194	0.006236	0.066245	0.141209	2921.912986
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Mobile Home	2000-09s	0.154637	0.000313	0.716887	0.002678	0.019139	0.106346	1427.479603
WY_Lander-Hunt.Field.725760	Mobile Home	<1940	0.065669	0.000000	0.023761	0.182717	0.590851	0.137002	0.598917
WY_Lander-Hunt.Field.725760	Mobile Home	2010s	0.063686	0.017674	0.463670	0.000165	0.011845	0.442961	66.350871
WY_Lander-Hunt.Field.725760	Mobile Home	1940-59s	0.146185	0.127237	0.373891	0.000801	0.176443	0.175443	41.768295
WY_Lander-Hunt.Field.725760	Mobile Home	1960-79s	0.141736	0.004575	0.465256	0.000714	0.146536	0.241183	1812.294737
WY_Lander-Hunt.Field.725760	Mobile Home	1980-99s	0.156267	0.007262	0.493637	0.009270	0.105870	0.227694	1504.945336
WY_Lander-Hunt.Field.725760	Mobile Home	2000-09s	0.312573	0.010301	0.353071	0.005991	0.018258	0.299805	538.828155
WY_Sheridan.County.AP.726660	Mobile Home	<1940	0.153463	0.000347	0.006601	0.730002	0.092230	0.017357	15.429633
WY_Sheridan.County.AP.726660	Mobile Home	2010s	0.150669	0.000315	0.315561	0.155361	0.075714	0.302379	40.847071
WY_Sheridan.County.AP.726660	Mobile Home	1940-59s	0.074229	0.002470	0.810441	0.000000	0.076680	0.036180	48.455887
WY_Sheridan.County.AP.726660	Mobile Home	1960-79s	0.141217	0.000317	0.599187	0.000608	0.076537	0.182134	2100.261142
WY_Sheridan.County.AP.726660	Mobile Home	1980-99s	0.083865	0.003775	0.645093	0.000663	0.040321	0.226283	2582.324373
WY_Sheridan.County.AP.726660	Mobile Home	2000-09s	0.106890	0.000105	0.511529	0.000136	0.095675	0.285666	1745.711625
AL_Birmingham.Muni.AP.722280	50 or more Unit	<1940	0.771423	0.027916	0.170957	0.000808	0.022189	0.006707	45.508303
AL_Birmingham.Muni.AP.722280	50 or more Unit	2010s	0.782525	0.000481	0.200137	0.014079	0.000000	0.002778	129.962913
AL_Birmingham.Muni.AP.722280	50 or more Unit	1940-59s	0.606456	0.004457	0.325335	0.036325	0.022390	0.005037	99.620637
AL_Birmingham.Muni.AP.722280	50 or more Unit	1960-79s	0.835869	0.001505	0.138526	0.015515	0.002211	0.006374	1051.203453
AL_Birmingham.Muni.AP.722280	50 or more Unit	1980-99s	0.867311	0.003558	0.108141	0.018823	0.000766	0.001400	2007.436543
AL_Birmingham.Muni.AP.722280	50 or more Unit	2000-09s	0.918390	0.001462	0.077504	0.001194	0.000587	0.000864	374.513381
AL_Huntsville.Intl.AP-Jones.Field.723230	50 or more Unit	<1940	0.813442	0.000157	0.162859	0.002906	0.000713	0.019923	6.887640
AL_Huntsville.Intl.AP-Jones.Field.723230	50 or more Unit	2010s	0.822962	0.004946	0.145076	0.010282	0.000263	0.016472	41.970954
AL_Huntsville.Intl.AP-Jones.Field.723230	50 or more Unit	1940-59s	0.754996	0.004995	0.202668	0.012768	0.002724	0.021849	47.797859
AL_Huntsville.Intl.AP-Jones.Field.723230	50 or more Unit	1960-79s	0.949370	0.000475	0.025250	0.017767	0.000584	0.006554	539.231574
AL_Huntsville.Intl.AP-Jones.Field.723230	50 or more Unit	1980-99s	0.950606	0.004026	0.030320	0.011502	0.001530	0.002016	898.591513
AL_Huntsville.Intl.AP-Jones.Field.723230	50 or more Unit	2000-09s	0.813651	0.006655	0.132691	0.017575	0.017429	0.012000	159.047665
AL_Mobile-Rgnl.AP.722230	50 or more Unit	<1940	0.757430	0.000768	0.146929	0.016999	0.053639	0.024235	11.750204
AL_Mobile-Rgnl.AP.722230	50 or more Unit	2010s	0.942368	0.000000	0.035041	0.005177	0.013789	0.003625	160.000397
AL_Mobile-Rgnl.AP.722230	50 or more Unit	1940-59s	0.965665	0.000000	0.010745	0.004130	0.000744	0.018717	78.198954
AL_Mobile-Rgnl.AP.722230	50 or more Unit	1960-79s	0.926476	0.000183	0.052312	0.009246	0.000841	0.010942	1239.774416
AL_Mobile-Rgnl.AP.722230	50 or more Unit	1980-99s	0.947607	0.000031	0.037674	0.013087	0.000394	0.001206	3235.730961
AL_Mobile-Rgnl.AP.722230	50 or more Unit	2000-09s	0.942538	0.000021	0.037394	0.014040	0.000294	0.005712	759.669583
AL_Montgomery-Dannelly.Field.722260	50 or more Unit	<1940	0.743023	0.000230	0.050295	0.191539	0.010391	0.004523	9.829476
AL_Montgomery-Dannelly.Field.722260	50 or more Unit	2010s	0.911554	0.000014	0.075661	0.001329	0.000168	0.011274	41.197217
AL_Montgomery-Dannelly.Field.722260	50 or more Unit	1940-59s	0.819923	0.003303	0.113445	0.050232	0.007339	0.005758	38.489261
AL_Montgomery-Dannelly.Field.722260	50 or more Unit	1960-79s	0.888191	0.000189	0.101727	0.000531	0.001037	0.008325	422.588055
AL_Montgomery-Dannelly.Field.722260	50 or more Unit	1980-99s	0.886628	0.000999	0.102649	0.007564	0.000274	0.001886	882.329145
AL_Montgomery-Dannelly.Field.722260	50 or more Unit	2000-09s	0.976525	0.000157	0.016511	0.005584	0.000491	0.000732	149.656208
AR_Fort.Smith.Rgnl.AP.723440	50 or more Unit	<1940	0.918033	0.000000	0.040021	0.021343	0.014972	0.005630	5.683904
AR_Fort.Smith.Rgnl.AP.723440	50 or more Unit	2010s	0.981834	0.000000	0.010090	0.000315	0.006403	0.001359	49.395305
AR_Fort.Smith.Rgnl.AP.723440	50 or more Unit	1940-59s	0.831098	0.040885	0.115982	0.007993	0.000970	0.003072	19.223112
AR_Fort.Smith.Rgnl.AP.723440	50 or more Unit	1960-79s	0.722640	0.000000	0.266978	0.004316	0.002623	0.003443	341.060089
AR_Fort.Smith.Rgnl.AP.723440	50 or more Unit	1980-99s	0.829395	0.000707	0.142903	0.024949	0.001612	0.000433	491.515439
AR_Fort.Smith.Rgnl.AP.723440	50 or more Unit	2000-09s	0.881900	0.000000	0.052654	0.017922	0.007622	0.039902	117.327036
AR_Little.Rock-Adams.Field.723403	50 or more Unit	<1940	0.990000	0.000000	0.001950	0.003971	0.001960	0.002119	17.918463
AR_Little.Rock-Adams.Field.723403	50 or more Unit	2010s	0.815622	0.000000	0.129135	0.010404	0.011993	0.032847	71.495258
AR_Little.Rock-Adams.Field.723403	50 or more Unit	1940-59s	0.560205	0.000561	0.430899	0.007637	0.000202	0.000498	138.935319
AR_Little.Rock-Adams.Field.723403	50 or more Unit	1960-79s	0.706420	0.000990	0.275809	0.003757	0.011918	0.001107	1111.676075
AR_Little.Rock-Adams.Field.723403	50 or more Unit	1980-99s	0.879392	0.000004	0.097557	0.011139	0.002399	0.009509	2720.376034
AR_Little.Rock-Adams.Field.723403	50 or more Unit	2000-09s	0.873290	0.000000	0.122605	0.001569	0.000818	0.001718	391.281232
