Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
OR_North.Bend.Muni.AP.726917	Single-Family Attached	<1940	0.485704	0.167583	0.179129	0.167583	138.137957
OR_North.Bend.Muni.AP.726917	Single-Family Attached	2010s	0.239029	0.292570	0.234200	0.234200	2.027393
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	Single-Family Attached	1940-59s	0.342785	0.332518	0.155878	0.168819	1057.664597
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	Single-Family Attached	1960-79s	0.415566	0.501443	0.045272	0.037720	926.581367
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	Single-Family Attached	1980-99s	0.523840	0.323835	0.099842	0.052483	1091.563303
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	Single-Family Attached	2000-09s	0.459482	0.364741	0.122228	0.053549	675.121390
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	Single-Family Attached	<1940	0.519236	0.151289	0.178187	0.151289	263.124358
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	Single-Family Attached	2010s	0.193165	0.434659	0.186088	0.186088	105.875156
OR_Portland.Intl.AP.726980	Single-Family Attached	1940-59s	0.335896	0.218691	0.218481	0.226933	3170.155534
OR_Portland.Intl.AP.726980	Single-Family Attached	1960-79s	0.419389	0.201993	0.189313	0.189304	10883.020330
OR_Portland.Intl.AP.726980	Single-Family Attached	1980-99s	0.354702	0.216827	0.214955	0.213516	12488.775510
OR_Portland.Intl.AP.726980	Single-Family Attached	2000-09s	0.244370	0.273893	0.241083	0.240654	15618.244460
OR_Portland.Intl.AP.726980	Single-Family Attached	<1940	0.262176	0.244064	0.249697	0.244064	2431.842421
OR_Portland.Intl.AP.726980	Single-Family Attached	2010s	0.246657	0.260040	0.246652	0.246652	908.170622
OR_Redmond-Roberts.Field.726835	Single-Family Attached	1940-59s	0.450315	0.181882	0.159075	0.208728	159.265514
OR_Redmond-Roberts.Field.726835	Single-Family Attached	1960-79s	0.367104	0.431943	0.101647	0.099306	387.458788
OR_Redmond-Roberts.Field.726835	Single-Family Attached	1980-99s	0.638517	0.205824	0.093910	0.061749	767.325603
OR_Redmond-Roberts.Field.726835	Single-Family Attached	2000-09s	0.497945	0.309665	0.122925	0.069465	1208.534667
OR_Redmond-Roberts.Field.726835	Single-Family Attached	<1940	0.819952	0.052416	0.075216	0.052416	75.837399
OR_Redmond-Roberts.Field.726835	Single-Family Attached	2010s	0.131395	0.615354	0.126625	0.126625	111.196255
OR_Salem-McNary.Field.726940	Single-Family Attached	1940-59s	0.457508	0.190731	0.141397	0.210364	1419.741324
OR_Salem-McNary.Field.726940	Single-Family Attached	1960-79s	0.477436	0.369282	0.087400	0.065882	3448.328963
OR_Salem-McNary.Field.726940	Single-Family Attached	1980-99s	0.552502	0.275873	0.092642	0.078983	3520.610320
OR_Salem-McNary.Field.726940	Single-Family Attached	2000-09s	0.403243	0.343897	0.136107	0.116753	1683.392185
OR_Salem-McNary.Field.726940	Single-Family Attached	<1940	0.451969	0.167298	0.213436	0.167298	360.449466
OR_Salem-McNary.Field.726940	Single-Family Attached	2010s	0.149693	0.572861	0.138723	0.138723	124.334812
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Single-Family Attached	1940-59s	0.392964	0.253561	0.178503	0.174973	20103.805580
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Single-Family Attached	1960-79s	0.453093	0.271013	0.145796	0.130098	20937.740150
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Single-Family Attached	1980-99s	0.348147	0.389774	0.151774	0.110305	30399.505230
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Single-Family Attached	2000-09s	0.231594	0.372610	0.225357	0.170439	14871.078860
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Single-Family Attached	<1940	0.384813	0.233563	0.213923	0.167701	58661.136190
PA_Allentown-Lehigh.Valley.Intl.AP.725170	Single-Family Attached	2010s	0.215007	0.349296	0.221569	0.214128	1380.972637
PA_Bradford.Rgnl.AP.725266	Single-Family Attached	1940-59s	0.444819	0.241770	0.156705	0.156705	692.781896
PA_Bradford.Rgnl.AP.725266	Single-Family Attached	1960-79s	0.627569	0.155441	0.106344	0.110646	376.833792
PA_Bradford.Rgnl.AP.725266	Single-Family Attached	1980-99s	0.257090	0.508367	0.117176	0.117368	297.594712
PA_Bradford.Rgnl.AP.725266	Single-Family Attached	2000-09s	0.210533	0.530422	0.142970	0.116075	172.719430
PA_Bradford.Rgnl.AP.725266	Single-Family Attached	<1940	0.523532	0.272040	0.112055	0.092373	1331.121976
PA_Bradford.Rgnl.AP.725266	Single-Family Attached	2010s	0.243041	0.274514	0.241223	0.241223	13.277300
PA_Erie.Intl.AP.725260	Single-Family Attached	1940-59s	0.282548	0.242566	0.237443	0.237443	1164.015973
PA_Erie.Intl.AP.725260	Single-Family Attached	1960-79s	0.303945	0.237593	0.229291	0.229170	928.448933
PA_Erie.Intl.AP.725260	Single-Family Attached	1980-99s	0.250749	0.284274	0.233578	0.231399	1063.195592
PA_Erie.Intl.AP.725260	Single-Family Attached	2000-09s	0.296193	0.268114	0.220806	0.214887	644.978129
PA_Erie.Intl.AP.725260	Single-Family Attached	<1940	0.289581	0.244892	0.239123	0.226405	1926.154136
PA_Erie.Intl.AP.725260	Single-Family Attached	2010s	0.252134	0.254462	0.246702	0.246702	65.410087
PA_Harrisburg-Capital.City.AP.725118	Single-Family Attached	1940-59s	0.369362	0.239069	0.195405	0.196164	18267.799170
PA_Harrisburg-Capital.City.AP.725118	Single-Family Attached	1960-79s	0.410632	0.248977	0.165302	0.175089	12432.386570
PA_Harrisburg-Capital.City.AP.725118	Single-Family Attached	1980-99s	0.333069	0.396426	0.134237	0.136268	27915.669960
PA_Harrisburg-Capital.City.AP.725118	Single-Family Attached	2000-09s	0.185505	0.538579	0.163870	0.112046	18994.923210
PA_Harrisburg-Capital.City.AP.725118	Single-Family Attached	<1940	0.400011	0.285944	0.164571	0.149475	42004.135830
PA_Harrisburg-Capital.City.AP.725118	Single-Family Attached	2010s	0.245523	0.289674	0.233011	0.231792	2535.337559
PA_Philadelphia.Intl.AP.724080	Single-Family Attached	1940-59s	0.504676	0.336422	0.077375	0.081527	169817.195300
PA_Philadelphia.Intl.AP.724080	Single-Family Attached	1960-79s	0.523670	0.326608	0.088753	0.060969	83576.245860
PA_Philadelphia.Intl.AP.724080	Single-Family Attached	1980-99s	0.386422	0.451540	0.130994	0.031044	72316.998350
PA_Philadelphia.Intl.AP.724080	Single-Family Attached	2000-09s	0.277982	0.389534	0.232556	0.099928	29316.541570
PA_Philadelphia.Intl.AP.724080	Single-Family Attached	<1940	0.534844	0.264767	0.097407	0.102982	213127.209200
PA_Philadelphia.Intl.AP.724080	Single-Family Attached	2010s	0.172568	0.479413	0.177571	0.170448	3903.149103
PA_Pittsburgh.Intl.AP.725200	Single-Family Attached	1940-59s	0.462742	0.181884	0.177690	0.177684	13957.476300
PA_Pittsburgh.Intl.AP.725200	Single-Family Attached	1960-79s	0.386794	0.242296	0.185642	0.185268	13015.700980
PA_Pittsburgh.Intl.AP.725200	Single-Family Attached	1980-99s	0.468843	0.205648	0.163465	0.162043	17171.176450
PA_Pittsburgh.Intl.AP.725200	Single-Family Attached	2000-09s	0.296395	0.267565	0.221007	0.215032	11231.585690
PA_Pittsburgh.Intl.AP.725200	Single-Family Attached	<1940	0.368486	0.354247	0.140121	0.137146	29393.768260
PA_Pittsburgh.Intl.AP.725200	Single-Family Attached	2010s	0.231439	0.253244	0.285868	0.229450	1695.296402
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Single-Family Attached	1940-59s	0.371402	0.241858	0.193081	0.193660	7240.096179
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Single-Family Attached	1960-79s	0.493218	0.218749	0.139721	0.148313	3469.756185
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Single-Family Attached	1980-99s	0.283827	0.498545	0.107314	0.110313	3472.158007
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Single-Family Attached	2000-09s	0.180963	0.569852	0.151640	0.097545	1728.326640
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Single-Family Attached	<1940	0.480790	0.258509	0.142557	0.118145	19604.692900
PA_Wilkes-Barre-Scranton.Intl.AP.725130	Single-Family Attached	2010s	0.241547	0.281061	0.238809	0.238583	215.094323
PA_Williamsport.Rgnl.AP.725140	Single-Family Attached	1940-59s	0.384064	0.228975	0.193480	0.193480	3451.507613
PA_Williamsport.Rgnl.AP.725140	Single-Family Attached	1960-79s	0.489923	0.209235	0.148025	0.152817	1691.812423
PA_Williamsport.Rgnl.AP.725140	Single-Family Attached	1980-99s	0.332250	0.480536	0.093252	0.093962	2615.466910
PA_Williamsport.Rgnl.AP.725140	Single-Family Attached	2000-09s	0.150004	0.605685	0.146548	0.097762	1467.993591
PA_Williamsport.Rgnl.AP.725140	Single-Family Attached	<1940	0.466581	0.260150	0.152614	0.120654	10058.911040
PA_Williamsport.Rgnl.AP.725140	Single-Family Attached	2010s	0.239621	0.295007	0.232686	0.232686	215.276910
RI_Providence-T.F.Green.State.AP.725070	Single-Family Attached	1940-59s	0.266510	0.250604	0.241443	0.241443	2649.896878
RI_Providence-T.F.Green.State.AP.725070	Single-Family Attached	1960-79s	0.337710	0.230522	0.214050	0.217718	5661.742801
RI_Providence-T.F.Green.State.AP.725070	Single-Family Attached	1980-99s	0.263902	0.223748	0.201434	0.310916	10593.735320
RI_Providence-T.F.Green.State.AP.725070	Single-Family Attached	2000-09s	0.244048	0.274078	0.262702	0.219172	4954.694324
RI_Providence-T.F.Green.State.AP.725070	Single-Family Attached	<1940	0.221113	0.344414	0.214954	0.219520	5356.666573
RI_Providence-T.F.Green.State.AP.725070	Single-Family Attached	2010s	0.241052	0.240991	0.276965	0.240991	574.323414
SC_Charleston.Intl.AP.722080	Single-Family Attached	1940-59s	0.270831	0.276382	0.228684	0.224102	592.238590
SC_Charleston.Intl.AP.722080	Single-Family Attached	1960-79s	0.320915	0.243273	0.219256	0.216556	3095.590128
SC_Charleston.Intl.AP.722080	Single-Family Attached	1980-99s	0.367087	0.250384	0.193453	0.189077	3910.534526
SC_Charleston.Intl.AP.722080	Single-Family Attached	2000-09s	0.259378	0.273561	0.233803	0.233258	6316.586324
SC_Charleston.Intl.AP.722080	Single-Family Attached	<1940	0.255162	0.248833	0.248002	0.248002	673.214629
SC_Charleston.Intl.AP.722080	Single-Family Attached	2010s	0.239055	0.260201	0.269189	0.231555	677.782865
SC_Columbia.Metro.AP.723100	Single-Family Attached	1940-59s	0.399235	0.248195	0.178460	0.174110	964.413925
SC_Columbia.Metro.AP.723100	Single-Family Attached	1960-79s	0.384483	0.258283	0.180059	0.177175	1793.296402
SC_Columbia.Metro.AP.723100	Single-Family Attached	1980-99s	0.348016	0.294678	0.182537	0.174769	2546.473770
SC_Columbia.Metro.AP.723100	Single-Family Attached	2000-09s	0.290543	0.301096	0.205247	0.203115	2726.523845
SC_Columbia.Metro.AP.723100	Single-Family Attached	<1940	0.341723	0.238957	0.209660	0.209660	319.573136
SC_Columbia.Metro.AP.723100	Single-Family Attached	2010s	0.392319	0.215002	0.209356	0.183323	367.495000
SC_Greer.Greenville-Spartanburg.AP.723120	Single-Family Attached	1940-59s	0.335351	0.262044	0.203211	0.199394	1213.994558
SC_Greer.Greenville-Spartanburg.AP.723120	Single-Family Attached	1960-79s	0.297075	0.249894	0.227139	0.225892	2483.107926
SC_Greer.Greenville-Spartanburg.AP.723120	Single-Family Attached	1980-99s	0.318921	0.272819	0.205856	0.202404	5049.790041
SC_Greer.Greenville-Spartanburg.AP.723120	Single-Family Attached	2000-09s	0.258835	0.272866	0.235145	0.233155	3779.696099
SC_Greer.Greenville-Spartanburg.AP.723120	Single-Family Attached	<1940	0.257881	0.284537	0.228791	0.228791	259.758068
SC_Greer.Greenville-Spartanburg.AP.723120	Single-Family Attached	2010s	0.261207	0.250411	0.246604	0.241778	311.962883
SD_Huron.Rgnl.AP.726540	Single-Family Attached	1940-59s	0.335485	0.221505	0.221505	0.221505	176.995725
SD_Huron.Rgnl.AP.726540	Single-Family Attached	1960-79s	0.356551	0.235452	0.203999	0.203999	272.216303
SD_Huron.Rgnl.AP.726540	Single-Family Attached	1980-99s	0.355119	0.278682	0.225085	0.141114	552.159500
SD_Huron.Rgnl.AP.726540	Single-Family Attached	2000-09s	0.457246	0.240529	0.222403	0.079823	426.576255
SD_Huron.Rgnl.AP.726540	Single-Family Attached	<1940	0.225347	0.225347	0.228210	0.321097	58.161297
SD_Huron.Rgnl.AP.726540	Single-Family Attached	2010s	0.176693	0.378546	0.271441	0.173320	26.592882
SD_Pierre.Muni.AP.726686	Single-Family Attached	1940-59s	0.298351	0.233883	0.233883	0.233883	60.752184
SD_Pierre.Muni.AP.726686	Single-Family Attached	1960-79s	0.338839	0.276684	0.192239	0.192239	117.634842
SD_Pierre.Muni.AP.726686	Single-Family Attached	1980-99s	0.330170	0.227144	0.169513	0.273173	99.514303
SD_Pierre.Muni.AP.726686	Single-Family Attached	2000-09s	0.323344	0.426080	0.189800	0.060775	84.371333
SD_Pierre.Muni.AP.726686	Single-Family Attached	<1940	0.240783	0.240783	0.241790	0.276644	41.631516
SD_Pierre.Muni.AP.726686	Single-Family Attached	2010s	0.246743	0.255758	0.251532	0.245968	11.601367
SD_Rapid.City.Rgnl.AP.726620	Single-Family Attached	1940-59s	0.413325	0.196048	0.195269	0.195359	212.787767
SD_Rapid.City.Rgnl.AP.726620	Single-Family Attached	1960-79s	0.324090	0.308004	0.183960	0.183946	536.774653
SD_Rapid.City.Rgnl.AP.726620	Single-Family Attached	1980-99s	0.445483	0.195292	0.260944	0.098281	1149.547638
SD_Rapid.City.Rgnl.AP.726620	Single-Family Attached	2000-09s	0.305379	0.476440	0.138946	0.079235	1174.039853
SD_Rapid.City.Rgnl.AP.726620	Single-Family Attached	<1940	0.288132	0.234750	0.237556	0.239563	211.295347
SD_Rapid.City.Rgnl.AP.726620	Single-Family Attached	2010s	0.232672	0.315245	0.230793	0.221290	154.419298
SD_Sioux.Falls-Foss.Field.726510	Single-Family Attached	1940-59s	0.428741	0.190420	0.190420	0.190420	468.787704
SD_Sioux.Falls-Foss.Field.726510	Single-Family Attached	1960-79s	0.378810	0.359740	0.130725	0.130725	1211.635817
SD_Sioux.Falls-Foss.Field.726510	Single-Family Attached	1980-99s	0.517411	0.188103	0.171814	0.122672	2136.634589
SD_Sioux.Falls-Foss.Field.726510	Single-Family Attached	2000-09s	0.425041	0.260068	0.229150	0.085741	2482.456594
SD_Sioux.Falls-Foss.Field.726510	Single-Family Attached	<1940	0.244688	0.244688	0.246277	0.264347	299.248725
SD_Sioux.Falls-Foss.Field.726510	Single-Family Attached	2010s	0.156693	0.414966	0.283078	0.145264	991.308710
TN_Bristol-TriCities.Rgnl.AP.723183	Single-Family Attached	1940-59s	0.341402	0.262057	0.202644	0.193898	659.952731
TN_Bristol-TriCities.Rgnl.AP.723183	Single-Family Attached	1960-79s	0.449194	0.263235	0.147897	0.139675	1399.183458
TN_Bristol-TriCities.Rgnl.AP.723183	Single-Family Attached	1980-99s	0.346148	0.296374	0.182861	0.174618	2777.471081
TN_Bristol-TriCities.Rgnl.AP.723183	Single-Family Attached	2000-09s	0.281317	0.340179	0.192771	0.185732	1621.580749
TN_Bristol-TriCities.Rgnl.AP.723183	Single-Family Attached	<1940	0.292304	0.278864	0.214416	0.214416	438.293508
TN_Bristol-TriCities.Rgnl.AP.723183	Single-Family Attached	2010s	0.267270	0.234873	0.283650	0.214207	126.323016
TN_Chattanooga-Lovell.Field.AP.723240	Single-Family Attached	1940-59s	0.364156	0.256838	0.190111	0.188895	1035.653139
TN_Chattanooga-Lovell.Field.AP.723240	Single-Family Attached	1960-79s	0.399361	0.281379	0.163889	0.155371	1586.617177
TN_Chattanooga-Lovell.Field.AP.723240	Single-Family Attached	1980-99s	0.374792	0.304101	0.163319	0.157789	3341.941676
TN_Chattanooga-Lovell.Field.AP.723240	Single-Family Attached	2000-09s	0.296894	0.363591	0.171450	0.168065	2733.607865
TN_Chattanooga-Lovell.Field.AP.723240	Single-Family Attached	<1940	0.319106	0.236054	0.222420	0.222420	263.445882
TN_Chattanooga-Lovell.Field.AP.723240	Single-Family Attached	2010s	0.238062	0.236037	0.295378	0.230524	306.348853
TN_Knoxville-McGhee.Tyson.AP.723260	Single-Family Attached	1940-59s	0.346430	0.246545	0.204008	0.203017	696.103531
TN_Knoxville-McGhee.Tyson.AP.723260	Single-Family Attached	1960-79s	0.358145	0.244679	0.199426	0.197750	2270.320788
TN_Knoxville-McGhee.Tyson.AP.723260	Single-Family Attached	1980-99s	0.272526	0.296747	0.217164	0.213563	6981.365651
TN_Knoxville-McGhee.Tyson.AP.723260	Single-Family Attached	2000-09s	0.260100	0.349773	0.198140	0.191988	5238.897584
TN_Knoxville-McGhee.Tyson.AP.723260	Single-Family Attached	<1940	0.266588	0.273110	0.230151	0.230151	197.358497
TN_Knoxville-McGhee.Tyson.AP.723260	Single-Family Attached	2010s	0.217802	0.249629	0.326189	0.206380	359.563959
TN_Memphis.Intl.AP.723340	Single-Family Attached	1940-59s	0.322431	0.240564	0.218585	0.218420	2544.237965
TN_Memphis.Intl.AP.723340	Single-Family Attached	1960-79s	0.403752	0.222828	0.187477	0.185943	6672.174851
TN_Memphis.Intl.AP.723340	Single-Family Attached	1980-99s	0.368618	0.239341	0.195055	0.196986	7367.676840
TN_Memphis.Intl.AP.723340	Single-Family Attached	2000-09s	0.284150	0.298269	0.209566	0.208015	2761.705078
TN_Memphis.Intl.AP.723340	Single-Family Attached	<1940	0.269376	0.254728	0.238251	0.237646	1149.718813
TN_Memphis.Intl.AP.723340	Single-Family Attached	2010s	0.243819	0.250700	0.291117	0.214364	114.545518
TN_Nashville.Intl.AP.723270	Single-Family Attached	1940-59s	0.384295	0.235276	0.191228	0.189201	2496.117292
TN_Nashville.Intl.AP.723270	Single-Family Attached	1960-79s	0.449423	0.206744	0.172552	0.171281	8588.002504
TN_Nashville.Intl.AP.723270	Single-Family Attached	1980-99s	0.593148	0.165870	0.121172	0.119810	13882.663050
TN_Nashville.Intl.AP.723270	Single-Family Attached	2000-09s	0.263635	0.382971	0.177266	0.176128	12456.544690
TN_Nashville.Intl.AP.723270	Single-Family Attached	<1940	0.294405	0.247055	0.229270	0.229270	738.597812
TN_Nashville.Intl.AP.723270	Single-Family Attached	2010s	0.253697	0.279516	0.241375	0.225412	1617.094090
TX_Abilene.Rgnl.AP.722660	Single-Family Attached	1940-59s	0.466475	0.177842	0.177842	0.177842	366.405564
TX_Abilene.Rgnl.AP.722660	Single-Family Attached	1960-79s	0.458496	0.230229	0.155637	0.155637	586.929787
TX_Abilene.Rgnl.AP.722660	Single-Family Attached	1980-99s	0.618094	0.106534	0.152033	0.123339	355.962372
TX_Abilene.Rgnl.AP.722660	Single-Family Attached	2000-09s	0.481246	0.359487	0.079754	0.079514	556.071632
TX_Abilene.Rgnl.AP.722660	Single-Family Attached	<1940	0.351275	0.216242	0.216242	0.216242	193.123351
TX_Abilene.Rgnl.AP.722660	Single-Family Attached	2010s	0.543231	0.177229	0.139770	0.139770	15.422509
TX_Amarillo.Intl.AP.723630	Single-Family Attached	1940-59s	0.384641	0.205169	0.205095	0.205095	513.820965
TX_Amarillo.Intl.AP.723630	Single-Family Attached	1960-79s	0.519041	0.184889	0.148034	0.148035	1023.511457
TX_Amarillo.Intl.AP.723630	Single-Family Attached	1980-99s	0.464325	0.131051	0.275375	0.129249	1014.276079
TX_Amarillo.Intl.AP.723630	Single-Family Attached	2000-09s	0.376976	0.409564	0.116228	0.097231	417.596946
TX_Amarillo.Intl.AP.723630	Single-Family Attached	<1940	0.370312	0.209888	0.209911	0.209888	263.707534
TX_Amarillo.Intl.AP.723630	Single-Family Attached	2010s	0.457337	0.199858	0.171402	0.171402	77.462814
TX_Austin-Mueller.Muni.AP.722540	Single-Family Attached	1940-59s	0.305684	0.231451	0.231432	0.231432	1280.706610
TX_Austin-Mueller.Muni.AP.722540	Single-Family Attached	1960-79s	0.356945	0.237270	0.202893	0.202893	7272.806172
TX_Austin-Mueller.Muni.AP.722540	Single-Family Attached	1980-99s	0.294440	0.251712	0.226005	0.227842	9866.362080
TX_Austin-Mueller.Muni.AP.722540	Single-Family Attached	2000-09s	0.262967	0.259486	0.238820	0.238728	4827.609004
TX_Austin-Mueller.Muni.AP.722540	Single-Family Attached	<1940	0.255036	0.248321	0.248321	0.248321	370.957618
TX_Austin-Mueller.Muni.AP.722540	Single-Family Attached	2010s	0.206912	0.428917	0.182086	0.182086	900.052303
TX_Brownsville-South.Padre.Island.AP.722500	Single-Family Attached	1940-59s	0.332791	0.222403	0.222403	0.222403	442.001268
TX_Brownsville-South.Padre.Island.AP.722500	Single-Family Attached	1960-79s	0.514055	0.162903	0.161521	0.161521	2106.846938
TX_Brownsville-South.Padre.Island.AP.722500	Single-Family Attached	1980-99s	0.544898	0.154473	0.149095	0.151534	2439.947611
TX_Brownsville-South.Padre.Island.AP.722500	Single-Family Attached	2000-09s	0.351835	0.270566	0.217156	0.160443	1378.892973
TX_Brownsville-South.Padre.Island.AP.722500	Single-Family Attached	<1940	0.340374	0.219875	0.219875	0.219875	155.488975
TX_Brownsville-South.Padre.Island.AP.722500	Single-Family Attached	2010s	0.344165	0.235107	0.210364	0.210364	156.715558
TX_Corpus.Christi.Intl.AP.722510	Single-Family Attached	1940-59s	0.354567	0.215144	0.215144	0.215144	523.840672
TX_Corpus.Christi.Intl.AP.722510	Single-Family Attached	1960-79s	0.434166	0.191633	0.187101	0.187101	1873.133481
TX_Corpus.Christi.Intl.AP.722510	Single-Family Attached	1980-99s	0.446862	0.179374	0.186298	0.187467	1506.479216
TX_Corpus.Christi.Intl.AP.722510	Single-Family Attached	2000-09s	0.330839	0.358227	0.155864	0.155071	612.285521
TX_Corpus.Christi.Intl.AP.722510	Single-Family Attached	<1940	0.379024	0.206992	0.206992	0.206992	116.100393
TX_Corpus.Christi.Intl.AP.722510	Single-Family Attached	2010s	0.352426	0.223330	0.212122	0.212122	131.935794
