Dependency=Geometry Building Type FPL	Dependency=Location	Option=<1940	Option=1940-59s	Option=1960-79s	Option=1980-99s	Option=2000-09s	Option=2010s	Counts
3 or 4 Unit	NC_Asheville.Rgnl.AP.723150	0.093340927	0.059976641	0.297671541	0.412043497	0.126911581	0.010055813	8524.506131
3 or 4 Unit	NC_Cape.Hatteras.723040	0.104561168	0.061589151	0.232037498	0.471035311	0.11043061	0.020346262	1641.582756
3 or 4 Unit	NC_Charlotte-Douglas.Intl.AP.723140	0.044107314	0.092824444	0.32022639	0.3703357	0.150495532	0.022010619	24509.64628
3 or 4 Unit	NC_Greensboro-Piedmont.Triad.Intl.AP.723170	0.055180757	0.113615604	0.344132556	0.357974593	0.110855991	0.018240498	19805.35169
3 or 4 Unit	NC_Raleigh-Durham.Intl.AP.723060	0.041715472	0.077064216	0.305284756	0.412275484	0.145878869	0.017781203	32521.60604
3 or 4 Unit	NC_Wilmington.Intl.AP.723013	0.028659391	0.091273508	0.268533915	0.406042294	0.180401439	0.025089453	19744.80413
3 or 4 Unit	ND_Bismarck.Muni.AP.727640	0.068185194	0.161918732	0.405782027	0.219891727	0.129920829	0.014301491	3358.70069
3 or 4 Unit	ND_Fargo-Hector.Intl.AP.727530	0.153829537	0.100456972	0.429274604	0.215837077	0.087532326	0.013069484	6406.412315
3 or 4 Unit	ND_Minot.Intl.AP.727676	0.082620211	0.106220958	0.52045728	0.224228642	0.046574542	0.019898367	3731.254498
3 or 4 Unit	NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	0.092897613	0.150487828	0.371455115	0.322688143	0.054691965	0.007779337	3825.746048
3 or 4 Unit	NE_Norfolk-Karl.Stefan.Mem.AP.725560	0.043978978	0.199717372	0.442742684	0.250809113	0.05363052	0.009121332	1814.869229
3 or 4 Unit	NE_North.Platte.Rgnl.AP.725620	0.202362188	0.101434316	0.428751563	0.19935764	0.06025019	0.007844103	1300.919578
3 or 4 Unit	NE_Omaha-Eppley.Airfield.725500	0.182262542	0.169864223	0.335456858	0.221272394	0.080684195	0.01045979	12742.9406
3 or 4 Unit	NE_Scottsbluff-W.B.Heilig.Field.725660	0.103038408	0.23618006	0.344842179	0.235031919	0.051165726	0.029741707	1764.843291
3 or 4 Unit	NH_Concord.Muni.AP.726050	0.522745421	0.108536587	0.163188181	0.158174661	0.039806273	0.007548878	27825.49484
3 or 4 Unit	NJ_Atlantic.City.Intl.AP.724070	0.19128163	0.13994518	0.259392171	0.312394362	0.091419709	0.005566949	11260.26656
3 or 4 Unit	NJ_Newark.Intl.AP.725020	0.335017133	0.235105889	0.208496587	0.139773811	0.073679053	0.007927527	209821.6823
3 or 4 Unit	NM_Albuquerque.Intl.AP.723650	0.031086251	0.122515674	0.408695779	0.311819845	0.110173066	0.015709385	19738.85393
3 or 4 Unit	NM_Tucumcari.AP.723676	0.002361923	0.108292224	0.329906502	0.379276221	0.138715478	0.041447652	2268.080527
3 or 4 Unit	NV_Elko.Muni.AP.725825	0.02588552	0.026235872	0.452641753	0.409850354	0.085386501	0	1012.080258
3 or 4 Unit	NV_Ely-Yelland.Field.724860	0.104342128	0.003008676	0.530250553	0.350165378	0.007756227	0.004477039	121.9095467
3 or 4 Unit	NV_Las.Vegas-McCarran.Intl.AP.723860	0.004237894	0.035197935	0.20192264	0.541678607	0.206969376	0.009993548	49349.43156
3 or 4 Unit	NV_Reno-Tahoe.Intl.AP.724880	0.028604313	0.072928062	0.35776998	0.357256027	0.173855613	0.009586005	12788.08891
3 or 4 Unit	NV_Tonopah.AP.724855	0.027890688	0.252110092	0.398067	0.300784024	0.011343591	0.009804605	271.6553536
3 or 4 Unit	NV_Winnemucca.Muni.AP.725830	0.111725956	0.038237801	0.210194797	0.542880329	0.096770145	0.000190971	285.3661545
3 or 4 Unit	NY_Albany.County.AP.725180	0.467685941	0.16167144	0.169246921	0.142617634	0.045845335	0.01293273	42849.69667
3 or 4 Unit	NY_Binghamton-Edwin.A.Link.Field.725150	0.499636791	0.150096093	0.173963202	0.139155241	0.02959647	0.007552203	17103.41963
3 or 4 Unit	NY_Buffalo-Greater.Buffalo.Intl.AP.725280	0.384223357	0.239302561	0.221456584	0.115154997	0.029255466	0.010607036	27465.62744
3 or 4 Unit	NY_Massena.AP.726223	0.386902172	0.163486767	0.211850335	0.22649822	0.007997588	0.003264919	3106.558365
3 or 4 Unit	NY_New.York-J.F.Kennedy.Intl.AP.744860	0.449455551	0.204172063	0.180309651	0.090637789	0.07007436	0.005350586	305939.6628
3 or 4 Unit	NY_Rochester-Greater.Rochester.Intl.AP.725290	0.325605037	0.135138061	0.305862692	0.161768479	0.062375462	0.009250269	24655.7283
3 or 4 Unit	NY_Syracuse-Hancock.Intl.AP.725190	0.418995087	0.170649706	0.20078184	0.164414772	0.029725822	0.015432773	24712.8833
3 or 4 Unit	OH_Akron.Canton.Rgnl.AP.725210	0.178146387	0.145126874	0.356005251	0.24916003	0.068887507	0.002673951	16889.5179
3 or 4 Unit	OH_Cleveland-Hopkins.Intl.AP.725240	0.39982295	0.144254575	0.236915133	0.148593049	0.065848418	0.004565876	25146.28613
3 or 4 Unit	OH_Columbus-Port.Columbus.Intl.AP.724280	0.091132119	0.127293196	0.317203373	0.336253301	0.113022459	0.015095552	52490.23723
3 or 4 Unit	OH_Dayton.Intl.AP.724290	0.145432018	0.139526238	0.367290733	0.253505045	0.089507794	0.004738172	30973.82176
3 or 4 Unit	OH_Mansfield-Lahm.Muni.AP.725246	0.121092002	0.148367284	0.295430083	0.302986557	0.126135941	0.005988132	5559.309717
3 or 4 Unit	OH_Toledo.Express.AP.725360	0.20607336	0.138622688	0.315212402	0.252198345	0.07519828	0.012694925	13261.26849
3 or 4 Unit	OH_Youngstown.Rgnl.AP.725250	0.132595604	0.156857577	0.410482589	0.211602484	0.07437027	0.014091477	11011.60549
3 or 4 Unit	OK_Oklahoma.City-Will.Rogers.World.AP.723530	0.05323753	0.074122322	0.442397263	0.292933112	0.098852695	0.038457078	17407.79951
3 or 4 Unit	OK_Tulsa.Intl.AP.723560	0.05110859	0.091083349	0.436238038	0.306199776	0.104153024	0.011217223	13443.0428
3 or 4 Unit	OR_Astoria.Rgnl.AP.727910	0.131518366	0.350866474	0.266287982	0.184337436	0.062681882	0.004307858	1338.160231
3 or 4 Unit	OR_Burns.Muni.AP.726830	0.131629217	0.351119529	0.32359136	0.169493639	0.024144611	2.16E-05	234.2315901
3 or 4 Unit	OR_Eugene-Mahlon.Sweet.AP.726930	0.048444441	0.071806881	0.383641201	0.346094709	0.125928012	0.024084756	6559.495794
3 or 4 Unit	OR_Medford-Rogue.Valley.Intl.AP.725970	0.042276763	0.052971197	0.360020719	0.345628582	0.170723757	0.028378983	7625.712663
3 or 4 Unit	OR_North.Bend.Muni.AP.726917	0.125980442	0.141300265	0.295012694	0.301505433	0.126149969	0.010051197	2055.088361
3 or 4 Unit	OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	0.114441852	0.095554709	0.453056009	0.218069587	0.088994616	0.029883226	6576.90029
3 or 4 Unit	OR_Portland.Intl.AP.726980	0.094826729	0.095988952	0.372080609	0.312784398	0.114896272	0.00942304	40125.68963
3 or 4 Unit	OR_Redmond-Roberts.Field.726835	0.042238965	0.040499368	0.27391098	0.429628947	0.206939459	0.006782281	2913.446832
3 or 4 Unit	OR_Salem-McNary.Field.726940	0.035157174	0.079376571	0.447499	0.313807581	0.101847967	0.022311707	11824.75488
3 or 4 Unit	PA_Allentown-Lehigh.Valley.Intl.AP.725170	0.332822831	0.178725244	0.286388243	0.155652361	0.04272396	0.00368736	29372.72494
3 or 4 Unit	PA_Bradford.Rgnl.AP.725266	0.531835353	0.145997689	0.199062155	0.100862895	0.021713796	0.000528112	7422.5173
3 or 4 Unit	PA_Erie.Intl.AP.725260	0.350373792	0.221702276	0.203331768	0.155448594	0.06169139	0.00745218	7781.033499
3 or 4 Unit	PA_Harrisburg-Capital.City.AP.725118	0.379000697	0.191271662	0.239050845	0.1361129	0.050377223	0.004186674	28531.21713
3 or 4 Unit	PA_Philadelphia.Intl.AP.724080	0.319921122	0.236950688	0.251371102	0.144557658	0.037266242	0.009933188	75119.83382
3 or 4 Unit	PA_Pittsburgh.Intl.AP.725200	0.320743549	0.227880581	0.238586065	0.154521647	0.052143638	0.006124519	43877.09032
3 or 4 Unit	PA_Wilkes-Barre-Scranton.Intl.AP.725130	0.416001329	0.183188896	0.239163228	0.120438767	0.040405848	0.000801932	17247.04849
3 or 4 Unit	PA_Williamsport.Rgnl.AP.725140	0.382790692	0.193217961	0.207943745	0.169462761	0.03270166	0.01388318	8714.394005
3 or 4 Unit	RI_Providence-T.F.Green.State.AP.725070	0.609921473	0.138459746	0.138646421	0.084708683	0.024103209	0.004160468	89375.34763
3 or 4 Unit	SC_Charleston.Intl.AP.722080	0.068979766	0.062742045	0.322019558	0.378894821	0.156097078	0.011266731	11474.08746
3 or 4 Unit	SC_Columbia.Metro.AP.723100	0.033076767	0.075237317	0.368892233	0.382049703	0.099180546	0.041563434	13836.42852
3 or 4 Unit	SC_Greer.Greenville-Spartanburg.AP.723120	0.063178232	0.109118754	0.310796778	0.374166679	0.134400498	0.008339059	12245.3332
3 or 4 Unit	SD_Huron.Rgnl.AP.726540	0.136850297	0.136019978	0.388102503	0.252084359	0.075126207	0.011816656	2823.607657
3 or 4 Unit	SD_Pierre.Muni.AP.726686	0.130561406	0.116593301	0.401456936	0.314325412	0.032521723	0.004541222	851.4594567
3 or 4 Unit	SD_Rapid.City.Rgnl.AP.726620	0.168517116	0.180200169	0.297481195	0.260081988	0.078437607	0.015281926	2191.225295
3 or 4 Unit	SD_Sioux.Falls-Foss.Field.726510	0.123578192	0.095998256	0.324320116	0.269754128	0.163279044	0.023070265	6194.532551
3 or 4 Unit	TN_Bristol-TriCities.Rgnl.AP.723183	0.059280824	0.097080538	0.317605174	0.376217897	0.129076785	0.020738781	11718.01121
3 or 4 Unit	TN_Chattanooga-Lovell.Field.AP.723240	0.050247975	0.099433487	0.306080428	0.381214076	0.122627711	0.040396323	14966.53806
3 or 4 Unit	TN_Knoxville-McGhee.Tyson.AP.723260	0.037046825	0.095400164	0.301897874	0.398066177	0.138233144	0.029355815	14722.46209
3 or 4 Unit	TN_Memphis.Intl.AP.723340	0.030469258	0.088347123	0.319901637	0.391924151	0.133649709	0.035708121	39199.17359
3 or 4 Unit	TN_Nashville.Intl.AP.723270	0.037115102	0.062170724	0.299660458	0.384566222	0.195088668	0.021398827	31452.88817
3 or 4 Unit	TX_Abilene.Rgnl.AP.722660	0.050767566	0.097708351	0.293665138	0.398166558	0.135078962	0.024613426	2908.575901
3 or 4 Unit	TX_Amarillo.Intl.AP.723630	0.068321138	0.149507008	0.359859151	0.29231741	0.117065561	0.012929732	3177.949594
3 or 4 Unit	TX_Austin-Mueller.Muni.AP.722540	0.019793954	0.027450993	0.273120338	0.447248072	0.195591318	0.036795324	23978.59679
3 or 4 Unit	TX_Brownsville-South.Padre.Island.AP.722500	0.012740772	0.045019184	0.164633866	0.360109003	0.353466252	0.064030923	19674.53988
3 or 4 Unit	TX_Corpus.Christi.Intl.AP.722510	0.017303299	0.09664118	0.352754817	0.36907821	0.147217089	0.017005404	13981.6371
3 or 4 Unit	TX_Dallas-Fort.Worth.Intl.AP.722590	0.021346354	0.050701903	0.324304515	0.425422389	0.1573073	0.020917539	82426.77315
3 or 4 Unit	TX_El.Paso.Intl.AP.722700	0.040402834	0.097696064	0.302925442	0.330293788	0.177891709	0.050790163	17220.70364
3 or 4 Unit	TX_Houston-Bush.Intercontinental.AP.722430	0.04133986	0.069544811	0.333983818	0.388392895	0.143740924	0.022997693	60308.7937
3 or 4 Unit	TX_Lubbock.Intl.AP.722670	0.029623815	0.084814733	0.302348292	0.437957738	0.131087985	0.014167437	5368.156338
3 or 4 Unit	TX_Lufkin-Angelina.Co.AP.722446	0.037842269	0.037484516	0.288608997	0.378227165	0.184223599	0.073613453	5380.146203
3 or 4 Unit	TX_Midland.Intl.AP.722650	0.017614571	0.048340708	0.399331554	0.367602223	0.138084184	0.02902676	3418.010922
3 or 4 Unit	TX_Port.Arthur-Jefferson.Co.AP.722410	0.026578085	0.136700442	0.356461595	0.276557377	0.153073928	0.050628574	3479.658313
3 or 4 Unit	TX_San.Angelo-Mathis.AP.722630	0.017134725	0.154632227	0.416184902	0.345270271	0.066777876	0	1170.306905
3 or 4 Unit	TX_San.Antonio.Intl.AP.722530	0.036278085	0.090469551	0.325073657	0.340330495	0.188762994	0.019085219	29673.89416
3 or 4 Unit	TX_Victoria.Rgnl.AP.722550	0.014278867	0.024508957	0.334829839	0.506111565	0.098391019	0.021879754	2872.30894
3 or 4 Unit	TX_Waco.Rgnl.AP.722560	0.013791392	0.046789367	0.364053035	0.344855494	0.198485725	0.032024987	10980.73345
3 or 4 Unit	TX_Wichita.Falls.Muni.AP.723510	0.03235381	0.123480504	0.415053033	0.238868975	0.167575678	0.022668	5071.697713
3 or 4 Unit	UT_Cedar.City.Muni.AP.724755	0.024122033	0.028419337	0.286180369	0.423551701	0.220168737	0.017557822	2665.393672
3 or 4 Unit	UT_Salt.Lake.City.Intl.AP.725720	0.101163006	0.108335521	0.327578571	0.299705942	0.14278672	0.020430241	35697.43263
3 or 4 Unit	VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	0.131838853	0.08505371	0.34999851	0.330784513	0.096780029	0.005544384	4044.423508
3 or 4 Unit	VA_Norfolk.Intl.AP.723080	0.060580221	0.115490802	0.36499778	0.363319457	0.079705965	0.015905774	31841.29749
3 or 4 Unit	VA_Richmond.Intl.AP.724010	0.128751403	0.132190467	0.358056051	0.26829713	0.102620583	0.010084367	17270.02729
3 or 4 Unit	VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	0.204343937	0.140462475	0.347092155	0.208259876	0.077238212	0.022603345	7900.434634
3 or 4 Unit	VA_Sterling-Washington.Dulles.Intl.AP.724030	0.188322639	0.263337738	0.239813836	0.237517434	0.060125282	0.01088307	34022.92639
3 or 4 Unit	VT_Burlington.Intl.AP.726170	0.461761216	0.132052204	0.192381935	0.163292559	0.03811444	0.012397647	17460.28287
3 or 4 Unit	WA_Olympia.AP.727920	0.038964581	0.040275574	0.415447908	0.315146797	0.13648058	0.053684559	6797.185939
3 or 4 Unit	WA_Quillayute.State.AP.727970	0.129967831	0.061165466	0.294662453	0.360049819	0.153597761	0.00055667	2948.358193
3 or 4 Unit	WA_Seattle-Tacoma.Intl.AP.727930	0.085868708	0.078753288	0.333288112	0.373098603	0.117779798	0.011211491	61135.61289
3 or 4 Unit	WA_Spokane.Intl.AP.727850	0.169918415	0.122895672	0.304581954	0.240848754	0.143822237	0.017932969	11413.6828
3 or 4 Unit	WA_Yakima.Air.Terminal-McAllister.Field.727810	0.058662459	0.107215442	0.335722393	0.30899696	0.177523638	0.011879108	7274.323184
3 or 4 Unit	WI_Eau.Claire.County.AP.726435	0.178383513	0.092223222	0.208795052	0.350709124	0.16077461	0.009114479	8449.209848
3 or 4 Unit	WI_Green.Bay-Austin.Straubel.Intl.AP.726450	0.216299207	0.106173063	0.252239257	0.286231121	0.1163649	0.022692452	14296.89047
3 or 4 Unit	WI_La.Crosse.Muni.AP.726430	0.214923883	0.102115964	0.220801579	0.361876709	0.09084919	0.009432676	4815.367685
3 or 4 Unit	WI_Madison-Dane.County.Rgnl.AP.726410	0.197707056	0.121192397	0.265429485	0.289146752	0.115300972	0.011223337	20466.09894
3 or 4 Unit	WI_Milwaukee-Mitchell.Intl.AP.726400	0.228656976	0.2442878	0.265925471	0.190716757	0.066657223	0.003755773	38202.63374
3 or 4 Unit	WV_Charleston-Yeager.AP.724140	0.104402339	0.156642436	0.357128198	0.268539161	0.09680937	0.016478495	8825.269612
3 or 4 Unit	WV_Elkins-Randolph.County.AP.724170	0.18886063	0.131102603	0.266034666	0.308499477	0.094325881	0.011176744	6717.861817
3 or 4 Unit	WV_Huntington-Tri.State.Walker.Long.Field.724250	0.10945247	0.086626992	0.320932397	0.337201144	0.117948747	0.02783825	6931.751354
3 or 4 Unit	WY_Casper-Natrona.County.Intl.AP.725690	0.094459389	0.076346846	0.529802334	0.15138597	0.103052511	0.04495295	1638.84336
3 or 4 Unit	WY_Cheyenne.Muni.AP.725640	0.127433902	0.088957379	0.299714281	0.293881742	0.168804132	0.021208565	4048.296195
3 or 4 Unit	WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	0.044121067	0.088209391	0.320768778	0.230248736	0.250200032	0.066451996	1170.493449
3 or 4 Unit	WY_Lander-Hunt.Field.725760	0.026992774	0.094494809	0.344864531	0.43049007	0.091393988	0.011763828	903.7764437
3 or 4 Unit	WY_Sheridan.County.AP.726660	0.060703001	0.109248639	0.244585087	0.329605343	0.216327091	0.03953084	1446.108511
5 to 9 Unit	AL_Birmingham.Muni.AP.722280	0.033377594	0.077356653	0.353514187	0.371393421	0.131136621	0.033221523	24069.72667
5 to 9 Unit	AL_Huntsville.Intl.AP-Jones.Field.723230	0.008859023	0.048807347	0.307994568	0.422146833	0.169405262	0.042786966	17831.76088
5 to 9 Unit	AL_Mobile-Rgnl.AP.722230	0.008271303	0.032299979	0.309280322	0.396125275	0.208936264	0.045086856	26888.32685
5 to 9 Unit	AL_Montgomery-Dannelly.Field.722260	0.010556314	0.039844539	0.25598806	0.425709284	0.226148713	0.04175309	16384.92187
5 to 9 Unit	AR_Fort.Smith.Rgnl.AP.723440	0.016657564	0.041145285	0.338430715	0.423615704	0.16641722	0.013733513	6715.267726
5 to 9 Unit	AR_Little.Rock-Adams.Field.723403	0.024961488	0.037152075	0.316682602	0.415634101	0.176019525	0.029550208	17398.94748
5 to 9 Unit	AZ_Flagstaff-Pulliam.AP.723755	0.040164848	0.053479621	0.21476264	0.416593423	0.218650304	0.056349165	3682.838421
5 to 9 Unit	AZ_Phoenix-Sky.Harbor.Intl.AP.722780	0.005801899	0.03330737	0.244685572	0.502750121	0.200945404	0.012509633	72021.25161
5 to 9 Unit	AZ_Prescott-Love.Field.723723	0.017129748	0.015146092	0.280262874	0.425573062	0.253463558	0.008424666	2427.536733
5 to 9 Unit	AZ_Tucson.Intl.AP.722740	0.020948903	0.054803702	0.27103689	0.513445139	0.128384495	0.01138087	14017.09391
5 to 9 Unit	CA_Arcata.AP.725945	0.078070201	0.067565286	0.370424781	0.380713974	0.10208459	0.001141168	5066.504947
5 to 9 Unit	CA_Bakersfield-Meadows.Field.723840	0.037404817	0.075182213	0.407456407	0.315327244	0.141781737	0.022847581	11390.18193
5 to 9 Unit	CA_Barstow.Daggett.AP.723815	0.019717736	0.063938201	0.34802702	0.437713444	0.116238398	0.014365201	16739.88736
5 to 9 Unit	CA_Fresno.Air.Terminal.723890	0.027831543	0.087150472	0.36893924	0.33898505	0.154026316	0.023067379	29214.84799
5 to 9 Unit	CA_Long.Beach-Daugherty.Field.722970	0.032943467	0.126315606	0.437565171	0.330184936	0.061936899	0.011053922	158081.5603
5 to 9 Unit	CA_Los.Angeles.Intl.AP.722950	0.10345882	0.216884237	0.385015815	0.242501378	0.046889785	0.005249965	184926.6494
5 to 9 Unit	CA_Sacramento.Exec.AP.724830	0.028346308	0.065671306	0.369923949	0.380756099	0.14367345	0.011628889	69792.29827
5 to 9 Unit	CA_San.Diego-Lindbergh.Field.722900	0.015150099	0.065702957	0.389489753	0.405560056	0.110882755	0.01321438	95293.64086
5 to 9 Unit	CA_San.Francisco.Intl.AP.724940	0.146766998	0.120353768	0.393562231	0.273142101	0.060299146	0.005875756	150496.0515
5 to 9 Unit	CA_Santa.Maria.Public.AP.723940	0.033399357	0.088644763	0.434853343	0.317654038	0.113604527	0.011843972	13863.31063
5 to 9 Unit	CO_Alamosa.Muni.AP.724620	0.049884584	0.030721864	0.263812879	0.468988618	0.159946606	0.026645448	2055.928483
5 to 9 Unit	CO_Boulder-Broomfield-Jefferson.County.AP.724699	0.043337065	0.054775653	0.310840334	0.407511923	0.17128283	0.012252195	60168.25917
5 to 9 Unit	CO_Colorado.Springs-Peterson.Field.724660	0.033013647	0.035576625	0.222113468	0.468385141	0.225654353	0.015256767	16712.64116
5 to 9 Unit	CO_Eagle.County.Rgnl.AP.724675	0.024332066	0.009358446	0.218240142	0.526018549	0.219276302	0.002774494	5419.411355
5 to 9 Unit	CO_Grand.Junction-Walker.Field.724760	0.03183509	0.05413798	0.342848216	0.388906241	0.149629858	0.032642614	2565.06829
5 to 9 Unit	CO_Pueblo.Mem.AP.724640	0.083269549	0.130603243	0.295264812	0.260262394	0.227505998	0.003094004	1736.509718
5 to 9 Unit	CT_Bridgeport-Sikorsky.Mem.AP.725040	0.120675014	0.097826225	0.350598239	0.335825885	0.087709223	0.007365414	45177.53829
5 to 9 Unit	CT_Hartford-Bradley.Intl.AP.725080	0.239276605	0.122002111	0.326447626	0.25109982	0.053368877	0.00780496	47104.55895
5 to 9 Unit	DE_Wilmington-New.Castle.County.AP.724089	0.101422996	0.082093238	0.345322661	0.341160858	0.110495521	0.019504726	17299.05305
5 to 9 Unit	FL_Daytona.Beach.Intl.AP.722056	0.011373401	0.033932666	0.235049547	0.501693316	0.204670463	0.013280607	13237.52556
5 to 9 Unit	FL_Jacksonville.Intl.AP.722060	0.013782441	0.036915844	0.328293736	0.408417181	0.196832135	0.015758663	33295.82519
5 to 9 Unit	FL_Key.West.Intl.AP.722010	0.181269804	0.153499854	0.228608071	0.279754917	0.132925266	0.023942088	960.3995725
5 to 9 Unit	FL_Miami.Intl.AP.722020	0.02467063	0.104073655	0.29934845	0.41904215	0.137560423	0.015304693	89645.38229
5 to 9 Unit	FL_Orlando.Intl.AP.722050	0.009634908	0.026003156	0.28736565	0.485141264	0.174495966	0.017359056	132213.6792
5 to 9 Unit	FL_Tallahassee.Rgnl.AP.722140	0.01062711	0.052716672	0.294255822	0.434470621	0.182717784	0.025211992	17683.70242
5 to 9 Unit	FL_West.Palm.Beach.Intl.AP.722030	0.009556111	0.023619152	0.267817892	0.557565988	0.134912226	0.00652863	50223.2717
5 to 9 Unit	GA_Athens-Ben.Epps.AP.723110	0.019395096	0.024305093	0.25380541	0.546450938	0.140960505	0.015082957	8139.100755
5 to 9 Unit	GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	0.013537246	0.03893533	0.343839799	0.432293044	0.159986744	0.011407836	100650.0532
5 to 9 Unit	GA_Augusta-Bush-Field.722180	0.029537995	0.060759399	0.306370402	0.431919867	0.13000169	0.041410646	8891.53881
5 to 9 Unit	GA_Columbus.Metro.AP.722255	0.02196631	0.074012173	0.206353541	0.348779985	0.270902077	0.077985913	14679.33519
5 to 9 Unit	GA_Macon-Middle.Georgia.Rgnl.AP.722170	0.017463038	0.065827654	0.281683117	0.413198854	0.201428741	0.020398597	15022.22215
5 to 9 Unit	GA_Savannah.Intl.AP.722070	0.026428744	0.032468239	0.227389327	0.421980466	0.239761485	0.051971739	14922.48539
5 to 9 Unit	IA_Des.Moines.Intl.AP.725460	0.088535701	0.082334952	0.363893657	0.294332059	0.142546599	0.028357032	13709.74446
5 to 9 Unit	IA_Mason.City.Muni.AP.725485	0.119334406	0.099539204	0.431583961	0.264551922	0.065210312	0.019780195	4202.736547
5 to 9 Unit	IA_Sioux.City-Sioux.Gateway.AP.725570	0.116625852	0.08309993	0.275707493	0.388398824	0.091176872	0.044991028	3287.967081
5 to 9 Unit	IA_Waterloo.Muni.AP.725480	0.080718243	0.081271104	0.438829398	0.281752505	0.094982596	0.022446154	8683.854029
5 to 9 Unit	ID_Boise.Air.Terminal.726810	0.053245216	0.056889313	0.269089353	0.451505992	0.138692712	0.030577414	6038.531847
5 to 9 Unit	ID_Pocatello.Muni.AP.725780	0.080328391	0.067022878	0.28736915	0.358654964	0.182875255	0.023749362	4995.697941
5 to 9 Unit	IL_Chicago-OHare.Intl.AP.725300	0.243946576	0.130450991	0.317407595	0.210702195	0.091748717	0.005743926	213310.3974
