Dependency=Geometry Building Type	Dependency=Vintage	Dependency=Location Region	Dependency=Geometry Foundation Type	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=None
Single-Family Detached	1990s	CR07	Unheated Basement	0.03	0.49	0.47	0
Single-Family Attached	1990s	CR07	Unheated Basement	0.03	0.49	0.47	0
Multi-Family with 2 - 4 Units	1990s	CR07	Unheated Basement	0.03	0.49	0.47	0
Multi-Family with 5+ Units	1990s	CR07	Unheated Basement	0.03	0.49	0.47	0
Mobile Home	1990s	CR07	Unheated Basement	0.03	0.49	0.47	0
Single-Family Detached	2000s	CR07	Unheated Basement	0.07	0.07	0.86	0
Single-Family Attached	2000s	CR07	Unheated Basement	0.07	0.07	0.86	0
Multi-Family with 2 - 4 Units	2000s	CR07	Unheated Basement	0.07	0.07	0.86	0
Multi-Family with 5+ Units	2000s	CR07	Unheated Basement	0.07	0.07	0.86	0
Mobile Home	2000s	CR07	Unheated Basement	0.07	0.07	0.86	0
Single-Family Detached	2010s	CR07	Unheated Basement	0.07	0.07	0.86	0
Single-Family Attached	2010s	CR07	Unheated Basement	0.07	0.07	0.86	0
Multi-Family with 2 - 4 Units	2010s	CR07	Unheated Basement	0.07	0.07	0.86	0
Multi-Family with 5+ Units	2010s	CR07	Unheated Basement	0.07	0.07	0.86	0
Mobile Home	2010s	CR07	Unheated Basement	0.07	0.07	0.86	0
Single-Family Detached	<1940	CR08	Unheated Basement	1	0	0	0
Single-Family Attached	<1940	CR08	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	<1940	CR08	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	<1940	CR08	Unheated Basement	1	0	0	0
Mobile Home	<1940	CR08	Unheated Basement	1	0	0	0
Single-Family Detached	1940s	CR08	Unheated Basement	1	0	0	0
Single-Family Attached	1940s	CR08	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1940s	CR08	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1940s	CR08	Unheated Basement	1	0	0	0
Mobile Home	1940s	CR08	Unheated Basement	1	0	0	0
Single-Family Detached	1950s	CR08	Unheated Basement	1	0	0	0
Single-Family Attached	1950s	CR08	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1950s	CR08	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1950s	CR08	Unheated Basement	1	0	0	0
Mobile Home	1950s	CR08	Unheated Basement	1	0	0	0
Single-Family Detached	1960s	CR08	Unheated Basement	1	0	0	0
Single-Family Attached	1960s	CR08	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1960s	CR08	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1960s	CR08	Unheated Basement	1	0	0	0
Mobile Home	1960s	CR08	Unheated Basement	1	0	0	0
Single-Family Detached	1970s	CR08	Unheated Basement	1	0	0	0
Single-Family Attached	1970s	CR08	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1970s	CR08	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1970s	CR08	Unheated Basement	1	0	0	0
Mobile Home	1970s	CR08	Unheated Basement	1	0	0	0
Single-Family Detached	1980s	CR08	Unheated Basement	0.26	0.15	0.6	0
Single-Family Attached	1980s	CR08	Unheated Basement	0.26	0.15	0.6	0
Multi-Family with 2 - 4 Units	1980s	CR08	Unheated Basement	0.26	0.15	0.6	0
Multi-Family with 5+ Units	1980s	CR08	Unheated Basement	0.26	0.15	0.6	0
Mobile Home	1980s	CR08	Unheated Basement	0.26	0.15	0.6	0
Single-Family Detached	1990s	CR08	Unheated Basement	0.07	0.38	0.55	0
Single-Family Attached	1990s	CR08	Unheated Basement	0.07	0.38	0.55	0
Multi-Family with 2 - 4 Units	1990s	CR08	Unheated Basement	0.07	0.38	0.55	0
Multi-Family with 5+ Units	1990s	CR08	Unheated Basement	0.07	0.38	0.55	0
Mobile Home	1990s	CR08	Unheated Basement	0.07	0.38	0.55	0
Single-Family Detached	2000s	CR08	Unheated Basement	0.11	0.24	0.64	0
Single-Family Attached	2000s	CR08	Unheated Basement	0.11	0.24	0.64	0
Multi-Family with 2 - 4 Units	2000s	CR08	Unheated Basement	0.11	0.24	0.64	0
Multi-Family with 5+ Units	2000s	CR08	Unheated Basement	0.11	0.24	0.64	0
Mobile Home	2000s	CR08	Unheated Basement	0.11	0.24	0.64	0
Single-Family Detached	2010s	CR08	Unheated Basement	0.11	0.24	0.64	0
Single-Family Attached	2010s	CR08	Unheated Basement	0.11	0.24	0.64	0
Multi-Family with 2 - 4 Units	2010s	CR08	Unheated Basement	0.11	0.24	0.64	0
Multi-Family with 5+ Units	2010s	CR08	Unheated Basement	0.11	0.24	0.64	0
Mobile Home	2010s	CR08	Unheated Basement	0.11	0.24	0.64	0
Single-Family Detached	<1940	CR09	Unheated Basement	1	0	0	0
Single-Family Attached	<1940	CR09	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	<1940	CR09	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	<1940	CR09	Unheated Basement	1	0	0	0
Mobile Home	<1940	CR09	Unheated Basement	1	0	0	0
Single-Family Detached	1940s	CR09	Unheated Basement	1	0	0	0
Single-Family Attached	1940s	CR09	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1940s	CR09	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1940s	CR09	Unheated Basement	1	0	0	0
Mobile Home	1940s	CR09	Unheated Basement	1	0	0	0
Single-Family Detached	1950s	CR09	Unheated Basement	1	0	0	0
Single-Family Attached	1950s	CR09	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1950s	CR09	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1950s	CR09	Unheated Basement	1	0	0	0
Mobile Home	1950s	CR09	Unheated Basement	1	0	0	0
Single-Family Detached	1960s	CR09	Unheated Basement	1	0	0	0
Single-Family Attached	1960s	CR09	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1960s	CR09	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1960s	CR09	Unheated Basement	1	0	0	0
Mobile Home	1960s	CR09	Unheated Basement	1	0	0	0
Single-Family Detached	1970s	CR09	Unheated Basement	1	0	0	0
Single-Family Attached	1970s	CR09	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1970s	CR09	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1970s	CR09	Unheated Basement	1	0	0	0
Mobile Home	1970s	CR09	Unheated Basement	1	0	0	0
Single-Family Detached	1980s	CR09	Unheated Basement	1	0	0	0
Single-Family Attached	1980s	CR09	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1980s	CR09	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1980s	CR09	Unheated Basement	1	0	0	0
Mobile Home	1980s	CR09	Unheated Basement	1	0	0	0
Single-Family Detached	1990s	CR09	Unheated Basement	0.05	0.65	0.3	0
Single-Family Attached	1990s	CR09	Unheated Basement	0.05	0.65	0.3	0
Multi-Family with 2 - 4 Units	1990s	CR09	Unheated Basement	0.05	0.65	0.3	0
Multi-Family with 5+ Units	1990s	CR09	Unheated Basement	0.05	0.65	0.3	0
Mobile Home	1990s	CR09	Unheated Basement	0.05	0.65	0.3	0
Single-Family Detached	2000s	CR09	Unheated Basement	0.26	0.17	0.57	0
Single-Family Attached	2000s	CR09	Unheated Basement	0.26	0.17	0.57	0
Multi-Family with 2 - 4 Units	2000s	CR09	Unheated Basement	0.26	0.17	0.57	0
Multi-Family with 5+ Units	2000s	CR09	Unheated Basement	0.26	0.17	0.57	0
Mobile Home	2000s	CR09	Unheated Basement	0.26	0.17	0.57	0
Single-Family Detached	2010s	CR09	Unheated Basement	0.26	0.17	0.57	0
Single-Family Attached	2010s	CR09	Unheated Basement	0.26	0.17	0.57	0
Multi-Family with 2 - 4 Units	2010s	CR09	Unheated Basement	0.26	0.17	0.57	0
Multi-Family with 5+ Units	2010s	CR09	Unheated Basement	0.26	0.17	0.57	0
Mobile Home	2010s	CR09	Unheated Basement	0.26	0.17	0.57	0
Single-Family Detached	<1940	CR10	Unheated Basement	1	0	0	0
Single-Family Attached	<1940	CR10	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	<1940	CR10	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	<1940	CR10	Unheated Basement	1	0	0	0
Mobile Home	<1940	CR10	Unheated Basement	1	0	0	0
Single-Family Detached	1940s	CR10	Unheated Basement	1	0	0	0
Single-Family Attached	1940s	CR10	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1940s	CR10	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1940s	CR10	Unheated Basement	1	0	0	0
Mobile Home	1940s	CR10	Unheated Basement	1	0	0	0
Single-Family Detached	1950s	CR10	Unheated Basement	1	0	0	0
Single-Family Attached	1950s	CR10	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1950s	CR10	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1950s	CR10	Unheated Basement	1	0	0	0
Mobile Home	1950s	CR10	Unheated Basement	1	0	0	0
Single-Family Detached	1960s	CR10	Unheated Basement	1	0	0	0
Single-Family Attached	1960s	CR10	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1960s	CR10	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1960s	CR10	Unheated Basement	1	0	0	0
Mobile Home	1960s	CR10	Unheated Basement	1	0	0	0
Single-Family Detached	1970s	CR10	Unheated Basement	1	0	0	0
Single-Family Attached	1970s	CR10	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1970s	CR10	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1970s	CR10	Unheated Basement	1	0	0	0
Mobile Home	1970s	CR10	Unheated Basement	1	0	0	0
Single-Family Detached	1980s	CR10	Unheated Basement	1	0	0	0
Single-Family Attached	1980s	CR10	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1980s	CR10	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1980s	CR10	Unheated Basement	1	0	0	0
Mobile Home	1980s	CR10	Unheated Basement	1	0	0	0
Single-Family Detached	1990s	CR10	Unheated Basement	0.09	0.4	0.52	0
Single-Family Attached	1990s	CR10	Unheated Basement	0.09	0.4	0.52	0
Multi-Family with 2 - 4 Units	1990s	CR10	Unheated Basement	0.09	0.4	0.52	0
Multi-Family with 5+ Units	1990s	CR10	Unheated Basement	0.09	0.4	0.52	0
Mobile Home	1990s	CR10	Unheated Basement	0.09	0.4	0.52	0
Single-Family Detached	2000s	CR10	Unheated Basement	0	0.85	0.15	0
Single-Family Attached	2000s	CR10	Unheated Basement	0	0.85	0.15	0
Multi-Family with 2 - 4 Units	2000s	CR10	Unheated Basement	0	0.85	0.15	0
Multi-Family with 5+ Units	2000s	CR10	Unheated Basement	0	0.85	0.15	0
Mobile Home	2000s	CR10	Unheated Basement	0	0.85	0.15	0
Single-Family Detached	2010s	CR10	Unheated Basement	0	0.85	0.15	0
Single-Family Attached	2010s	CR10	Unheated Basement	0	0.85	0.15	0
Multi-Family with 2 - 4 Units	2010s	CR10	Unheated Basement	0	0.85	0.15	0
Multi-Family with 5+ Units	2010s	CR10	Unheated Basement	0	0.85	0.15	0
Mobile Home	2010s	CR10	Unheated Basement	0	0.85	0.15	0
Single-Family Detached	<1940	CR11	Unheated Basement	1	0	0	0
Single-Family Attached	<1940	CR11	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	<1940	CR11	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	<1940	CR11	Unheated Basement	1	0	0	0
Mobile Home	<1940	CR11	Unheated Basement	1	0	0	0
Single-Family Detached	1940s	CR11	Unheated Basement	1	0	0	0
Single-Family Attached	1940s	CR11	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1940s	CR11	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1940s	CR11	Unheated Basement	1	0	0	0
Mobile Home	1940s	CR11	Unheated Basement	1	0	0	0
Single-Family Detached	1950s	CR11	Unheated Basement	1	0	0	0
Single-Family Attached	1950s	CR11	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1950s	CR11	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1950s	CR11	Unheated Basement	1	0	0	0
Mobile Home	1950s	CR11	Unheated Basement	1	0	0	0
Single-Family Detached	1960s	CR11	Unheated Basement	1	0	0	0
Single-Family Attached	1960s	CR11	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1960s	CR11	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1960s	CR11	Unheated Basement	1	0	0	0
Mobile Home	1960s	CR11	Unheated Basement	1	0	0	0
Single-Family Detached	1970s	CR11	Unheated Basement	1	0	0	0
Single-Family Attached	1970s	CR11	Unheated Basement	1	0	0	0
Multi-Family with 2 - 4 Units	1970s	CR11	Unheated Basement	1	0	0	0
Multi-Family with 5+ Units	1970s	CR11	Unheated Basement	1	0	0	0
Mobile Home	1970s	CR11	Unheated Basement	1	0	0	0
Single-Family Detached	1980s	CR11	Unheated Basement	0.13	0.19	0.67	0
Single-Family Attached	1980s	CR11	Unheated Basement	0.13	0.19	0.67	0
Multi-Family with 2 - 4 Units	1980s	CR11	Unheated Basement	0.13	0.19	0.67	0
Multi-Family with 5+ Units	1980s	CR11	Unheated Basement	0.13	0.19	0.67	0
Mobile Home	1980s	CR11	Unheated Basement	0.13	0.19	0.67	0
Single-Family Detached	1990s	CR11	Unheated Basement	0.11	0.13	0.76	0
Single-Family Attached	1990s	CR11	Unheated Basement	0.11	0.13	0.76	0
Multi-Family with 2 - 4 Units	1990s	CR11	Unheated Basement	0.11	0.13	0.76	0
Multi-Family with 5+ Units	1990s	CR11	Unheated Basement	0.11	0.13	0.76	0
Mobile Home	1990s	CR11	Unheated Basement	0.11	0.13	0.76	0
Single-Family Detached	2000s	CR11	Unheated Basement	0.45	0.41	0.14	0
Single-Family Attached	2000s	CR11	Unheated Basement	0.45	0.41	0.14	0
Multi-Family with 2 - 4 Units	2000s	CR11	Unheated Basement	0.45	0.41	0.14	0
Multi-Family with 5+ Units	2000s	CR11	Unheated Basement	0.45	0.41	0.14	0
Mobile Home	2000s	CR11	Unheated Basement	0.45	0.41	0.14	0
Single-Family Detached	2010s	CR11	Unheated Basement	0.45	0.41	0.14	0
Single-Family Attached	2010s	CR11	Unheated Basement	0.45	0.41	0.14	0
Multi-Family with 2 - 4 Units	2010s	CR11	Unheated Basement	0.45	0.41	0.14	0
Multi-Family with 5+ Units	2010s	CR11	Unheated Basement	0.45	0.41	0.14	0
Mobile Home	2010s	CR11	Unheated Basement	0.45	0.41	0.14	0
