Dependency=Geometry Building Type RECS	Dependency=Geometry Story Bin	Dependency=State	Dependency=Vintage ACS	Option=Brick	Option=Concrete	Option=Steel Frame	Option=Wood Frame	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Multi-Family with 5+ Units	<8	KY	1940-59	0.0882353	0.0529412	0	0.858824	0	170	170	170	170
Multi-Family with 5+ Units	8+	KY	1960-79	0	0	1	0	0	4	4	10	10
Multi-Family with 5+ Units	<8	KY	1960-79	0.0226382	0.00478886	0.00130605	0.971267	0	2297	2297	2297	2297
Multi-Family with 5+ Units	8+	KY	1980-99	0	0	1	0	0	111	111	111	111
Multi-Family with 5+ Units	<8	KY	1980-99	0.0169424	0.00318916	0.00458441	0.975284	0	5017	5017	5017	5017
Multi-Family with 5+ Units	8+	KY	2000-09	0	0	1	0	0	45	45	45	45
Multi-Family with 5+ Units	<8	KY	2000-09	0.00738751	0.000671592	0.00201478	0.989926	0	2978	2978	2978	2978
Multi-Family with 5+ Units	8+	KY	2010s	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	KY	2010s	0.00265604	0.00531208	0.00132802	0.990704	0	753	753	753	753
Multi-Family with 5+ Units	8+	KY	<1940	0	0	1	0	0	1	1	10	10
Multi-Family with 5+ Units	<8	KY	<1940	0.121368	0.0384615	0.0025641	0.837607	0	1170	1170	1170	1170
Single-Family Attached	8+	KY	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	KY	1940-59	0.0127119	0.00635593	0.00423729	0.976695	0	472	472	472	472
Single-Family Attached	8+	KY	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	KY	1960-79	0.0288684	0.0369515	0.00692841	0.927252	0	866	866	866	866
Single-Family Attached	8+	KY	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	KY	1980-99	0.0428376	0.00753941	0.0030843	0.946539	0	2918	2918	2918	2918
Single-Family Attached	8+	KY	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	KY	2000-09	0.0456879	0.00616016	0.00308008	0.945072	0	1948	1948	1948	1948
Single-Family Attached	8+	KY	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	KY	2010s	0.0398936	0.00531915	0.00531915	0.949468	0	376	376	376	376
Single-Family Attached	8+	KY	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	KY	<1940	0.0506937	0.023746	0.00800427	0.917556	0	3748	3748	3748	3748
Single-Family Detached	8+	KY	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	KY	1940-59	0.018964	0.0306351	0.00609475	0.944306	0	86796	86796	86796	86796
Single-Family Detached	8+	KY	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	KY	1960-79	0.0610617	0.0273992	0.0172024	0.894337	0	117193	117193	117193	117193
Single-Family Detached	8+	KY	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	KY	1980-99	0.0685182	0.0307216	0.012236	0.888524	0	110248	110248	110248	110248
Single-Family Detached	8+	KY	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	KY	2000-09	0.0691587	0.0178337	0.00910355	0.903904	0	77662	77662	77662	77662
Single-Family Detached	8+	KY	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	KY	2010s	0.038877	0.0228728	0.0150707	0.92318	0	14996	14996	14996	14996
Single-Family Detached	8+	KY	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	KY	<1940	0.0856774	0.0360914	0.025626	0.852605	0	138648	138648	138648	138648
Mobile Home	8+	LA	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	LA	1940-59	0.0613208	0.0117925	0.191038	0.735849	0	6	6	424	424
Mobile Home	8+	LA	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	LA	1960-79	0.00086881	0	0	0.999131	0	1151	1151	1151	1151
Mobile Home	8+	LA	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	LA	1980-99	0	0	0	1	0	3688	3688	3688	3688
Mobile Home	8+	LA	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	LA	2000-09	0	0	0	1	0	2817	2817	2817	2817
Mobile Home	8+	LA	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	LA	2010s	0.00124533	0	0	0.998755	0	803	803	803	803
Mobile Home	8+	LA	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	LA	<1940	0.142857	0	0.0238095	0.833333	0	42	42	42	42
Multi-Family with 2 - 4 Units	8+	LA	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	LA	1940-59	0.318658	0.00419287	0.0157233	0.661426	0	1	1	954	954
Multi-Family with 2 - 4 Units	8+	LA	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	LA	1960-79	0.0440724	0.000683293	0.108302	0.846942	0	0	0	2927	2927
Multi-Family with 2 - 4 Units	8+	LA	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	LA	1980-99	0.026296	0	0.000250438	0.973454	0	0	0	3993	3993
Multi-Family with 2 - 4 Units	8+	LA	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	LA	2000-09	0.0406699	0	0.0616029	0.897727	0	0	0	1672	1672
Multi-Family with 2 - 4 Units	8+	LA	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	LA	2010s	0.00437956	0	0	0.99562	0	3	3	685	685
Multi-Family with 2 - 4 Units	8+	LA	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	LA	<1940	0.285714	0.0196687	0.00517598	0.689441	0	966	966	966	966
Multi-Family with 5+ Units	8+	LA	1940-59	0	0	1	0	0	0	0	1	1
Multi-Family with 5+ Units	<8	LA	1940-59	0.46333	0.0285019	0.00417101	0.503997	0	0	0	2877	2877
Multi-Family with 5+ Units	8+	LA	1960-79	0	0	1	0	0	3	3	471	471
Multi-Family with 5+ Units	<8	LA	1960-79	0.86896	0.00161477	0.00417403	0.125251	0	5	5	32822	32822
Multi-Family with 5+ Units	8+	LA	1980-99	0	0	1	0	0	0	0	379	379
Multi-Family with 5+ Units	<8	LA	1980-99	0.754478	0.00187866	0.000388689	0.243255	0	7	7	30873	30873
Multi-Family with 5+ Units	8+	LA	2000-09	0	0	1	0	0	0	0	33	33
Multi-Family with 5+ Units	<8	LA	2000-09	0.375	0	0	0.625	0	16	16	16	16
Multi-Family with 5+ Units	8+	LA	2010s	0	0	1	0	0	0	0	28	28
Multi-Family with 5+ Units	<8	LA	2010s	0.130435	0	0	0.869565	0	23	23	23	23
Multi-Family with 5+ Units	8+	LA	<1940	0	0	1	0	0	0	0	10	10
Multi-Family with 5+ Units	<8	LA	<1940	0.676704	0.0285261	0.00316957	0.291601	0	631	631	631	631
Single-Family Attached	8+	LA	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	LA	1940-59	0.303087	0.00561272	0.0589336	0.632367	0	1	1	2138	2138
Single-Family Attached	8+	LA	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	LA	1960-79	0.61689	0.000144935	0.00159428	0.381371	0	0	0	20699	20699
Single-Family Attached	8+	LA	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	LA	1980-99	0.40942	0	0.000551944	0.590028	0	1	1	16306	16306
Single-Family Attached	8+	LA	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	LA	2000-09	0.172584	9.49307e-05	0.0158534	0.811468	0	1	1	10534	10534
Single-Family Attached	8+	LA	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	LA	2010s	0.8125	0	0	0.1875	0	16	16	16	16
Single-Family Attached	8+	LA	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	LA	<1940	0.246601	0.0208226	0	0.732576	0	5811	5811	5811	5811
Single-Family Detached	8+	LA	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	LA	1940-59	0.0722311	0.00481541	0	0.922953	0	623	623	623	623
Single-Family Detached	8+	LA	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	LA	1960-79	0.075	0.003	0	0.922	0	1000	1000	1000	1000
Single-Family Detached	8+	LA	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	LA	1980-99	0.198052	0.00324675	0	0.798701	0	308	308	308	308
Single-Family Detached	8+	LA	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	LA	2000-09	0.49635	0	0	0.50365	0	137	137	137	137
Single-Family Detached	8+	LA	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	LA	2010s	0.803298	0	0	0.196702	0	1698	1698	1698	1698
Single-Family Detached	8+	LA	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	LA	<1940	0.564229	0.00337261	0	0.432398	0	93696	93696	93696	93696
Mobile Home	8+	MA	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MA	1940-59	0.0108696	0.076087	0.163043	0.75	0	92	92	92	92
Mobile Home	8+	MA	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MA	1960-79	0	0.071618	0.213528	0.714854	0	754	754	754	754
Mobile Home	8+	MA	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MA	1980-99	0	0.0473373	0.313609	0.639053	0	338	338	338	338
Mobile Home	8+	MA	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MA	2000-09	0.0119048	0.0119048	0.440476	0.535714	0	84	84	84	84
Mobile Home	8+	MA	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MA	2010s	0	0	0.235294	0.764706	0	17	17	17	17
Mobile Home	8+	MA	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MA	<1940	0.4	0.266667	0	0.333333	0	5	5	30	30
Multi-Family with 2 - 4 Units	8+	MA	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MA	1940-59	0.0189183	0.214892	0.0135823	0.752607	0	4123	4123	4123	4123
Multi-Family with 2 - 4 Units	8+	MA	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MA	1960-79	0.00186164	0.157031	0.067673	0.773434	0	19875	19875	19875	19875
Multi-Family with 2 - 4 Units	8+	MA	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MA	1980-99	0.00110316	0.0519489	0.0287491	0.918199	0	29914	29914	29914	29914
Multi-Family with 2 - 4 Units	8+	MA	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MA	2000-09	0.00113485	0.0365821	0.0975968	0.864686	0	14980	14980	14980	14980
Multi-Family with 2 - 4 Units	8+	MA	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MA	2010s	0.00294605	0.0611305	0.0309335	0.90499	0	5431	5431	5431	5431
Multi-Family with 2 - 4 Units	8+	MA	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MA	<1940	0.0919172	0.126547	0.0211833	0.760352	0	27144	27144	27144	27144
Multi-Family with 5+ Units	8+	MA	1940-59	0	0	1	0	0	3	3	6	6
Multi-Family with 5+ Units	<8	MA	1940-59	0.0861917	0.222515	0.0246262	0.666667	0	1137	1137	1137	1137
Multi-Family with 5+ Units	8+	MA	1960-79	0	0	1	0	0	33	33	33	33
Multi-Family with 5+ Units	<8	MA	1960-79	0.0922563	0.227927	0.0373617	0.642455	0	4791	4791	4791	4791
Multi-Family with 5+ Units	8+	MA	1980-99	0	0	1	0	0	8	8	20	20
Multi-Family with 5+ Units	<8	MA	1980-99	0.0303747	0.162605	0.0563841	0.750637	0	5498	5498	5498	5498
Multi-Family with 5+ Units	8+	MA	2000-09	0	0	1	0	0	8	8	12	12
Multi-Family with 5+ Units	<8	MA	2000-09	0.0175378	0.135488	0.00756534	0.839409	0	2908	2908	2908	2908
Multi-Family with 5+ Units	8+	MA	2010s	0	0	1	0	0	2	2	4	4
Multi-Family with 5+ Units	<8	MA	2010s	0.025498	0.188845	0.0310757	0.754582	0	1255	1255	1255	1255
Multi-Family with 5+ Units	8+	MA	<1940	0	0	1	0	0	14	14	14	14
Multi-Family with 5+ Units	<8	MA	<1940	0.309387	0.0312216	0.00747701	0.651915	0	9897	9897	9897	9897
Single-Family Attached	8+	MA	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MA	1940-59	0.0426551	0.200218	0.00217628	0.754951	0	4595	4595	4595	4595
Single-Family Attached	8+	MA	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MA	1960-79	0.0430128	0.12281	0.00214091	0.832036	0	5138	5138	5138	5138
Single-Family Attached	8+	MA	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MA	1980-99	0.0294964	0.186691	0.00251799	0.781295	0	2780	2780	2780	2780
Single-Family Attached	8+	MA	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MA	2000-09	0.0131387	0.191241	0	0.79562	0	685	685	685	685
Single-Family Attached	8+	MA	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MA	2010s	0.0449438	0.154494	0.00280899	0.797753	0	356	356	356	356
Single-Family Attached	8+	MA	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MA	<1940	0.188456	0.0460559	0.000583825	0.764904	0	75365	75365	75365	75365
Single-Family Detached	8+	MA	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MA	1940-59	0.0310753	0.166571	0.00601227	0.796342	0	168655	168655	168655	168655
Single-Family Detached	8+	MA	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MA	1960-79	0.0110872	0.16933	0.00408997	0.815493	0	191933	191933	191933	191933
Single-Family Detached	8+	MA	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MA	1980-99	0.00667124	0.182101	0.00228492	0.808943	0	168934	168934	168934	168934
Single-Family Detached	8+	MA	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MA	2000-09	0.00577707	0.22101	0.00228523	0.770928	0	54699	54699	54699	54699
Single-Family Detached	8+	MA	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MA	2010s	0.00933976	0.120225	0.00327885	0.867157	0	20129	20129	20129	20129
Single-Family Detached	8+	MA	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MA	<1940	0.139975	0.0833831	0.00160205	0.77504	0	195999	195999	195999	195999
Mobile Home	8+	MD	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MD	1940-59	0	0	0	1	0	53	53	53	53
Mobile Home	8+	MD	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MD	1960-79	0	0	0	1	0	1068	1068	1068	1068
Mobile Home	8+	MD	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MD	1980-99	0	0	0	1	0	956	956	956	956
Mobile Home	8+	MD	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MD	2000-09	0	0	0	1	0	234	234	234	234
Mobile Home	8+	MD	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MD	2010s	0	0	0	1	0	101	101	101	101
Mobile Home	8+	MD	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MD	<1940	0	0	0	1	0	18	18	18	18
Multi-Family with 2 - 4 Units	8+	MD	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MD	1940-59	0.271157	0	0	0.728843	0	579	579	579	579
Multi-Family with 2 - 4 Units	8+	MD	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MD	1960-79	0.133188	0	0.000310463	0.866501	0	3221	3221	3221	3221
Multi-Family with 2 - 4 Units	8+	MD	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MD	1980-99	0.0979938	0	0.000771605	0.901235	0	2592	2592	2592	2592
Multi-Family with 2 - 4 Units	8+	MD	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MD	2000-09	0.0118044	0	0.00224845	0.985947	0	1779	1779	1779	1779
Multi-Family with 2 - 4 Units	8+	MD	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MD	2010s	0.0896861	0.0403587	0.0044843	0.865471	0	223	223	223	223
Multi-Family with 2 - 4 Units	8+	MD	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MD	<1940	0.145383	0.00060957	0.000304785	0.853703	0	3281	3281	3281	3281
Multi-Family with 5+ Units	8+	MD	1940-59	0	0	1	0	0	0	0	56	56
Multi-Family with 5+ Units	<8	MD	1940-59	0.657895	0	0.0482456	0.29386	0	228	228	228	228
Multi-Family with 5+ Units	8+	MD	1960-79	0	0	1	0	0	5	5	131	131
Multi-Family with 5+ Units	<8	MD	1960-79	0.413793	0.0114943	0.0114943	0.563218	0	348	348	348	348
Multi-Family with 5+ Units	8+	MD	1980-99	0	0	1	0	0	4	4	33	33
Multi-Family with 5+ Units	<8	MD	1980-99	0.156425	0.00837989	0.00837989	0.826816	0	358	358	358	358
Multi-Family with 5+ Units	8+	MD	2000-09	0	0	1	0	0	3	3	44	44
Multi-Family with 5+ Units	<8	MD	2000-09	0.144928	0.00483092	0.0289855	0.821256	0	207	207	207	207
Multi-Family with 5+ Units	8+	MD	2010s	0	0	1	0	0	1	1	114	114
Multi-Family with 5+ Units	<8	MD	2010s	0.186441	0.059322	0.0508475	0.70339	0	118	118	118	118
Multi-Family with 5+ Units	8+	MD	<1940	0	0	1	0	0	0	0	50	50
Multi-Family with 5+ Units	<8	MD	<1940	0.576132	0	0	0.423868	0	486	486	486	486
Single-Family Attached	8+	MD	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MD	1940-59	0.200302	0	0	0.799698	0	7289	7289	7289	7289
Single-Family Attached	8+	MD	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MD	1960-79	0.0113925	0	0	0.988608	0	19311	19311	19311	19311
Single-Family Attached	8+	MD	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MD	1980-99	0.00608393	0	0	0.993916	0	59501	59501	59501	59501
Single-Family Attached	8+	MD	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MD	2000-09	0.0105491	0	0	0.989451	0	10617	10617	10617	10617
Single-Family Attached	8+	MD	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MD	2010s	0.0301286	0	0	0.969871	0	8862	8862	8862	8862
Single-Family Attached	8+	MD	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	MD	<1940	0.0112852	0	0	0.988715	0	17102	17102	17102	17102
Single-Family Detached	8+	MD	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MD	1940-59	0.0553127	0	0	0.944687	0	77324	77324	77324	77324
Single-Family Detached	8+	MD	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MD	1960-79	0.047409	0	0	0.952591	0	137400	137400	137400	137400
Single-Family Detached	8+	MD	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MD	1980-99	0.0211441	0	0	0.978856	0	117196	117196	117196	117196
Single-Family Detached	8+	MD	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MD	2000-09	0.024138	0	0	0.975862	0	33267	33267	33267	33267
Single-Family Detached	8+	MD	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MD	2010s	0.00814486	0	0	0.991855	0	14856	14856	14856	14856
Single-Family Detached	8+	MD	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	MD	<1940	0.0135811	0	0	0.986419	0	48818	48818	48818	48818
Mobile Home	8+	ME	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	ME	1940-59	0.0263158	0.815789	0.0789474	0.0789474	0	38	38	38	38
Mobile Home	8+	ME	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	ME	1960-79	0.016129	0.528226	0.375	0.0806452	0	248	248	248	248
Mobile Home	8+	ME	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	ME	1980-99	0.00210526	0.696842	0.267368	0.0336842	0	475	475	475	475
Mobile Home	8+	ME	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	ME	2000-09	0	0.817844	0.141264	0.0408922	0	269	269	269	269
Mobile Home	8+	ME	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	ME	2010s	0	0.9	0.0625	0.0375	0	80	80	80	80
Mobile Home	8+	ME	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	ME	<1940	0.5	0.333333	0	0.166667	0	24	24	24	24
Multi-Family with 2 - 4 Units	8+	ME	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	ME	1940-59	0.0625	0.6875	0	0.25	0	48	48	48	48
Multi-Family with 2 - 4 Units	8+	ME	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	ME	1960-79	0.0227273	0.75	0.00757576	0.219697	0	132	132	132	132
Multi-Family with 2 - 4 Units	8+	ME	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	ME	1980-99	0.00797448	0.679426	0.0015949	0.311005	0	627	627	627	627
Multi-Family with 2 - 4 Units	8+	ME	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	ME	2000-09	0.0127551	0.625	0.0127551	0.34949	0	392	392	392	392
Multi-Family with 2 - 4 Units	8+	ME	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	ME	2010s	0	0.863636	0	0.136364	0	44	44	44	44
Multi-Family with 2 - 4 Units	8+	ME	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	ME	<1940	0.138253	0.176421	0	0.685327	0	1179	1179	1179	1179
Multi-Family with 5+ Units	8+	ME	1940-59	0	0	1	0	0	0	0	6	6
Multi-Family with 5+ Units	<8	ME	1940-59	0.275362	0.333333	0	0.391304	0	69	69	69	69
Multi-Family with 5+ Units	8+	ME	1960-79	0	0	1	0	0	0	0	67	67
Multi-Family with 5+ Units	<8	ME	1960-79	0.0642202	0.633028	0.00917431	0.293578	0	109	109	109	109
Multi-Family with 5+ Units	8+	ME	1980-99	0	0	1	0	0	0	0	20	20
Multi-Family with 5+ Units	<8	ME	1980-99	0.0331492	0.740331	0.0110497	0.21547	0	181	181	181	181
Multi-Family with 5+ Units	8+	ME	2000-09	0	0	1	0	0	0	0	12	12
Multi-Family with 5+ Units	<8	ME	2000-09	0.0326087	0.847826	0	0.119565	0	92	92	92	92
Multi-Family with 5+ Units	8+	ME	2010s	0	0	1	0	0	0	0	4	4
Multi-Family with 5+ Units	<8	ME	2010s	0	0.72973	0.0540541	0.216216	0	37	37	37	37
Multi-Family with 5+ Units	8+	ME	<1940	0	0	1	0	0	0	0	21	21
Multi-Family with 5+ Units	<8	ME	<1940	0.284284	0.318318	0.001001	0.396396	0	999	999	999	999
Single-Family Attached	8+	ME	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	ME	1940-59	0.0536913	0.583893	0	0.362416	0	149	149	149	149
Single-Family Attached	8+	ME	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	ME	1960-79	0.0288462	0.889423	0	0.0817308	0	208	208	208	208
Single-Family Attached	8+	ME	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	ME	1980-99	0.0545455	0.85	0	0.0954545	0	220	220	220	220
Single-Family Attached	8+	ME	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	ME	2000-09	0.0315789	0.747368	0	0.221053	0	95	95	95	95
Single-Family Attached	8+	ME	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	ME	2010s	0.0384615	0.692308	0	0.269231	0	26	26	26	26
Single-Family Attached	8+	ME	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	ME	<1940	0.349028	0.159672	0	0.4913	0	1954	1954	1954	1954
Single-Family Detached	8+	ME	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	ME	1940-59	0.0469116	0.828849	0	0.12424	0	8548	8548	8548	8548
Single-Family Detached	8+	ME	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	ME	1960-79	0.017878	0.906433	0.00142022	0.074269	0	11970	11970	11970	11970
Single-Family Detached	8+	ME	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	ME	1980-99	0.017684	0.92585	0.0021849	0.054281	0	14646	14646	14646	14646
Single-Family Detached	8+	ME	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	ME	2000-09	0.02094	0.911005	0.00302466	0.0650302	0	8596	8596	8596	8596
Single-Family Detached	8+	ME	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	ME	2010s	0.0182208	0.922294	0.000535906	0.0589496	0	1866	1866	1866	1866
Single-Family Detached	8+	ME	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	ME	<1940	0.428202	0.375058	0	0.19674	0	19325	19325	19325	19325
Mobile Home	8+	MI	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MI	1940-59	0.0448916	0.0201238	0.0417957	0.893189	0	3	3	646	646
Mobile Home	8+	MI	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MI	1960-79	0	0	0.0526316	0.947368	0	57	57	57	57
Mobile Home	8+	MI	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MI	1980-99	0.00754949	0.000447377	0.0284085	0.963595	0	7	7	35764	35764
Mobile Home	8+	MI	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MI	2000-09	0.00803029	0.000391722	0.0126004	0.978978	0	6	6	15317	15317
Mobile Home	8+	MI	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MI	2010s	0.00815376	0.000582411	0.0186372	0.972627	0	0	0	1717	1717
Mobile Home	8+	MI	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	MI	<1940	0.0416667	0	0.166667	0.791667	0	24	24	24	24
Multi-Family with 2 - 4 Units	8+	MI	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MI	1940-59	0.0208333	0	0	0.979167	0	48	48	48	48
Multi-Family with 2 - 4 Units	8+	MI	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MI	1960-79	0.579544	0.00058023	0.000263741	0.419612	0	1	1	18958	18958
Multi-Family with 2 - 4 Units	8+	MI	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MI	1980-99	0.400673	0.000548117	0.000156605	0.598622	0	1	1	12771	12771
Multi-Family with 2 - 4 Units	8+	MI	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MI	2000-09	0.330167	0.00018997	0.00018997	0.669453	0	0	0	5264	5264
Multi-Family with 2 - 4 Units	8+	MI	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MI	2010s	0.549716	0	0.00142045	0.448864	0	0	0	704	704
Multi-Family with 2 - 4 Units	8+	MI	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	MI	<1940	0.582063	0.000307137	5.3749e-05	0.417576	0	4	4	130235	130235
