Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	Option=Void	source_count	source_weight
4A	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.59793	2124.55
4A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	14.7515	171503
4A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.135153	0.382273	0.264032	0.0305555	0.187986	0	0	70.4382	795689
4A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0057383	0.0115605	0.982701	0	0	14.2416	130440
4A	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.84322	18572.7
4A	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.84322	2248.71
4A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	3.91351	41583.8
4A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.207148	0.419137	0.232188	0.0669958	0.0745315	0	0	10.3659	103807
4A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0136259	0.0209534	0.965421	0	0	6.61984	58633.4
4A	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.480513	4879.53
4A	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.480513	590.795
4A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	1.20423	12522
4A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.316976	0.359515	0.201535	0.0698786	0.0520954	0	0	4.42192	43243.8
4A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0127923	0.0215551	0.965653	0	0	1.33693	11948.1
4A	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.082823	718.198
4A	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.082823	86.9567
4A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.142458	1430.53
4A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.358704	0.270725	0.223562	0.0531418	0.0938666	0	0	0.409407	4280.73
4A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00146103	0.00473144	0.993808	0	0	20.2699	197791
4A	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.59793	17547.2
4A	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.59793	2124.55
4A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	14.7515	171503
4A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.135153	0.382273	0.264032	0.0305555	0.187986	0	0	70.4382	795689
4A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0057383	0.0115605	0.982701	0	0	14.2416	130440
4A	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.84322	18572.7
4A	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.84322	2248.71
4A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	3.91351	41583.8
4A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.207148	0.419137	0.232188	0.0669958	0.0745315	0	0	10.3659	103807
4A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0136259	0.0209534	0.965421	0	0	6.61984	58633.4
4A	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.480513	4879.53
4A	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.480513	590.795
4A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	1.20423	12522
4A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.316976	0.359515	0.201535	0.0698786	0.0520954	0	0	4.42192	43243.8
4A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0127923	0.0215551	0.965653	0	0	1.33693	11948.1
4A	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.082823	718.198
4A	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.082823	86.9567
4A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.142458	1430.53
4A	Multi-Family with 5+ Units	4000+	Room AC	0	0.358704	0.270725	0.223562	0.0531418	0.0938666	0	0	0.409407	4280.73
4A	Single-Family Attached	0-1499	Central AC	0	0	0	0.0162487	0.0274154	0.956336	0	0	350.625	3.12153e+06
4A	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	63.4109	619826
4A	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	63.4109	75046.2
4A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	57.8423	600517
4A	Single-Family Attached	0-1499	Room AC	0.000229985	0.274443	0.32476	0.261161	0.0510153	0.0883906	0	0	180.618	1.89636e+06
4A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0592856	0.0622275	0.878487	0	0	246.348	2.0586e+06
4A	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	73.1451	656050
4A	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	73.1451	79432
4A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	15.3453	145605
4A	Single-Family Attached	1500-2499	Room AC	0.0124653	0.360185	0.304904	0.196657	0.0957807	0.0300082	0	0	26.5803	247402
4A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.126076	0.101009	0.772915	0	0	114.509	925349
4A	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	19.0683	172361
4A	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	19.0683	20868.8
4A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	4.72191	43845.5
4A	Single-Family Attached	2500-3999	Room AC	0.0188795	0.489693	0.232369	0.151661	0.0887621	0.018636	0	0	11.3387	103062
4A	Single-Family Attached	4000+	Central AC	0	0	0	0.118913	0.104393	0.776694	0	0	23.1259	188565
4A	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.28669	25369.2
4A	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.28669	3071.6
4A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.558595	5008.97
4A	Single-Family Attached	4000+	Room AC	0.0101497	0.549381	0.173472	0.166787	0.0669207	0.0332893	0	0	1.0498	10202.2
4A	Single-Family Detached	0-1499	Central AC	0	0	0	0.0162487	0.0274154	0.956336	0	0	350.625	3.12153e+06
4A	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	63.4109	619826
4A	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	63.4109	75046.2
4A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	57.8423	600517
4A	Single-Family Detached	0-1499	Room AC	0.000229985	0.274443	0.32476	0.261161	0.0510153	0.0883906	0	0	180.618	1.89636e+06
4A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0592856	0.0622275	0.878487	0	0	246.348	2.0586e+06
4A	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	73.1451	656050
4A	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	73.1451	79432
4A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	15.3453	145605
4A	Single-Family Detached	1500-2499	Room AC	0.0124653	0.360185	0.304904	0.196657	0.0957807	0.0300082	0	0	26.5803	247402
4A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.126076	0.101009	0.772915	0	0	114.509	925349
4A	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	19.0683	172361
4A	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	19.0683	20868.8
4A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	4.72191	43845.5
4A	Single-Family Detached	2500-3999	Room AC	0.0188795	0.489693	0.232369	0.151661	0.0887621	0.018636	0	0	11.3387	103062
4A	Single-Family Detached	4000+	Central AC	0	0	0	0.118913	0.104393	0.776694	0	0	23.1259	188565
4A	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.28669	25369.2
4A	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4A	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.28669	3071.6
4A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.558595	5008.97
4A	Single-Family Detached	4000+	Room AC	0.0101497	0.549381	0.173472	0.166787	0.0669207	0.0332893	0	0	1.0498	10202.2
4B	Mobile Home	0-1499	Central AC	0	0	0	0.000380352	0.00993895	0.989681	0	0	0.924174	1533.34
4B	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.219082	346.355
4B	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.219082	41.9354
4B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	1.23568	1955.33
4B	Mobile Home	0-1499	Room AC	0	0.145103	0.0909872	0.243662	0.0015158	0.518732	0	0	2.35325	3403.43
4B	Mobile Home	1500-2499	Central AC	0	0	0	0.00148732	0.0241778	0.974335	0	0	0.649324	1011.21
4B	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.252713	366.596
4B	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.252713	44.3861
4B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.32782	474.102
4B	Mobile Home	1500-2499	Room AC	0	0.298352	0.133832	0.287454	0.00445861	0.275903	0	0	0.346311	444.019
4B	Mobile Home	2500-3999	Central AC	0	0	0	0.0035157	0.0436236	0.952861	0	0	0.301822	454.545
4B	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0658802	96.3144
4B	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0658802	11.6614
4B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.100874	142.765
4B	Mobile Home	2500-3999	Room AC	0	0.448316	0.112728	0.245013	0.00456673	0.189376	0	0	0.14773	184.969
4B	Mobile Home	4000+	Central AC	0	0	0	0.00329644	0.0448195	0.951884	0	0	0.0609552	92.6257
4B	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0113553	14.1761
4B	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0113553	1.71639
4B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.0119332	16.3096
4B	Mobile Home	4000+	Room AC	0	0.419732	0.0702299	0.224862	0.00287327	0.282303	0	0	0.0136777	18.3102
4B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.000861704	0.00419012	0.994948	0	0	10.2	6479.15
4B	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276844	169.652
4B	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276844	20.5408
4B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	23.7663	14663
4B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.104715	0.176747	0.153968	0.00535511	0.559214	0	0	26.6708	15404.4
4B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00339305	0.010264	0.986343	0	0	7.16651	4272.89
4B	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319343	179.567
4B	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319343	21.7413
4B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	6.3051	3555.28
4B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.221943	0.267985	0.187236	0.0162369	0.306599	0	0	3.92495	2009.69
4B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0080921	0.0186846	0.973223	0	0	3.33117	1920.69
4B	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	47.1768
4B	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	5.71199
4B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	1.94014	1070.59
4B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.352577	0.238637	0.168721	0.017582	0.222483	0	0	1.67432	837.192
4B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.00759495	0.0192159	0.973189	0	0	0.672756	391.391
4B	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	6.94376
4B	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	0.840725
4B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.229516	122.306
4B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.3381	0.152276	0.158598	0.0113303	0.339696	0	0	0.155018	82.8742
4B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.000861704	0.00419012	0.994948	0	0	10.2	6479.15
4B	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276844	169.652
4B	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276844	20.5408
4B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	23.7663	14663
4B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.104715	0.176747	0.153968	0.00535511	0.559214	0	0	26.6708	15404.4
4B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00339305	0.010264	0.986343	0	0	7.16651	4272.89
4B	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319343	179.567
4B	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319343	21.7413
4B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	6.3051	3555.28
4B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.221943	0.267985	0.187236	0.0162369	0.306599	0	0	3.92495	2009.69
4B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0080921	0.0186846	0.973223	0	0	3.33117	1920.69
4B	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	47.1768
4B	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	5.71199
4B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	1.94014	1070.59
4B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.352577	0.238637	0.168721	0.017582	0.222483	0	0	1.67432	837.192
4B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.00759495	0.0192159	0.973189	0	0	0.672756	391.391
4B	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	6.94376
4B	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	0.840725
4B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.229516	122.306
4B	Multi-Family with 5+ Units	4000+	Room AC	0	0.3381	0.152276	0.158598	0.0113303	0.339696	0	0	0.155018	82.8742
4B	Single-Family Attached	0-1499	Central AC	0	0	0	0.00966753	0.024492	0.96584	0	0	176.438	102254
4B	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	5992.68
4B	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	725.571
4B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	93.1903	51342.2
4B	Single-Family Attached	0-1499	Room AC	0	0.270196	0.190803	0.19352	0.0113612	0.334121	0	0	68.3893	36713.1
4B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0360637	0.0568376	0.907099	0	0	123.965	67434.6
4B	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	6342.89
4B	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	767.974
4B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	24.723	12448.8
4B	Single-Family Attached	1500-2499	Room AC	0	0.435515	0.220007	0.178969	0.0261971	0.139312	0	0	10.0644	4789.66
4B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.0793063	0.0954049	0.825289	0	0	57.6219	30312.2
4B	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	1666.44
4B	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	201.767
4B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	7.60752	3748.65
4B	Single-Family Attached	2500-3999	Room AC	0	0.587066	0.16624	0.136844	0.0240706	0.0857799	0	0	4.29329	1995.27
4B	Single-Family Attached	4000+	Central AC	0	0	0	0.0745973	0.0983327	0.82707	0	0	11.6372	6176.92
4B	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	245.277
4B	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	29.6972
4B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.899959	428.251
4B	Single-Family Attached	4000+	Room AC	0	0.596257	0.112353	0.136242	0.0164292	0.138719	0	0	0.397497	197.513
4B	Single-Family Detached	0-1499	Central AC	0	0	0	0.00966753	0.024492	0.96584	0	0	176.438	102254
4B	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	5992.68
4B	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	725.571
4B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	93.1903	51342.2
4B	Single-Family Detached	0-1499	Room AC	0	0.270196	0.190803	0.19352	0.0113612	0.334121	0	0	68.3893	36713.1
4B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0360637	0.0568376	0.907099	0	0	123.965	67434.6
4B	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	6342.89
4B	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	767.974
4B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	24.723	12448.8
4B	Single-Family Detached	1500-2499	Room AC	0	0.435515	0.220007	0.178969	0.0261971	0.139312	0	0	10.0644	4789.66
4B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0793063	0.0954049	0.825289	0	0	57.6219	30312.2
4B	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	1666.44
4B	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	201.767
4B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	7.60752	3748.65
4B	Single-Family Detached	2500-3999	Room AC	0	0.587066	0.16624	0.136844	0.0240706	0.0857799	0	0	4.29329	1995.27
4B	Single-Family Detached	4000+	Central AC	0	0	0	0.0745973	0.0983327	0.82707	0	0	11.6372	6176.92
4B	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	245.277
4B	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4B	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	29.6972
4B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.899959	428.251
4B	Single-Family Detached	4000+	Room AC	0	0.596257	0.112353	0.136242	0.0164292	0.138719	0	0	0.397497	197.513
4C	Mobile Home	0-1499	Central AC	0	0	0	0	0.0155736	0.984426	0	0	0.0353638	1137.2
4C	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.122993	3158.04
4C	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.122993	382.363
4C	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.708869	21400.7
4C	Mobile Home	0-1499	Room AC	0	0.436339	0.175049	0.153793	0.00568839	0.229131	0	0	0.62351	17707
4C	Mobile Home	1500-2499	Central AC	0	0	0	0	0.0376197	0.96238	0	0	0.0248466	749.962
4C	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.141874	3342.6
4C	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.141874	404.709
4C	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.18806	5188.94
4C	Mobile Home	1500-2499	Room AC	0	0.608383	0.174598	0.123032	0.0113461	0.0826413	0	0	0.0917575	2310.1
4C	Mobile Home	2500-3999	Central AC	0	0	0	0	0.0672681	0.932732	0	0	0.0115493	337.112
4C	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0369854	878.186
4C	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0369854	106.327
4C	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0578679	1562.53
4C	Mobile Home	2500-3999	Room AC	0	0.740552	0.119133	0.0849498	0.00941404	0.0459505	0	0	0.0391422	962.336
4C	Mobile Home	4000+	Central AC	0	0	0	0	0.0690508	0.930949	0	0	0.00233247	68.6955
4C	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00637493	129.257
4C	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00637493	15.6499
4C	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.0068457	178.505
4C	Mobile Home	4000+	Room AC	0	0.753674	0.0806797	0.0847478	0.00643854	0.0744595	0	0	0.00362401	95.2622
