Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=Other Fuel	Option=Propane	source_count	source_weight	fallback_count	fallback_weight
Single-Family Attached	Propane	MD	0.601373	0	0.0101586	0	0.388468	0	0	82	553899
Single-Family Detached	Propane	MD	0.595285	0	0.0103138	0	0.394401	2	14733.4	79	545566
Mobile Home	Propane	ME	0.417611	0	0.0212468	0.00868636	0.552456	2	5832.81	131	298766
Multi-Family with 2 - 4 Units	Propane	ME	0.455664	0	0	0	0.544336	4	13133.3	13	42781.1
Multi-Family with 5+ Units	Propane	ME	0.455664	0	0	0	0.544336	0	0	13	42781.1
Single-Family Attached	Propane	ME	0.177298	0	0	0	0.822702	4	5257.94	16	18701.3
Single-Family Detached	Propane	ME	0.311166	0	0	0.0387806	0.650054	31	66919.8	31	66919.8
Mobile Home	Propane	MI	0.443599	0	0	0	0.556401	5	55552.1	10	106843
Multi-Family with 2 - 4 Units	Propane	MI	0.812471	0	0	0	0.187529	0	0	12	63710.9
Multi-Family with 5+ Units	Propane	MI	0.812471	0	0	0	0.187529	0	0	12	63710.9
Single-Family Attached	Propane	MI	0.555825	0	0	0	0.444175	0	0	134	1.15816e+06
Single-Family Detached	Propane	MI	0.404036	0	0	0	0.595964	27	277606	27	277606
Mobile Home	Propane	MN	0.914451	0	0	0	0.0855493	4	27397.5	18	75891.6
Multi-Family with 2 - 4 Units	Propane	MN	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	MN	0.901956	0	0	0	0.0980437	4	38086.7	10	48392.6
Single-Family Attached	Propane	MN	0.599789	0	0	0	0.400211	0	0	172	711795
Single-Family Detached	Propane	MN	0.770823	0	0	0	0.229177	38	258222	38	258222
Mobile Home	Propane	MO	0.914451	0	0	0	0.0855493	2	18297.2	18	75891.6
Multi-Family with 2 - 4 Units	Propane	MO	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	MO	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Single-Family Attached	Propane	MO	0.599789	0	0	0	0.400211	2	9476.1	172	711795
Single-Family Detached	Propane	MO	0.617636	0	0	0	0.382364	16	132880	16	132880
Mobile Home	Propane	MS	0.816521	0	0	0	0.183479	4	25361.8	13	89167
Multi-Family with 2 - 4 Units	Propane	MS	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	MS	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	MS	0.762143	0	0	0	0.237857	0	0	48	262387
Single-Family Detached	Propane	MS	0.542634	0	0	0	0.457366	14	88512.3	14	88512.3
Mobile Home	Propane	MT	0.714066	0	0	0	0.285934	4	8504.84	13	31270.3
Multi-Family with 2 - 4 Units	Propane	MT	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	MT	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	MT	0.397872	0	0	0	0.602128	0	0	48	147306
Single-Family Detached	Propane	MT	0.571407	0	0	0	0.428593	11	29027.4	11	29027.4
Mobile Home	Propane	NC	0.876818	0	0	0	0.123182	1	8566.97	16	126967
Multi-Family with 2 - 4 Units	Propane	NC	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	NC	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	NC	0.601373	0	0.0101586	0	0.388468	0	0	82	553899
Single-Family Detached	Propane	NC	0.773188	0	0	0	0.226812	19	154152	19	154152
Mobile Home	Propane	ND	0.914451	0	0	0	0.0855493	6	5788.18	18	75891.6
Multi-Family with 2 - 4 Units	Propane	ND	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	ND	0.901956	0	0	0	0.0980437	5	6944.19	10	48392.6
Single-Family Attached	Propane	ND	0.599789	0	0	0	0.400211	1	743.501	172	711795
Single-Family Detached	Propane	ND	0.753559	0	0	0	0.246441	37	33373.7	37	33373.7
Mobile Home	Propane	NE	0.914451	0	0	0	0.0855493	0	0	18	75891.6
Multi-Family with 2 - 4 Units	Propane	NE	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	NE	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Single-Family Attached	Propane	NE	0.599789	0	0	0	0.400211	0	0	172	711795
Single-Family Detached	Propane	NE	0.599791	0	0	0	0.400209	7	27713.4	169	701575
Mobile Home	Propane	NH	0.417611	0	0.0212468	0.00868636	0.552456	1	3402.43	131	298766
Multi-Family with 2 - 4 Units	Propane	NH	0.455664	0	0	0	0.544336	0	0	13	42781.1
Multi-Family with 5+ Units	Propane	NH	0.455664	0	0	0	0.544336	2	7879.15	13	42781.1
Single-Family Attached	Propane	NH	0.177298	0	0	0	0.822702	3	4224.39	16	18701.3
Single-Family Detached	Propane	NH	0.357107	0	0	0	0.642893	24	64010.8	24	64010.8
Mobile Home	Propane	NJ	0.826821	0	0.110118	0	0.0630612	1	5836.37	14	103697
Multi-Family with 2 - 4 Units	Propane	NJ	0.586871	0	0	0	0.413129	0	0	16	72790.5
Multi-Family with 5+ Units	Propane	NJ	0.586871	0	0	0	0.413129	0	0	16	72790.5
Single-Family Attached	Propane	NJ	0.416159	0	0	0	0.583841	0	0	75	510676
Single-Family Detached	Propane	NJ	0.425633	0	0	0	0.574367	5	30456.3	73	499310
Mobile Home	Propane	NM	0.171442	0	0	0	0.828558	0	0	28	135689
Multi-Family with 2 - 4 Units	Propane	NM	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	NM	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	NM	0.178045	0	0	0	0.821955	0	0	23	104783
Single-Family Detached	Propane	NM	0.178045	0	0	0	0.821955	9	38516.7	23	104783
Mobile Home	Propane	NV	0.171442	0	0	0	0.828558	2	12729.4	28	135689
Multi-Family with 2 - 4 Units	Propane	NV	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	NV	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	NV	0.178045	0	0	0	0.821955	0	0	23	104783
Single-Family Detached	Propane	NV	0.178045	0	0	0	0.821955	7	29809.8	23	104783
Mobile Home	Propane	NY	0.826821	0	0.110118	0	0.0630612	8	54262.1	14	103697
Multi-Family with 2 - 4 Units	Propane	NY	0.586871	0	0	0	0.413129	0	0	16	72790.5
Multi-Family with 5+ Units	Propane	NY	0.586871	0	0	0	0.413129	2	23224.9	16	72790.5
Single-Family Attached	Propane	NY	0.416159	0	0	0	0.583841	1	3867.9	75	510676
Single-Family Detached	Propane	NY	0.32216	0	0	0	0.67784	37	235466	37	235466
Mobile Home	Propane	OH	0.443599	0	0	0	0.556401	3	39714.4	10	106843
Multi-Family with 2 - 4 Units	Propane	OH	0.812471	0	0	0	0.187529	0	0	12	63710.9
Multi-Family with 5+ Units	Propane	OH	0.812471	0	0	0	0.187529	0	0	12	63710.9
Single-Family Attached	Propane	OH	0.555825	0	0	0	0.444175	0	0	134	1.15816e+06
Single-Family Detached	Propane	OH	0.57565	0	0	0	0.42435	22	302179	22	302179
Mobile Home	Propane	OK	0.346369	0	0	0	0.653631	3	22049.7	46	342282
Multi-Family with 2 - 4 Units	Propane	OK	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	OK	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	OK	0.228976	0	0	0	0.771024	0	0	39	283988
Single-Family Detached	Propane	OK	0.228976	0	0	0	0.771024	5	30850.7	39	283988
Mobile Home	Propane	OR	0.268726	0	0.0349132	0	0.696361	1	7522.3	40	359004
Multi-Family with 2 - 4 Units	Propane	OR	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	OR	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	OR	0.2992	0	0	0	0.7008	0	0	36	322439
Single-Family Detached	Propane	OR	0.2992	0	0	0	0.7008	5	24509.4	36	322439
Mobile Home	Propane	PA	0.826821	0	0.110118	0	0.0630612	5	43598.8	14	103697
Multi-Family with 2 - 4 Units	Propane	PA	0.586871	0	0	0	0.413129	0	0	16	72790.5
Multi-Family with 5+ Units	Propane	PA	0.586871	0	0	0	0.413129	1	6784.55	16	72790.5
Single-Family Attached	Propane	PA	0.416159	0	0	0	0.583841	1	7498.32	75	510676
Single-Family Detached	Propane	PA	0.558775	0	0	0	0.441225	31	233387	31	233387
Mobile Home	Propane	RI	0.417611	0	0.0212468	0.00868636	0.552456	0	0	131	298766
Multi-Family with 2 - 4 Units	Propane	RI	0.455664	0	0	0	0.544336	1	3074.27	13	42781.1
Multi-Family with 5+ Units	Propane	RI	0.455664	0	0	0	0.544336	0	0	13	42781.1
Single-Family Attached	Propane	RI	0.177298	0	0	0	0.822702	0	0	16	18701.3
Single-Family Detached	Propane	RI	0.392967	0	0.025305	0.0103455	0.571383	2	3078.49	107	250853
Mobile Home	Propane	SC	0.876818	0	0	0	0.123182	4	29086.8	16	126967
Multi-Family with 2 - 4 Units	Propane	SC	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	SC	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	SC	0.601373	0	0.0101586	0	0.388468	1	4345.02	82	553899
Single-Family Detached	Propane	SC	0.63718	0	0.0838454	0	0.278975	11	67109.9	11	67109.9
Mobile Home	Propane	SD	0.914451	0	0	0	0.0855493	2	4043.1	18	75891.6
Multi-Family with 2 - 4 Units	Propane	SD	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	SD	0.901956	0	0	0	0.0980437	1	3361.73	10	48392.6
Single-Family Attached	Propane	SD	0.599789	0	0	0	0.400211	0	0	172	711795
Single-Family Detached	Propane	SD	0.531808	0	0	0	0.468192	22	39768.8	22	39768.8
Mobile Home	Propane	TN	0.816521	0	0	0	0.183479	5	28207.1	13	89167
Multi-Family with 2 - 4 Units	Propane	TN	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	TN	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	TN	0.762143	0	0	0	0.237857	0	0	48	262387
Single-Family Detached	Propane	TN	0.836706	0	0	0	0.163294	11	53778.9	11	53778.9
Mobile Home	Propane	TX	0.346369	0	0	0	0.653631	2	24921.7	46	342282
Multi-Family with 2 - 4 Units	Propane	TX	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	TX	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	TX	0.228976	0	0	0	0.771024	0	0	39	283988
Single-Family Detached	Propane	TX	0.189753	0	0	0	0.810247	22	203008	22	203008
Mobile Home	Propane	UT	0.714066	0	0	0	0.285934	0	0	13	31270.3
Multi-Family with 2 - 4 Units	Propane	UT	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	UT	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	UT	0.397872	0	0	0	0.602128	0	0	48	147306
Single-Family Detached	Propane	UT	0.394497	0	0	0	0.605503	1	7724.34	47	146485
Mobile Home	Propane	VA	0.876818	0	0	0	0.123182	0	0	16	126967
Multi-Family with 2 - 4 Units	Propane	VA	0.734571	0	0	0	0.265429	2	13623.4	34	191691
Multi-Family with 5+ Units	Propane	VA	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	VA	0.601373	0	0.0101586	0	0.388468	0	0	82	553899
Single-Family Detached	Propane	VA	0.491832	0	0	0	0.508168	19	133426	19	133426
Mobile Home	Propane	VT	0.417611	0	0.0212468	0.00868636	0.552456	2	2212.92	131	298766
Multi-Family with 2 - 4 Units	Propane	VT	0.455664	0	0	0	0.544336	1	1500.99	13	42781.1
Multi-Family with 5+ Units	Propane	VT	0.455664	0	0	0	0.544336	3	4126.4	13	42781.1
Single-Family Attached	Propane	VT	0.177298	0	0	0	0.822702	7	4015.04	16	18701.3
Single-Family Detached	Propane	VT	0.340049	0	0	0	0.659951	24	22948.7	24	22948.7
Mobile Home	Propane	WA	0.268726	0	0.0349132	0	0.696361	1	5882.95	40	359004
Multi-Family with 2 - 4 Units	Propane	WA	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	WA	0.734571	0	0	0	0.265429	1	7789.64	34	191691
Single-Family Attached	Propane	WA	0.2992	0	0	0	0.7008	0	0	36	322439
Single-Family Detached	Propane	WA	0.2992	0	0	0	0.7008	7	42021.9	36	322439
Mobile Home	Propane	WI	0.443599	0	0	0	0.556401	2	11576.6	10	106843
Multi-Family with 2 - 4 Units	Propane	WI	0.812471	0	0	0	0.187529	0	0	12	63710.9
Multi-Family with 5+ Units	Propane	WI	0.812471	0	0	0	0.187529	2	15318.3	12	63710.9
Single-Family Attached	Propane	WI	0.555825	0	0	0	0.444175	2	6762.13	134	1.15816e+06
Single-Family Detached	Propane	WI	0.816879	0	0	0	0.183121	33	206439	33	206439
Mobile Home	Propane	WV	0.876818	0	0	0	0.123182	1	4895.07	16	126967
Multi-Family with 2 - 4 Units	Propane	WV	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	WV	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	WV	0.601373	0	0.0101586	0	0.388468	1	2095.8	82	553899
Single-Family Detached	Propane	WV	0.595285	0	0.0103138	0	0.394401	6	21030.7	79	545566
Mobile Home	Propane	WY	0.714066	0	0	0	0.285934	3	4167.42	13	31270.3
Multi-Family with 2 - 4 Units	Propane	WY	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	WY	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	WY	0.397872	0	0	0	0.602128	1	821.043	48	147306
Single-Family Detached	Propane	WY	0.5737	0	0	0	0.4263	12	13209.3	12	13209.3
Mobile Home	Wood	AL	0.787659	0	0	0	0.212341	1	10005.5	20	106721
Multi-Family with 2 - 4 Units	Wood	AL	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	AL	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	AL	0.765691	0	0	0	0.234309	0	0	19	96715.5
Single-Family Detached	Wood	AL	0.765691	0	0	0	0.234309	4	28207.8	19	96715.5
Mobile Home	Wood	AR	0.676497	0	0.190911	0	0.132592	2	9149.58	28	154856
Multi-Family with 2 - 4 Units	Wood	AR	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	AR	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	AR	0.63699	0	0.214225	0	0.148784	1	1840.48	25	138003
Single-Family Detached	Wood	AR	0.814475	0	0	0	0.185525	11	44380	11	44380
Mobile Home	Wood	AZ	0.52327	0	0.0280156	0.0573147	0.3914	0	0	21	103766
Multi-Family with 2 - 4 Units	Wood	AZ	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	AZ	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	AZ	0.668698	0	0.0358017	0.0732437	0.222257	0	0	17	81199.4
Single-Family Detached	Wood	AZ	0.668698	0	0.0358017	0.0732437	0.222257	8	42317	17	81199.4
Mobile Home	Wood	CA	0.628874	0	0.0623096	0.0420114	0.266805	0	0	55	410226
Multi-Family with 2 - 4 Units	Wood	CA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	CA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	CA	0.601567	0	0.0694278	0.0468108	0.282195	0	0	48	368167
Single-Family Detached	Wood	CA	0.34839	0	0.0784572	0.0500874	0.523066	17	188301	17	188301
Mobile Home	Wood	CO	0.757901	0	0.101732	0	0.140367	0	0	45	125007
Multi-Family with 2 - 4 Units	Wood	CO	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	CO	0.766575	0	0.119662	0	0.113762	1	6317.55	8	47238.3
Single-Family Attached	Wood	CO	0.775303	0	0.105058	0	0.11964	0	0	42	121050
Single-Family Detached	Wood	CO	0.775303	0	0.105058	0	0.11964	8	43541	42	121050
Mobile Home	Wood	CT	0.420527	0.20618	0.0786352	0.0935815	0.201076	1	5587.79	79	179137
Multi-Family with 2 - 4 Units	Wood	CT	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	CT	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	CT	0.409942	0.220127	0.0522641	0.103092	0.214574	0	0	73	162611
Single-Family Detached	Wood	CT	0.419077	0.225032	0.0311471	0.105389	0.219355	3	11779	72	159067
Mobile Home	Wood	DC	0.919337	0.00970713	0	0.0316488	0.0393074	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	DC	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	DC	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	DC	0.906619	0.0112376	0	0.0366388	0.0455049	0	0	43	292981
Single-Family Detached	Wood	DC	0.903398	0.0116252	0	0.0379025	0.0470744	0	0	41	283212
Mobile Home	Wood	DE	0.919337	0.00970713	0	0.0316488	0.0393074	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	DE	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	DE	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	DE	0.906619	0.0112376	0	0.0366388	0.0455049	0	0	43	292981
Single-Family Detached	Wood	DE	0.903398	0.0116252	0	0.0379025	0.0470744	1	3292.41	41	283212
Mobile Home	Wood	FL	0.919337	0.00970713	0	0.0316488	0.0393074	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	FL	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	FL	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	FL	0.906619	0.0112376	0	0.0366388	0.0455049	0	0	43	292981
Single-Family Detached	Wood	FL	0.903398	0.0116252	0	0.0379025	0.0470744	0	0	41	283212
Mobile Home	Wood	GA	0.919337	0.00970713	0	0.0316488	0.0393074	1	10785.2	49	339174
Multi-Family with 2 - 4 Units	Wood	GA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	GA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	GA	0.906619	0.0112376	0	0.0366388	0.0455049	0	0	43	292981
Single-Family Detached	Wood	GA	0.903398	0.0116252	0	0.0379025	0.0470744	5	49365.3	41	283212
Mobile Home	Wood	HI	0.619884	0.00743214	0.060746	0.0451639	0.266774	0	0	66	420785
Multi-Family with 2 - 4 Units	Wood	HI	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	HI	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	HI	0.619884	0.00743214	0.060746	0.0451639	0.266774	0	0	66	420785
Single-Family Detached	Wood	HI	0.619884	0.00743214	0.060746	0.0451639	0.266774	0	0	66	420785
Mobile Home	Wood	IA	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	IA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	IA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	IA	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Single-Family Detached	Wood	IA	0.674961	0	0.109101	0.0720279	0.14391	2	7410.92	28	156043
Mobile Home	Wood	ID	0.757901	0	0.101732	0	0.140367	0	0	45	125007
Multi-Family with 2 - 4 Units	Wood	ID	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	ID	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	ID	0.775303	0	0.105058	0	0.11964	0	0	42	121050
Single-Family Detached	Wood	ID	0.884303	0	0	0	0.115697	17	41658.7	17	41658.7
Mobile Home	Wood	IL	0.713763	0	0.0529459	0.0596833	0.173608	0	0	38	344770
Multi-Family with 2 - 4 Units	Wood	IL	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	IL	0.766575	0	0.119662	0	0.113762	1	13852.2	8	47238.3
Single-Family Attached	Wood	IL	0.669172	0	0.0611939	0.0689809	0.200653	0	0	34	298301
Single-Family Detached	Wood	IL	0.689909	0	0.0630901	0.0513943	0.195607	2	17136.1	32	289335
Mobile Home	Wood	IN	0.713763	0	0.0529459	0.0596833	0.173608	0	0	38	344770
Multi-Family with 2 - 4 Units	Wood	IN	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	IN	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	IN	0.669172	0	0.0611939	0.0689809	0.200653	1	3258.93	34	298301
Single-Family Detached	Wood	IN	0.689909	0	0.0630901	0.0513943	0.195607	5	28901.2	32	289335
Mobile Home	Wood	KS	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	KS	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	KS	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	KS	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Single-Family Detached	Wood	KS	0.674961	0	0.109101	0.0720279	0.14391	4	22525.7	28	156043
Mobile Home	Wood	KY	0.787659	0	0	0	0.212341	0	0	20	106721
Multi-Family with 2 - 4 Units	Wood	KY	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	KY	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	KY	0.765691	0	0	0	0.234309	0	0	19	96715.5
Single-Family Detached	Wood	KY	0.765691	0	0	0	0.234309	9	36412.5	19	96715.5
Mobile Home	Wood	LA	0.676497	0	0.190911	0	0.132592	0	0	28	154856
Multi-Family with 2 - 4 Units	Wood	LA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	LA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	LA	0.63699	0	0.214225	0	0.148784	0	0	25	138003
Single-Family Detached	Wood	LA	0.632084	0	0.217121	0	0.150795	4	23011.5	24	136163
Mobile Home	Wood	MA	0.420527	0.20618	0.0786352	0.0935815	0.201076	0	0	79	179137
Multi-Family with 2 - 4 Units	Wood	MA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MA	0.766575	0	0.119662	0	0.113762	2	10583.4	8	47238.3
Single-Family Attached	Wood	MA	0.409942	0.220127	0.0522641	0.103092	0.214574	1	3544.25	73	162611
Single-Family Detached	Wood	MA	0.419077	0.225032	0.0311471	0.105389	0.219355	9	37342.5	72	159067
Mobile Home	Wood	MD	0.919337	0.00970713	0	0.0316488	0.0393074	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	MD	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MD	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	MD	0.906619	0.0112376	0	0.0366388	0.0455049	0	0	43	292981
Single-Family Detached	Wood	MD	0.903398	0.0116252	0	0.0379025	0.0470744	3	18329.9	41	283212
Mobile Home	Wood	ME	0.420527	0.20618	0.0786352	0.0935815	0.201076	3	8670.95	79	179137
Multi-Family with 2 - 4 Units	Wood	ME	0.766575	0	0.119662	0	0.113762	1	3022.52	8	47238.3
Multi-Family with 5+ Units	Wood	ME	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	ME	0.409942	0.220127	0.0522641	0.103092	0.214574	0	0	73	162611
Single-Family Detached	Wood	ME	0.368545	0.35443	0	0.0763522	0.200673	14	32090.9	14	32090.9
Mobile Home	Wood	MI	0.713763	0	0.0529459	0.0596833	0.173608	1	12016.4	38	344770
Multi-Family with 2 - 4 Units	Wood	MI	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MI	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	MI	0.669172	0	0.0611939	0.0689809	0.200653	1	5706.89	34	298301
Single-Family Detached	Wood	MI	0.820823	0	0.103739	0	0.0754377	10	102269	10	102269
Mobile Home	Wood	MN	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	MN	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MN	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	MN	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Single-Family Detached	Wood	MN	0.674961	0	0.109101	0.0720279	0.14391	7	43474.7	28	156043
Mobile Home	Wood	MO	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	MO	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MO	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	MO	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Single-Family Detached	Wood	MO	0.674961	0	0.109101	0.0720279	0.14391	7	61365.4	28	156043
Mobile Home	Wood	MS	0.787659	0	0	0	0.212341	0	0	20	106721
Multi-Family with 2 - 4 Units	Wood	MS	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MS	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	MS	0.765691	0	0	0	0.234309	0	0	19	96715.5
Single-Family Detached	Wood	MS	0.765691	0	0	0	0.234309	1	8010.98	19	96715.5
Mobile Home	Wood	MT	0.757901	0	0.101732	0	0.140367	1	2212.23	45	125007
Multi-Family with 2 - 4 Units	Wood	MT	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	MT	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	MT	0.775303	0	0.105058	0	0.11964	0	0	42	121050
Single-Family Detached	Wood	MT	0.829735	0	0.0851574	0	0.0851073	12	29300.3	12	29300.3
Mobile Home	Wood	NC	0.919337	0.00970713	0	0.0316488	0.0393074	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	NC	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NC	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	NC	0.906619	0.0112376	0	0.0366388	0.0455049	0	0	43	292981
Single-Family Detached	Wood	NC	0.903398	0.0116252	0	0.0379025	0.0470744	8	67942.4	41	283212
Mobile Home	Wood	ND	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	ND	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
