Dependency=Location EPW	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
0507311_United_States_NM_Quay_35037_747310_35.17_-103.58_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.78	0.0	0.0	0.19
0507311_United_States_NM_Quay_35037_747310_35.17_-103.58_NSRDB_2.0.1_2012_AMY.epw	2000s	0.14	0.0	0.64	0.05	0.12	0.04
0233741_United_States_NV_Elko_32007_725820_40.85_-115.82_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.0	0.52	0.0	0.48	0.0
0233741_United_States_NV_Elko_32007_725820_40.85_-115.82_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.0	1.0	0.0	0.0	0.0
0233741_United_States_NV_Elko_32007_725820_40.85_-115.82_NSRDB_2.0.1_2012_AMY.epw	1960s	0.8	0.0	0.2	0.0	0.0	0.0
0233741_United_States_NV_Elko_32007_725820_40.85_-115.82_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.12	0.79	0.0	0.04	0.0
0233741_United_States_NV_Elko_32007_725820_40.85_-115.82_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.6	0.0	0.07	0.08
0233741_United_States_NV_Elko_32007_725820_40.85_-115.82_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.78	0.0	0.0	0.19
0233741_United_States_NV_Elko_32007_725820_40.85_-115.82_NSRDB_2.0.1_2012_AMY.epw	2000s	0.14	0.0	0.64	0.05	0.12	0.04
0252977_United_States_NV_White_Pine_32033_724860.0_39.29_-114.86_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.0	0.52	0.0	0.48	0.0
0252977_United_States_NV_White_Pine_32033_724860.0_39.29_-114.86_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.0	1.0	0.0	0.0	0.0
0252977_United_States_NV_White_Pine_32033_724860.0_39.29_-114.86_NSRDB_2.0.1_2012_AMY.epw	1960s	0.8	0.0	0.2	0.0	0.0	0.0
0252977_United_States_NV_White_Pine_32033_724860.0_39.29_-114.86_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.12	0.79	0.0	0.04	0.0
0252977_United_States_NV_White_Pine_32033_724860.0_39.29_-114.86_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.6	0.0	0.07	0.08
0252977_United_States_NV_White_Pine_32033_724860.0_39.29_-114.86_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.78	0.0	0.0	0.19
0252977_United_States_NV_White_Pine_32033_724860.0_39.29_-114.86_NSRDB_2.0.1_2012_AMY.epw	2000s	0.14	0.0	0.64	0.05	0.12	0.04
0247402_United_States_NV_Clark_32003_723860_36.09_-115.14_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.0	0.52	0.0	0.48	0.0
0247402_United_States_NV_Clark_32003_723860_36.09_-115.14_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.0	1.0	0.0	0.0	0.0
0247402_United_States_NV_Clark_32003_723860_36.09_-115.14_NSRDB_2.0.1_2012_AMY.epw	1960s	0.8	0.0	0.2	0.0	0.0	0.0
0247402_United_States_NV_Clark_32003_723860_36.09_-115.14_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.12	0.79	0.0	0.04	0.0
0247402_United_States_NV_Clark_32003_723860_36.09_-115.14_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.6	0.0	0.07	0.08
0247402_United_States_NV_Clark_32003_723860_36.09_-115.14_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.78	0.0	0.0	0.19
0247402_United_States_NV_Clark_32003_723860_36.09_-115.14_NSRDB_2.0.1_2012_AMY.epw	2000s	0.14	0.0	0.64	0.05	0.12	0.04
0165368_United_States_NV_Washoe_32031_724880_39.49_-119.78_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.0	0.52	0.0	0.48	0.0
0165368_United_States_NV_Washoe_32031_724880_39.49_-119.78_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.0	1.0	0.0	0.0	0.0
0165368_United_States_NV_Washoe_32031_724880_39.49_-119.78_NSRDB_2.0.1_2012_AMY.epw	1960s	0.8	0.0	0.2	0.0	0.0	0.0
0165368_United_States_NV_Washoe_32031_724880_39.49_-119.78_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.12	0.79	0.0	0.04	0.0
0165368_United_States_NV_Washoe_32031_724880_39.49_-119.78_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.6	0.0	0.07	0.08
0165368_United_States_NV_Washoe_32031_724880_39.49_-119.78_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.78	0.0	0.0	0.19
0165368_United_States_NV_Washoe_32031_724880_39.49_-119.78_NSRDB_2.0.1_2012_AMY.epw	2000s	0.14	0.0	0.64	0.05	0.12	0.04
0210592_United_States_NV_Nye_32023_724800_38.05_-117.1_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.0	0.52	0.0	0.48	0.0
0210592_United_States_NV_Nye_32023_724800_38.05_-117.1_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.0	1.0	0.0	0.0	0.0
0210592_United_States_NV_Nye_32023_724800_38.05_-117.1_NSRDB_2.0.1_2012_AMY.epw	1960s	0.8	0.0	0.2	0.0	0.0	0.0
0210592_United_States_NV_Nye_32023_724800_38.05_-117.1_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.12	0.79	0.0	0.04	0.0
0210592_United_States_NV_Nye_32023_724800_38.05_-117.1_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.6	0.0	0.07	0.08
0210592_United_States_NV_Nye_32023_724800_38.05_-117.1_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.78	0.0	0.0	0.19
0210592_United_States_NV_Nye_32023_724800_38.05_-117.1_NSRDB_2.0.1_2012_AMY.epw	2000s	0.14	0.0	0.64	0.05	0.12	0.04
0198571_United_States_NV_Humboldt_32013_725830_40.89_-117.82_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.0	0.52	0.0	0.48	0.0
0198571_United_States_NV_Humboldt_32013_725830_40.89_-117.82_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.0	1.0	0.0	0.0	0.0
0198571_United_States_NV_Humboldt_32013_725830_40.89_-117.82_NSRDB_2.0.1_2012_AMY.epw	1960s	0.8	0.0	0.2	0.0	0.0	0.0
0198571_United_States_NV_Humboldt_32013_725830_40.89_-117.82_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.12	0.79	0.0	0.04	0.0
0198571_United_States_NV_Humboldt_32013_725830_40.89_-117.82_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.6	0.0	0.07	0.08
0198571_United_States_NV_Humboldt_32013_725830_40.89_-117.82_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.78	0.0	0.0	0.19
0198571_United_States_NV_Humboldt_32013_725830_40.89_-117.82_NSRDB_2.0.1_2012_AMY.epw	2000s	0.14	0.0	0.64	0.05	0.12	0.04
1239413_United_States_NY_Albany_36001_725180_42.77_-73.78_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.29	0.66	0.0	0.02	0.01
1239413_United_States_NY_Albany_36001_725180_42.77_-73.78_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.33	0.61	0.0	0.01	0.0
1239413_United_States_NY_Albany_36001_725180_42.77_-73.78_NSRDB_2.0.1_2012_AMY.epw	1960s	0.02	0.24	0.65	0.0	0.09	0.0
1239413_United_States_NY_Albany_36001_725180_42.77_-73.78_NSRDB_2.0.1_2012_AMY.epw	1970s	0.06	0.3	0.46	0.0	0.15	0.04
1239413_United_States_NY_Albany_36001_725180_42.77_-73.78_NSRDB_2.0.1_2012_AMY.epw	1980s	0.08	0.16	0.59	0.0	0.06	0.11
1239413_United_States_NY_Albany_36001_725180_42.77_-73.78_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.25	0.66	0.0	0.0	0.0
1239413_United_States_NY_Albany_36001_725180_42.77_-73.78_NSRDB_2.0.1_2012_AMY.epw	2000s	0.05	0.11	0.49	0.0	0.11	0.23
1166820_United_States_NY_Broome_36007_725150_42.21_-75.98_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.29	0.66	0.0	0.02	0.01
1166820_United_States_NY_Broome_36007_725150_42.21_-75.98_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.33	0.61	0.0	0.01	0.0
1166820_United_States_NY_Broome_36007_725150_42.21_-75.98_NSRDB_2.0.1_2012_AMY.epw	1960s	0.02	0.24	0.65	0.0	0.09	0.0
1166820_United_States_NY_Broome_36007_725150_42.21_-75.98_NSRDB_2.0.1_2012_AMY.epw	1970s	0.06	0.3	0.46	0.0	0.15	0.04
1166820_United_States_NY_Broome_36007_725150_42.21_-75.98_NSRDB_2.0.1_2012_AMY.epw	1980s	0.08	0.16	0.59	0.0	0.06	0.11
1166820_United_States_NY_Broome_36007_725150_42.21_-75.98_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.25	0.66	0.0	0.0	0.0
1166820_United_States_NY_Broome_36007_725150_42.21_-75.98_NSRDB_2.0.1_2012_AMY.epw	2000s	0.05	0.11	0.49	0.0	0.11	0.23
1081164_United_States_NY_Erie_36029_725280_42.93_-78.74_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.29	0.66	0.0	0.02	0.01
1081164_United_States_NY_Erie_36029_725280_42.93_-78.74_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.33	0.61	0.0	0.01	0.0
1081164_United_States_NY_Erie_36029_725280_42.93_-78.74_NSRDB_2.0.1_2012_AMY.epw	1960s	0.02	0.24	0.65	0.0	0.09	0.0
1081164_United_States_NY_Erie_36029_725280_42.93_-78.74_NSRDB_2.0.1_2012_AMY.epw	1970s	0.06	0.3	0.46	0.0	0.15	0.04
1081164_United_States_NY_Erie_36029_725280_42.93_-78.74_NSRDB_2.0.1_2012_AMY.epw	1980s	0.08	0.16	0.59	0.0	0.06	0.11
1081164_United_States_NY_Erie_36029_725280_42.93_-78.74_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.25	0.66	0.0	0.0	0.0
1081164_United_States_NY_Erie_36029_725280_42.93_-78.74_NSRDB_2.0.1_2012_AMY.epw	2000s	0.05	0.11	0.49	0.0	0.11	0.23
1204297_United_States_NY_St._Lawrence_36089_717120.0_44.93_-74.86_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.29	0.66	0.0	0.02	0.01
1204297_United_States_NY_St._Lawrence_36089_717120.0_44.93_-74.86_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.33	0.61	0.0	0.01	0.0
1204297_United_States_NY_St._Lawrence_36089_717120.0_44.93_-74.86_NSRDB_2.0.1_2012_AMY.epw	1960s	0.02	0.24	0.65	0.0	0.09	0.0
1204297_United_States_NY_St._Lawrence_36089_717120.0_44.93_-74.86_NSRDB_2.0.1_2012_AMY.epw	1970s	0.06	0.3	0.46	0.0	0.15	0.04
1204297_United_States_NY_St._Lawrence_36089_717120.0_44.93_-74.86_NSRDB_2.0.1_2012_AMY.epw	1980s	0.08	0.16	0.59	0.0	0.06	0.11
1204297_United_States_NY_St._Lawrence_36089_717120.0_44.93_-74.86_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.25	0.66	0.0	0.0	0.0
1204297_United_States_NY_St._Lawrence_36089_717120.0_44.93_-74.86_NSRDB_2.0.1_2012_AMY.epw	2000s	0.05	0.11	0.49	0.0	0.11	0.23
1237137_United_States_NY_Queens_36081_744860_40.65_-73.82_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.29	0.66	0.0	0.02	0.01
1237137_United_States_NY_Queens_36081_744860_40.65_-73.82_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.33	0.61	0.0	0.01	0.0
1237137_United_States_NY_Queens_36081_744860_40.65_-73.82_NSRDB_2.0.1_2012_AMY.epw	1960s	0.02	0.24	0.65	0.0	0.09	0.0
1237137_United_States_NY_Queens_36081_744860_40.65_-73.82_NSRDB_2.0.1_2012_AMY.epw	1970s	0.06	0.3	0.46	0.0	0.15	0.04
1237137_United_States_NY_Queens_36081_744860_40.65_-73.82_NSRDB_2.0.1_2012_AMY.epw	1980s	0.08	0.16	0.59	0.0	0.06	0.11
1237137_United_States_NY_Queens_36081_744860_40.65_-73.82_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.25	0.66	0.0	0.0	0.0
1237137_United_States_NY_Queens_36081_744860_40.65_-73.82_NSRDB_2.0.1_2012_AMY.epw	2000s	0.05	0.11	0.49	0.0	0.11	0.23
1110426_United_States_NY_Monroe_36055_725290_43.13_-77.7_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.29	0.66	0.0	0.02	0.01
1110426_United_States_NY_Monroe_36055_725290_43.13_-77.7_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.33	0.61	0.0	0.01	0.0
1110426_United_States_NY_Monroe_36055_725290_43.13_-77.7_NSRDB_2.0.1_2012_AMY.epw	1960s	0.02	0.24	0.65	0.0	0.09	0.0
1110426_United_States_NY_Monroe_36055_725290_43.13_-77.7_NSRDB_2.0.1_2012_AMY.epw	1970s	0.06	0.3	0.46	0.0	0.15	0.04
1110426_United_States_NY_Monroe_36055_725290_43.13_-77.7_NSRDB_2.0.1_2012_AMY.epw	1980s	0.08	0.16	0.59	0.0	0.06	0.11
1110426_United_States_NY_Monroe_36055_725290_43.13_-77.7_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.25	0.66	0.0	0.0	0.0
1110426_United_States_NY_Monroe_36055_725290_43.13_-77.7_NSRDB_2.0.1_2012_AMY.epw	2000s	0.05	0.11	0.49	0.0	0.11	0.23
1163069_United_States_NY_Onondaga_36067_725190_43.13_-76.1_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.29	0.66	0.0	0.02	0.01
1163069_United_States_NY_Onondaga_36067_725190_43.13_-76.1_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.33	0.61	0.0	0.01	0.0
1163069_United_States_NY_Onondaga_36067_725190_43.13_-76.1_NSRDB_2.0.1_2012_AMY.epw	1960s	0.02	0.24	0.65	0.0	0.09	0.0
1163069_United_States_NY_Onondaga_36067_725190_43.13_-76.1_NSRDB_2.0.1_2012_AMY.epw	1970s	0.06	0.3	0.46	0.0	0.15	0.04
1163069_United_States_NY_Onondaga_36067_725190_43.13_-76.1_NSRDB_2.0.1_2012_AMY.epw	1980s	0.08	0.16	0.59	0.0	0.06	0.11
1163069_United_States_NY_Onondaga_36067_725190_43.13_-76.1_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.25	0.66	0.0	0.0	0.0
1163069_United_States_NY_Onondaga_36067_725190_43.13_-76.1_NSRDB_2.0.1_2012_AMY.epw	2000s	0.05	0.11	0.49	0.0	0.11	0.23
1019172_United_States_OH_Summit_39153_725210_40.93_-81.42_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
1019172_United_States_OH_Summit_39153_725210_40.93_-81.42_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
1019172_United_States_OH_Summit_39153_725210_40.93_-81.42_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
1019172_United_States_OH_Summit_39153_725210_40.93_-81.42_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
1019172_United_States_OH_Summit_39153_725210_40.93_-81.42_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
1019172_United_States_OH_Summit_39153_725210_40.93_-81.42_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
1019172_United_States_OH_Summit_39153_725210_40.93_-81.42_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
1009747_United_States_OH_Cuyahoga_39035_725240_41.41_-81.86_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
1009747_United_States_OH_Cuyahoga_39035_725240_41.41_-81.86_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
1009747_United_States_OH_Cuyahoga_39035_725240_41.41_-81.86_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
1009747_United_States_OH_Cuyahoga_39035_725240_41.41_-81.86_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
1009747_United_States_OH_Cuyahoga_39035_725240_41.41_-81.86_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
1009747_United_States_OH_Cuyahoga_39035_725240_41.41_-81.86_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
1009747_United_States_OH_Cuyahoga_39035_725240_41.41_-81.86_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
0988702_United_States_OH_Franklin_39049_724280_39.97_-82.9_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
0988702_United_States_OH_Franklin_39049_724280_39.97_-82.9_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
0988702_United_States_OH_Franklin_39049_724280_39.97_-82.9_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
0988702_United_States_OH_Franklin_39049_724280_39.97_-82.9_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
0988702_United_States_OH_Franklin_39049_724280_39.97_-82.9_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
0988702_United_States_OH_Franklin_39049_724280_39.97_-82.9_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
0988702_United_States_OH_Franklin_39049_724280_39.97_-82.9_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
0960702_United_States_OH_Montgomery_39113_724290_39.89_-84.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
0960702_United_States_OH_Montgomery_39113_724290_39.89_-84.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
0960702_United_States_OH_Montgomery_39113_724290_39.89_-84.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
0960702_United_States_OH_Montgomery_39113_724290_39.89_-84.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
0960702_United_States_OH_Montgomery_39113_724290_39.89_-84.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
0960702_United_States_OH_Montgomery_39113_724290_39.89_-84.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
0960702_United_States_OH_Montgomery_39113_724290_39.89_-84.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
0997215_United_States_OH_Richland_39139_724200_40.81_-82.5_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
0997215_United_States_OH_Richland_39139_724200_40.81_-82.5_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
0997215_United_States_OH_Richland_39139_724200_40.81_-82.5_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
0997215_United_States_OH_Richland_39139_724200_40.81_-82.5_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
0997215_United_States_OH_Richland_39139_724200_40.81_-82.5_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
0997215_United_States_OH_Richland_39139_724200_40.81_-82.5_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
0997215_United_States_OH_Richland_39139_724200_40.81_-82.5_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
0969777_United_States_OH_Lucas_39095_725360_41.57_-83.78_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
0969777_United_States_OH_Lucas_39095_725360_41.57_-83.78_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
0969777_United_States_OH_Lucas_39095_725360_41.57_-83.78_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
0969777_United_States_OH_Lucas_39095_725360_41.57_-83.78_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
0969777_United_States_OH_Lucas_39095_725360_41.57_-83.78_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
0969777_United_States_OH_Lucas_39095_725360_41.57_-83.78_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
0969777_United_States_OH_Lucas_39095_725360_41.57_-83.78_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
1036547_United_States_OH_Trumbull_39155_725250_41.25_-80.66_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
1036547_United_States_OH_Trumbull_39155_725250_41.25_-80.66_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
1036547_United_States_OH_Trumbull_39155_725250_41.25_-80.66_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
1036547_United_States_OH_Trumbull_39155_725250_41.25_-80.66_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
1036547_United_States_OH_Trumbull_39155_725250_41.25_-80.66_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
1036547_United_States_OH_Trumbull_39155_725250_41.25_-80.66_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
1036547_United_States_OH_Trumbull_39155_725250_41.25_-80.66_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
0669326_United_States_OK_Oklahoma_40109_723530_35.37_-97.58_NSRDB_2.0.1_2012_AMY.epw	<1950	0.2	0.0	0.68	0.0	0.0	0.12
0669326_United_States_OK_Oklahoma_40109_723530_35.37_-97.58_NSRDB_2.0.1_2012_AMY.epw	1950s	0.3	0.0	0.7	0.0	0.0	0.0
0669326_United_States_OK_Oklahoma_40109_723530_35.37_-97.58_NSRDB_2.0.1_2012_AMY.epw	1960s	0.13	0.0	0.71	0.03	0.0	0.13
0669326_United_States_OK_Oklahoma_40109_723530_35.37_-97.58_NSRDB_2.0.1_2012_AMY.epw	1970s	0.35	0.0	0.55	0.0	0.0	0.1
0669326_United_States_OK_Oklahoma_40109_723530_35.37_-97.58_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.33	0.0	0.06	0.24
0669326_United_States_OK_Oklahoma_40109_723530_35.37_-97.58_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.31	0.0	0.06	0.0
0669326_United_States_OK_Oklahoma_40109_723530_35.37_-97.58_NSRDB_2.0.1_2012_AMY.epw	2000s	0.66	0.0	0.14	0.0	0.14	0.07
0709953_United_States_OK_Tulsa_40143_723560_36.21_-95.9_NSRDB_2.0.1_2012_AMY.epw	<1950	0.2	0.0	0.68	0.0	0.0	0.12
0709953_United_States_OK_Tulsa_40143_723560_36.21_-95.9_NSRDB_2.0.1_2012_AMY.epw	1950s	0.3	0.0	0.7	0.0	0.0	0.0
0709953_United_States_OK_Tulsa_40143_723560_36.21_-95.9_NSRDB_2.0.1_2012_AMY.epw	1960s	0.13	0.0	0.71	0.03	0.0	0.13
0709953_United_States_OK_Tulsa_40143_723560_36.21_-95.9_NSRDB_2.0.1_2012_AMY.epw	1970s	0.35	0.0	0.55	0.0	0.0	0.1
0709953_United_States_OK_Tulsa_40143_723560_36.21_-95.9_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.33	0.0	0.06	0.24
0709953_United_States_OK_Tulsa_40143_723560_36.21_-95.9_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.31	0.0	0.06	0.0
0709953_United_States_OK_Tulsa_40143_723560_36.21_-95.9_NSRDB_2.0.1_2012_AMY.epw	2000s	0.66	0.0	0.14	0.0	0.14	0.07
0103553_United_States_OR_Clatsop_41007_727910_46.13_-123.9_NSRDB_2.0.1_2012_AMY.epw	<1950	0.25	0.07	0.57	0.0	0.11	0.0
0103553_United_States_OR_Clatsop_41007_727910_46.13_-123.9_NSRDB_2.0.1_2012_AMY.epw	1950s	0.42	0.11	0.35	0.0	0.08	0.03
0103553_United_States_OR_Clatsop_41007_727910_46.13_-123.9_NSRDB_2.0.1_2012_AMY.epw	1960s	0.36	0.05	0.51	0.0	0.05	0.04
0103553_United_States_OR_Clatsop_41007_727910_46.13_-123.9_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.07	0.37	0.0	0.15	0.0
0103553_United_States_OR_Clatsop_41007_727910_46.13_-123.9_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.52	0.0	0.05	0.03
0103553_United_States_OR_Clatsop_41007_727910_46.13_-123.9_NSRDB_2.0.1_2012_AMY.epw	1990s	0.55	0.0	0.4	0.0	0.02	0.02
0103553_United_States_OR_Clatsop_41007_727910_46.13_-123.9_NSRDB_2.0.1_2012_AMY.epw	2000s	0.32	0.0	0.59	0.0	0.07	0.02
0178096_United_States_OR_Harney_41025_726830_43.53_-119.02_NSRDB_2.0.1_2012_AMY.epw	<1950	0.25	0.07	0.57	0.0	0.11	0.0
0178096_United_States_OR_Harney_41025_726830_43.53_-119.02_NSRDB_2.0.1_2012_AMY.epw	1950s	0.42	0.11	0.35	0.0	0.08	0.03
0178096_United_States_OR_Harney_41025_726830_43.53_-119.02_NSRDB_2.0.1_2012_AMY.epw	1960s	0.36	0.05	0.51	0.0	0.05	0.04
0178096_United_States_OR_Harney_41025_726830_43.53_-119.02_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.07	0.37	0.0	0.15	0.0
0178096_United_States_OR_Harney_41025_726830_43.53_-119.02_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.52	0.0	0.05	0.03
0178096_United_States_OR_Harney_41025_726830_43.53_-119.02_NSRDB_2.0.1_2012_AMY.epw	1990s	0.55	0.0	0.4	0.0	0.02	0.02
0178096_United_States_OR_Harney_41025_726830_43.53_-119.02_NSRDB_2.0.1_2012_AMY.epw	2000s	0.32	0.0	0.59	0.0	0.07	0.02
0114831_United_States_OR_Lane_41039_726930_44.05_-123.06_NSRDB_2.0.1_2012_AMY.epw	<1950	0.25	0.07	0.57	0.0	0.11	0.0
