Building,Schedules,Usage Level,Orientation,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Solar Hot Water,HVAC Secondary Heating Type And Fuel,HVAC Secondary Heating Efficiency,HVAC System Is Faulted,Setpoint Demand Response,Dehumidifier,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Load Diversity,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,ASHRAE IECC Climate Zone 2004,County,AHS Region,State,Location Region,Census Division,Census Division RECS,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Foundation Type,Geometry Wall Type,Geometry Wall Exterior Finish,Geometry Wall Type And Exterior Finish,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Type Height,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Bedrooms,Corridor,Vacancy Status,Occupants,Window Areas,Neighbors,Insulation Ceiling,Insulation Roof,Radiant Barrier,Roof Material,Insulation Slab,Insulation Floor,Insulation Foundation Wall,Insulation Wall,Windows,Water Heater In Unit,Water Heater Fuel,Water Heater Efficiency,Hot Water Distribution,HVAC Heating Type,HVAC Cooling Type,HVAC Has Shared System,HVAC Shared Efficiencies,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Type And Fuel,HVAC Cooling Efficiency,HVAC System Single Speed AC Airflow,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Charge,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Heating Setpoint Offset Period,Cooling Setpoint Offset Period,Ceiling Fan,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Lighting,Plug Loads,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,HVAC Has Ducts,Ducts,Infiltration,Has PV,PV System Size,PV Orientation,CEC Climate Zone,REEDS Balancing Area
576,Stochastic,Medium,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour23,Hour11,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01006",Single-Family Detached,1950s,1940-59,Single-Family Detached,Electricity,None,None,Ambient,Brick,None,"Brick, None",1500-1999,1500-2499,3,Single-Family Detached,None,None,None,3,Vented Attic,None,3,Not Applicable,Occupied,2,F15 B15 L15 R15,Left/Right at 15ft,Uninsulated,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated","Single, Clear, Metal",Yes,Electricity,Electric Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Electric Furnace, 100% AFUE",No,Electricity Electric Furnace,"AC, SEER 10",None,None,None,None,70F,65F,No,Yes,0F,2F,None,Night Setback +4h,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,106%,None,None,None,Has Pool,Gas,1.0 HP Pump,Yes,"30% Leakage, R-4",40 ACH50,No,None,None,None,94
577,Stochastic,Medium,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour5,Hour19,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01004",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,None,None,Slab,Wood Frame,"Wood, Medium/Dark","Wood Frame, Wood, Medium/Dark",1500-1999,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,2 Car,2,Not Applicable,Occupied,2,F12 B12 L12 R12,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",Uninsulated,None,None,"Wood Stud, R-11","Double, Low-E, Non-metal, Air, M-Gain",Yes,Electricity,Electric Standard,"Uninsulated, HomeRun, PEX",Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 15",None,None,None,None,70F,78F,Yes,No,3F,0F,Day -5h,None,Standard Efficiency,"EF 15.9, 100% Usage","Gas, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",100% Incandescent,106%,EF 10.5,None,None,None,None,None,Yes,"30% Leakage, R-8",10 ACH50,No,None,None,None,94
578,Stochastic,High,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour3,Hour17,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 04600",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,None,None,Slab,Wood Frame,"Brick, Medium/Dark","Wood Frame, Brick, Medium/Dark",1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,2 Car,4,Not Applicable,Occupied,5,F12 B12 L12 R12,Left/Right at 15ft,R-19,"Unfinished, Uninsulated",No,"Tile, Clay or Ceramic",Uninsulated,None,None,"Wood Stud, Uninsulated","Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 15",None,None,None,None,70F,75F,No,Yes,0F,9F,None,Day Setup and Night Setback +3h,Standard Efficiency,"EF 15.9, 100% Usage","Gas, 120% Usage","290 Rated kWh, 120% Usage",Yes,"Standard, 120% Usage","Electric, 120% Usage",100% LED,106%,EF 17.6,"EF 12, National Average",None,None,None,None,Yes,"30% Leakage, R-4",40 ACH50,No,None,None,None,94
579,Stochastic,High,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour8,Hour19,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01004",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,None,None,Ambient,Wood Frame,"Wood, Medium/Dark","Wood Frame, Wood, Medium/Dark",2500-2999,2500-3999,2,Single-Family Detached,None,None,None,2,Vented Attic,None,3,Not Applicable,Occupied,2,F12 B12 L12 R12,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,"Metal, Dark",None,Ceiling R-13,Uninsulated,"Wood Stud, R-11","Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, HomeRun, PEX",Ducted Heating,Central AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,67F,78F,Yes,No,6F,0F,Day and Night -3h,None,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% Incandescent,106%,None,"EF 12, National Average",None,None,None,None,Yes,"20% Leakage, R-8",15 ACH50,No,None,None,None,94
580,Stochastic,Medium,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour13,Hour9,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01003",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Wood Frame,"Brick, Medium/Dark","Wood Frame, Brick, Medium/Dark",2500-2999,2500-3999,1,Single-Family Detached,None,None,None,1,Vented Attic,3 Car,3,Not Applicable,Occupied,1,F12 B12 L12 R12,Left/Right at 15ft,R-38,"Unfinished, Uninsulated",No,"Metal, Dark",None,Ceiling R-13,Uninsulated,"Wood Stud, R-19","Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, HomeRun, PEX",Ducted Heating,Central AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,70F,75F,No,No,0F,0F,None,None,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,106%,EF 6.7,None,None,None,None,None,Yes,"10% Leakage, R-6",15 ACH50,No,None,None,None,94
581,Stochastic,Medium,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour4,Hour16,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01003",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Brick,None,"Brick, None",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,1 Car,4,Not Applicable,Occupied,6,F9 B9 L9 R9,Left/Right at 15ft,R-7,"Unfinished, Uninsulated",No,Composition Shingles,None,Uninsulated,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated","Single, Clear, Metal",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 10",None,None,None,None,72F,78F,Yes,No,6F,0F,Night +3h,None,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% Incandescent,106%,EF 15.9,None,None,None,None,None,Yes,"20% Leakage, Uninsulated",20 ACH50,No,None,None,None,94
582,Stochastic,Medium,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour0,Hour16,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 04600",Single-Family Detached,1960s,1960-79,Single-Family Detached,Electricity,None,None,Slab,Wood Frame,"Brick, Medium/Dark","Wood Frame, Brick, Medium/Dark",4000+,4000+,2,Single-Family Detached,None,None,None,2,Vented Attic,2 Car,4,Not Applicable,Occupied,1,F12 B12 L12 R12,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,Composition Shingles,Uninsulated,None,None,"Wood Stud, Uninsulated","Single, Clear, Metal",Yes,Electricity,Electric Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Electric Furnace, 100% AFUE",No,Electricity Electric Furnace,"AC, SEER 13",None,None,None,None,68F,72F,Yes,No,3F,0F,Night,None,Standard Efficiency,"EF 19.9, 100% Usage","Gas, 100% Usage","318 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",100% LED,106%,None,"EF 12, National Average",None,None,None,None,Yes,"10% Leakage, R-4",6 ACH50,No,None,None,None,94
583,Stochastic,Low,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour1,Hour14,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01003",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Slab,Wood Frame,"Wood, Medium/Dark","Wood Frame, Wood, Medium/Dark",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,None,2,Not Applicable,Occupied,1,F12 B12 L12 R12,Left/Right at 15ft,R-7,"Unfinished, Uninsulated",No,Composition Shingles,Uninsulated,None,None,"Wood Stud, Uninsulated","Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 8",None,None,None,None,75F,72F,Yes,No,6F,0F,Night +1h,None,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,106%,None,None,None,None,None,None,Yes,"20% Leakage, R-4",15 ACH50,No,None,None,None,94
584,Stochastic,Medium,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour20,Hour14,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01005",Single-Family Detached,1980s,1980-99,Single-Family Detached,Natural Gas,None,None,Slab,Wood Frame,"Brick, Medium/Dark","Wood Frame, Brick, Medium/Dark",1500-1999,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,2 Car,3,Not Applicable,Occupied,5,F9 B9 L9 R9,Left/Right at 15ft,R-19,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",Uninsulated,None,None,"Wood Stud, R-11","Double, Clear, Metal, Air",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,80F,72F,Yes,No,6F,0F,Day +2h,None,Standard Efficiency,"EF 15.9, 100% Usage","Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% CFL,106%,None,None,None,None,None,None,Yes,"10% Leakage, R-4",15 ACH50,No,None,None,None,94
585,Stochastic,High,Southeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour21,Hour0,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01003",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,None,None,Ambient,Wood Frame,"Wood, Medium/Dark","Wood Frame, Wood, Medium/Dark",2000-2499,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,None,4,Not Applicable,Occupied,4,F6 B6 L6 R6,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,Composition Shingles,None,Uninsulated,Uninsulated,"Wood Stud, Uninsulated","Single, Clear, Metal",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,75F,78F,Yes,No,3F,0F,Day and Night -4h,None,Standard Efficiency,"EF 19.9, 100% Usage","Electric, 120% Usage",None,Yes,"Standard, 120% Usage","Electric, 120% Usage",100% CFL,106%,EF 17.6,"EF 12, National Average",None,None,None,None,Yes,"20% Leakage, R-4",8 ACH50,No,None,None,None,94
586,Stochastic,Medium,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour7,Hour17,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01004",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,None,None,Slab,Wood Frame,"Fiber-Cement, Light","Wood Frame, Fiber-Cement, Light",2500-2999,2500-3999,1,Single-Family Detached,None,None,None,1,Vented Attic,2 Car,4,Not Applicable,Occupied,3,F12 B12 L12 R12,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,Composition Shingles,Uninsulated,None,None,"Wood Stud, R-19","Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, HomeRun, PEX",Non-Ducted Heating,Central AC,None,None,"Fuel Wall/Floor Furnace, 60% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,"AC, SEER 13",None,None,None,None,78F,70F,No,No,0F,0F,None,None,Standard Efficiency,"EF 17.6, 100% Usage",None,None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% LED,106%,EF 17.6,None,None,None,None,None,Yes,"30% Leakage, R-8",4 ACH50,No,None,None,None,94
587,Stochastic,Medium,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour22,Hour17,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01007",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Wood Frame,"Shingle, Asbestos, Medium","Wood Frame, Shingle, Asbestos, Medium",2500-2999,2500-3999,2,Single-Family Detached,None,None,None,2,Vented Attic,None,3,Not Applicable,Occupied,2,F18 B18 L18 R18,Left/Right at 15ft,R-13,"Unfinished, Uninsulated",No,"Tile, Clay or Ceramic",None,Uninsulated,Uninsulated,"Wood Stud, Uninsulated","Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Premium,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,68F,76F,Yes,No,3F,0F,Day +3h,None,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,106%,EF 17.6,"EF 12, National Average",None,None,None,None,Yes,"10% Leakage, Uninsulated",20 ACH50,No,None,None,None,94
588,Stochastic,Low,Northeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour9,Hour11,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01004",Single-Family Detached,2000s,2000-09,Single-Family Detached,Propane,None,None,Ambient,Wood Frame,"Vinyl, Light","Wood Frame, Vinyl, Light",3000-3999,2500-3999,2,Single-Family Detached,None,None,None,2,Vented Attic,None,4,Not Applicable,Occupied,1,F9 B9 L9 R9,Left/Right at 15ft,R-30,"Unfinished, Uninsulated",No,Composition Shingles,None,Ceiling R-13,Uninsulated,"Wood Stud, R-11","Double, Clear, Metal, Air",Yes,Propane,Propane Standard,"Uninsulated, HomeRun, PEX",Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Propane Fuel Furnace,"AC, SEER 15",None,None,None,None,70F,75F,Yes,No,3F,0F,Day and Night,None,Standard Efficiency,"EF 17.6, 100% Usage","Propane, 80% Usage","290 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",100% CFL,106%,None,None,None,None,None,None,Yes,"20% Leakage, R-8",6 ACH50,No,None,None,None,94
589,Stochastic,High,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour22,Hour18,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 04600",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Brick,None,"Brick, None",1500-1999,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,2 Car,2,Not Applicable,Occupied,2,F18 B18 L18 R18,Left/Right at 15ft,R-19,"Unfinished, Uninsulated",No,Composition Shingles,None,Uninsulated,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated","Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heating,Central AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 10",None,None,None,None,75F,80F,Yes,Yes,6F,2F,Day and Night +1h,Day Setup +2h,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 120% Usage","318 Rated kWh, 120% Usage",Yes,"Standard, 120% Usage","Gas, 120% Usage",100% LED,106%,EF 17.6,None,None,Has Pool,None,1.0 HP Pump,Yes,"30% Leakage, Uninsulated",20 ACH50,No,None,None,None,94
590,Stochastic,Low,Northwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour0,Hour17,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01005",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,None,None,Slab,Wood Frame,"Brick, Medium/Dark","Wood Frame, Brick, Medium/Dark",1000-1499,0-1499,2,Single-Family Detached,None,None,None,2,Vented Attic,None,2,Not Applicable,Occupied,1,F12 B12 L12 R12,Left/Right at 15ft,R-19,"Unfinished, Uninsulated",No,"Asphalt Shingles, Medium",Uninsulated,None,None,"Wood Stud, R-11","Double, Clear, Metal, Air",Yes,Natural Gas,Natural Gas Standard,"Uninsulated, HomeRun, PEX",Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 15",None,None,None,None,70F,75F,No,No,0F,0F,None,None,None,"EF 19.9, 100% Usage","Gas, 80% Usage",None,Yes,"Standard, 80% Usage","Electric, 80% Usage",100% Incandescent,106%,None,"EF 12, National Average",None,None,None,None,Yes,"10% Leakage, R-8",6 ACH50,No,None,None,None,94
591,Stochastic,Medium,Northeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour14,Hour5,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01003",Single-Family Detached,1960s,1960-79,Single-Family Detached,Electricity,None,None,Vented Crawlspace,Wood Frame,"Brick, Medium/Dark","Wood Frame, Brick, Medium/Dark",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,1 Car,2,Not Applicable,Occupied,1,F9 B9 L9 R9,Left/Right at 15ft,R-13,"Unfinished, Uninsulated",No,Composition Shingles,None,Uninsulated,Uninsulated,"Wood Stud, Uninsulated","Single, Clear, Non-metal",Yes,Electricity,Electric Standard,"Uninsulated, TrunkBranch, Copper",Ducted Heat Pump,Heat Pump,None,None,"ASHP, SEER 13, 7.7 HSPF",No,Electricity ASHP,Heat Pump,None,None,None,None,72F,75F,Yes,No,3F,0F,Night -4h,None,None,"EF 15.9, 100% Usage","Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",100% CFL,106%,None,None,None,None,None,None,Yes,"10% Leakage, Uninsulated",40 ACH50,No,None,None,None,94
592,Stochastic,Medium,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,None,None,None,No,None,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Year-Round, 3 days/wk",None,Hour2,Hour19,3A,"GA, Fulton County","CBSA Atlanta-Sandy Springs-Roswell, GA",GA,CR09,South Atlantic,South Atlantic,South,None,Mixed-Humid,"GA, 01004",Single-Family Detached,1960s,1960-79,Single-Family Detached,Electricity,None,None,Vented Crawlspace,Wood Frame,"Brick, Medium/Dark","Wood Frame, Brick, Medium/Dark",1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,None,3,Not Applicable,Occupied,2,F9 B9 L9 R9,Left/Right at 15ft,R-7,"Unfinished, Uninsulated",No,Wood Shingles,None,Uninsulated,Uninsulated,"Wood Stud, Uninsulated","Single, Clear, Metal",Yes,Electricity,Electric Premium,"Uninsulated, TrunkBranch, Copper",Ducted Heat Pump,Heat Pump,None,None,"ASHP, SEER 13, 7.7 HSPF",No,Electricity ASHP,Heat Pump,None,None,None,None,68F,70F,No,No,0F,0F,None,None,Standard Efficiency,"EF 19.9, 100% Usage","Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% LED,106%,None,None,None,None,None,None,Yes,"20% Leakage, Uninsulated",40 ACH50,No,None,None,None,94
