lighting_exterior,lighting_exterior_holiday,refrigerator,extra_refrigerator,freezer,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,permanent_spa_pump,permanent_spa_heater,hot_water_recirculation_pump,general_water_use
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
0.554,0,0.811,0.811,0.811,0.658,0.0391,0.658,0.658,0.0205,0.0205,0.15,0.188,1,0.466
0.443,0,0.791,0.791,0.791,0.445,0.0224,0.445,0.445,0.0205,0.0205,0.15,0.188,1,0.315
0.41,0,0.771,0.771,0.771,0.233,0.00559,0.233,0.233,0.0205,0.0205,0.182,0.228,1,0.288
0.41,0,0.752,0.752,0.752,0.192,0.00559,0.192,0.192,0.0205,0.0205,0.15,0.188,1,0.288
0.399,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0274,0.0274,0.182,0.228,1,0.342
0.366,0,0.712,0.712,0.712,0.162,0.0391,0.162,0.162,0.0548,0.0548,0.294,0.369,1,0.37
0.399,0,0.712,0.712,0.712,0.182,0.0671,0.182,0.182,0.103,0.103,0.419,0.526,1,0.521
0.477,0,0.752,0.752,0.752,0.263,0.162,0.263,0.263,0.178,0.178,0.357,0.447,1,0.603
0.521,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.301,0.301,0.15,0.188,1,0.534
0.377,0,0.811,0.811,0.811,0.334,0.246,0.334,0.334,0.575,0.575,0.15,0.188,1,0.507
0.255,0,0.811,0.811,0.811,0.324,0.229,0.324,0.324,0.829,0.829,0.119,0.149,1,0.507
0.266,0,0.791,0.791,0.791,0.334,0.246,0.334,0.334,0.87,0.87,0.0939,0.118,1,0.466
0.277,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.829,0.829,0.0876,0.11,1,0.479
0.266,0,0.831,0.831,0.831,0.324,0.235,0.324,0.324,0.822,0.822,0.0876,0.11,1,0.479
0.31,0,0.831,0.831,0.831,0.324,0.212,0.324,0.324,0.616,0.616,0.0876,0.11,1,0.479
0.344,0,0.831,0.831,0.831,0.324,0.274,0.324,0.324,0.514,0.514,0.15,0.188,1,0.534
0.355,0,0.811,0.811,0.811,0.334,0.33,0.334,0.334,0.418,0.418,0.363,0.455,1,0.589
0.432,0,0.87,0.87,0.87,0.455,0.615,0.455,0.455,0.253,0.253,0.789,0.989,1,0.699
0.587,0,0.949,0.949,0.949,0.577,0.9,0.577,0.577,0.158,0.158,0.764,0.958,1,0.877
0.698,0,0.989,0.989,0.989,0.668,0.643,0.668,0.668,0.089,0.089,0.426,0.534,1,0.89
0.742,0,0.949,0.949,0.949,0.769,0.391,0.769,0.769,0.0548,0.0548,0.382,0.479,1,0.986
0.787,0,0.93,0.93,0.93,0.819,0.246,0.819,0.819,0.0274,0.0274,0.319,0.4,1,1
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
0.554,0,0.811,0.811,0.811,0.658,0.0391,0.658,0.658,0.0205,0.0205,0.15,0.188,1,0.466
0.443,0,0.791,0.791,0.791,0.445,0.0224,0.445,0.445,0.0205,0.0205,0.15,0.188,1,0.315
0.41,0,0.771,0.771,0.771,0.233,0.00559,0.233,0.233,0.0205,0.0205,0.182,0.228,1,0.288
0.41,0,0.752,0.752,0.752,0.192,0.00559,0.192,0.192,0.0205,0.0205,0.15,0.188,1,0.288
0.399,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0274,0.0274,0.182,0.228,1,0.342
0.366,0,0.712,0.712,0.712,0.162,0.0391,0.162,0.162,0.0548,0.0548,0.294,0.369,1,0.37
0.399,0,0.712,0.712,0.712,0.182,0.0671,0.182,0.182,0.103,0.103,0.419,0.526,1,0.521
0.477,0,0.752,0.752,0.752,0.263,0.162,0.263,0.263,0.178,0.178,0.357,0.447,1,0.603
0.521,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.301,0.301,0.15,0.188,1,0.534
0.377,0,0.811,0.811,0.811,0.334,0.246,0.334,0.334,0.575,0.575,0.15,0.188,1,0.507
0.255,0,0.811,0.811,0.811,0.324,0.229,0.324,0.324,0.829,0.829,0.119,0.149,1,0.507
0.266,0,0.791,0.791,0.791,0.334,0.246,0.334,0.334,0.87,0.87,0.0939,0.118,1,0.466
0.277,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.829,0.829,0.0876,0.11,1,0.479
0.266,0,0.831,0.831,0.831,0.324,0.235,0.324,0.324,0.822,0.822,0.0876,0.11,1,0.479
0.31,0,0.831,0.831,0.831,0.324,0.212,0.324,0.324,0.616,0.616,0.0876,0.11,1,0.479
0.344,0,0.831,0.831,0.831,0.324,0.274,0.324,0.324,0.514,0.514,0.15,0.188,1,0.534
0.355,0,0.811,0.811,0.811,0.334,0.33,0.334,0.334,0.418,0.418,0.363,0.455,1,0.589
0.432,0,0.87,0.87,0.87,0.455,0.615,0.455,0.455,0.253,0.253,0.789,0.989,1,0.699
0.587,0,0.949,0.949,0.949,0.577,0.9,0.577,0.577,0.158,0.158,0.764,0.958,1,0.877
0.698,0,0.989,0.989,0.989,0.668,0.643,0.668,0.668,0.089,0.089,0.426,0.534,1,0.89
0.742,0,0.949,0.949,0.949,0.769,0.391,0.769,0.769,0.0548,0.0548,0.382,0.479,1,0.986
0.787,0,0.93,0.93,0.93,0.819,0.246,0.819,0.819,0.0274,0.0274,0.319,0.4,1,1
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
0.554,0,0.811,0.811,0.811,0.658,0.0391,0.658,0.658,0.0205,0.0205,0.15,0.188,1,0.466
0.443,0,0.791,0.791,0.791,0.445,0.0224,0.445,0.445,0.0205,0.0205,0.15,0.188,1,0.315
0.41,0,0.771,0.771,0.771,0.233,0.00559,0.233,0.233,0.0205,0.0205,0.182,0.228,1,0.288
0.41,0,0.752,0.752,0.752,0.192,0.00559,0.192,0.192,0.0205,0.0205,0.15,0.188,1,0.288
0.399,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0274,0.0274,0.182,0.228,1,0.342
0.366,0,0.712,0.712,0.712,0.162,0.0391,0.162,0.162,0.0548,0.0548,0.294,0.369,1,0.37
0.399,0,0.712,0.712,0.712,0.182,0.0671,0.182,0.182,0.103,0.103,0.419,0.526,1,0.521
0.477,0,0.752,0.752,0.752,0.263,0.162,0.263,0.263,0.178,0.178,0.357,0.447,1,0.603
0.521,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.301,0.301,0.15,0.188,1,0.534
0.377,0,0.811,0.811,0.811,0.334,0.246,0.334,0.334,0.575,0.575,0.15,0.188,1,0.507
0.255,0,0.811,0.811,0.811,0.324,0.229,0.324,0.324,0.829,0.829,0.119,0.149,1,0.507
0.266,0,0.791,0.791,0.791,0.334,0.246,0.334,0.334,0.87,0.87,0.0939,0.118,1,0.466
0.277,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.829,0.829,0.0876,0.11,1,0.479
0.266,0,0.831,0.831,0.831,0.324,0.235,0.324,0.324,0.822,0.822,0.0876,0.11,1,0.479
0.31,0,0.831,0.831,0.831,0.324,0.212,0.324,0.324,0.616,0.616,0.0876,0.11,1,0.479
0.344,0,0.831,0.831,0.831,0.324,0.274,0.324,0.324,0.514,0.514,0.15,0.188,1,0.534
0.355,0,0.811,0.811,0.811,0.334,0.33,0.334,0.334,0.418,0.418,0.363,0.455,1,0.589
0.432,0,0.87,0.87,0.87,0.455,0.615,0.455,0.455,0.253,0.253,0.789,0.989,1,0.699
0.587,0,0.949,0.949,0.949,0.577,0.9,0.577,0.577,0.158,0.158,0.764,0.958,1,0.877
0.698,0,0.989,0.989,0.989,0.668,0.643,0.668,0.668,0.089,0.089,0.426,0.534,1,0.89
0.742,0,0.949,0.949,0.949,0.769,0.391,0.769,0.769,0.0548,0.0548,0.382,0.479,1,0.986
0.787,0,0.93,0.93,0.93,0.819,0.246,0.819,0.819,0.0274,0.0274,0.319,0.4,1,1
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
0.554,0,0.811,0.811,0.811,0.658,0.0391,0.658,0.658,0.0205,0.0205,0.15,0.188,1,0.466
0.443,0,0.791,0.791,0.791,0.445,0.0224,0.445,0.445,0.0205,0.0205,0.15,0.188,1,0.315
0.41,0,0.771,0.771,0.771,0.233,0.00559,0.233,0.233,0.0205,0.0205,0.182,0.228,1,0.288
0.41,0,0.752,0.752,0.752,0.192,0.00559,0.192,0.192,0.0205,0.0205,0.15,0.188,1,0.288
0.399,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0274,0.0274,0.182,0.228,1,0.342
0.366,0,0.712,0.712,0.712,0.162,0.0391,0.162,0.162,0.0548,0.0548,0.294,0.369,1,0.37
0.399,0,0.712,0.712,0.712,0.182,0.0671,0.182,0.182,0.103,0.103,0.419,0.526,1,0.521
0.477,0,0.752,0.752,0.752,0.263,0.162,0.263,0.263,0.178,0.178,0.357,0.447,1,0.603
0.521,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.301,0.301,0.15,0.188,1,0.534
0.377,0,0.811,0.811,0.811,0.334,0.246,0.334,0.334,0.575,0.575,0.15,0.188,1,0.507
0.255,0,0.811,0.811,0.811,0.324,0.229,0.324,0.324,0.829,0.829,0.119,0.149,1,0.507
0.266,0,0.791,0.791,0.791,0.334,0.246,0.334,0.334,0.87,0.87,0.0939,0.118,1,0.466
0.277,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.829,0.829,0.0876,0.11,1,0.479
0.266,0,0.831,0.831,0.831,0.324,0.235,0.324,0.324,0.822,0.822,0.0876,0.11,1,0.479
0.31,0,0.831,0.831,0.831,0.324,0.212,0.324,0.324,0.616,0.616,0.0876,0.11,1,0.479
0.344,0,0.831,0.831,0.831,0.324,0.274,0.324,0.324,0.514,0.514,0.15,0.188,1,0.534
0.355,0,0.811,0.811,0.811,0.334,0.33,0.334,0.334,0.418,0.418,0.363,0.455,1,0.589
0.432,0,0.87,0.87,0.87,0.455,0.615,0.455,0.455,0.253,0.253,0.789,0.989,1,0.699
0.587,0,0.949,0.949,0.949,0.577,0.9,0.577,0.577,0.158,0.158,0.764,0.958,1,0.877
0.698,0,0.989,0.989,0.989,0.668,0.643,0.668,0.668,0.089,0.089,0.426,0.534,1,0.89
0.742,0,0.949,0.949,0.949,0.769,0.391,0.769,0.769,0.0548,0.0548,0.382,0.479,1,0.986
0.787,0,0.93,0.93,0.93,0.819,0.246,0.819,0.819,0.0274,0.0274,0.319,0.4,1,1
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
0.554,0,0.811,0.811,0.811,0.658,0.0391,0.658,0.658,0.0205,0.0205,0.15,0.188,1,0.466
0.443,0,0.791,0.791,0.791,0.445,0.0224,0.445,0.445,0.0205,0.0205,0.15,0.188,1,0.315
0.41,0,0.771,0.771,0.771,0.233,0.00559,0.233,0.233,0.0205,0.0205,0.182,0.228,1,0.288
0.41,0,0.752,0.752,0.752,0.192,0.00559,0.192,0.192,0.0205,0.0205,0.15,0.188,1,0.288
0.399,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0274,0.0274,0.182,0.228,1,0.342
0.366,0,0.712,0.712,0.712,0.162,0.0391,0.162,0.162,0.0548,0.0548,0.294,0.369,1,0.37
0.399,0,0.712,0.712,0.712,0.182,0.0671,0.182,0.182,0.103,0.103,0.419,0.526,1,0.521
0.477,0,0.752,0.752,0.752,0.263,0.162,0.263,0.263,0.178,0.178,0.357,0.447,1,0.603
0.521,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.301,0.301,0.15,0.188,1,0.534
0.377,0,0.811,0.811,0.811,0.334,0.246,0.334,0.334,0.575,0.575,0.15,0.188,1,0.507
0.255,0,0.811,0.811,0.811,0.324,0.229,0.324,0.324,0.829,0.829,0.119,0.149,1,0.507
0.266,0,0.791,0.791,0.791,0.334,0.246,0.334,0.334,0.87,0.87,0.0939,0.118,1,0.466
0.277,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.829,0.829,0.0876,0.11,1,0.479
0.266,0,0.831,0.831,0.831,0.324,0.235,0.324,0.324,0.822,0.822,0.0876,0.11,1,0.479
0.31,0,0.831,0.831,0.831,0.324,0.212,0.324,0.324,0.616,0.616,0.0876,0.11,1,0.479
0.344,0,0.831,0.831,0.831,0.324,0.274,0.324,0.324,0.514,0.514,0.15,0.188,1,0.534
0.355,0,0.811,0.811,0.811,0.334,0.33,0.334,0.334,0.418,0.418,0.363,0.455,1,0.589
0.432,0,0.87,0.87,0.87,0.455,0.615,0.455,0.455,0.253,0.253,0.789,0.989,1,0.699
0.587,0,0.949,0.949,0.949,0.577,0.9,0.577,0.577,0.158,0.158,0.764,0.958,1,0.877
0.698,0,0.989,0.989,0.989,0.668,0.643,0.668,0.668,0.089,0.089,0.426,0.534,1,0.89
0.742,0,0.949,0.949,0.949,0.769,0.391,0.769,0.769,0.0548,0.0548,0.382,0.479,1,0.986
0.787,0,0.93,0.93,0.93,0.819,0.246,0.819,0.819,0.0274,0.0274,0.319,0.4,1,1
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
0.554,0,0.811,0.811,0.811,0.658,0.0391,0.658,0.658,0.0205,0.0205,0.15,0.188,1,0.466
0.443,0,0.791,0.791,0.791,0.445,0.0224,0.445,0.445,0.0205,0.0205,0.15,0.188,1,0.315
0.41,0,0.771,0.771,0.771,0.233,0.00559,0.233,0.233,0.0205,0.0205,0.182,0.228,1,0.288
0.41,0,0.752,0.752,0.752,0.192,0.00559,0.192,0.192,0.0205,0.0205,0.15,0.188,1,0.288
0.399,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0274,0.0274,0.182,0.228,1,0.342
0.366,0,0.712,0.712,0.712,0.162,0.0391,0.162,0.162,0.0548,0.0548,0.294,0.369,1,0.37
0.399,0,0.712,0.712,0.712,0.182,0.0671,0.182,0.182,0.103,0.103,0.419,0.526,1,0.521
0.477,0,0.752,0.752,0.752,0.263,0.162,0.263,0.263,0.178,0.178,0.357,0.447,1,0.603
0.521,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.301,0.301,0.15,0.188,1,0.534
0.377,0,0.811,0.811,0.811,0.334,0.246,0.334,0.334,0.575,0.575,0.15,0.188,1,0.507
0.255,0,0.811,0.811,0.811,0.324,0.229,0.324,0.324,0.829,0.829,0.119,0.149,1,0.507
0.266,0,0.791,0.791,0.791,0.334,0.246,0.334,0.334,0.87,0.87,0.0939,0.118,1,0.466
0.277,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.829,0.829,0.0876,0.11,1,0.479
0.266,0,0.831,0.831,0.831,0.324,0.235,0.324,0.324,0.822,0.822,0.0876,0.11,1,0.479
0.31,0,0.831,0.831,0.831,0.324,0.212,0.324,0.324,0.616,0.616,0.0876,0.11,1,0.479
0.344,0,0.831,0.831,0.831,0.324,0.274,0.324,0.324,0.514,0.514,0.15,0.188,1,0.534
0.355,0,0.811,0.811,0.811,0.334,0.33,0.334,0.334,0.418,0.418,0.363,0.455,1,0.589
0.432,0,0.87,0.87,0.87,0.455,0.615,0.455,0.455,0.253,0.253,0.789,0.989,1,0.699
0.587,0,0.949,0.949,0.949,0.577,0.9,0.577,0.577,0.158,0.158,0.764,0.958,1,0.877
0.698,0,0.989,0.989,0.989,0.668,0.643,0.668,0.668,0.089,0.089,0.426,0.534,1,0.89
0.742,0,0.949,0.949,0.949,0.769,0.391,0.769,0.769,0.0548,0.0548,0.382,0.479,1,0.986
0.787,0,0.93,0.93,0.93,0.819,0.246,0.819,0.819,0.0274,0.0274,0.319,0.4,1,1
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
0.554,0,0.811,0.811,0.811,0.658,0.0391,0.658,0.658,0.0205,0.0205,0.15,0.188,1,0.466
0.443,0,0.791,0.791,0.791,0.445,0.0224,0.445,0.445,0.0205,0.0205,0.15,0.188,1,0.315
0.41,0,0.771,0.771,0.771,0.233,0.00559,0.233,0.233,0.0205,0.0205,0.182,0.228,1,0.288
0.41,0,0.752,0.752,0.752,0.192,0.00559,0.192,0.192,0.0205,0.0205,0.15,0.188,1,0.288
0.399,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0274,0.0274,0.182,0.228,1,0.342
0.366,0,0.712,0.712,0.712,0.162,0.0391,0.162,0.162,0.0548,0.0548,0.294,0.369,1,0.37
0.399,0,0.712,0.712,0.712,0.182,0.0671,0.182,0.182,0.103,0.103,0.419,0.526,1,0.521
0.477,0,0.752,0.752,0.752,0.263,0.162,0.263,0.263,0.178,0.178,0.357,0.447,1,0.603
0.521,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.301,0.301,0.15,0.188,1,0.534
0.377,0,0.811,0.811,0.811,0.334,0.246,0.334,0.334,0.575,0.575,0.15,0.188,1,0.507
0.255,0,0.811,0.811,0.811,0.324,0.229,0.324,0.324,0.829,0.829,0.119,0.149,1,0.507
0.266,0,0.791,0.791,0.791,0.334,0.246,0.334,0.334,0.87,0.87,0.0939,0.118,1,0.466
0.277,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.829,0.829,0.0876,0.11,1,0.479
0.266,0,0.831,0.831,0.831,0.324,0.235,0.324,0.324,0.822,0.822,0.0876,0.11,1,0.479
0.31,0,0.831,0.831,0.831,0.324,0.212,0.324,0.324,0.616,0.616,0.0876,0.11,1,0.479
0.344,0,0.831,0.831,0.831,0.324,0.274,0.324,0.324,0.514,0.514,0.15,0.188,1,0.534
0.355,0,0.811,0.811,0.811,0.334,0.33,0.334,0.334,0.418,0.418,0.363,0.455,1,0.589
0.432,0,0.87,0.87,0.87,0.455,0.615,0.455,0.455,0.253,0.253,0.789,0.989,1,0.699
0.587,0,0.949,0.949,0.949,0.577,0.9,0.577,0.577,0.158,0.158,0.764,0.958,1,0.877
0.698,0,0.989,0.989,0.989,0.668,0.643,0.668,0.668,0.089,0.089,0.426,0.534,1,0.89
0.742,0,0.949,0.949,0.949,0.769,0.391,0.769,0.769,0.0548,0.0548,0.382,0.479,1,0.986
0.787,0,0.93,0.93,0.93,0.819,0.246,0.819,0.819,0.0274,0.0274,0.319,0.4,1,1
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
0.554,0,0.811,0.811,0.811,0.658,0.0391,0.658,0.658,0.0205,0.0205,0.15,0.188,1,0.466
0.443,0,0.791,0.791,0.791,0.445,0.0224,0.445,0.445,0.0205,0.0205,0.15,0.188,1,0.315
0.41,0,0.771,0.771,0.771,0.233,0.00559,0.233,0.233,0.0205,0.0205,0.182,0.228,1,0.288
0.41,0,0.752,0.752,0.752,0.192,0.00559,0.192,0.192,0.0205,0.0205,0.15,0.188,1,0.288
0.399,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0274,0.0274,0.182,0.228,1,0.342
0.366,0,0.712,0.712,0.712,0.162,0.0391,0.162,0.162,0.0548,0.0548,0.294,0.369,1,0.37
0.399,0,0.712,0.712,0.712,0.182,0.0671,0.182,0.182,0.103,0.103,0.419,0.526,1,0.521
0.477,0,0.752,0.752,0.752,0.263,0.162,0.263,0.263,0.178,0.178,0.357,0.447,1,0.603
0.521,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.301,0.301,0.15,0.188,1,0.534
0.377,0,0.811,0.811,0.811,0.334,0.246,0.334,0.334,0.575,0.575,0.15,0.188,1,0.507
0.255,0,0.811,0.811,0.811,0.324,0.229,0.324,0.324,0.829,0.829,0.119,0.149,1,0.507
0.266,0,0.791,0.791,0.791,0.334,0.246,0.334,0.334,0.87,0.87,0.0939,0.118,1,0.466
0.277,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.829,0.829,0.0876,0.11,1,0.479
0.266,0,0.831,0.831,0.831,0.324,0.235,0.324,0.324,0.822,0.822,0.0876,0.11,1,0.479
0.31,0,0.831,0.831,0.831,0.324,0.212,0.324,0.324,0.616,0.616,0.0876,0.11,1,0.479
0.344,0,0.831,0.831,0.831,0.324,0.274,0.324,0.324,0.514,0.514,0.15,0.188,1,0.534
0.355,0,0.811,0.811,0.811,0.334,0.33,0.334,0.334,0.418,0.418,0.363,0.455,1,0.589
0.432,0,0.87,0.87,0.87,0.455,0.615,0.455,0.455,0.253,0.253,0.789,0.989,1,0.699
0.587,0,0.949,0.949,0.949,0.577,0.9,0.577,0.577,0.158,0.158,0.764,0.958,1,0.877
0.698,0,0.989,0.989,0.989,0.668,0.643,0.668,0.668,0.089,0.089,0.426,0.534,1,0.89
0.742,0,0.949,0.949,0.949,0.769,0.391,0.769,0.769,0.0548,0.0548,0.382,0.479,1,0.986
0.787,0,0.93,0.93,0.93,0.819,0.246,0.819,0.819,0.0274,0.0274,0.319,0.4,1,1
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
0.554,0,0.811,0.811,0.811,0.658,0.0391,0.658,0.658,0.0205,0.0205,0.15,0.188,1,0.466
0.443,0,0.791,0.791,0.791,0.445,0.0224,0.445,0.445,0.0205,0.0205,0.15,0.188,1,0.315
0.41,0,0.771,0.771,0.771,0.233,0.00559,0.233,0.233,0.0205,0.0205,0.182,0.228,1,0.288
0.41,0,0.752,0.752,0.752,0.192,0.00559,0.192,0.192,0.0205,0.0205,0.15,0.188,1,0.288
0.399,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0274,0.0274,0.182,0.228,1,0.342
0.366,0,0.712,0.712,0.712,0.162,0.0391,0.162,0.162,0.0548,0.0548,0.294,0.369,1,0.37
0.399,0,0.712,0.712,0.712,0.182,0.0671,0.182,0.182,0.103,0.103,0.419,0.526,1,0.521
0.477,0,0.752,0.752,0.752,0.263,0.162,0.263,0.263,0.178,0.178,0.357,0.447,1,0.603
0.521,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.301,0.301,0.15,0.188,1,0.534
0.377,0,0.811,0.811,0.811,0.334,0.246,0.334,0.334,0.575,0.575,0.15,0.188,1,0.507
0.255,0,0.811,0.811,0.811,0.324,0.229,0.324,0.324,0.829,0.829,0.119,0.149,1,0.507
0.266,0,0.791,0.791,0.791,0.334,0.246,0.334,0.334,0.87,0.87,0.0939,0.118,1,0.466
0.277,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.829,0.829,0.0876,0.11,1,0.479
0.266,0,0.831,0.831,0.831,0.324,0.235,0.324,0.324,0.822,0.822,0.0876,0.11,1,0.479
0.31,0,0.831,0.831,0.831,0.324,0.212,0.324,0.324,0.616,0.616,0.0876,0.11,1,0.479
0.344,0,0.831,0.831,0.831,0.324,0.274,0.324,0.324,0.514,0.514,0.15,0.188,1,0.534
0.355,0,0.811,0.811,0.811,0.334,0.33,0.334,0.334,0.418,0.418,0.363,0.455,1,0.589
0.432,0,0.87,0.87,0.87,0.455,0.615,0.455,0.455,0.253,0.253,0.789,0.989,1,0.699
0.587,0,0.949,0.949,0.949,0.577,0.9,0.577,0.577,0.158,0.158,0.764,0.958,1,0.877
0.698,0,0.989,0.989,0.989,0.668,0.643,0.668,0.668,0.089,0.089,0.426,0.534,1,0.89
0.742,0,0.949,0.949,0.949,0.769,0.391,0.769,0.769,0.0548,0.0548,0.382,0.479,1,0.986
0.787,0,0.93,0.93,0.93,0.819,0.246,0.819,0.819,0.0274,0.0274,0.319,0.4,1,1
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
0.554,0,0.811,0.811,0.811,0.658,0.0391,0.658,0.658,0.0205,0.0205,0.15,0.188,1,0.466
0.443,0,0.791,0.791,0.791,0.445,0.0224,0.445,0.445,0.0205,0.0205,0.15,0.188,1,0.315
0.41,0,0.771,0.771,0.771,0.233,0.00559,0.233,0.233,0.0205,0.0205,0.182,0.228,1,0.288
0.41,0,0.752,0.752,0.752,0.192,0.00559,0.192,0.192,0.0205,0.0205,0.15,0.188,1,0.288
0.399,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0274,0.0274,0.182,0.228,1,0.342
0.366,0,0.712,0.712,0.712,0.162,0.0391,0.162,0.162,0.0548,0.0548,0.294,0.369,1,0.37
0.399,0,0.712,0.712,0.712,0.182,0.0671,0.182,0.182,0.103,0.103,0.419,0.526,1,0.521
0.477,0,0.752,0.752,0.752,0.263,0.162,0.263,0.263,0.178,0.178,0.357,0.447,1,0.603
0.521,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.301,0.301,0.15,0.188,1,0.534
0.377,0,0.811,0.811,0.811,0.334,0.246,0.334,0.334,0.575,0.575,0.15,0.188,1,0.507
0.255,0,0.811,0.811,0.811,0.324,0.229,0.324,0.324,0.829,0.829,0.119,0.149,1,0.507
0.266,0,0.791,0.791,0.791,0.334,0.246,0.334,0.334,0.87,0.87,0.0939,0.118,1,0.466
0.277,0,0.791,0.791,0.791,0.334,0.257,0.334,0.334,0.829,0.829,0.0876,0.11,1,0.479
0.266,0,0.831,0.831,0.831,0.324,0.235,0.324,0.324,0.822,0.822,0.0876,0.11,1,0.479
0.31,0,0.831,0.831,0.831,0.324,0.212,0.324,0.324,0.616,0.616,0.0876,0.11,1,0.479
0.344,0,0.831,0.831,0.831,0.324,0.274,0.324,0.324,0.514,0.514,0.15,0.188,1,0.534
0.355,0,0.811,0.811,0.811,0.334,0.33,0.334,0.334,0.418,0.418,0.363,0.455,1,0.589
0.432,0,0.87,0.87,0.87,0.455,0.615,0.455,0.455,0.253,0.253,0.789,0.989,1,0.699
0.587,0,0.949,0.949,0.949,0.577,0.9,0.577,0.577,0.158,0.158,0.764,0.958,1,0.877
0.698,0,0.989,0.989,0.989,0.668,0.643,0.668,0.668,0.089,0.089,0.426,0.534,1,0.89
0.742,0,0.949,0.949,0.949,0.769,0.391,0.769,0.769,0.0548,0.0548,0.382,0.479,1,0.986
0.787,0,0.93,0.93,0.93,0.819,0.246,0.819,0.819,0.0274,0.0274,0.319,0.4,1,1
0.765,0,0.91,0.91,0.91,0.87,0.106,0.87,0.87,0.0205,0.0205,0.269,0.338,1,0.863
0.654,0,0.87,0.87,0.87,0.759,0.0726,0.759,0.759,0.0205,0.0205,0.15,0.188,1,0.616
