Dependency=Geometry Building Type RECS	Dependency=PUMA	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	source_count	source_weight	sampling_probability
Multi-Family with 5+ Units	CA, 03748	1980s	0.436432	0	0.46964	0.0752604	0	0.0186677	201	5089	0.00236842
Multi-Family with 5+ Units	CA, 03748	1990s	0.487355	0	0.442242	0.0669856	0	0.00341763	107	2926	0.00136176
Multi-Family with 5+ Units	CA, 03748	2000s	0.457747	0.00362371	0.473982	0.0585592	0	0.00608784	239	6899	0.00321079
Multi-Family with 5+ Units	CA, 03748	2010s	0.558108	0	0.395946	0.0396396	0	0.00630631	71	2220	0.00103318
Multi-Family with 5+ Units	CA, 03748	<1940	0.288732	0	0.547284	0.163984	0	0	41	994	0.000462607
Single-Family Attached	CA, 03748	1940s	0.0273632	0	0.941542	0.0310945	0	0	33	804	0.000374181
Single-Family Attached	CA, 03748	1950s	0	0	0.936364	0.0454545	0	0.0181818	31	770	0.000358358
Single-Family Attached	CA, 03748	1960s	0.190323	0	0.775806	0.033871	0	0	30	620	0.000288547
Single-Family Attached	CA, 03748	1970s	0.278978	0	0.700393	0.0206287	0	0	46	1018	0.000473776
Single-Family Attached	CA, 03748	1980s	0.180135	0	0.819865	0	0	0	28	594	0.000276446
Single-Family Attached	CA, 03748	1990s	0.135922	0	0.815534	0.0485437	0	0	17	412	0.000191745
Single-Family Attached	CA, 03748	2000s	0.155235	0	0.844765	0	0	0	15	277	0.000128916
Single-Family Attached	CA, 03748	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	3	64	2.97855e-05
Single-Family Attached	CA, 03748	<1940	0.136667	0	0.766667	0	0	0.0966667	18	300	0.00013962
Single-Family Detached	CA, 03748	1940s	0.106562	0	0.872486	0.00373269	0.0063817	0.0108368	477	8305	0.00386515
Single-Family Detached	CA, 03748	1950s	0.108352	0.00135051	0.869208	0.0102846	0.00259713	0.00820694	469	9626	0.00447994
Single-Family Detached	CA, 03748	1960s	0.179057	0	0.793365	0.0155875	0.0039968	0.00799361	114	2502	0.00116443
Single-Family Detached	CA, 03748	1970s	0.227368	0	0.750877	0	0	0.0217544	59	1425	0.000663195
Single-Family Detached	CA, 03748	1980s	0.227816	0	0.760239	0	0	0.0119454	54	1172	0.000545448
Single-Family Detached	CA, 03748	1990s	0.222002	0	0.705649	0.0376611	0.0227948	0.011893	49	1009	0.000469588
Single-Family Detached	CA, 03748	2000s	0.144835	0	0.808307	0	0.0234292	0.0234292	50	939	0.000437011
Single-Family Detached	CA, 03748	2010s	0.40184	0	0.59816	0	0	0	17	326	0.00015172
Single-Family Detached	CA, 03748	<1940	0.0929589	0	0.868869	0.0272943	0.00830696	0.0025712	262	5056	0.00235306
Mobile Home	CA, 03750	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	2	48	3.52402e-05
Mobile Home	CA, 03750	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	1	25	1.83543e-05
Mobile Home	CA, 03750	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03750	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	1	37	2.71643e-05
Mobile Home	CA, 03750	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	1	38	2.78985e-05
Mobile Home	CA, 03750	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03750	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	4	53	3.8911e-05
Mobile Home	CA, 03750	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	1	15	1.10126e-05
Mobile Home	CA, 03750	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	0	0	0
Multi-Family with 2 - 4 Units	CA, 03750	1940s	0.131692	0	0.747323	0.120985	0	0	44	934	0.000685717
Multi-Family with 2 - 4 Units	CA, 03750	1950s	0.144133	0	0.767719	0.0881477	0	0	76	1679	0.00123268
Multi-Family with 2 - 4 Units	CA, 03750	1960s	0.153664	0	0.762411	0.0839243	0	0	44	846	0.000621109
Multi-Family with 2 - 4 Units	CA, 03750	1970s	0.230159	0	0.712963	0.0568783	0	0	35	756	0.000555035
Multi-Family with 2 - 4 Units	CA, 03750	1980s	0.131915	0	0.760284	0.0822695	0.0255319	0	34	705	0.00051759
Multi-Family with 2 - 4 Units	CA, 03750	1990s	0.317073	0	0.484053	0.174484	0	0.0243902	21	533	0.000391314
Multi-Family with 2 - 4 Units	CA, 03750	2000s	0.244845	0	0.561856	0.193299	0	0	18	388	0.000284859
Multi-Family with 2 - 4 Units	CA, 03750	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	0	0	0
Multi-Family with 2 - 4 Units	CA, 03750	<1940	0.154373	0	0.752898	0.0858799	0	0.00684932	90	1898	0.00139346
Multi-Family with 5+ Units	CA, 03750	1940s	0.338882	0	0.574316	0.0701546	0	0.0166468	35	841	0.00061744
Multi-Family with 5+ Units	CA, 03750	1950s	0.29041	0	0.631247	0.0729401	0	0.00540297	99	2221	0.0016306
Multi-Family with 5+ Units	CA, 03750	1960s	0.254321	0	0.592593	0.145679	0.00740741	0	76	1620	0.00118936
Multi-Family with 5+ Units	CA, 03750	1970s	0.257511	0	0.567239	0.147353	0	0.027897	67	1398	0.00102637
Multi-Family with 5+ Units	CA, 03750	1980s	0.246753	0	0.569697	0.172294	0	0.0112554	53	1155	0.000847969
Multi-Family with 5+ Units	CA, 03750	1990s	0.195993	0	0.682056	0.121951	0	0	52	1148	0.00084283
Multi-Family with 5+ Units	CA, 03750	2000s	0.32021	0	0.530184	0.112861	0	0.0367454	24	381	0.00027972
Multi-Family with 5+ Units	CA, 03750	2010s	0.335958	0	0.52231	0.0839895	0	0.0577428	16	381	0.00027972
Multi-Family with 5+ Units	CA, 03750	<1940	0.201189	0	0.697721	0.0901883	0.00545094	0.00545094	92	2018	0.00148156
Single-Family Attached	CA, 03750	1940s	0.180294	0	0.765199	0.0545073	0	0	44	954	0.000700402
Single-Family Attached	CA, 03750	1950s	0.192149	0	0.683884	0.107438	0	0.0165289	42	968	0.000710679
Single-Family Attached	CA, 03750	1960s	0.261128	0	0.658754	0.0801187	0	0	13	337	0.000247416
Single-Family Attached	CA, 03750	1970s	0.0841584	0	0.881188	0.0346535	0	0	13	202	0.000148303
Single-Family Attached	CA, 03750	1980s	0.155556	0	0.748148	0.0518519	0	0.0444444	13	270	0.000198226
Single-Family Attached	CA, 03750	1990s	0.311037	0	0.391304	0.297659	0	0	15	299	0.000219518
Single-Family Attached	CA, 03750	2000s	0.304878	0	0.353659	0.341463	0	0	12	246	0.000180606
Single-Family Attached	CA, 03750	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	5	78	5.72654e-05
Single-Family Attached	CA, 03750	<1940	0.235468	0	0.661977	0.102555	0	0	134	2701	0.001983
Single-Family Detached	CA, 03750	1940s	0.172445	0	0.716464	0.0980214	0.00181521	0.0112543	283	5509	0.00404456
Single-Family Detached	CA, 03750	1950s	0.164706	0.00179028	0.748849	0.0746803	0.00306905	0.00690537	209	3910	0.00287061
Single-Family Detached	CA, 03750	1960s	0.164048	0	0.658077	0.142049	0.00565682	0.0301697	87	1591	0.00116807
Single-Family Detached	CA, 03750	1970s	0.223214	0	0.705357	0.0714286	0	0	49	784	0.00057559
Single-Family Detached	CA, 03750	1980s	0.240157	0	0.612205	0.125984	0	0.0216535	28	508	0.000372958
Single-Family Detached	CA, 03750	1990s	0.0653061	0	0.628571	0.195918	0	0.110204	14	245	0.000179872
Single-Family Detached	CA, 03750	2000s	0.156997	0	0.754266	0.0887372	0	0	14	293	0.000215113
Single-Family Detached	CA, 03750	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	5	113	8.29615e-05
Single-Family Detached	CA, 03750	<1940	0.151391	0.00105671	0.764917	0.07559	0.00324058	0.00380416	777	14195	0.0104216
Mobile Home	CA, 03751	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	3	51	3.69401e-05
Mobile Home	CA, 03751	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03751	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03751	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	5	78	5.64968e-05
Mobile Home	CA, 03751	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	2	31	2.24538e-05
Mobile Home	CA, 03751	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	1	18	1.30377e-05
Mobile Home	CA, 03751	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	1	25	1.81079e-05
Mobile Home	CA, 03751	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03751	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	2	51	3.69401e-05
Multi-Family with 2 - 4 Units	CA, 03751	1940s	0.276824	0	0.609442	0.113734	0	0	26	466	0.000337532
Multi-Family with 2 - 4 Units	CA, 03751	1950s	0.168623	0.0202775	0.610459	0.20064	0	0	48	937	0.000678685
Multi-Family with 2 - 4 Units	CA, 03751	1960s	0.182822	0	0.655215	0.125153	0	0.0368098	39	815	0.000590319
Multi-Family with 2 - 4 Units	CA, 03751	1970s	0.338902	0	0.46778	0.193317	0	0	27	419	0.000303489
Multi-Family with 2 - 4 Units	CA, 03751	1980s	0.277108	0.0281124	0.522088	0.172691	0	0	28	498	0.000360709
Multi-Family with 2 - 4 Units	CA, 03751	1990s	0.33518	0	0.487535	0.144044	0.033241	0	19	361	0.000261479
Multi-Family with 2 - 4 Units	CA, 03751	2000s	0.398936	0	0.510638	0.0505319	0.0398936	0	17	376	0.000272343
Multi-Family with 2 - 4 Units	CA, 03751	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	9	203	0.000147036
Multi-Family with 2 - 4 Units	CA, 03751	<1940	0.0819912	0	0.775988	0.0951684	0.0190337	0.0278184	44	683	0.00049471
Multi-Family with 5+ Units	CA, 03751	1940s	0.2473	0	0.4946	0.230022	0.0280778	0	48	926	0.000670718
Multi-Family with 5+ Units	CA, 03751	1950s	0.158537	0	0.704878	0.103659	0.0329268	0	40	820	0.00059394
Multi-Family with 5+ Units	CA, 03751	1960s	0.214216	0	0.683544	0.0944499	0	0.00778968	55	1027	0.000743875
Multi-Family with 5+ Units	CA, 03751	1970s	0.371579	0	0.424211	0.204211	0	0	47	950	0.000688101
Multi-Family with 5+ Units	CA, 03751	1980s	0.256654	0	0.507605	0.235741	0	0	25	526	0.000380991
Multi-Family with 5+ Units	CA, 03751	1990s	0.263636	0	0.527273	0.209091	0	0	27	440	0.0003187
Multi-Family with 5+ Units	CA, 03751	2000s	0.378417	0	0.526619	0.094964	0	0	36	695	0.000503401
Multi-Family with 5+ Units	CA, 03751	2010s	0.550985	0.000687278	0.393285	0.0364662	0.00800477	0.010572	5	113	8.18479e-05
Multi-Family with 5+ Units	CA, 03751	<1940	0.143885	0	0.706235	0.14988	0	0	49	834	0.000604081
Single-Family Attached	CA, 03751	1940s	0.302725	0	0.531786	0.165489	0	0	51	991	0.000717798
Single-Family Attached	CA, 03751	1950s	0.104615	0	0.748718	0.146667	0	0	50	975	0.000706209
Single-Family Attached	CA, 03751	1960s	0.0655022	0	0.825328	0.10917	0	0	13	229	0.000165869
Single-Family Attached	CA, 03751	1970s	0.111111	0	0.64899	0.19697	0	0.0429293	24	396	0.000286829
Single-Family Attached	CA, 03751	1980s	0.216667	0	0.65	0.133333	0	0	17	240	0.000173836
Single-Family Attached	CA, 03751	1990s	0.237288	0	0.500942	0.225989	0	0.0357815	29	531	0.000384612
Single-Family Attached	CA, 03751	2000s	0.182692	0	0.512821	0.304487	0	0	17	312	0.000225987
Single-Family Attached	CA, 03751	2010s	0.108392	0	0.590909	0.300699	0	0	14	286	0.000207154
Single-Family Attached	CA, 03751	<1940	0.13245	0	0.532009	0.335541	0	0	97	1812	0.00131246
Single-Family Detached	CA, 03751	1940s	0.203447	0	0.629812	0.158684	0.00335721	0.00470009	271	4468	0.00323626
Single-Family Detached	CA, 03751	1950s	0.228267	0.0161094	0.566869	0.182979	0	0.00577508	191	3290	0.00238301
Single-Family Detached	CA, 03751	1960s	0.187226	0	0.633062	0.171572	0	0.00814026	87	1597	0.00115673
Single-Family Detached	CA, 03751	1970s	0.235849	0	0.550943	0.213208	0	0	62	1060	0.000767776
Single-Family Detached	CA, 03751	1980s	0.15601	0	0.678602	0.158568	0.00682012	0	67	1173	0.000849624
Single-Family Detached	CA, 03751	1990s	0.26942	0	0.561455	0.144543	0	0.0245821	58	1017	0.00073663
Single-Family Detached	CA, 03751	2000s	0.203215	0	0.548794	0.247991	0	0	45	871	0.00063088
Single-Family Detached	CA, 03751	2010s	0.247664	0	0.392523	0.359813	0	0	11	214	0.000155004
Single-Family Detached	CA, 03751	<1940	0.174345	0	0.611586	0.213103	0	0.000965517	438	7250	0.0052513
Mobile Home	CA, 03758	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	2	25	1.24558e-06
Mobile Home	CA, 03758	1950s	0.279297	0	0.599609	0.121094	0	0	16	512	2.55095e-05
Mobile Home	CA, 03758	1960s	0.319231	0	0.573077	0.107692	0	0	17	260	1.2954e-05
Mobile Home	CA, 03758	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	7	132	6.57667e-06
Mobile Home	CA, 03758	1980s	0.253846	0	0.45	0.296154	0	0	10	260	1.2954e-05
Mobile Home	CA, 03758	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	3	84	4.18515e-06
Mobile Home	CA, 03758	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	1	45	2.24204e-06
Mobile Home	CA, 03758	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03758	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	1	26	1.2954e-06
Multi-Family with 2 - 4 Units	CA, 03758	1940s	0.183357	0	0.755994	0.0606488	0	0	28	709	3.53247e-05
Multi-Family with 2 - 4 Units	CA, 03758	1950s	0.234841	0	0.6795	0.0471607	0	0.0384986	47	1039	5.17664e-05
Multi-Family with 2 - 4 Units	CA, 03758	1960s	0.270897	0	0.659549	0.0420988	0	0.0274558	71	1639	8.16603e-05
Multi-Family with 2 - 4 Units	CA, 03758	1970s	0.341094	0	0.547148	0.111758	0	0	42	859	4.27983e-05
Multi-Family with 2 - 4 Units	CA, 03758	1980s	0.140025	0	0.659232	0.166047	0	0.0346964	40	807	4.02075e-05
Multi-Family with 2 - 4 Units	CA, 03758	1990s	0.0786241	0	0.810811	0.0761671	0	0.034398	25	407	2.02781e-05
Multi-Family with 2 - 4 Units	CA, 03758	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	4	120	5.97879e-06
Multi-Family with 2 - 4 Units	CA, 03758	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	3	35	1.74381e-06
Multi-Family with 2 - 4 Units	CA, 03758	<1940	0	0	1	0	0	0	10	247	1.23063e-05
Multi-Family with 5+ Units	CA, 03758	1940s	0.129293	0	0.630303	0.212121	0	0.0282828	41	990	4.93251e-05
Multi-Family with 5+ Units	CA, 03758	1950s	0.267563	0	0.658716	0.0676496	0	0.00607112	105	2306	0.000114892
Multi-Family with 5+ Units	CA, 03758	1960s	0.274954	0	0.587105	0.132672	0	0.00526968	153	3226	0.00016073
Multi-Family with 5+ Units	CA, 03758	1970s	0.24228	0	0.628266	0.110451	0	0.0190024	126	2526	0.000125854
Multi-Family with 5+ Units	CA, 03758	1980s	0.239608	0	0.664706	0.0737255	0	0.0219608	115	2550	0.000127049
Multi-Family with 5+ Units	CA, 03758	1990s	0.29148	0	0.523169	0.17713	0	0.00822123	61	1338	6.66635e-05
Multi-Family with 5+ Units	CA, 03758	2000s	0.181223	0	0.59607	0.222707	0	0	18	458	2.28191e-05
Multi-Family with 5+ Units	CA, 03758	2010s	0.592593	0	0.407407	0	0	0	15	486	2.42141e-05
Multi-Family with 5+ Units	CA, 03758	<1940	0.275434	0	0.538462	0.186104	0	0	21	403	2.00788e-05
Single-Family Attached	CA, 03758	1940s	0.040625	0	0.890625	0.06875	0	0	22	320	1.59435e-05
Single-Family Attached	CA, 03758	1950s	0.0883669	0	0.775168	0.104027	0	0.0324385	44	894	4.4542e-05
Single-Family Attached	CA, 03758	1960s	0.312227	0	0.620087	0.0676856	0	0	27	458	2.28191e-05
Single-Family Attached	CA, 03758	1970s	0.243902	0	0.651568	0.10453	0	0	19	287	1.42993e-05
Single-Family Attached	CA, 03758	1980s	0.157609	0	0.824728	0	0	0.017663	41	736	3.66699e-05
Single-Family Attached	CA, 03758	1990s	0.213992	0	0.617284	0.106996	0	0.0617284	16	243	1.21071e-05
Single-Family Attached	CA, 03758	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	7	100	4.98232e-06
Single-Family Attached	CA, 03758	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	6	84	4.18516e-06
Single-Family Attached	CA, 03758	<1940	0.248148	0	0.665432	0.0864198	0	0	39	810	4.03569e-05
Single-Family Detached	CA, 03758	1940s	0.129123	0	0.816588	0.0441093	0.00131951	0.00885957	301	5305	0.000264312
Single-Family Detached	CA, 03758	1950s	0.140998	0	0.793658	0.0530069	0.00183115	0.010505	609	10376	0.000516967
Single-Family Detached	CA, 03758	1960s	0.186278	0	0.743119	0.0486637	0.00598325	0.0159553	138	2507	0.000124907
Single-Family Detached	CA, 03758	1970s	0.106529	0	0.799828	0.0833333	0	0.0103093	59	1164	5.79943e-05
Single-Family Detached	CA, 03758	1980s	0.121399	0	0.730453	0.133745	0	0.0144033	56	972	4.84283e-05
Single-Family Detached	CA, 03758	1990s	0.0390625	0	0.9375	0.0234375	0	0	29	640	3.18869e-05
Single-Family Detached	CA, 03758	2000s	0.192192	0	0.735736	0.0720721	0	0	42	999	4.97735e-05
Single-Family Detached	CA, 03758	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	9	179	8.91838e-06
Single-Family Detached	CA, 03758	<1940	0.163538	0	0.728921	0.0859052	0	0.0216354	151	3143	0.000156595
Mobile Home	CA, 03767	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	1	10	7.27036e-06
Mobile Home	CA, 03767	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	1	8	5.81628e-06
Mobile Home	CA, 03767	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	8	109	7.92468e-05
Mobile Home	CA, 03767	1970s	0.0518519	0	0.727778	0.1	0.0981481	0.0222222	35	540	0.000392599
Mobile Home	CA, 03767	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	6	90	6.54332e-05
Mobile Home	CA, 03767	1990s	0.472441	0	0.464567	0.0629921	0	0	10	127	9.23336e-05
Mobile Home	CA, 03767	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	8	112	8.14277e-05
Mobile Home	CA, 03767	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	1	14	1.01785e-05
Mobile Home	CA, 03767	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	2	18	1.30866e-05
Multi-Family with 2 - 4 Units	CA, 03767	1940s	0.226879	0	0.648844	0.124277	0	0	37	692	0.00050311
Multi-Family with 2 - 4 Units	CA, 03767	1950s	0.140205	0	0.786028	0.0669272	0	0.00683928	81	2047	0.00148824
Multi-Family with 2 - 4 Units	CA, 03767	1960s	0.106518	0	0.799125	0.0890078	0	0.00535019	99	2056	0.00149479
Multi-Family with 2 - 4 Units	CA, 03767	1970s	0.242907	0	0.69481	0.0567474	0	0.00553633	82	1445	0.00105057
Multi-Family with 2 - 4 Units	CA, 03767	1980s	0.297593	0	0.624726	0.0448578	0	0.0328228	57	914	0.00066451
Multi-Family with 2 - 4 Units	CA, 03767	1990s	0.178771	0	0.635009	0.18622	0	0	28	537	0.000390419
Multi-Family with 2 - 4 Units	CA, 03767	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	7	90	6.54334e-05
Multi-Family with 2 - 4 Units	CA, 03767	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	2	69	5.01655e-05
Multi-Family with 2 - 4 Units	CA, 03767	<1940	0.211732	0	0.701192	0.0733272	0	0.0137489	55	1091	0.000793197
Multi-Family with 5+ Units	CA, 03767	1940s	0.216595	0	0.640086	0.143319	0	0	46	928	0.00067469
Multi-Family with 5+ Units	CA, 03767	1950s	0.204073	0	0.69002	0.0977597	0.00325866	0.00488798	115	2455	0.00178488
Multi-Family with 5+ Units	CA, 03767	1960s	0.234835	0	0.68704	0.078125	0	0	200	4352	0.00316406
Multi-Family with 5+ Units	CA, 03767	1970s	0.402446	0	0.503057	0.0725403	0.0155642	0.00639244	204	3598	0.00261588
Multi-Family with 5+ Units	CA, 03767	1980s	0.313597	0	0.580723	0.0932874	0.00378657	0.00860585	185	2905	0.00211204
Multi-Family with 5+ Units	CA, 03767	1990s	0.34103	0	0.521314	0.0950266	0	0.0426288	69	1126	0.000818644
Multi-Family with 5+ Units	CA, 03767	2000s	0.382558	0	0.510465	0.0767442	0	0.0302326	52	860	0.000625252
Multi-Family with 5+ Units	CA, 03767	2010s	0.40625	0	0.5625	0.03125	0	0	19	288	0.000209387
Multi-Family with 5+ Units	CA, 03767	<1940	0.362618	0	0.518519	0.118863	0	0	63	1161	0.00084409
Single-Family Attached	CA, 03767	1940s	0.135861	0	0.853081	0.0110585	0	0	30	633	0.000460214
Single-Family Attached	CA, 03767	1950s	0.131243	0	0.806039	0.0464576	0	0.0162602	35	861	0.00062598
Single-Family Attached	CA, 03767	1960s	0.220249	0	0.722913	0.0426288	0.0142096	0	26	563	0.000409322
Single-Family Attached	CA, 03767	1970s	0.332577	0	0.59486	0.0725624	0	0	59	1323	0.000961867
Single-Family Attached	CA, 03767	1980s	0.328375	0	0.616705	0	0	0.0549199	55	874	0.000635432
Single-Family Attached	CA, 03767	1990s	0.276423	0	0.630081	0.0934959	0	0	18	246	0.000178851
Single-Family Attached	CA, 03767	2000s	0.307692	0	0.549451	0.142857	0	0	22	364	0.000264641
Single-Family Attached	CA, 03767	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	1	18	1.30867e-05
Single-Family Attached	CA, 03767	<1940	0.195251	0	0.778364	0.0263852	0	0	45	758	0.000551093
Single-Family Detached	CA, 03767	1940s	0.0902821	0	0.830721	0.0652038	0.00470219	0.00909091	174	3190	0.00231925
Single-Family Detached	CA, 03767	1950s	0.110406	0	0.83006	0.0512383	0.00146395	0.00683177	458	8197	0.00595952
Single-Family Detached	CA, 03767	1960s	0.109565	0	0.834261	0.0412449	0.00657895	0.0083502	226	3952	0.00287325
Single-Family Detached	CA, 03767	1970s	0.135121	0	0.810188	0.0546917	0	0	111	1865	0.00135592
Single-Family Detached	CA, 03767	1980s	0.259798	0	0.602464	0.0951848	0.0425532	0	50	893	0.000649243
Single-Family Detached	CA, 03767	1990s	0.165079	0.015873	0.780952	0.0222222	0	0.015873	56	945	0.00068705
Single-Family Detached	CA, 03767	2000s	0.372907	0	0.512938	0.0837139	0.0182648	0.0121766	40	657	0.000477663
Single-Family Detached	CA, 03767	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	8	104	7.56119e-05
Single-Family Detached	CA, 03767	<1940	0.110042	0	0.818255	0.0535772	0.00705807	0.0110683	372	6234	0.00453236
# Created by: sources\pums\tsv_maker.py
# Source: Constructed using 5-yr 2017 Public Use Microdata Samples (PUMS).IPUMS USA, University of Minnesota, www.ipums.org.
# Assumption: Where sample counts are less than 10, the state average distribution has been inserted.
