Dependency=Geometry Building Type RECS	Dependency=PUMA	Dependency=Tenure	Dependency=Vintage ACS	Option=<10000	Option=10000-14999	Option=15000-19999	Option=20000-24999	Option=25000-29999	Option=30000-34999	Option=35000-39999	Option=40000-44999	Option=45000-49999	Option=50000-59999	Option=60000-69999	Option=70000-79999	Option=80000-99999	Option=100000-119999	Option=120000-139999	Option=140000-159999	Option=160000-179999	Option=180000-199999	Option=200000+	source_count	source_weight	sampling_probability
Single-Family Detached	CA, 03725	Owner	1960-79	0.0104439	0.0138381	0.0230635	0.0174064	0.0198433	0.0260226	0.0114883	0.0149695	0.0246301	0.0452567	0.0549173	0.0589208	0.104613	0.118103	0.064752	0.0714534	0.0661445	0.0580505	0.196084	669	11490	0.00794698
Single-Family Detached	CA, 03725	Renter	1960-79	0.0991034	0.0151015	0.0287872	0.0320906	0.0325625	0.0943841	0.00566305	0.0571024	0.0344502	0.0202926	0.0750354	0.0339783	0.0632374	0.0523832	0.0490798	0.0981595	0.0745635	0.0618216	0.0722039	104	2119	0.00161635
Mobile Home	CA, 03725	Owner	1980-99	0.0452663	0.042696	0.0385549	0.0416964	0.0514065	0.0471227	0.0528345	0.0382693	0.0491218	0.0454091	0.0981008	0.0815365	0.112095	0.070684	0.0585463	0.0429816	0.0197058	0.0112809	0.0526917	380	7003	1.16851e-05
Mobile Home	CA, 03725	Renter	1980-99	0.129688	0.0683491	0.107256	0.0494217	0.042061	0.0529267	0.0361023	0.0501227	0.0536278	0.0308447	0.0357518	0.0729057	0.0886786	0.113915	0.0290922	0.0164739	0.0185769	0.0042061	0	116	2853	2.37664e-06
Multi-Family with 2 - 4 Units	CA, 03725	Owner	1980-99	0.0570927	0.0142	0.0256185	0.0133216	0.0259113	0.0455277	0.0174206	0.0477236	0.0339628	0.0515298	0.0578246	0.0392329	0.082272	0.0983751	0.0682184	0.0357195	0.0749524	0.0295711	0.181525	359	6831	5.94843e-05
Multi-Family with 2 - 4 Units	CA, 03725	Renter	1980-99	0	0.235099	0	0	0	0.0629139	0	0.0397351	0	0	0	0.10596	0.0827815	0.0827815	0.13245	0	0.0629139	0.0397351	0.155629	13	302	0.000188165
Multi-Family with 5+ Units	CA, 03725	Owner	1980-99	0.109495	0.00918836	0.0206738	0.068147	0.0283308	0.0612557	0	0.0321593	0.0114855	0.144717	0.11562	0.0957121	0.0865237	0.0589587	0.0444104	0.00995406	0.0298622	0	0.0735069	63	1306	0.000609826
Multi-Family with 5+ Units	CA, 03725	Renter	1980-99	0.035766	0.0431509	0.0460469	0.0537214	0.0482189	0.0857226	0.037938	0.0373588	0.0338836	0.075876	0.106864	0.0813785	0.0988995	0.0571966	0.054735	0.032146	0.00608167	0.015349	0.049667	260	6906	0.00526321
Single-Family Attached	CA, 03725	Owner	1980-99	0	0	0	0.0431965	0.0431965	0.0453564	0	0.0410367	0	0.0475162	0	0.0172786	0.198704	0.164147	0.0647948	0.049676	0.0280778	0.0323974	0.224622	30	463	0.000294431
Single-Family Attached	CA, 03725	Renter	1980-99	0.055622	0.0396375	0.0316204	0.0380938	0.048302	0.0438203	0.0454636	0.0333134	0.0379444	0.0761876	0.0649338	0.0631411	0.0981476	0.0715068	0.0561697	0.0327159	0.0395379	0.0223583	0.101484	1034	20082	0.000156087
Single-Family Detached	CA, 03725	Owner	1980-99	0.0166549	0.00779589	0.00815025	0.0124026	0	0	0.022679	0.00566974	0.0159461	0.0301205	0.0294118	0.0453579	0.0609497	0.0641389	0.0641389	0.0595322	0.0690999	0.0641389	0.423813	175	2822	0.00202636
Single-Family Detached	CA, 03725	Renter	1980-99	0.0792254	0.0246479	0	0.0369718	0	0.0264085	0.0616197	0	0.0299296	0.102113	0	0.0510563	0.0669014	0.0633803	0.0933099	0.135563	0	0	0.228873	29	568	0.000412143
Mobile Home	CA, 03725	Owner	2000-09	0.022864	0.0204573	0.02858	0.0418171	0.0240674	0.0213598	0.0186522	0.0628761	0.0646811	0.101384	0.0631769	0.0685921	0.0697954	0.148616	0.0174489	0.0923586	0.0246691	0.0252708	0.0833333	172	3324	4.84926e-06
Mobile Home	CA, 03725	Renter	2000-09	0.0821429	0.0535714	0.0714286	0.132143	0.00714286	0.0940476	0.0547619	0.0511905	0.052381	0.0428571	0.0678571	0.075	0.107143	0.0714286	0	0.0107143	0.0261905	0	0	41	840	9.86296e-07
Multi-Family with 2 - 4 Units	CA, 03725	Owner	2000-09	0.0490884	0.00935016	0	0.0130902	0.00981767	0	0.0458158	0.00841515	0	0.0495559	0.0584385	0.0406732	0.0677887	0.0444133	0.102852	0.0472183	0.0691912	0.0224404	0.361851	106	2139	1.54822e-05
Multi-Family with 2 - 4 Units	CA, 03725	Renter	2000-09	0.124456	0.0535612	0.0493716	0.046332	0.0474	0.0502752	0.0633369	0.0630083	0.0404173	0.0598045	0.0553684	0.0495359	0.0580794	0.0679372	0.049043	0.0368028	0.0245626	0.0162655	0.0444426	492	12173	4.89743e-05
Multi-Family with 5+ Units	CA, 03725	Owner	2000-09	0.0243902	0.0131924	0.00839836	0.0149421	0.010183	0.015327	0.0170067	0.0208559	0.0167617	0.0385975	0.0389124	0.0417469	0.10323	0.0792945	0.0856283	0.0637576	0.0551492	0.0444413	0.308185	1207	28577	0.000232771
Multi-Family with 5+ Units	CA, 03725	Renter	2000-09	0.0661654	0.0503759	0.018797	0.0304511	0.0447368	0.0368421	0.0296992	0.0402256	0.0428571	0.0338346	0.103383	0.0567669	0.131203	0.0755639	0.0781955	0.0443609	0.0462406	0.0116541	0.0586466	105	2660	0.00200897
Single-Family Attached	CA, 03725	Owner	2000-09	0.0134084	0.00706285	0.0131877	0.0118634	0.00584892	0.00811124	0.00882856	0.016995	0.0177123	0.0398389	0.0397837	0.0505435	0.101694	0.0966727	0.0849749	0.0936931	0.0575512	0.061193	0.271037	868	18123	3.90208e-05
Single-Family Attached	CA, 03725	Renter	2000-09	0.0327344	0.0406857	0.0414085	0.0426477	0.035729	0.0418216	0.029843	0.0153862	0.0243701	0.0523544	0.0626807	0.0521479	0.0853986	0.0990293	0.0629905	0.0419248	0.0405824	0.0345931	0.163672	446	9684	2.06862e-05
Single-Family Detached	CA, 03725	Owner	2000-09	0	0.0194346	0	0	0.0742049	0.0265018	0.0123675	0	0	0.0212014	0	0	0.0159011	0.234982	0.0282686	0.0388693	0.0883392	0	0.439929	38	566	0.000381139
Single-Family Detached	CA, 03725	Renter	2000-09	0.04093	0.0377657	0.0449886	0.0186421	0.0354956	0.0348077	0.0347389	0.0355644	0.0328128	0.0670702	0.0493224	0.0407925	0.115154	0.0906652	0.069753	0.0645938	0.0444383	0.0313682	0.111096	626	14537	7.75204e-05
Mobile Home	CA, 03725	Owner	2010s	0.0464316	0.0773861	0.0799656	0.00601892	0.0593293	0.0541702	0.0902837	0.00859845	0.0094583	0.049871	0.0687876	0.0963027	0.104901	0.044712	0.0799656	0.0206363	0.00601892	0.0300946	0.0670679	67	1163	1.22802e-06
Mobile Home	CA, 03725	Renter	2010s	0.0750507	0.0507099	0.127789	0.0466531	0.131846	0	0	0.030426	0	0.0567951	0.168357	0	0.0993915	0.0121704	0.150101	0	0	0	0.0507099	21	493	2.49769e-07
Multi-Family with 2 - 4 Units	CA, 03725	Owner	2010s	0.0452261	0.0577889	0	0.0565327	0	0.0163317	0	0.0100503	0	0.0163317	0.0364322	0	0.0904523	0.0376884	0.0565327	0.0841709	0.0515075	0.0565327	0.384422	36	796	3.09644e-06
Multi-Family with 2 - 4 Units	CA, 03725	Renter	2010s	0.109621	0.02897	0.0507868	0.0225322	0.0708155	0.0770744	0.0636624	0.0171674	0.0300429	0.0416667	0.0779685	0.0500715	0.0872675	0.0734979	0.0532904	0.0416667	0.0236052	0.0109084	0.0693848	208	5592	9.79488e-06
Multi-Family with 5+ Units	CA, 03725	Owner	2010s	0	0.0754717	0.122642	0	0	0	0	0	0	0.0754717	0	0	0.188679	0.179245	0	0.0613208	0	0.0754717	0.221698	11	212	0.000149146
Multi-Family with 5+ Units	CA, 03725	Renter	2010s	0.0333525	0.0684301	0.0644048	0.0161012	0.0241518	0	0.0327775	0.0362277	0.0971823	0.0241518	0.0322024	0.0856814	0.120759	0.113283	0.0511788	0.0362277	0.0632547	0.0155262	0.0851064	61	1739	0.00128723
Single-Family Attached	CA, 03725	Owner	2010s	0.00290992	0.00328947	0.00366903	0.00885628	0.00240385	0.00265688	0.0122723	0.013917	0.00253036	0.0236589	0.0231528	0.0208755	0.0563006	0.0823634	0.0864119	0.0803391	0.0587045	0.0536437	0.462045	373	7904	2.08407e-05
Single-Family Attached	CA, 03725	Renter	2010s	0.0547445	0.0346715	0.00583942	0.0529197	0.0452555	0.0116788	0.0591241	0.0153285	0.0259124	0.0375912	0.0346715	0.070073	0.0766423	0.0744526	0.0624088	0.0291971	0.019708	0.0562044	0.233577	129	2740	1.10483e-05
Single-Family Detached	CA, 03725	Owner	2010s	0.0119374	0.00454496	0.00991129	0.00799474	0.0087066	0.00443544	0.00635199	0.0144015	0.0121016	0.0264484	0.040138	0.041945	0.0555799	0.0748549	0.0571679	0.0684481	0.0687219	0.0606724	0.425638	948	18262	9.07743e-05
Single-Family Detached	CA, 03725	Renter	2010s	0.0541631	0.036877	0.0337079	0.0328436	0.0250648	0.0334198	0.0282339	0.0115241	0.0253529	0.0602132	0.0535869	0.0985307	0.115817	0.0841256	0.0838375	0.0452319	0.0302506	0.056756	0.0904638	162	3471	1.84627e-05
Mobile Home	CA, 03725	Owner	<1940	0	0.0477387	0.138191	0	0.0301508	0.0628141	0.0276382	0	0.0904523	0.120603	0.0201005	0	0.0477387	0.213568	0.0326633	0.110553	0.0226131	0.0351759	0	26	398	3.87102e-07
Mobile Home	CA, 03725	Renter	<1940	0.110924	0.0344538	0.087395	0.0714286	0.0705882	0.123529	0.0731092	0	0.0394958	0.0487395	0.0445378	0.0134454	0.0756303	0.0504202	0.010084	0	0	0.0756303	0.0705882	48	1190	7.87331e-08
Multi-Family with 2 - 4 Units	CA, 03725	Owner	<1940	0.0426459	0.0160197	0.0165918	0.021477	0.0175601	0.013115	0.0168999	0.0221811	0.0192765	0.0411055	0.0461227	0.0412376	0.0752134	0.0728369	0.0462987	0.0404454	0.0550568	0.0334478	0.362468	1246	22722	1.25488e-05
Multi-Family with 2 - 4 Units	CA, 03725	Renter	<1940	0.0575528	0.0418613	0.0431904	0.0334736	0.0372545	0.043384	0.0381449	0.0314089	0.0275892	0.0640824	0.0599401	0.0527138	0.0919297	0.0681343	0.0431904	0.0505071	0.0359899	0.0298733	0.149779	3640	77494	3.96951e-05
Multi-Family with 5+ Units	CA, 03725	Owner	<1940	0.0450005	0.0186661	0.00948441	0.0270407	0.0204823	0.0193724	0.020785	0.0132176	0.0167491	0.0343053	0.0426799	0.0450005	0.0909091	0.115024	0.0556957	0.0487337	0.0559984	0.0386439	0.282212	465	9911	2.61374e-05
Multi-Family with 5+ Units	CA, 03725	Renter	<1940	0.0371429	0.0628571	0	0.102857	0	0.0371429	0	0.0457143	0.145714	0.134286	0.24	0.0571429	0.1	0	0.0371429	0	0	0	0	15	350	0.000225583
Single-Family Attached	CA, 03725	Owner	<1940	0.0259088	0.0212382	0.0174488	0.0203569	0.0254241	0.0335316	0.01833	0.0289932	0.0279797	0.0469707	0.0455166	0.038731	0.0919145	0.0736286	0.0638026	0.0632298	0.0454285	0.047896	0.26367	1295	22695	8.42496e-06
Single-Family Attached	CA, 03725	Renter	<1940	0.0761475	0.0619908	0.0655215	0.0516363	0.0387697	0.0430133	0.0488865	0.0540467	0.037242	0.0922053	0.0626358	0.0553028	0.0802892	0.0551331	0.0376494	0.0277702	0.0162955	0.021931	0.0735334	1368	29456	4.46635e-06
Single-Family Detached	CA, 03725	Owner	<1940	0.0441767	0.0334672	0.0147256	0.060241	0.0107095	0.0334672	0.0575636	0.0321285	0.0829987	0.0281124	0.038822	0	0.0736278	0.155288	0.0441767	0.0401606	0.0910308	0.0281124	0.131191	45	747	0.000473605
Single-Family Detached	CA, 03725	Renter	<1940	0.0578287	0.0491904	0.0414477	0.046527	0.049815	0.039291	0.0363684	0.0391378	0.0428619	0.06543	0.064829	0.0564145	0.0886582	0.0739977	0.0586419	0.0445825	0.0298866	0.0212011	0.0938907	4008	84854	9.63272e-05
Mobile Home	CA, 03726	Owner	1940-59	0.0906963	0.0953785	0.0910431	0.0806382	0.0808983	0.0583543	0.0702332	0.0532385	0.046562	0.0743952	0.0538455	0.043614	0.0457817	0.0491633	0.0228041	0.00832394	0.00832394	0.0090176	0.0176884	620	11533	1.72882e-05
Mobile Home	CA, 03726	Renter	1940-59	0.147429	0.109689	0.0857427	0.0721695	0.0493269	0.0804458	0.0821011	0.0389539	0.0708453	0.0570514	0.0568307	0.0513132	0.0395056	0.0119179	0.0253807	0.00750386	0	0	0.0137939	376	9062	3.56392e-06
Multi-Family with 2 - 4 Units	CA, 03726	Owner	1940-59	0.0419373	0.0275124	0.0226404	0.0534008	0.0435613	0.0304738	0.0420329	0.0519679	0.0410776	0.0789071	0.0714559	0.0534008	0.0749904	0.0968666	0.0746083	0.0514903	0.024551	0.0213985	0.0977264	604	10468	3.99498e-06
Multi-Family with 2 - 4 Units	CA, 03726	Renter	1940-59	0.0836889	0.0754001	0.0725064	0.0683375	0.0612749	0.0644874	0.048809	0.0505256	0.039948	0.0786617	0.0659996	0.0533294	0.0858551	0.0522749	0.0314712	0.0211797	0.0128991	0.00864845	0.0247029	5473	122334	7.93588e-06
Multi-Family with 5+ Units	CA, 03726	Owner	1940-59	0.0606437	0.0674126	0.042271	0.0266611	0.0542893	0.0454483	0.0552563	0.0553944	0.0129852	0.0915872	0.0656168	0.0563614	0.0924161	0.0797071	0.0479348	0.0252797	0.0223788	0.0104987	0.0878574	388	7239	4.77749e-06
Multi-Family with 5+ Units	CA, 03726	Renter	1940-59	0	0.0863309	0	0	0.0863309	0	0	0	0	0	0	0.172662	0.244604	0	0.0791367	0.23741	0.0935252	0	0	10	139	1.69345e-05
Single-Family Attached	CA, 03726	Owner	1940-59	0.0345698	0.034608	0.036673	0.0381262	0.0257744	0.0437094	0.0440153	0.0289484	0.0387763	0.0748757	0.056979	0.0561759	0.114417	0.0982027	0.0688337	0.0517017	0.0332314	0.0237476	0.0966348	1520	26150	7.10117e-06
Single-Family Attached	CA, 03726	Renter	1940-59	0.0713455	0.0652752	0.0565443	0.0579782	0.0616745	0.0582968	0.0558432	0.0445949	0.0437186	0.0868796	0.0677288	0.0741337	0.0846332	0.0538357	0.0349558	0.0211424	0.0159962	0.00866725	0.0367562	2911	62765	2.03506e-06
Single-Family Detached	CA, 03726	Owner	1940-59	0.010285	0.0117543	0.0423156	0.0167499	0.0399647	0.00734646	0.0279165	0.00558331	0.0132236	0.024978	0.0293858	0.0138113	0.07464	0.0816926	0.0349691	0.03732	0.045548	0.0193947	0.463121	192	3403	0.000404146
Single-Family Detached	CA, 03726	Renter	1940-59	0.21831	0	0	0	0	0	0.0516432	0.0305164	0	0	0	0	0	0.0164319	0.0915493	0.129108	0.0422535	0.119718	0.300469	20	426	5.65363e-05
Mobile Home	CA, 03726	Owner	1960-79	0	0.039604	0.17256	0.0975955	0.0339463	0.0169731	0	0.0452617	0	0.103253	0.0339463	0.155587	0.125884	0.0381895	0	0.0664781	0.0183876	0.0169731	0.0353607	30	707	9.07184e-05
Mobile Home	CA, 03726	Renter	1960-79	0.109628	0.1056	0.0997633	0.0933241	0.0731392	0.0749915	0.0580409	0.0572764	0.0433984	0.0752709	0.05144	0.0374002	0.0455595	0.0268447	0.0147013	0.00939416	0.00799753	0.00455742	0.0116729	2938	68021	1.87014e-05
Multi-Family with 2 - 4 Units	CA, 03726	Owner	1960-79	0	0	0.0373832	0	0	0	0	0.246106	0	0	0.0747664	0	0.0872274	0.0373832	0.373832	0	0.0623053	0	0.0809969	10	321	3.35794e-05
Multi-Family with 2 - 4 Units	CA, 03726	Renter	1960-79	0	0	0	0.151852	0.0277778	0.0462963	0	0.0185185	0	0	0.216667	0.194444	0.0703704	0.0314815	0.0537037	0	0.0962963	0	0.0925926	20	540	6.67042e-05
Multi-Family with 5+ Units	CA, 03726	Owner	1960-79	0	0.193416	0	0	0.0534979	0	0.0493827	0.0987654	0	0.246914	0	0.0658436	0.0823045	0	0.0576132	0	0	0	0.152263	13	243	3.35843e-05
Multi-Family with 5+ Units	CA, 03726	Renter	1960-79	0.0559701	0.011194	0.0130597	0.0233209	0.0214552	0.108209	0	0	0	0.13153	0.056903	0.0214552	0.179104	0.0438433	0.0895522	0.0139925	0.0289179	0.0233209	0.178172	37	1072	0.000119045
Single-Family Attached	CA, 03726	Owner	1960-79	0.0247678	0.0247678	0	0.00681115	0	0.073065	0	0.00681115	0.0452012	0.0588235	0.0817337	0.0359133	0.0978328	0.170898	0.0142415	0.0130031	0.0235294	0.0544892	0.268111	79	1615	0.000175023
Single-Family Attached	CA, 03726	Renter	1960-79	0.164216	0	0	0	0	0	0	0	0.0588235	0.183824	0.181373	0	0.0588235	0.0882353	0.0343137	0.0612745	0.0563725	0.0294118	0.0833333	20	408	5.01582e-05
Single-Family Detached	CA, 03726	Owner	1960-79	0.0188914	0.00644796	0.0151584	0.0184389	0.0116516	0.00644796	0.0142534	0.0167421	0.0125566	0.0309955	0.0559955	0.039819	0.053733	0.0574661	0.0773756	0.0563348	0.0874434	0.0558824	0.364367	484	8840	0.00105854
Single-Family Detached	CA, 03726	Renter	1960-79	0.0821727	0.0299443	0	0	0.0132312	0	0.00835655	0.0306407	0.0174095	0.119777	0.0619777	0.0703343	0.0334262	0.0814763	0.0745125	0.0236769	0.0250696	0	0.327994	68	1436	0.000148081
Mobile Home	CA, 03726	Owner	1980-99	0.0689655	0	0.0603448	0	0	0	0	0	0	0.0804598	0	0.0488506	0.0373563	0.0977011	0.140805	0	0	0.109195	0.356322	19	348	4.81216e-05
Mobile Home	CA, 03726	Renter	1980-99	0.107541	0.0930073	0.0738756	0.0612324	0.0635312	0.0771569	0.062697	0.0543918	0.0549108	0.0941567	0.0664603	0.0519261	0.0577472	0.0420081	0.0208743	0.00691483	0.00205777	0.00322569	0.00628453	2424	53942	9.92015e-06
Multi-Family with 2 - 4 Units	CA, 03726	Owner	1980-99	0	0	0	0	0.0777778	0.12963	0	0	0.0777778	0.0703704	0	0.0703704	0	0.0888889	0	0	0.240741	0	0.244444	11	270	3.36873e-05
Multi-Family with 2 - 4 Units	CA, 03726	Renter	1980-99	0.143925	0	0.0373832	0.0971963	0.0261682	0	0.0411215	0.162617	0	0.127103	0	0	0.0523364	0.0392523	0	0.160748	0	0	0.11215	20	535	6.69187e-05
Multi-Family with 5+ Units	CA, 03726	Owner	1980-99	0.401728	0	0.0215983	0	0	0.0669546	0	0	0	0.0431965	0.0259179	0.0863931	0	0.222462	0.0669546	0.0280778	0	0	0.0367171	17	463	4.48185e-05
Multi-Family with 5+ Units	CA, 03726	Renter	1980-99	0.0796537	0	0.0502165	0.0606061	0.0571429	0.012987	0.0181818	0	0.0138528	0.0242424	0.0675325	0.0320346	0.0597403	0.0917749	0.0831169	0.0727273	0.0709957	0.0372294	0.167965	47	1155	0.000158866
Single-Family Attached	CA, 03726	Owner	1980-99	0.137269	0	0.0206642	0	0	0.0169742	0	0.0095941	0.0169742	0.0627306	0.0295203	0.00885609	0.0848708	0.0656827	0.0900369	0	0.0531365	0.147601	0.256089	69	1355	0.000149208
Single-Family Attached	CA, 03726	Renter	1980-99	0.0343137	0	0	0.0318627	0	0	0.0318627	0	0.0318627	0.0514706	0.0294118	0.0343137	0	0.0612745	0.254902	0.110294	0.0906863	0.0465686	0.191176	21	408	4.27602e-05
Single-Family Detached	CA, 03726	Owner	1980-99	0.0349286	0.00147426	0.00680426	0.00963937	0.00328873	0.00918576	0.00759809	0.00589703	0.0132683	0.0243819	0.020186	0.035042	0.0696303	0.0590837	0.0641869	0.072919	0.0333409	0.0351554	0.49399	435	8818	0.00100527
Single-Family Detached	CA, 03726	Renter	1980-99	0.0897571	0	0	0.0348469	0	0	0.0242872	0.0242872	0	0.0274551	0	0.0253432	0.208025	0.0337909	0	0.12038	0.0897571	0.00739176	0.314678	37	947	0.000140628
Mobile Home	CA, 03726	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	0.0725389	0.160622	0.373057	0.0673575	0.108808	0.0725389	0	0.108808	0.0362694	10	193	1.71991e-05
Mobile Home	CA, 03726	Renter	2000-09	0.0873005	0.077738	0.0690699	0.105325	0.0628096	0.0658365	0.0614337	0.0745735	0.0434095	0.0773941	0.0515272	0.0579939	0.0756054	0.0271739	0.0266236	0.0152724	0.00729224	0.00192625	0.0116951	645	14536	3.54554e-06
Multi-Family with 2 - 4 Units	CA, 03726	Owner	2000-09	0.0495081	0.00814556	0.0320533	0.0393526	0.0260235	0.0318417	0.0415741	0.0195705	0.0221094	0.0842061	0.0748969	0.0627314	0.103248	0.117211	0.0578652	0.0465461	0.0474981	0.0358616	0.0997567	412	9453	2.12345e-06
Multi-Family with 2 - 4 Units	CA, 03726	Renter	2000-09	0.0788073	0.0692836	0.0626241	0.0648381	0.0654179	0.0607088	0.0484616	0.0481453	0.0438228	0.0803184	0.0718315	0.0478291	0.0819174	0.0580028	0.0307673	0.0253554	0.012704	0.0137759	0.0353886	2165	56911	4.21816e-06
Multi-Family with 5+ Units	CA, 03726	Owner	2000-09	0.045697	0.0173233	0.0159749	0.0215441	0.0262633	0.0263513	0.032624	0.0192285	0.0268203	0.0517939	0.0458143	0.0605288	0.105083	0.0645445	0.0704655	0.0639583	0.0527319	0.0384863	0.214767	1694	34116	6.57497e-06
Multi-Family with 5+ Units	CA, 03726	Renter	2000-09	0.0953521	0.0730975	0.0609575	0.0618611	0.0530505	0.05288	0.0479654	0.0425751	0.0368995	0.0715834	0.0652697	0.0496855	0.0828554	0.0608346	0.0384888	0.0280333	0.0176135	0.01495	0.0460471	9852	252307	2.33059e-05
Single-Family Attached	CA, 03726	Owner	2000-09	0.0243669	0.0140883	0.00878464	0.0187346	0.0179129	0.0188989	0.0194368	0.027833	0.0224247	0.0578472	0.0577575	0.0542765	0.128229	0.104818	0.0824083	0.064107	0.0557257	0.0467767	0.175573	3321	66935	1.19467e-05
Single-Family Attached	CA, 03726	Renter	2000-09	0.0471967	0.0394515	0.0267222	0.0233527	0.0341164	0.0401301	0.0384921	0.0398493	0.0312149	0.0829277	0.0702686	0.0763291	0.107333	0.0827171	0.0709238	0.051549	0.0296471	0.0258564	0.0819216	1862	42736	3.42369e-06
Single-Family Detached	CA, 03726	Owner	2000-09	0	0	0.0106383	0	0	0.0159574	0	0.0651596	0.00265957	0.00398936	0	0.0172872	0.0472074	0.0625	0.0292553	0.0192819	0.0757979	0.0458777	0.604388	81	1504	0.000164543
Single-Family Detached	CA, 03726	Renter	2000-09	0.0464489	0.02842	0.0307845	0.0350467	0.0383704	0.0408282	0.0380385	0.0346371	0.0348808	0.0679052	0.0632438	0.0657482	0.123584	0.101339	0.067226	0.0456297	0.0388163	0.022483	0.0765697	7571	192857	2.30181e-05
Mobile Home	CA, 03726	Owner	2010s	0.0369289	0.0400852	0.0390594	0.0429259	0.0560246	0.0553934	0.05997	0.0739367	0.0431626	0.0749625	0.0671506	0.0579184	0.13075	0.0739367	0.0445041	0.0276178	0.0198059	0.0127831	0.0430837	730	12673	1.00699e-05
Mobile Home	CA, 03726	Renter	2010s	0.0873162	0.0675551	0.0351562	0.0307904	0.115579	0.0429688	0.0990349	0.0507812	0.0445772	0.0638787	0.0627298	0.0266544	0.0953585	0.0618107	0.0595129	0.00689338	0.00643382	0.00298713	0.0399816	196	4352	2.07589e-06
Multi-Family with 2 - 4 Units	CA, 03726	Owner	2010s	0.0955951	0.0351453	0	0.0468604	0.0670103	0.0112465	0.0173383	0.0192127	0.0215558	0.0431115	0.0356139	0.0477976	0.126992	0.0852858	0.0918463	0.0674789	0.0435801	0.0234302	0.1209	82	2134	6.11842e-07
Multi-Family with 2 - 4 Units	CA, 03726	Renter	2010s	0.0953544	0.0567596	0.0620448	0.0785219	0.0706609	0.0605347	0.0403713	0.0526737	0.0283354	0.0764345	0.0544946	0.0634216	0.0826523	0.0556937	0.0300231	0.031844	0.016033	0.00741695	0.0367294	824	22516	1.2154e-06
Multi-Family with 5+ Units	CA, 03726	Owner	2010s	0.0324036	0.0318567	0.00560569	0.0138091	0.00451189	0.0154498	0.0110747	0.0300793	0.0355483	0.030216	0.0585179	0.0514083	0.156139	0.0798469	0.0597484	0.0445721	0.0549631	0.0425212	0.241728	310	7314	6.64591e-06
Multi-Family with 5+ Units	CA, 03726	Renter	2010s	0.0891333	0.0590891	0.0449814	0.0521406	0.0456681	0.046246	0.0384273	0.0406369	0.0318732	0.0665339	0.0602041	0.0523582	0.0878416	0.0722041	0.0487412	0.0354222	0.0303502	0.0163921	0.0817566	5782	147083	2.35574e-05
Single-Family Attached	CA, 03726	Owner	2010s	0.0215193	0.00984716	0.00536081	0.0102654	0.00657745	0.0130789	0.0126606	0.0169569	0.0108357	0.0321268	0.0474869	0.0463463	0.0863813	0.103452	0.0969888	0.0742149	0.0631891	0.0604517	0.28226	1304	26302	2.58984e-06
Single-Family Attached	CA, 03726	Renter	2010s	0.0408585	0.0268825	0.0155448	0.039575	0.0230319	0.0291643	0.0416429	0.0353679	0.0412151	0.0613234	0.0566885	0.0652453	0.121221	0.0964062	0.0840702	0.0483457	0.0276669	0.0320878	0.113662	587	14024	7.42198e-07
Single-Family Detached	CA, 03726	Owner	2010s	0	0	0	0	0	0.0527578	0	0	0.00959233	0.0719424	0.0551559	0	0.0527578	0.0191847	0.088729	0	0	0.0407674	0.609113	20	417	4.64869e-05
Single-Family Detached	CA, 03726	Renter	2010s	0.0584686	0.0263666	0.0238386	0.0258501	0.0344125	0.0336242	0.0321564	0.0393324	0.0277257	0.0752942	0.0490092	0.0644214	0.12164	0.0997309	0.0677648	0.0471337	0.0323738	0.0293838	0.111474	1483	36789	6.50309e-06
Mobile Home	CA, 03726	Owner	<1940	0.0612731	0.0809042	0.118977	0.0761452	0.0380726	0.0297442	0.0172516	0.0315289	0.0458061	0.134444	0.071981	0.0434265	0.0832838	0.0826889	0.00416419	0	0.00892326	0.0362879	0.0350982	93	1681	3.20812e-06
Mobile Home	CA, 03726	Renter	<1940	0.275077	0.0451389	0.0432099	0.0451389	0.0706019	0.0771605	0.0239198	0.0258488	0.0817901	0.0563272	0.0578704	0.00810185	0.0555556	0.0532407	0	0.027392	0.0177469	0	0.0358796	128	2592	6.61346e-07
Multi-Family with 2 - 4 Units	CA, 03726	Owner	<1940	0.0506318	0.0289324	0.0304889	0.0383629	0.026735	0.0171214	0.0197766	0.0291155	0.032961	0.0710493	0.0302142	0.0534701	0.0651895	0.0724226	0.0742538	0.0555759	0.0383629	0.0327779	0.232558	635	10922	4.67879e-07
